#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
332952,7944278,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210529,-
332952,64842267,G4B84_000035,G4B84_000035,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842268,G4B84_000036,G4B84_000036,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842269,G4B84_000037,G4B84_000037,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842270,G4B84_000038,G4B84_000038,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842271,G4B84_000039,G4B84_000039,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842272,G4B84_000040,G4B84_000040,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
332952,64842273,G4B84_000041,G4B84_000041,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842274,G4B84_000042,G4B84_000042,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842275,G4B84_000043,G4B84_000043,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842276,G4B84_000044,G4B84_000044,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842277,G4B84_000045,G4B84_000045,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842278,G4B84_000046,G4B84_000046,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
332952,64842279,G4B84_000047,G4B84_000047,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842280,G4B84_000048,G4B84_000048,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842281,G4B84_000049,G4B84_000049,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842282,G4B84_000050,G4B84_000050,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
332952,64842283,G4B84_000051,G4B84_000051,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842284,G4B84_000052,G4B84_000052,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842285,G4B84_000053,G4B84_000053,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842286,G4B84_000054,G4B84_000054,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842287,G4B84_000055,G4B84_000055,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842288,G4B84_000056,G4B84_000056,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842289,G4B84_000057,G4B84_000057,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842290,G4B84_000058,G4B84_000058,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842291,G4B84_000059,G4B84_000059,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842292,G4B84_000060,G4B84_000060,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842293,G4B84_000061,G4B84_000061,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842294,G4B84_000062,G4B84_000062,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842295,G4B84_000063,G4B84_000063,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842296,G4B84_000064,G4B84_000064,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842297,G4B84_000065,G4B84_000065,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842298,G4B84_000066,G4B84_000066,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842299,G4B84_000067,G4B84_000067,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842300,G4B84_000068,G4B84_000068,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842301,G4B84_000069,G4B84_000069,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842302,G4B84_000070,G4B84_000070,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
332952,64842303,G4B84_000071,G4B84_000071,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842304,G4B84_000072,G4B84_000072,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842305,G4B84_000073,G4B84_000073,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842306,G4B84_000074,G4B84_000074,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842307,G4B84_000075,G4B84_000075,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842308,G4B84_000076,G4B84_000076,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842309,G4B84_000077,G4B84_000077,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842310,G4B84_000078,G4B84_000078,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842311,G4B84_000079,G4B84_000079,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842312,G4B84_000080,G4B84_000080,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842313,G4B84_000081,G4B84_000081,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842314,G4B84_000082,G4B84_000082,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842315,G4B84_000083,G4B84_000083,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842316,G4B84_000084,G4B84_000084,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842317,G4B84_000085,G4B84_000085,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842318,G4B84_000086,G4B84_000086,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842319,G4B84_000087,G4B84_000087,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842320,G4B84_000088,G4B84_000088,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842321,G4B84_000089,G4B84_000089,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842322,G4B84_000090,G4B84_000090,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842323,G4B84_000091,G4B84_000091,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842324,G4B84_000092,G4B84_000092,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842325,G4B84_000093,G4B84_000093,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842326,G4B84_000094,G4B84_000094,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842327,G4B84_000095,G4B84_000095,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842328,G4B84_000096,G4B84_000096,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842329,G4B84_000097,G4B84_000097,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842330,G4B84_000098,G4B84_000098,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842331,G4B84_000099,G4B84_000099,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
332952,64842332,G4B84_000100,G4B84_000100,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842333,G4B84_000101,G4B84_000101,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842334,G4B84_000102,G4B84_000102,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842335,G4B84_000103,G4B84_000103,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842336,G4B84_000104,G4B84_000104,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842337,G4B84_000105,G4B84_000105,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842338,G4B84_000106,G4B84_000106,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842339,G4B84_000107,G4B84_000107,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842340,G4B84_000108,G4B84_000108,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842341,G4B84_000109,G4B84_000109,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842342,G4B84_000110,G4B84_000110,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842343,G4B84_000111,G4B84_000111,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842344,G4B84_000112,G4B84_000112,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842345,G4B84_000113,G4B84_000113,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842346,G4B84_000114,G4B84_000114,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842347,G4B84_000115,G4B84_000115,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842348,G4B84_000116,G4B84_000116,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842349,G4B84_000117,G4B84_000117,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842350,G4B84_000118,G4B84_000118,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842351,G4B84_000119,G4B84_000119,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842352,G4B84_000120,G4B84_000120,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842353,G4B84_000121,G4B84_000121,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842354,G4B84_000122,G4B84_000122,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842355,G4B84_000123,G4B84_000123,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842356,G4B84_000124,G4B84_000124,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842357,G4B84_000125,G4B84_000125,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842358,G4B84_000126,G4B84_000126,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842359,G4B84_000127,G4B84_000127,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842360,G4B84_000128,G4B84_000128,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842361,G4B84_000129,G4B84_000129,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842362,G4B84_000130,G4B84_000130,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842363,G4B84_000131,G4B84_000131,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842364,G4B84_000132,G4B84_000132,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842365,G4B84_000133,G4B84_000133,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842366,G4B84_000134,G4B84_000134,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842367,G4B84_000135,G4B84_000135,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842368,G4B84_000136,G4B84_000136,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
332952,64842369,G4B84_000137,G4B84_000137,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842370,G4B84_000138,G4B84_000138,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842371,G4B84_000139,G4B84_000139,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842372,G4B84_000140,G4B84_000140,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842373,G4B84_000141,G4B84_000141,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842374,G4B84_000142,G4B84_000142,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842375,G4B84_000143,G4B84_000143,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842376,G4B84_000144,G4B84_000144,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842377,G4B84_000145,G4B84_000145,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842378,G4B84_000146,G4B84_000146,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842379,G4B84_000147,G4B84_000147,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842380,G4B84_000148,G4B84_000148,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842381,G4B84_000149,G4B84_000149,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842382,G4B84_000150,G4B84_000150,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842383,G4B84_000151,G4B84_000151,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842384,G4B84_000152,G4B84_000152,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842385,G4B84_000153,G4B84_000153,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842386,G4B84_000154,G4B84_000154,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842387,G4B84_000155,G4B84_000155,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842388,G4B84_000156,G4B84_000156,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
332952,64842389,G4B84_000157,G4B84_000157,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842390,G4B84_000158,G4B84_000158,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842391,G4B84_000159,G4B84_000159,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842392,G4B84_000160,G4B84_000160,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842393,G4B84_000161,G4B84_000161,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842394,G4B84_000162,G4B84_000162,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842395,G4B84_000163,G4B84_000163,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842396,G4B84_000164,G4B84_000164,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842397,G4B84_000165,G4B84_000165,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842398,G4B84_000166,G4B84_000166,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842399,G4B84_000167,G4B84_000167,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842400,G4B84_000168,G4B84_000168,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
332952,64842401,G4B84_000169,G4B84_000169,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842402,G4B84_000170,G4B84_000170,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842403,G4B84_000171,G4B84_000171,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842404,G4B84_000172,G4B84_000172,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842405,G4B84_000173,G4B84_000173,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842406,G4B84_000174,G4B84_000174,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842407,G4B84_000175,G4B84_000175,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842408,G4B84_000176,G4B84_000176,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842409,G4B84_000177,G4B84_000177,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842410,G4B84_000178,G4B84_000178,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
332952,64842411,G4B84_000179,G4B84_000179,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842412,G4B84_000180,G4B84_000180,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842413,G4B84_000181,G4B84_000181,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842414,G4B84_000182,G4B84_000182,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842415,G4B84_000183,G4B84_000183,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842416,G4B84_000184,G4B84_000184,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
332952,64842417,G4B84_000185,G4B84_000185,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842418,G4B84_000186,G4B84_000186,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842419,G4B84_000187,G4B84_000187,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
332952,64842420,G4B84_000188,G4B84_000188,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
332952,64842421,G4B84_000189,G4B84_000189,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842422,G4B84_000190,G4B84_000190,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
332952,64842423,G4B84_000191,G4B84_000191,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842424,G4B84_000192,G4B84_000192,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842425,G4B84_000193,G4B84_000193,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842426,G4B84_000194,G4B84_000194,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842427,G4B84_000195,G4B84_000195,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842428,G4B84_000196,G4B84_000196,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842429,G4B84_000197,G4B84_000197,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842430,G4B84_000198,G4B84_000198,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
332952,64842431,G4B84_000199,G4B84_000199,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842432,G4B84_000200,G4B84_000200,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
332952,64842433,G4B84_000201,G4B84_000201,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210512,-
332952,64842434,G4B84_000202,G4B84_000202,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
332952,64842435,G4B84_000203,G4B84_000203,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210515,-
