#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1610872,26645676,AVT66_gp02,AVT66_gp02,IME_002,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20201221,-
1610872,26645702,AVT66_gp28,AVT66_gp28,IME_028,-,-,-,DNA-binding protein,protein-coding,-,-,-,DNA-binding protein,20201221,-
1610872,26645703,AVT66_gp29,AVT66_gp29,IME_029,-,-,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20201221,-
1610872,26645704,AVT66_gp30,AVT66_gp30,IME_030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645705,AVT66_gp31,AVT66_gp31,IME_031,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645706,AVT66_gp32,AVT66_gp32,IME_032,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645707,AVT66_gp33,AVT66_gp33,IME_033,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645708,AVT66_gp34,AVT66_gp34,IME_034,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645709,AVT66_gp35,AVT66_gp35,IME_035,-,-,-,DUF2483 family protein,protein-coding,-,-,-,DUF2483 family protein,20201221,-
1610872,26645710,AVT66_gp36,AVT66_gp36,IME_036,-,-,-,ERF family protein,protein-coding,-,-,-,ERF family protein,20201221,-
1610872,26645711,AVT66_gp37,AVT66_gp37,IME_037,-,-,-,single-stranded DNA-binding protein,protein-coding,-,-,-,single-stranded DNA-binding protein,20201221,-
1610872,26645712,AVT66_gp38,AVT66_gp38,IME_038,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645713,AVT66_gp39,AVT66_gp39,IME_039,-,-,-,DnaD domain protein,protein-coding,-,-,-,DnaD domain protein,20201221,-
1610872,26645714,AVT66_gp40,AVT66_gp40,IME_040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645715,AVT66_gp41,AVT66_gp41,IME_041,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201221,-
1610872,26645716,AVT66_gp42,AVT66_gp42,IME_042,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645717,AVT66_gp43,AVT66_gp43,IME_043,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645718,AVT66_gp44,AVT66_gp44,IME_044,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645719,AVT66_gp45,AVT66_gp45,IME_045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645720,AVT66_gp46,AVT66_gp46,IME_046,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645721,AVT66_gp47,AVT66_gp47,IME_047,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645722,AVT66_gp48,AVT66_gp48,IME_048,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645723,AVT66_gp49,AVT66_gp49,IME_049,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645724,AVT66_gp50,AVT66_gp50,IME_050,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20201221,-
1610872,26645725,AVT66_gp51,AVT66_gp51,IME_051,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645726,AVT66_gp52,AVT66_gp52,IME_052,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20201221,-
1610872,26645727,AVT66_gp53,AVT66_gp53,IME_053,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645728,AVT66_gp54,AVT66_gp54,IME_054,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645729,AVT66_gp55,AVT66_gp55,IME_055,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645730,AVT66_gp56,AVT66_gp56,IME_056,-,-,-,dUTP pyrophosphatase,protein-coding,-,-,-,dUTP pyrophosphatase,20201221,-
1610872,26645731,AVT66_gp57,AVT66_gp57,IME_057,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645732,AVT66_gp58,AVT66_gp58,IME_058,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645733,AVT66_gp59,AVT66_gp59,IME_059,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20201221,-
1610872,26645734,AVT66_gp60,AVT66_gp60,IME_060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645735,AVT66_gp61,AVT66_gp61,IME_061,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20201221,-
1610872,26645736,AVT66_gp62,AVT66_gp62,IME_062,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20201221,-
1610872,26645737,AVT66_gp01,AVT66_gp01,IME_001,-,-,-,terminase small subunit P27 family,protein-coding,-,-,-,terminase small subunit P27 family,20201221,-
1610872,26680758,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Staphylococcus Haemolyticus bacteriophage IME-SA4).,other,-,-,-,-,20200727,-
