#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1500801,24725063,ACQ82_gp02,ACQ82_gp02,PHL041M10_02,-,-,-,terminase,protein-coding,-,-,-,terminase,20201221,-
1500801,24725077,ACQ82_gp16,ACQ82_gp16,PHL041M10_16,-,-,-,putative protease,protein-coding,-,-,-,putative protease,20201221,-
1500801,24725078,ACQ82_gp17,ACQ82_gp17,PHL041M10_17,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725079,ACQ82_gp18,ACQ82_gp18,PHL041M10_18,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725080,ACQ82_gp19,ACQ82_gp19,PHL041M10_19,-,-,-,collagen-like protein,protein-coding,-,-,-,collagen-like protein,20201221,-
1500801,24725081,ACQ82_gp20,ACQ82_gp20,PHL041M10_20,-,-,-,putative endolysin,protein-coding,-,-,-,putative endolysin,20201221,-
1500801,24725082,ACQ82_gp21,ACQ82_gp21,PHL041M10_21,-,-,-,putative holin,protein-coding,-,-,-,putative holin,20201221,-
1500801,24725083,ACQ82_gp22,ACQ82_gp22,PHL041M10_22,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725084,ACQ82_gp23,ACQ82_gp23,PHL041M10_23,-,-,-,putative sigma factor,protein-coding,-,-,-,putative sigma factor,20201221,-
1500801,24725085,ACQ82_gp24,ACQ82_gp24,PHL041M10_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725086,ACQ82_gp25,ACQ82_gp25,PHL041M10_25,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725087,ACQ82_gp26,ACQ82_gp26,PHL041M10_26,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725088,ACQ82_gp27,ACQ82_gp27,PHL041M10_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725089,ACQ82_gp28,ACQ82_gp28,PHL041M10_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725090,ACQ82_gp29,ACQ82_gp29,PHL041M10_29,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725091,ACQ82_gp30,ACQ82_gp30,PHL041M10_30,-,-,-,putative DNA primase,protein-coding,-,-,-,putative DNA primase,20201221,-
1500801,24725092,ACQ82_gp31,ACQ82_gp31,PHL041M10_31,-,-,-,putative DNA primase,protein-coding,-,-,-,putative DNA primase,20201221,-
1500801,24725093,ACQ82_gp32,ACQ82_gp32,PHL041M10_32,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725094,ACQ82_gp33,ACQ82_gp33,PHL041M10_33,-,-,-,putative DNA helicase,protein-coding,-,-,-,putative DNA helicase,20201221,-
1500801,24725095,ACQ82_gp34,ACQ82_gp34,PHL041M10_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725096,ACQ82_gp35,ACQ82_gp35,PHL041M10_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725097,ACQ82_gp36,ACQ82_gp36,PHL041M10_36,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20201221,-
1500801,24725098,ACQ82_gp37,ACQ82_gp37,PHL041M10_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725099,ACQ82_gp38,ACQ82_gp38,PHL041M10_38,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725100,ACQ82_gp39,ACQ82_gp39,PHL041M10_39,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725101,ACQ82_gp40,ACQ82_gp40,PHL041M10_40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725102,ACQ82_gp41,ACQ82_gp41,PHL041M10_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725103,ACQ82_gp42,ACQ82_gp42,PHL041M10_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725104,ACQ82_gp43,ACQ82_gp43,PHL041M10_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725105,ACQ82_gp44,ACQ82_gp44,PHL041M10_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1500801,24725106,ACQ82_gp45,ACQ82_gp45,PHL041M10_45,-,-,-,putative endonuclease,protein-coding,-,-,-,putative endonuclease,20201221,-
1500801,24725107,ACQ82_gp01,ACQ82_gp01,PHL041M10_01,-,-,-,putative excinuclease,protein-coding,-,-,-,putative excinuclease,20201221,-
1500801,24936512,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200513,-
