#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
40302,9452517,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20180519,-
40302,36318415,AAJ76_1000042493,AAJ76_1000042493,-,-,Unknown,-,adenylate kinase,protein-coding,-,-,-,adenylate kinase,20200918,-
40302,36318416,AAJ76_1000044350,AAJ76_1000044350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318417,AAJ76_100004626,AAJ76_100004626,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318418,AAJ76_1000046466,AAJ76_1000046466,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318419,AAJ76_1000049122,AAJ76_1000049122,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318420,AAJ76_1000049663,AAJ76_1000049663,-,-,Unknown,-,putative histidine--trna mitochondrial ,protein-coding,-,-,-,putative histidine--trna mitochondrial ,20210424,-
40302,36318421,AAJ76_1000052414,AAJ76_1000052414,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318422,AAJ76_1000055656,AAJ76_1000055656,-,-,Unknown,-,protein argonaute-2,protein-coding,-,-,-,protein argonaute-2,20210424,-
40302,36318423,AAJ76_1000055954,AAJ76_1000055954,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318424,AAJ76_1000056877,AAJ76_1000056877,-,-,Unknown,-,n6 adenine specific dna methylase,protein-coding,-,-,-,n6 adenine specific dna methylase,20210424,-
40302,36318425,AAJ76_1000057441,AAJ76_1000057441,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318426,AAJ76_1000057704,AAJ76_1000057704,-,-,Unknown,-,dna-directed rna polymerase ii subunit rpb3,protein-coding,-,-,-,dna-directed rna polymerase ii subunit rpb3,20210417,-
40302,36318427,AAJ76_1000059621,AAJ76_1000059621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318428,AAJ76_1000059970,AAJ76_1000059970,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318429,AAJ76_1000062067,AAJ76_1000062067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318430,AAJ76_1000062515,AAJ76_1000062515,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318431,AAJ76_1000063648,AAJ76_1000063648,-,-,Unknown,-,trna-intron endonuclease,protein-coding,-,-,-,trna-intron endonuclease,20210424,-
40302,36318432,AAJ76_1000064609,AAJ76_1000064609,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318433,AAJ76_1000065899,AAJ76_1000065899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318434,AAJ76_1000072446,AAJ76_1000072446,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318435,AAJ76_1000074349,AAJ76_1000074349,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318436,AAJ76_100007636,AAJ76_100007636,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318437,AAJ76_1000077686,AAJ76_1000077686,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318438,AAJ76_100008081,AAJ76_100008081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318439,AAJ76_1000083480,AAJ76_1000083480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318440,AAJ76_1000085924,AAJ76_1000085924,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318441,AAJ76_1000088073,AAJ76_1000088073,-,-,Unknown,-,piggybac transposable element-derived protein 4-like protein,protein-coding,-,-,-,piggybac transposable element-derived protein 4-like protein,20210424,-
40302,36318442,AAJ76_1000089013,AAJ76_1000089013,-,-,Unknown,-,piggybac transposable element-derived protein 4-like protein,protein-coding,-,-,-,piggybac transposable element-derived protein 4-like protein,20210424,-
40302,36318443,AAJ76_1000091173,AAJ76_1000091173,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318444,AAJ76_100009854,AAJ76_100009854,-,-,Unknown,-,ricin b lectin,protein-coding,-,-,-,ricin b lectin,20210417,-
40302,36318445,AAJ76_1000100330,AAJ76_1000100330,-,-,Unknown,-,endoribonuclease dicer,protein-coding,-,-,-,endoribonuclease dicer,20210424,-
40302,36318446,AAJ76_1000101027,AAJ76_1000101027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318447,AAJ76_1000102963,AAJ76_1000102963,-,-,Unknown,-,polyadenylation factor i complex subunit fip1,protein-coding,-,-,-,polyadenylation factor i complex subunit fip1,20210424,-
40302,36318448,AAJ76_100010422,AAJ76_100010422,-,-,Unknown,-,mannose-1-phosphate guanylyltransferase,protein-coding,-,-,-,mannose-1-phosphate guanylyltransferase,20210424,-
40302,36318449,AAJ76_1000104899,AAJ76_1000104899,-,-,Unknown,-,dna mismatch repair protein,protein-coding,-,-,-,dna mismatch repair protein,20210424,-
40302,36318450,AAJ76_1000109660,AAJ76_1000109660,-,-,Unknown,-,polar tube protein,protein-coding,-,-,-,polar tube protein,20200918,-
40302,36318451,AAJ76_1000110692,AAJ76_1000110692,-,-,Unknown,-,protein transport protein sec13,protein-coding,-,-,-,protein transport protein sec13,20210424,-
40302,36318452,AAJ76_1000110873,AAJ76_1000110873,-,-,Unknown,-,translation elongation factor 2,protein-coding,-,-,-,translation elongation factor 2,20210417,-
40302,36318453,AAJ76_1000113859,AAJ76_1000113859,-,-,Unknown,-,class 2 transcription repressor nc2 subunit alpha,protein-coding,-,-,-,class 2 transcription repressor nc2 subunit alpha,20210424,-
40302,36318454,AAJ76_1000114274,AAJ76_1000114274,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318455,AAJ76_1000114740,AAJ76_1000114740,-,-,Unknown,-,splicing factor 3b subunit 2,protein-coding,-,-,-,splicing factor 3b subunit 2,20210417,-
40302,36318456,AAJ76_1000115637,AAJ76_1000115637,-,-,Unknown,-,camk family protein kinase,protein-coding,-,-,-,camk family protein kinase,20200918,-
40302,36318457,AAJ76_100011660,AAJ76_100011660,-,-,Unknown,-,phosphoinositide polyphosphatase,protein-coding,-,-,-,phosphoinositide polyphosphatase,20210424,-
40302,36318458,AAJ76_1000117079,AAJ76_1000117079,-,-,Unknown,-,zinc transporter 8,protein-coding,-,-,-,zinc transporter 8,20200918,-
40302,36318459,AAJ76_1000118784,AAJ76_1000118784,-,-,Unknown,-,trna (guanine-n -)-methyltransferase,protein-coding,-,-,-,trna (guanine-n -)-methyltransferase,20210417,-
40302,36318460,AAJ76_1000119667,AAJ76_1000119667,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318461,AAJ76_1000120952,AAJ76_1000120952,-,-,Unknown,-,t-snare complex subunit syntaxin,protein-coding,-,-,-,t-snare complex subunit syntaxin,20210424,-
40302,36318462,AAJ76_1000120998,AAJ76_1000120998,-,-,Unknown,-,dna lyase endonuclease 4,protein-coding,-,-,-,dna lyase endonuclease 4,20210417,-
40302,36318463,AAJ76_1000123289,AAJ76_1000123289,-,-,Unknown,-,t-snare complex subunit syntaxin,protein-coding,-,-,-,t-snare complex subunit syntaxin,20210417,-
40302,36318464,AAJ76_1000124576,AAJ76_1000124576,-,-,Unknown,-,spindle pole body associated protein,protein-coding,-,-,-,spindle pole body associated protein,20210424,-
40302,36318465,AAJ76_1000124730,AAJ76_1000124730,-,-,Unknown,-,translation initiation factor rli1,protein-coding,-,-,-,translation initiation factor rli1,20210424,-
40302,36318466,AAJ76_1000126632,AAJ76_1000126632,-,-,Unknown,-,zinc finger protein,protein-coding,-,-,-,zinc finger protein,20210424,-
40302,36318467,AAJ76_1000129125,AAJ76_1000129125,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318468,AAJ76_1000130554,AAJ76_1000130554,-,-,Unknown,-,folate transporter,protein-coding,-,-,-,folate transporter,20210417,-
40302,36318469,AAJ76_1000130893,AAJ76_1000130893,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
40302,36318470,AAJ76_1000131874,AAJ76_1000131874,-,-,Unknown,-,trna pseudouridine synthase a,protein-coding,-,-,-,trna pseudouridine synthase a,20210424,-
40302,36318471,AAJ76_1000132385,AAJ76_1000132385,-,-,Unknown,-,40s ribosomal protein s19,protein-coding,-,-,-,40s ribosomal protein s19,20210417,-
40302,36318472,AAJ76_1000133017,AAJ76_1000133017,-,-,Unknown,-,inorganic phosphate transporter,protein-coding,-,-,-,inorganic phosphate transporter,20210417,-
40302,36318473,AAJ76_1000133260,AAJ76_1000133260,-,-,Unknown,-,nudix hydrolase,protein-coding,-,-,-,nudix hydrolase,20200918,-
40302,36318474,AAJ76_1000134271,AAJ76_1000134271,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
40302,36318475,AAJ76_1000134886,AAJ76_1000134886,-,-,Unknown,-,transcriptional repressor,protein-coding,-,-,-,transcriptional repressor,20200918,-
40302,36318476,AAJ76_100013594,AAJ76_100013594,-,-,Unknown,-,eukaryotic translation initiation factor eif2a,protein-coding,-,-,-,eukaryotic translation initiation factor eif2a,20210424,-
40302,36318477,AAJ76_1000136258,AAJ76_1000136258,-,-,Unknown,-,20s proteasome subunit,protein-coding,-,-,-,20s proteasome subunit,20210424,-
40302,36318478,AAJ76_1000136489,AAJ76_1000136489,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318479,AAJ76_1000137730,AAJ76_1000137730,-,-,Unknown,-,myb-like transcription factor,protein-coding,-,-,-,myb-like transcription factor,20210417,-
40302,36318480,AAJ76_1000139409,AAJ76_1000139409,-,-,Unknown,-,gtpase-activating protein,protein-coding,-,-,-,gtpase-activating protein,20210424,-
40302,36318481,AAJ76_1000139508,AAJ76_1000139508,-,-,Unknown,-,tetraspanin family integral membrane protein,protein-coding,-,-,-,tetraspanin family integral membrane protein,20200918,-
40302,36318482,AAJ76_1000141453,AAJ76_1000141453,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318483,AAJ76_1000142585,AAJ76_1000142585,-,-,Unknown,-,septin,protein-coding,-,-,-,septin,20200918,-
40302,36318484,AAJ76_1000144988,AAJ76_1000144988,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
40302,36318485,AAJ76_1000145040,AAJ76_1000145040,-,-,Unknown,-,deoxyribonuclease-like protein,protein-coding,-,-,-,deoxyribonuclease-like protein,20200918,-
40302,36318486,AAJ76_1000146628,AAJ76_1000146628,-,-,Unknown,-,maternal pumilio protein,protein-coding,-,-,-,maternal pumilio protein,20200918,-
40302,36318487,AAJ76_1000148881,AAJ76_1000148881,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318488,AAJ76_1000150459,AAJ76_1000150459,-,-,Unknown,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20200918,-
40302,36318489,AAJ76_1000152701,AAJ76_1000152701,-,-,Unknown,-,transcription initiation factor tfiid subunit taf5,protein-coding,-,-,-,transcription initiation factor tfiid subunit taf5,20200918,-
40302,36318490,AAJ76_1000153435,AAJ76_1000153435,-,-,Unknown,-,dna-directed rna polymerase ii subunit rpb7,protein-coding,-,-,-,dna-directed rna polymerase ii subunit rpb7,20210417,-
40302,36318491,AAJ76_100015526,AAJ76_100015526,-,-,Unknown,-,serine threonine protein,protein-coding,-,-,-,serine threonine protein,20200918,-
40302,36318492,AAJ76_1000156805,AAJ76_1000156805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
40302,36318493,AAJ76_1000157322,AAJ76_1000157322,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318494,AAJ76_1000158738,AAJ76_1000158738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318495,AAJ76_1000160608,AAJ76_1000160608,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200918,-
40302,36318496,AAJ76_1000161862,AAJ76_1000161862,-,-,Unknown,-,26s proteasome non-atpase regulatory subunit 13,protein-coding,-,-,-,26s proteasome non-atpase regulatory subunit 13,20200918,-
40302,36318497,AAJ76_1000161893,AAJ76_1000161893,-,-,Unknown,-,transcription elongation factor spt5,protein-coding,-,-,-,transcription elongation factor spt5,20210424,-
40302,36318498,AAJ76_1000164617,AAJ76_1000164617,-,-,Unknown,-,er-associated proteolytic system protein,protein-coding,-,-,-,er-associated proteolytic system protein,20210424,-
40302,36318499,AAJ76_1000165053,AAJ76_1000165053,-,-,Unknown,-,septin-like protein,protein-coding,-,-,-,septin-like protein,20200918,-
40302,36318500,AAJ76_100016514,AAJ76_100016514,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
40302,36318501,AAJ76_1000166313,AAJ76_1000166313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318502,AAJ76_1000166727,AAJ76_1000166727,-,-,Unknown,-,u3 small nucleolar ribonucleoprotein,protein-coding,-,-,-,u3 small nucleolar ribonucleoprotein,20210424,-
40302,36318503,AAJ76_1000167844,AAJ76_1000167844,-,-,Unknown,-,aldo-keto reductase,protein-coding,-,-,-,aldo-keto reductase,20210417,-
40302,36318504,AAJ76_1000169449,AAJ76_1000169449,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318505,AAJ76_1000169536,AAJ76_1000169536,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318506,AAJ76_100017127,AAJ76_100017127,-,-,Unknown,-,vesicle-associated membrane protein,protein-coding,-,-,-,vesicle-associated membrane protein,20210424,-
40302,36318507,AAJ76_1000172220,AAJ76_1000172220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318508,AAJ76_1000172738,AAJ76_1000172738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318509,AAJ76_1000172977,AAJ76_1000172977,-,-,Unknown,-,reverse transcriptase,protein-coding,-,-,-,reverse transcriptase,20200918,-
40302,36318510,AAJ76_1000174952,AAJ76_1000174952,-,-,Unknown,-,subtilisin-like serine protease precursor,protein-coding,-,-,-,subtilisin-like serine protease precursor,20200918,-
40302,36318511,AAJ76_1000177094,AAJ76_1000177094,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318512,AAJ76_100017877,AAJ76_100017877,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318513,AAJ76_1000180337,AAJ76_1000180337,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318514,AAJ76_1000181186,AAJ76_1000181186,-,-,Unknown,-,cyclin k,protein-coding,-,-,-,cyclin k,20210417,-
40302,36318515,AAJ76_1000181281,AAJ76_1000181281,-,-,Unknown,-,chromosome segregation protein,protein-coding,-,-,-,chromosome segregation protein,20200918,-
40302,36318516,AAJ76_100018147,AAJ76_100018147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318517,AAJ76_1000184770,AAJ76_1000184770,-,-,Unknown,-,small-conductance mechanosensitive channel protein,protein-coding,-,-,-,small-conductance mechanosensitive channel protein,20210417,-
40302,36318518,AAJ76_1000186637,AAJ76_1000186637,-,-,Unknown,-,farnesyl pyrophosphate synthetase,protein-coding,-,-,-,farnesyl pyrophosphate synthetase,20210417,-
40302,36318519,AAJ76_1000188137,AAJ76_1000188137,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318520,AAJ76_1000189180,AAJ76_1000189180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318521,AAJ76_1000190130,AAJ76_1000190130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318522,AAJ76_100019113,AAJ76_100019113,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318523,AAJ76_1000192213,AAJ76_1000192213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
40302,36318524,AAJ76_1000193188,AAJ76_1000193188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318525,AAJ76_100019597,AAJ76_100019597,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318526,AAJ76_100020621,AAJ76_100020621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318527,AAJ76_10002174,AAJ76_10002174,-,-,Unknown,-,transcription initiation factor tfiid subunit taf10,protein-coding,-,-,-,transcription initiation factor tfiid subunit taf10,20200918,-
40302,36318528,AAJ76_100022026,AAJ76_100022026,-,-,Unknown,-,asparaginyl-trna synthetase,protein-coding,-,-,-,asparaginyl-trna synthetase,20200918,-
40302,36318529,AAJ76_100027871,AAJ76_100027871,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318530,AAJ76_100030414,AAJ76_100030414,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318531,AAJ76_10003323,AAJ76_10003323,-,-,Unknown,-,aaa atpase proteasome regulatory subunit yta6,protein-coding,-,-,-,aaa atpase proteasome regulatory subunit yta6,20210424,-
40302,36318532,AAJ76_100033851,AAJ76_100033851,-,-,Unknown,-,cdp-alcohol phosphatidyltransferase,protein-coding,-,-,-,cdp-alcohol phosphatidyltransferase,20210424,-
40302,36318533,AAJ76_100034945,AAJ76_100034945,-,-,Unknown,-,pre-mrna cleavage and polyadenylation specificity factor,protein-coding,-,-,-,pre-mrna cleavage and polyadenylation specificity factor,20210424,-
40302,36318534,AAJ76_100038566,AAJ76_100038566,-,-,Unknown,-,u2 snrnp spliceosome subunit,protein-coding,-,-,-,u2 snrnp spliceosome subunit,20200918,-
40302,36318535,AAJ76_100042163,AAJ76_100042163,-,-,Unknown,-,u3 small nucleolar rna-associated protein 14,protein-coding,-,-,-,u3 small nucleolar rna-associated protein 14,20210424,-
40302,36318536,AAJ76_100042583,AAJ76_100042583,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
40302,36318537,AAJ76_100043085,AAJ76_100043085,-,-,Unknown,-,translation initiation factor 2 subunit alpha,protein-coding,-,-,-,translation initiation factor 2 subunit alpha,20210417,-
40302,36318538,AAJ76_100044073,AAJ76_100044073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318539,AAJ76_100044308,AAJ76_100044308,-,-,Unknown,-,h aca ribonucleoprotein complex subunit 2,protein-coding,-,-,-,h aca ribonucleoprotein complex subunit 2,20200918,-
40302,36318540,AAJ76_100044675,AAJ76_100044675,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318541,AAJ76_100046636,AAJ76_100046636,-,-,Unknown,-,cyclin-dependent protein kinase 9-like protein kinase,protein-coding,-,-,-,cyclin-dependent protein kinase 9-like protein kinase,20200918,-
40302,36318542,AAJ76_100047016,AAJ76_100047016,-,-,Unknown,-,dcp1-like decapping,protein-coding,-,-,-,dcp1-like decapping,20200918,-
40302,36318543,AAJ76_100047080,AAJ76_100047080,-,-,Unknown,-,meiosis protein mei2,protein-coding,-,-,-,meiosis protein mei2,20210424,-
40302,36318544,AAJ76_100048238,AAJ76_100048238,-,-,Unknown,-,synaptobrevin-like protein,protein-coding,-,-,-,synaptobrevin-like protein,20210424,-
40302,36318545,AAJ76_100051557,AAJ76_100051557,-,-,Unknown,-,alanyl-trna synthetase,protein-coding,-,-,-,alanyl-trna synthetase,20210424,-
40302,36318546,AAJ76_100052006,AAJ76_100052006,-,-,Unknown,-,zinc c2h2-type,protein-coding,-,-,-,zinc c2h2-type,20200918,-
40302,36318547,AAJ76_100053041,AAJ76_100053041,-,-,Unknown,-,inositol polyphosphate-5-phosphatase,protein-coding,-,-,-,inositol polyphosphate-5-phosphatase,20210424,-
40302,36318548,AAJ76_100053947,AAJ76_100053947,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318549,AAJ76_100055245,AAJ76_100055245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318550,AAJ76_100058174,AAJ76_100058174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318551,AAJ76_100064061,AAJ76_100064061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318552,AAJ76_100066864,AAJ76_100066864,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318553,AAJ76_100070641,AAJ76_100070641,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
40302,36318554,AAJ76_100072989,AAJ76_100072989,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318555,AAJ76_1000731,AAJ76_1000731,-,-,Unknown,-,cdp diacylglycerol serine,protein-coding,-,-,-,cdp diacylglycerol serine,20210417,-
40302,36318556,AAJ76_100073453,AAJ76_100073453,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200918,-
40302,36318557,AAJ76_100074469,AAJ76_100074469,-,-,Unknown,-,transport protein particle complex subunit,protein-coding,-,-,-,transport protein particle complex subunit,20210424,-
40302,36318558,AAJ76_10007462,AAJ76_10007462,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318559,AAJ76_100078281,AAJ76_100078281,-,-,Unknown,-,dna-directed rna polymerase ii subunit rpb2,protein-coding,-,-,-,dna-directed rna polymerase ii subunit rpb2,20210417,-
40302,36318560,AAJ76_100078593,AAJ76_100078593,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318561,AAJ76_100079371,AAJ76_100079371,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318562,AAJ76_100081323,AAJ76_100081323,-,-,Unknown,-,amino acid peptide transporter,protein-coding,-,-,-,amino acid peptide transporter,20210424,-
40302,36318563,AAJ76_100081442,AAJ76_100081442,-,-,Unknown,-,3-ketodihydrosphingosine reductase,protein-coding,-,-,-,3-ketodihydrosphingosine reductase,20210417,-
40302,36318564,AAJ76_100082363,AAJ76_100082363,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
40302,36318565,AAJ76_100082689,AAJ76_100082689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
