#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2060091,54989096,HOS84_gp09,HOS84_gp09,RsoP1IDN_9,-,-,-,replicative DNA helicase,protein-coding,-,-,-,replicative DNA helicase,20210403,-
2060091,54989113,HOS84_gp23,HOS84_gp23,RsoP1IDN_23,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2060091,54989114,HOS84_gp24,HOS84_gp24,RsoP1IDN_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2060091,54989115,HOS84_gp25,HOS84_gp25,RsoP1IDN_25,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2060091,54989116,HOS84_gp26,HOS84_gp26,RsoP1IDN_26,-,-,-,head portal-like protein,protein-coding,-,-,-,head portal-like protein,20210403,-
2060091,54989117,HOS84_gp27,HOS84_gp27,RsoP1IDN_27,-,-,-,scaffolding-like protein,protein-coding,-,-,-,scaffolding-like protein,20201221,-
2060091,54989118,HOS84_gp28,HOS84_gp28,RsoP1IDN_28,-,-,-,major capsid-like protein,protein-coding,-,-,-,major capsid-like protein,20210403,-
2060091,54989119,HOS84_gp29,HOS84_gp29,RsoP1IDN_29,-,-,-,tail tubular protein A,protein-coding,-,-,-,tail tubular protein A,20210403,-
2060091,54989120,HOS84_gp30,HOS84_gp30,RsoP1IDN_30,-,-,-,tail tubular protein B,protein-coding,-,-,-,tail tubular protein B,20201221,-
2060091,54989121,HOS84_gp31,HOS84_gp31,RsoP1IDN_31,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2060091,54989122,HOS84_gp32,HOS84_gp32,RsoP1IDN_32,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2060091,54989123,HOS84_gp33,HOS84_gp33,RsoP1IDN_33,-,-,-,putative transglycosylase,protein-coding,-,-,-,putative transglycosylase,20210403,-
2060091,54989124,HOS84_gp34,HOS84_gp34,RsoP1IDN_34,-,-,-,putative tail fiber protein,protein-coding,-,-,-,putative tail fiber protein,20210403,-
2060091,54989125,HOS84_gp35,HOS84_gp35,RsoP1IDN_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2060091,54989126,HOS84_gp36,HOS84_gp36,RsoP1IDN_36,-,-,-,holin superfamily II protein,protein-coding,-,-,-,holin superfamily II protein,20210403,-
2060091,54989127,HOS84_gp38,HOS84_gp38,RsoP1IDN_38,-,-,-,large terminase subunit-like protein,protein-coding,-,-,-,large terminase subunit-like protein,20210403,-
2060091,54989128,HOS84_gp39,HOS84_gp39,RsoP1IDN_39,-,-,-,putative type II and type III secretion system protein precursor,protein-coding,-,-,-,putative type II and type III secretion system protein precursor,20201221,-
2060091,54989129,HOS84_gp40,HOS84_gp40,RsoP1IDN_40,-,-,-,putative lysozyme,protein-coding,-,-,-,putative lysozyme,20210403,-
2060091,54989130,HOS84_gp41,HOS84_gp41,RsoP1IDN_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2060091,54989131,HOS84_gp02,HOS84_gp02,RsoP1IDN_2,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2060091,54989132,HOS84_gp05,HOS84_gp05,RsoP1IDN_5,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2060091,54989133,HOS84_gp04,HOS84_gp04,RsoP1IDN_4,-,-,-,putative pentapeptide repeat protein,protein-coding,-,-,-,putative pentapeptide repeat protein,20210403,-
2060091,54989134,HOS84_gp13,HOS84_gp13,RsoP1IDN_13,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20210403,-
2060091,54989135,HOS84_gp37,HOS84_gp37,RsoP1IDN_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
2060091,54989136,HOS84_gp01,HOS84_gp01,RsoP1IDN_1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
2060091,55153767,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Ralstonia phage RS-IDN-P1).,other,-,-,-,-,20200518,-
