#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2575357,60336368,2,I5J44_gp02,SEA_PHINEAS_2,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210417,-
2575357,60336409,43,I5J44_gp43,SEA_PHINEAS_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336410,44,I5J44_gp44,SEA_PHINEAS_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336411,45,I5J44_gp45,SEA_PHINEAS_45,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210417,-
2575357,60336412,46,I5J44_gp46,SEA_PHINEAS_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336413,47,I5J44_gp47,SEA_PHINEAS_47,-,-,-,RecB-like exonuclease/helicase,protein-coding,-,-,-,RecB-like exonuclease/helicase,20210424,-
2575357,60336414,48,I5J44_gp48,SEA_PHINEAS_48,-,-,-,RecT-like ssDNA binding protein,protein-coding,-,-,-,RecT-like ssDNA binding protein,20210424,-
2575357,60336415,49,I5J44_gp49,SEA_PHINEAS_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336416,50,I5J44_gp50,SEA_PHINEAS_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336417,51,I5J44_gp51,SEA_PHINEAS_51,-,-,-,FtsK-like DNA translocase,protein-coding,-,-,-,FtsK-like DNA translocase,20210424,-
2575357,60336418,52,I5J44_gp52,SEA_PHINEAS_52,-,-,-,RusA-like resolvase,protein-coding,-,-,-,RusA-like resolvase,20210424,-
2575357,60336419,53,I5J44_gp53,SEA_PHINEAS_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336420,54,I5J44_gp54,SEA_PHINEAS_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336421,55,I5J44_gp55,SEA_PHINEAS_55,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20210417,-
2575357,60336422,56,I5J44_gp56,SEA_PHINEAS_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336423,57,I5J44_gp57,SEA_PHINEAS_57,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20210403,-
2575357,60336424,58,I5J44_gp58,SEA_PHINEAS_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336425,59,I5J44_gp59,SEA_PHINEAS_59,-,-,-,helix-turn-helix DNA binding protein,protein-coding,-,-,-,helix-turn-helix DNA binding protein,20210424,-
2575357,60336426,60,I5J44_gp60,SEA_PHINEAS_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336427,61,I5J44_gp61,SEA_PHINEAS_61,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336428,62,I5J44_gp62,SEA_PHINEAS_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336429,63,I5J44_gp63,SEA_PHINEAS_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336430,64,I5J44_gp64,SEA_PHINEAS_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336431,65,I5J44_gp65,SEA_PHINEAS_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336432,66,I5J44_gp66,SEA_PHINEAS_66,-,-,-,helix-turn-helix DNA binding protein,protein-coding,-,-,-,helix-turn-helix DNA binding protein,20201130,-
2575357,60336433,67,I5J44_gp67,SEA_PHINEAS_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336434,68,I5J44_gp68,SEA_PHINEAS_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336435,69,I5J44_gp69,SEA_PHINEAS_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336436,70,I5J44_gp70,SEA_PHINEAS_70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336437,71,I5J44_gp71,SEA_PHINEAS_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336438,72,I5J44_gp72,SEA_PHINEAS_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336439,73,I5J44_gp73,SEA_PHINEAS_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2575357,60336440,74,I5J44_gp74,SEA_PHINEAS_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336441,75,I5J44_gp75,SEA_PHINEAS_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336442,76,I5J44_gp76,SEA_PHINEAS_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201130,-
2575357,60336443,77,I5J44_gp77,SEA_PHINEAS_77,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20201130,-
2575357,60336444,1,I5J44_gp01,SEA_PHINEAS_1,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20201130,-
2575357,60350517,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20201202,-
