#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2315711,60331214,2,I5H63_gp002,SEA_MILLENIUMFORCE_2,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20201129,-
2315711,60331232,20,I5H63_gp020,SEA_MILLENIUMFORCE_20,-,-,-,D-ala-D-ala carboxypeptidase,protein-coding,-,-,-,D-ala-D-ala carboxypeptidase,20210424,-
2315711,60331233,21,I5H63_gp021,SEA_MILLENIUMFORCE_21,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
2315711,60331234,22,I5H63_gp022,SEA_MILLENIUMFORCE_22,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331235,23,I5H63_gp023,SEA_MILLENIUMFORCE_23,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331236,24,I5H63_gp024,SEA_MILLENIUMFORCE_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331237,25,I5H63_gp025,SEA_MILLENIUMFORCE_25,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331238,26,I5H63_gp026,SEA_MILLENIUMFORCE_26,-,-,-,helix-turn-helix DNA binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA binding domain protein,20210129,-
2315711,60331239,27,I5H63_gp027,SEA_MILLENIUMFORCE_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331240,28,I5H63_gp028,SEA_MILLENIUMFORCE_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331241,29,I5H63_gp029,SEA_MILLENIUMFORCE_29,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331242,30,I5H63_gp030,SEA_MILLENIUMFORCE_30,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331243,31,I5H63_gp031,SEA_MILLENIUMFORCE_31,-,-,-,lysin A,protein-coding,-,-,-,lysin A,20210417,-
2315711,60331244,32,I5H63_gp032,SEA_MILLENIUMFORCE_32,-,-,-,lysin B,protein-coding,-,-,-,lysin B,20201129,-
2315711,60331245,33,I5H63_gp033,SEA_MILLENIUMFORCE_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
2315711,60331246,34,I5H63_gp034,SEA_MILLENIUMFORCE_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2315711,60331247,35,I5H63_gp035,SEA_MILLENIUMFORCE_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331248,36,I5H63_gp036,SEA_MILLENIUMFORCE_36,-,-,-,DNA polymerase iii subunit,protein-coding,-,-,-,DNA polymerase iii subunit,20201129,-
2315711,60331249,37,I5H63_gp037,SEA_MILLENIUMFORCE_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331250,38,I5H63_gp039,SEA_MILLENIUMFORCE_39,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331251,39,I5H63_gp040,SEA_MILLENIUMFORCE_40,-,-,-,helix-turn-helix DNA-binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA-binding domain protein,20201129,-
2315711,60331252,40,I5H63_gp041,SEA_MILLENIUMFORCE_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331253,41,I5H63_gp042,SEA_MILLENIUMFORCE_42,-,-,-,integrase,protein-coding,-,-,-,integrase,20210424,-
2315711,60331254,42,I5H63_gp043,SEA_MILLENIUMFORCE_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331255,44,I5H63_gp044,SEA_MILLENIUMFORCE_44,-,-,-,immunity repressor,protein-coding,-,-,-,immunity repressor,20201129,-
2315711,60331256,45,I5H63_gp045,SEA_MILLENIUMFORCE_45,-,-,-,CRO protein,protein-coding,-,-,-,CRO protein,20210406,-
2315711,60331257,46,I5H63_gp046,SEA_MILLENIUMFORCE_46,-,-,-,antirepressor,protein-coding,-,-,-,antirepressor,20210424,-
2315711,60331258,47,I5H63_gp047,SEA_MILLENIUMFORCE_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331259,48,I5H63_gp048,SEA_MILLENIUMFORCE_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331260,49,I5H63_gp049,SEA_MILLENIUMFORCE_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331261,50,I5H63_gp050,SEA_MILLENIUMFORCE_50,-,-,-,helix-turn-helix DNA-binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA-binding domain protein,20201129,-
2315711,60331262,51,I5H63_gp051,SEA_MILLENIUMFORCE_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331263,52,I5H63_gp052,SEA_MILLENIUMFORCE_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331264,53,I5H63_gp053,SEA_MILLENIUMFORCE_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331265,54,I5H63_gp054,SEA_MILLENIUMFORCE_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2315711,60331266,55,I5H63_gp055,SEA_MILLENIUMFORCE_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331267,56,I5H63_gp056,SEA_MILLENIUMFORCE_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331268,57,I5H63_gp057,SEA_MILLENIUMFORCE_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331269,58,I5H63_gp058,SEA_MILLENIUMFORCE_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331270,59,I5H63_gp059,SEA_MILLENIUMFORCE_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331271,61,I5H63_gp060,SEA_MILLENIUMFORCE_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2315711,60331272,62,I5H63_gp061,SEA_MILLENIUMFORCE_61,-,-,-,WhiB family transcription factor,protein-coding,-,-,-,WhiB family transcription factor,20210417,-
2315711,60331273,63,I5H63_gp062,SEA_MILLENIUMFORCE_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
2315711,60331274,64,I5H63_gp063,SEA_MILLENIUMFORCE_63,-,-,-,helix-turn-helix DNA-binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA-binding domain protein,20210424,-
2315711,60331275,65,I5H63_gp064,SEA_MILLENIUMFORCE_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331276,66,I5H63_gp065,SEA_MILLENIUMFORCE_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331277,67,I5H63_gp066,SEA_MILLENIUMFORCE_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
2315711,60331278,68,I5H63_gp067,SEA_MILLENIUMFORCE_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
2315711,60331279,69,I5H63_gp068,SEA_MILLENIUMFORCE_68,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210424,-
2315711,60331280,70,I5H63_gp069,SEA_MILLENIUMFORCE_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331281,71,I5H63_gp070,SEA_MILLENIUMFORCE_70,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20210424,-
2315711,60331282,72,I5H63_gp071,SEA_MILLENIUMFORCE_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331283,73,I5H63_gp072,SEA_MILLENIUMFORCE_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331284,74,I5H63_gp073,SEA_MILLENIUMFORCE_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331285,75,I5H63_gp074,SEA_MILLENIUMFORCE_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331286,76,I5H63_gp075,SEA_MILLENIUMFORCE_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331287,77,I5H63_gp076,SEA_MILLENIUMFORCE_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331288,78,I5H63_gp077,SEA_MILLENIUMFORCE_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331289,79,I5H63_gp078,SEA_MILLENIUMFORCE_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331290,80,I5H63_gp079,SEA_MILLENIUMFORCE_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331291,81,I5H63_gp080,SEA_MILLENIUMFORCE_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331292,82,I5H63_gp081,SEA_MILLENIUMFORCE_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331293,83,I5H63_gp082,SEA_MILLENIUMFORCE_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331294,84,I5H63_gp083,SEA_MILLENIUMFORCE_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331295,85,I5H63_gp084,SEA_MILLENIUMFORCE_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331296,86,I5H63_gp085,SEA_MILLENIUMFORCE_85,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331297,87,I5H63_gp086,SEA_MILLENIUMFORCE_86,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331298,88,I5H63_gp087,SEA_MILLENIUMFORCE_87,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331299,89,I5H63_gp088,SEA_MILLENIUMFORCE_88,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331300,90,I5H63_gp089,SEA_MILLENIUMFORCE_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331301,91,I5H63_gp090,SEA_MILLENIUMFORCE_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331302,92,I5H63_gp091,SEA_MILLENIUMFORCE_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331303,93,I5H63_gp092,SEA_MILLENIUMFORCE_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331304,94,I5H63_gp093,SEA_MILLENIUMFORCE_93,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331305,95,I5H63_gp094,SEA_MILLENIUMFORCE_94,-,-,-,MerR-like HTH DNA binding protein,protein-coding,-,-,-,MerR-like HTH DNA binding protein,20210424,-
2315711,60331306,96,I5H63_gp095,SEA_MILLENIUMFORCE_95,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331307,97,I5H63_gp096,SEA_MILLENIUMFORCE_96,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331308,98,I5H63_gp097,SEA_MILLENIUMFORCE_97,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331309,99,I5H63_gp098,SEA_MILLENIUMFORCE_98,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331310,100,I5H63_gp099,SEA_MILLENIUMFORCE_99,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331311,101,I5H63_gp100,SEA_MILLENIUMFORCE_100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331312,102,I5H63_gp101,SEA_MILLENIUMFORCE_101,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210424,-
2315711,60331313,103,I5H63_gp102,SEA_MILLENIUMFORCE_102,-,-,-,serine/threonine kinase,protein-coding,-,-,-,serine/threonine kinase,20210424,-
2315711,60331314,104,I5H63_gp103,SEA_MILLENIUMFORCE_103,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331315,105,I5H63_gp104,SEA_MILLENIUMFORCE_104,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210424,-
2315711,60331316,37,I5H63_gp038,SEA_MILLENIUMFORCE_38,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331317,1,I5H63_gp001,SEA_MILLENIUMFORCE_1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2315711,60338727,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20201130,-
