#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1434118,24869519,MSSAC_RS00005,MSSAC_RS00005,MSSAC_0001,-,-,-,ORC1-type DNA replication protein,protein-coding,-,-,-,ORC1-type DNA replication protein,20201210,-
1434118,24869534,MSSAC_RS00080,MSSAC_RS00080,MSSAC_0014,-,-,-,PAS domain-containing protein,protein-coding,-,-,-,PAS domain-containing protein,20201210,-
1434118,24869535,MSSAC_RS00085,MSSAC_RS00085,MSSAC_0015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869536,MSSAC_RS00090,MSSAC_RS00090,MSSAC_0016,-,-,-,RNA ligase,protein-coding,-,-,-,RNA ligase,20201210,-
1434118,24869537,MSSAC_RS00095,MSSAC_RS00095,MSSAC_0017,-,-,-,TIGR00266 family protein,protein-coding,-,-,-,TIGR00266 family protein,20201210,-
1434118,24869538,MSSAC_RS00100,MSSAC_RS00100,MSSAC_0018,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210424,-
1434118,24869539,MSSAC_RS00105,MSSAC_RS00105,MSSAC_0019,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20201210,-
1434118,24869541,MSSAC_RS00115,MSSAC_RS00115,MSSAC_0020,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20201210,-
1434118,24869542,MSSAC_RS00120,MSSAC_RS00120,MSSAC_0021,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20201210,-
1434118,24869543,MSSAC_RS00125,MSSAC_RS00125,MSSAC_0022,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20201210,-
1434118,24869544,MSSAC_RS00130,MSSAC_RS00130,MSSAC_0023,-,-,-,replication factor A,protein-coding,-,-,-,replication factor A,20201210,-
1434118,24869546,MSSAC_RS00140,MSSAC_RS00140,MSSAC_0024,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201210,-
1434118,24869547,MSSAC_RS00145,MSSAC_RS00145,MSSAC_0025,-,-,-,RNA 2'-phosphotransferase,protein-coding,-,-,-,RNA 2'-phosphotransferase,20201210,-
1434118,24869548,MSSAC_RS00150,MSSAC_RS00150,MSSAC_0026,-,-,-,RNA 3'-terminal phosphate cyclase,protein-coding,-,-,-,RNA 3'-terminal phosphate cyclase,20201210,-
1434118,24869549,MSSAC_RS00155,MSSAC_RS00155,MSSAC_0027,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20201210,-
1434118,24869550,MSSAC_RS00160,MSSAC_RS00160,MSSAC_0028,-,-,-,transposase,protein-coding,-,-,-,transposase,20201210,-
1434118,24869551,MSSAC_RS00165,MSSAC_RS00165,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869552,MSSAC_RS00170,MSSAC_RS00170,MSSAC_0029,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20201210,-
1434118,24869553,MSSAC_RS00175,MSSAC_RS00175,-,-,-,-,UPF0058 family protein,protein-coding,-,-,-,UPF0058 family protein,20201210,-
1434118,24869554,rimI,MSSAC_RS00180,MSSAC_0030,-,-,-,ribosomal protein S18-alanine N-acetyltransferase,protein-coding,-,-,-,ribosomal protein S18-alanine N-acetyltransferase,20201210,-
1434118,24869555,MSSAC_RS00185,MSSAC_RS00185,MSSAC_0031,-,-,-,DUF5591 domain-containing protein,protein-coding,-,-,-,DUF5591 domain-containing protein,20201210,-
1434118,24869557,MSSAC_RS00195,MSSAC_RS00195,MSSAC_0032,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20201210,-
1434118,24869558,MSSAC_RS00200,MSSAC_RS00200,MSSAC_0033,-,-,-,(Fe-S)-binding protein,protein-coding,-,-,-,(Fe-S)-binding protein,20201210,-
1434118,24869559,MSSAC_RS00205,MSSAC_RS00205,MSSAC_0034,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869560,MSSAC_RS00210,MSSAC_RS00210,MSSAC_0035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869561,MSSAC_RS00215,MSSAC_RS00215,MSSAC_0036,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24869562,MSSAC_RS00220,MSSAC_RS00220,MSSAC_0037,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201210,-
1434118,24869563,MSSAC_RS00225,MSSAC_RS00225,MSSAC_0038,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20201210,-
1434118,24869565,MSSAC_RS00235,MSSAC_RS00235,MSSAC_0040,-,-,-,YgiQ family radical SAM protein,protein-coding,-,-,-,YgiQ family radical SAM protein,20201210,-
1434118,24869566,MSSAC_RS00240,MSSAC_RS00240,MSSAC_0041,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20201210,-
1434118,24869567,MSSAC_RS00245,MSSAC_RS00245,MSSAC_0042,-,-,-,TatD family hydrolase,protein-coding,-,-,-,TatD family hydrolase,20201210,-
1434118,24869568,MSSAC_RS00250,MSSAC_RS00250,MSSAC_0043,-,-,-,2-isopropylmalate synthase,protein-coding,-,-,-,2-isopropylmalate synthase,20201210,-
1434118,24869569,MSSAC_RS00255,MSSAC_RS00255,MSSAC_4402,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20201210,-
1434118,24869570,MSSAC_RS00260,MSSAC_RS00260,MSSAC_4403,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20201210,-
1434118,24869571,rrf,MSSAC_RS00265,MSSAC_4404,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20201210,-
1434118,24869572,MSSAC_RS00270,MSSAC_RS00270,MSSAC_0044,-,-,-,YIP1 family protein,protein-coding,-,-,-,YIP1 family protein,20201210,-
1434118,24869573,MSSAC_RS00275,MSSAC_RS00275,MSSAC_4405,-,-,-,tRNA,tRNA,-,-,-,-,20201210,-
1434118,24869574,MSSAC_RS00280,MSSAC_RS00280,MSSAC_0045,-,-,-,endonuclease III,protein-coding,-,-,-,endonuclease III,20201210,-
1434118,24869575,MSSAC_RS00285,MSSAC_RS00285,MSSAC_0046,-,-,-,"bifunctional 5,6,7,8-tetrahydromethanopterin hydro-lyase/3-hexulose-6-phosphate synthase",protein-coding,-,-,-,"bifunctional 5,6,7,8-tetrahydromethanopterin hydro-lyase/3-hexulose-6-phosphate synthase",20201210,-
1434118,24869576,tpiA,MSSAC_RS00290,MSSAC_0047,-,-,-,triose-phosphate isomerase,protein-coding,-,-,-,triose-phosphate isomerase,20201210,-
1434118,24869577,MSSAC_RS00295,MSSAC_RS00295,MSSAC_0048,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201210,-
1434118,24869578,MSSAC_RS00300,MSSAC_RS00300,MSSAC_0049,-,-,-,iron ABC transporter permease,protein-coding,-,-,-,iron ABC transporter permease,20201210,-
1434118,24869579,MSSAC_RS00305,MSSAC_RS00305,MSSAC_0050,-,-,-,iron ABC transporter substrate-binding protein,protein-coding,-,-,-,iron ABC transporter substrate-binding protein,20201210,-
1434118,24869581,MSSAC_RS00315,MSSAC_RS00315,MSSAC_0051,-,-,-,TraR/DksA C4-type zinc finger protein,protein-coding,-,-,-,TraR/DksA C4-type zinc finger protein,20201210,-
1434118,24869582,MSSAC_RS00320,MSSAC_RS00320,MSSAC_0052,-,-,-,peptide ABC transporter substrate-binding protein,protein-coding,-,-,-,peptide ABC transporter substrate-binding protein,20201210,-
1434118,24869583,MSSAC_RS00325,MSSAC_RS00325,MSSAC_0053,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201210,-
1434118,24869584,MSSAC_RS00330,MSSAC_RS00330,MSSAC_0054,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201210,-
1434118,24869585,MSSAC_RS00335,MSSAC_RS00335,MSSAC_0055,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201210,-
1434118,24869586,MSSAC_RS00340,MSSAC_RS00340,MSSAC_0056,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201210,-
1434118,24869587,MSSAC_RS00345,MSSAC_RS00345,MSSAC_0057,-,-,-,HEAT repeat domain-containing protein,protein-coding,-,-,-,HEAT repeat domain-containing protein,20201210,-
1434118,24869588,MSSAC_RS00350,MSSAC_RS00350,MSSAC_0058,-,-,-,prephenate dehydrogenase,protein-coding,-,-,-,prephenate dehydrogenase,20201210,-
1434118,24869589,MSSAC_RS00355,MSSAC_RS00355,MSSAC_0059,-,-,-,shikimate dehydrogenase,protein-coding,-,-,-,shikimate dehydrogenase,20201210,-
1434118,24869590,aroD,MSSAC_RS00360,MSSAC_0060,-,-,-,type I 3-dehydroquinate dehydratase,protein-coding,-,-,-,type I 3-dehydroquinate dehydratase,20201210,-
1434118,24869591,MSSAC_RS00365,MSSAC_RS00365,MSSAC_0061,-,-,-,3-dehydroquinate synthase II,protein-coding,-,-,-,3-dehydroquinate synthase II,20201210,-
1434118,24869592,MSSAC_RS00370,MSSAC_RS00370,MSSAC_0062,-,-,-,class I fructose-bisphosphate aldolase family protein,protein-coding,-,-,-,class I fructose-bisphosphate aldolase family protein,20201210,-
1434118,24869593,MSSAC_RS00375,MSSAC_RS00375,MSSAC_0063,-,-,-,GMP synthase subunit A,protein-coding,-,-,-,GMP synthase subunit A,20201210,-
1434118,24869594,ffh,MSSAC_RS00380,MSSAC_0064,-,-,-,signal recognition particle protein,protein-coding,-,-,-,signal recognition particle protein,20201210,-
1434118,24869595,MSSAC_RS00385,MSSAC_RS00385,MSSAC_4407,-,-,-,tRNA,tRNA,-,-,-,-,20201210,-
1434118,24869596,MSSAC_RS00390,MSSAC_RS00390,MSSAC_4408,-,-,-,tRNA,tRNA,-,-,-,-,20201210,-
1434118,24869597,MSSAC_RS00395,MSSAC_RS00395,MSSAC_0065,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869598,MSSAC_RS00400,MSSAC_RS00400,MSSAC_0066,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24869599,MSSAC_RS00405,MSSAC_RS00405,MSSAC_0067,-,-,-,winged helix-turn-helix domain-containing protein,protein-coding,-,-,-,winged helix-turn-helix domain-containing protein,20201210,-
1434118,24869600,MSSAC_RS00410,MSSAC_RS00410,MSSAC_0068,-,-,-,DUF169 domain-containing protein,protein-coding,-,-,-,DUF169 domain-containing protein,20201210,-
1434118,24869601,MSSAC_RS00415,MSSAC_RS00415,MSSAC_0069,-,-,-,O-phosphoserine--tRNA ligase,protein-coding,-,-,-,O-phosphoserine--tRNA ligase,20201210,-
1434118,24869602,MSSAC_RS00420,MSSAC_RS00420,MSSAC_0070,-,-,-,haloacid dehalogenase,protein-coding,-,-,-,haloacid dehalogenase,20201210,-
1434118,24869603,MSSAC_RS00425,MSSAC_RS00425,MSSAC_0071,-,-,-,UPF0147 family protein,protein-coding,-,-,-,UPF0147 family protein,20201210,-
1434118,24869604,MSSAC_RS00430,MSSAC_RS00430,MSSAC_0072,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869605,MSSAC_RS00435,MSSAC_RS00435,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869606,MSSAC_RS00440,MSSAC_RS00440,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869607,MSSAC_RS00445,MSSAC_RS00445,MSSAC_0073,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20201210,-
1434118,24869608,glyS,MSSAC_RS00450,MSSAC_0074,-,-,-,glycine--tRNA ligase,protein-coding,-,-,-,glycine--tRNA ligase,20201210,-
1434118,24869609,MSSAC_RS00455,MSSAC_RS00455,MSSAC_0075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869610,MSSAC_RS00460,MSSAC_RS00460,MSSAC_0076,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20201210,-
1434118,24869611,MSSAC_RS00465,MSSAC_RS00465,MSSAC_0077,-,-,-,nucleotidyltransferase substrate binding protein,protein-coding,-,-,-,nucleotidyltransferase substrate binding protein,20201210,-
1434118,24869612,MSSAC_RS00470,MSSAC_RS00470,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869613,MSSAC_RS00475,MSSAC_RS00475,MSSAC_0078,-,-,-,nucleotidyltransferase family protein,protein-coding,-,-,-,nucleotidyltransferase family protein,20201210,-
1434118,24869615,MSSAC_RS00485,MSSAC_RS00485,MSSAC_0080,-,-,-,nucleotidyltransferase family protein,protein-coding,-,-,-,nucleotidyltransferase family protein,20210605,-
1434118,24869616,MSSAC_RS00490,MSSAC_RS00490,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869617,MSSAC_RS00495,MSSAC_RS00495,MSSAC_0081,-,-,-,acetate uptake transporter family protein,protein-coding,-,-,-,acetate uptake transporter family protein,20201210,-
1434118,24869618,surE,MSSAC_RS00500,MSSAC_0082,-,-,-,5'/3'-nucleotidase SurE,protein-coding,-,-,-,5'/3'-nucleotidase SurE,20201210,-
1434118,24869619,moaA,MSSAC_RS00505,MSSAC_0083,-,-,-,"GTP 3',8-cyclase MoaA",protein-coding,-,-,-,"GTP 3',8-cyclase MoaA",20201210,-
1434118,24869620,MSSAC_RS00510,MSSAC_RS00510,MSSAC_0084,-,-,-,"cobyrinate a,c-diamide synthase",protein-coding,-,-,-,"cobyrinate a,c-diamide synthase",20201210,-
1434118,24869621,MSSAC_RS00515,MSSAC_RS00515,MSSAC_0085,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201210,-
1434118,24869622,MSSAC_RS00520,MSSAC_RS00520,MSSAC_0086,-,-,-,glyoxalase/bleomycin resistance/dioxygenase family protein,protein-coding,-,-,-,glyoxalase/bleomycin resistance/dioxygenase family protein,20201210,-
1434118,24869623,priL,MSSAC_RS00525,MSSAC_0087,-,-,-,DNA primase regulatory subunit PriL,protein-coding,-,-,-,DNA primase regulatory subunit PriL,20201210,-
1434118,24869624,MSSAC_RS00530,MSSAC_RS00530,MSSAC_0088,-,-,-,DNA polymerase sliding clamp,protein-coding,-,-,-,DNA polymerase sliding clamp,20201210,-
1434118,24869625,MSSAC_RS00535,MSSAC_RS00535,MSSAC_0089,-,-,-,transcription factor S,protein-coding,-,-,-,transcription factor S,20201210,-
1434118,24869626,MSSAC_RS00540,MSSAC_RS00540,MSSAC_0090,-,-,-,NUDIX hydrolase,protein-coding,-,-,-,NUDIX hydrolase,20201210,-
1434118,24869627,artA,MSSAC_RS00545,MSSAC_0092,-,-,-,archaeosortase A,protein-coding,-,-,-,archaeosortase A,20201210,-
1434118,24869628,MSSAC_RS00550,MSSAC_RS00550,MSSAC_0093,-,-,-,phosphatidylserine decarboxylase,protein-coding,-,-,-,phosphatidylserine decarboxylase,20201210,-
1434118,24869629,MSSAC_RS00555,MSSAC_RS00555,MSSAC_0094,-,-,-,archaetidylserine synthase,protein-coding,-,-,-,archaetidylserine synthase,20201210,-
1434118,24869630,MSSAC_RS00560,MSSAC_RS00560,MSSAC_0095,-,-,-,dihydroneopterin aldolase family protein,protein-coding,-,-,-,dihydroneopterin aldolase family protein,20201210,-
1434118,24869631,MSSAC_RS00565,MSSAC_RS00565,MSSAC_0096,-,-,-,histidinol-phosphate transaminase,protein-coding,-,-,-,histidinol-phosphate transaminase,20201210,-
1434118,24869632,MSSAC_RS00570,MSSAC_RS00570,MSSAC_0097,-,-,-,acetylornithine transaminase,protein-coding,-,-,-,acetylornithine transaminase,20201210,-
1434118,24869633,MSSAC_RS00575,MSSAC_RS00575,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869634,MSSAC_RS00580,MSSAC_RS00580,MSSAC_0098,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869635,MSSAC_RS00585,MSSAC_RS00585,MSSAC_0099,-,-,-,pseudouridine synthase,protein-coding,-,-,-,pseudouridine synthase,20201210,-
1434118,24869636,MSSAC_RS00590,MSSAC_RS00590,MSSAC_0100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869637,MSSAC_RS00595,MSSAC_RS00595,MSSAC_0101,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869638,MSSAC_RS00600,MSSAC_RS00600,MSSAC_0102,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869639,MSSAC_RS00605,MSSAC_RS00605,MSSAC_0103,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869640,MSSAC_RS00610,MSSAC_RS00610,MSSAC_0104,-,-,-,DUF1894 domain-containing protein,protein-coding,-,-,-,DUF1894 domain-containing protein,20201210,-
1434118,24869641,MSSAC_RS00615,MSSAC_RS00615,MSSAC_0105,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20201210,-
1434118,24869642,MSSAC_RS00620,MSSAC_RS00620,MSSAC_0106,-,-,-,DUF1890 domain-containing protein,protein-coding,-,-,-,DUF1890 domain-containing protein,20201210,-
1434118,24869643,MSSAC_RS00625,MSSAC_RS00625,MSSAC_0107,-,-,-,DUF1894 domain-containing protein,protein-coding,-,-,-,DUF1894 domain-containing protein,20201210,-
1434118,24869644,MSSAC_RS00630,MSSAC_RS00630,MSSAC_0108,-,-,-,phosphoribosylformylglycinamidine cyclo-ligase,protein-coding,-,-,-,phosphoribosylformylglycinamidine cyclo-ligase,20201210,-
1434118,24869645,MSSAC_RS00635,MSSAC_RS00635,MSSAC_0109,-,-,-,aspartate kinase,protein-coding,-,-,-,aspartate kinase,20201210,-
1434118,24869646,MSSAC_RS00640,MSSAC_RS00640,MSSAC_0110,-,-,-,cofactor-independent phosphoglycerate mutase,protein-coding,-,-,-,cofactor-independent phosphoglycerate mutase,20201210,-
1434118,24869647,MSSAC_RS00645,MSSAC_RS00645,MSSAC_0111,-,-,-,Hsp20/alpha crystallin family protein,protein-coding,-,-,-,Hsp20/alpha crystallin family protein,20201210,-
1434118,24869648,MSSAC_RS00650,MSSAC_RS00650,MSSAC_0112,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869649,MSSAC_RS00655,MSSAC_RS00655,MSSAC_0113,-,-,-,coenzyme F420-0:L-glutamate ligase,protein-coding,-,-,-,coenzyme F420-0:L-glutamate ligase,20201210,-
1434118,24869650,MSSAC_RS00660,MSSAC_RS00660,MSSAC_0114,-,-,-,cytidine/deoxycytidylate deaminase family protein,protein-coding,-,-,-,cytidine/deoxycytidylate deaminase family protein,20201210,-
1434118,24869651,MSSAC_RS00665,MSSAC_RS00665,MSSAC_0115,-,-,-,protein translocase subunit SecF,protein-coding,-,-,-,protein translocase subunit SecF,20201210,-
1434118,24869652,MSSAC_RS00670,MSSAC_RS00670,MSSAC_0116,-,-,-,preprotein translocase subunit SecD,protein-coding,-,-,-,preprotein translocase subunit SecD,20201210,-
1434118,24869653,MSSAC_RS00675,MSSAC_RS00675,MSSAC_0117,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201210,-
1434118,24869654,MSSAC_RS00680,MSSAC_RS00680,MSSAC_0118,-,-,-,efflux RND transporter permease subunit,protein-coding,-,-,-,efflux RND transporter permease subunit,20201210,-
1434118,24869655,MSSAC_RS00685,MSSAC_RS00685,MSSAC_0119,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869656,MSSAC_RS00690,MSSAC_RS00690,MSSAC_0120,-,-,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20201210,-
1434118,24869659,MSSAC_RS00705,MSSAC_RS00705,MSSAC_0123,-,-,-,methyltransferase cognate corrinoid protein,protein-coding,-,-,-,methyltransferase cognate corrinoid protein,20201210,-
1434118,24869663,MSSAC_RS00725,MSSAC_RS00725,-,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24869666,MSSAC_RS00740,MSSAC_RS00740,MSSAC_0127,-,-,-,methyltransferase cognate corrinoid protein,protein-coding,-,-,-,methyltransferase cognate corrinoid protein,20201210,-
1434118,24869667,MSSAC_RS00745,MSSAC_RS00745,MSSAC_0128,-,-,-,MtaA/CmuA family methyltransferase,protein-coding,-,-,-,MtaA/CmuA family methyltransferase,20201210,-
1434118,24869668,MSSAC_RS00750,MSSAC_RS00750,MSSAC_0129,-,-,-,NAD(P)H-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)H-dependent oxidoreductase,20201210,-
1434118,24869669,MSSAC_RS00755,MSSAC_RS00755,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869670,MSSAC_RS00760,MSSAC_RS00760,MSSAC_0130,-,-,-,methylamine methyltransferase corrinoid protein reductive activase,protein-coding,-,-,-,methylamine methyltransferase corrinoid protein reductive activase,20201210,-
1434118,24869672,MSSAC_RS00770,MSSAC_RS00770,MSSAC_0133,-,-,-,polysaccharide deacetylase family protein,protein-coding,-,-,-,polysaccharide deacetylase family protein,20201210,-
1434118,24869673,pylD,MSSAC_RS00775,MSSAC_0134,-,-,-,3-methylornithyl-N6-L-lysine dehydrogenase PylD,protein-coding,-,-,-,3-methylornithyl-N6-L-lysine dehydrogenase PylD,20201210,-
1434118,24869674,pylC,MSSAC_RS00780,MSSAC_0135,-,-,-,3-methylornithine--L-lysine ligase PylC,protein-coding,-,-,-,3-methylornithine--L-lysine ligase PylC,20210424,-
1434118,24869675,pylB,MSSAC_RS00785,MSSAC_0136,-,-,-,methylornithine synthase PylB,protein-coding,-,-,-,methylornithine synthase PylB,20201210,-
1434118,24869676,MSSAC_RS00790,MSSAC_RS00790,MSSAC_0137,-,-,-,pyrrolysine--tRNA(Pyl) ligase,protein-coding,-,-,-,pyrrolysine--tRNA(Pyl) ligase,20201210,-
1434118,24869678,MSSAC_RS00800,MSSAC_RS00800,MSSAC_0138,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869679,MSSAC_RS00805,MSSAC_RS00805,MSSAC_0139,-,-,-,DUF134 domain-containing protein,protein-coding,-,-,-,DUF134 domain-containing protein,20201210,-
1434118,24869680,MSSAC_RS00810,MSSAC_RS00810,MSSAC_0140,-,-,-,DUF5320 domain-containing protein,protein-coding,-,-,-,DUF5320 domain-containing protein,20201210,-
1434118,24869681,MSSAC_RS00815,MSSAC_RS00815,MSSAC_0141,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869682,MSSAC_RS00820,MSSAC_RS00820,MSSAC_0142,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20201210,-
1434118,24869683,MSSAC_RS00825,MSSAC_RS00825,MSSAC_0143,-,-,-,ferritin,protein-coding,-,-,-,ferritin,20201210,-
1434118,24869684,MSSAC_RS00830,MSSAC_RS00830,MSSAC_0144,-,-,-,universal stress protein,protein-coding,-,-,-,universal stress protein,20201210,-
1434118,24869685,MSSAC_RS00835,MSSAC_RS00835,MSSAC_0145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869686,MSSAC_RS00840,MSSAC_RS00840,MSSAC_0146,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869687,MSSAC_RS00845,MSSAC_RS00845,MSSAC_0147,-,-,-,TfuA-related McrA-glycine thioamidation protein,protein-coding,-,-,-,TfuA-related McrA-glycine thioamidation protein,20201210,-
1434118,24869688,MSSAC_RS00850,MSSAC_RS00850,MSSAC_0148,-,-,-,YcaO-related McrA-glycine thioamidation protein,protein-coding,-,-,-,YcaO-related McrA-glycine thioamidation protein,20201210,-
1434118,24869689,MSSAC_RS00855,MSSAC_RS00855,MSSAC_0149,-,-,-,DUF2892 domain-containing protein,protein-coding,-,-,-,DUF2892 domain-containing protein,20201210,-
1434118,24869690,MSSAC_RS00860,MSSAC_RS00860,MSSAC_0150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24869691,MSSAC_RS00865,MSSAC_RS00865,MSSAC_0152,-,-,-,copper-translocating P-type ATPase,protein-coding,-,-,-,copper-translocating P-type ATPase,20201210,-
1434118,24869692,MSSAC_RS00870,MSSAC_RS00870,MSSAC_0153,-,-,-,cytochrome c,protein-coding,-,-,-,cytochrome c,20201210,-
1434118,24869693,MSSAC_RS00875,MSSAC_RS00875,MSSAC_0154,-,-,-,PLDc N-terminal domain-containing protein,protein-coding,-,-,-,PLDc N-terminal domain-containing protein,20201210,-
