#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2713273,55817591,HYQ33_gp002,HYQ33_gp002,aagejoakim_2,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210123,-
2713273,55817634,HYQ33_gp045,HYQ33_gp045,aagejoakim_45,-,-,-,clamp loader subunit,protein-coding,-,-,-,clamp loader subunit,20201222,-
2713273,55817635,HYQ33_gp046,HYQ33_gp046,aagejoakim_46,-,-,-,sliding clamp protein,protein-coding,-,-,-,sliding clamp protein,20201222,-
2713273,55817636,HYQ33_gp047,HYQ33_gp047,aagejoakim_47,-,-,-,clamp loader subunit DNA polymerase accessory protein,protein-coding,-,-,-,clamp loader subunit DNA polymerase accessory protein,20201222,-
2713273,55817637,HYQ33_gp048,HYQ33_gp048,aagejoakim_48,-,-,-,DNA polymerase clamp loader subunit,protein-coding,-,-,-,DNA polymerase clamp loader subunit,20210313,-
2713273,55817638,HYQ33_gp049,HYQ33_gp049,aagejoakim_49,-,-,-,translational repressor,protein-coding,-,-,-,translational repressor,20201222,-
2713273,55817639,HYQ33_gp050,HYQ33_gp050,aagejoakim_50,-,-,-,nucleoside triphosphate pyrophosphohydrolase,protein-coding,-,-,-,nucleoside triphosphate pyrophosphohydrolase,20210129,-
2713273,55817640,HYQ33_gp051,HYQ33_gp051,aagejoakim_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713273,55817641,HYQ33_gp052,HYQ33_gp052,aagejoakim_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817642,HYQ33_gp053,HYQ33_gp053,aagejoakim_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
2713273,55817643,HYQ33_gp054,HYQ33_gp054,aagejoakim_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817644,HYQ33_gp055,HYQ33_gp055,aagejoakim_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713273,55817645,HYQ33_gp056,HYQ33_gp056,aagejoakim_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817646,HYQ33_gp057,HYQ33_gp057,aagejoakim_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
2713273,55817647,HYQ33_gp058,HYQ33_gp058,aagejoakim_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817648,HYQ33_gp059,HYQ33_gp059,aagejoakim_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817649,HYQ33_gp060,HYQ33_gp060,aagejoakim_60,-,-,-,putative vWa containing protein,protein-coding,-,-,-,putative vWa containing protein,20210129,-
2713273,55817650,HYQ33_gp061,HYQ33_gp061,aagejoakim_61,-,-,-,acyl carrier protein,protein-coding,-,-,-,acyl carrier protein,20210327,-
2713273,55817651,HYQ33_gp062,HYQ33_gp062,aagejoakim_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817652,HYQ33_gp063,HYQ33_gp063,aagejoakim_63,-,-,-,pyrimidine dimer DNA glycosylase,protein-coding,-,-,-,pyrimidine dimer DNA glycosylase,20210129,-
2713273,55817653,HYQ33_gp064,HYQ33_gp064,aagejoakim_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817654,HYQ33_gp065,HYQ33_gp065,aagejoakim_65,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20201222,-
2713273,55817655,HYQ33_gp066,HYQ33_gp066,aagejoakim_66,-,-,-,i-spanin,protein-coding,-,-,-,i-spanin,20201222,-
2713273,55817656,HYQ33_gp067,HYQ33_gp067,aagejoakim_67,-,-,-,putative lipoprotein,protein-coding,-,-,-,putative lipoprotein,20201222,-
2713273,55817657,HYQ33_gp068,HYQ33_gp068,aagejoakim_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817658,HYQ33_gp069,HYQ33_gp069,aagejoakim_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817659,HYQ33_gp070,HYQ33_gp070,aagejoakim_70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817660,HYQ33_gp071,HYQ33_gp071,aagejoakim_71,-,-,-,superinfection exclusion protein,protein-coding,-,-,-,superinfection exclusion protein,20210129,-
2713273,55817661,HYQ33_gp072,HYQ33_gp072,aagejoakim_72,-,-,-,SPFH domain band 7 family protein,protein-coding,-,-,-,SPFH domain band 7 family protein,20210313,-
2713273,55817662,HYQ33_gp073,HYQ33_gp073,aagejoakim_73,-,-,-,DNA-binding family protein,protein-coding,-,-,-,DNA-binding family protein,20201222,-
2713273,55817663,HYQ33_gp074,HYQ33_gp074,aagejoakim_74,-,-,-,ATP-dependent helicase,protein-coding,-,-,-,ATP-dependent helicase,20210129,-
2713273,55817664,HYQ33_gp075,HYQ33_gp075,aagejoakim_75,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20201222,-
2713273,55817665,HYQ33_gp076,HYQ33_gp076,aagejoakim_76,-,-,-,ribonuclease H,protein-coding,-,-,-,ribonuclease H,20201222,-
2713273,55817666,HYQ33_gp077,HYQ33_gp077,aagejoakim_77,-,-,-,sigma factor involved in late transcription,protein-coding,-,-,-,sigma factor involved in late transcription,20201222,-
2713273,55817667,HYQ33_gp078,HYQ33_gp078,aagejoakim_78,-,-,-,recombination protein subunit,protein-coding,-,-,-,recombination protein subunit,20201222,-
2713273,55817668,HYQ33_gp079,HYQ33_gp079,aagejoakim_79,-,-,-,recombination endonuclease subunit,protein-coding,-,-,-,recombination endonuclease subunit,20210129,-
2713273,55817669,HYQ33_gp080,HYQ33_gp080,aagejoakim_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817670,HYQ33_gp081,HYQ33_gp081,aagejoakim_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817671,HYQ33_gp082,HYQ33_gp082,aagejoakim_82,-,-,-,protein RegB,protein-coding,-,-,-,protein RegB,20201222,-
2713273,55817672,HYQ33_gp083,HYQ33_gp083,aagejoakim_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817673,HYQ33_gp084,HYQ33_gp084,aagejoakim_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817674,HYQ33_gp085,HYQ33_gp085,aagejoakim_85,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817675,HYQ33_gp086,HYQ33_gp086,aagejoakim_86,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20201222,-
2713273,55817676,HYQ33_gp087,HYQ33_gp087,aagejoakim_87,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817677,HYQ33_gp088,HYQ33_gp088,aagejoakim_88,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20210129,-
2713273,55817678,HYQ33_gp089,HYQ33_gp089,aagejoakim_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817679,HYQ33_gp090,HYQ33_gp090,aagejoakim_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817680,HYQ33_gp091,HYQ33_gp091,aagejoakim_91,-,-,-,DNA primase subunit,protein-coding,-,-,-,DNA primase subunit,20210129,-
2713273,55817681,HYQ33_gp092,HYQ33_gp092,aagejoakim_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817682,HYQ33_gp093,HYQ33_gp093,aagejoakim_93,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817683,HYQ33_gp094,HYQ33_gp094,aagejoakim_94,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817684,HYQ33_gp095,HYQ33_gp095,aagejoakim_95,-,-,-,peptidoglycan binding protein,protein-coding,-,-,-,peptidoglycan binding protein,20210129,-
2713273,55817685,HYQ33_gp096,HYQ33_gp096,aagejoakim_96,-,-,-,phosphate starvation-inducible protein,protein-coding,-,-,-,phosphate starvation-inducible protein,20210129,-
2713273,55817686,HYQ33_gp097,HYQ33_gp097,aagejoakim_97,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,protein-coding,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,20210313,-
2713273,55817687,HYQ33_gp098,HYQ33_gp098,aagejoakim_98,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,protein-coding,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,20210313,-
2713273,55817688,HYQ33_gp099,HYQ33_gp099,aagejoakim_99,-,-,-,putative glutaredoxin,protein-coding,-,-,-,putative glutaredoxin,20210313,-
2713273,55817689,HYQ33_gp100,HYQ33_gp100,aagejoakim_100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817690,HYQ33_gp101,HYQ33_gp101,aagejoakim_101,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817691,HYQ33_gp102,HYQ33_gp102,aagejoakim_102,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817692,HYQ33_gp103,HYQ33_gp103,aagejoakim_103,-,-,-,putative baseplate wedge subunit,protein-coding,-,-,-,putative baseplate wedge subunit,20210313,-
2713273,55817693,HYQ33_gp104,HYQ33_gp104,aagejoakim_104,-,-,-,baseplate hub subunit and tail lysozyme,protein-coding,-,-,-,baseplate hub subunit and tail lysozyme,20210327,-
2713273,55817694,HYQ33_gp105,HYQ33_gp105,aagejoakim_105,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20210129,-
2713273,55817695,HYQ33_gp106,HYQ33_gp106,aagejoakim_106,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817696,HYQ33_gp107,HYQ33_gp107,aagejoakim_107,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817697,HYQ33_gp108,HYQ33_gp108,aagejoakim_108,-,-,-,putative holliday junction resolvase,protein-coding,-,-,-,putative holliday junction resolvase,20201222,-
2713273,55817698,HYQ33_gp109,HYQ33_gp109,aagejoakim_109,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817699,HYQ33_gp110,HYQ33_gp110,aagejoakim_110,-,-,-,FmdB family domain protein,protein-coding,-,-,-,FmdB family domain protein,20201222,-
2713273,55817700,HYQ33_gp111,HYQ33_gp111,aagejoakim_111,-,-,-,putative late promoter transcription factor,protein-coding,-,-,-,putative late promoter transcription factor,20201222,-
2713273,55817701,HYQ33_gp112,HYQ33_gp112,aagejoakim_112,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817702,HYQ33_gp113,HYQ33_gp113,aagejoakim_113,-,-,-,ssDNA-binding protein,protein-coding,-,-,-,ssDNA-binding protein,20210129,-
2713273,55817703,HYQ33_gp114,HYQ33_gp114,aagejoakim_114,-,-,-,baseplate tail tube initiator,protein-coding,-,-,-,baseplate tail tube initiator,20201222,-
2713273,55817704,HYQ33_gp115,HYQ33_gp115,aagejoakim_115,-,-,-,DNA end protector during packaging,protein-coding,-,-,-,DNA end protector during packaging,20201222,-
2713273,55817705,HYQ33_gp116,HYQ33_gp116,aagejoakim_116,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817706,HYQ33_gp117,HYQ33_gp117,aagejoakim_117,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817707,HYQ33_gp118,HYQ33_gp118,aagejoakim_118,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817708,HYQ33_gp119,HYQ33_gp119,aagejoakim_119,-,-,-,putative kinase,protein-coding,-,-,-,putative kinase,20210327,-
2713273,55817709,HYQ33_gp120,HYQ33_gp120,aagejoakim_120,-,-,-,thymidylate synthase,protein-coding,-,-,-,thymidylate synthase,20210129,-
2713273,55817710,HYQ33_gp121,HYQ33_gp121,aagejoakim_121,-,-,-,putative deoxynucleotide monophosphate kinase,protein-coding,-,-,-,putative deoxynucleotide monophosphate kinase,20201222,-
2713273,55817711,HYQ33_gp122,HYQ33_gp122,aagejoakim_122,-,-,-,putative dUTP diphosphatase,protein-coding,-,-,-,putative dUTP diphosphatase,20210313,-
2713273,55817712,HYQ33_gp123,HYQ33_gp123,aagejoakim_123,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817713,HYQ33_gp124,HYQ33_gp124,aagejoakim_124,-,-,-,RecA-like recombination protein,protein-coding,-,-,-,RecA-like recombination protein,20201222,-
2713273,55817714,HYQ33_gp125,HYQ33_gp125,aagejoakim_125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817715,HYQ33_gp126,HYQ33_gp126,aagejoakim_126,-,-,-,DNA primase-helicase subunit,protein-coding,-,-,-,DNA primase-helicase subunit,20210129,-
2713273,55817716,HYQ33_gp127,HYQ33_gp127,aagejoakim_127,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817717,HYQ33_gp128,HYQ33_gp128,aagejoakim_128,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817718,HYQ33_gp129,HYQ33_gp129,aagejoakim_129,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817719,HYQ33_gp130,HYQ33_gp130,aagejoakim_130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817720,HYQ33_gp131,HYQ33_gp131,aagejoakim_131,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817721,HYQ33_gp132,HYQ33_gp132,aagejoakim_132,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817722,HYQ33_gp133,HYQ33_gp133,aagejoakim_133,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817723,HYQ33_gp134,HYQ33_gp134,aagejoakim_134,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20201222,-
2713273,55817724,HYQ33_gp135,HYQ33_gp135,aagejoakim_135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
2713273,55817725,HYQ33_gp136,HYQ33_gp136,aagejoakim_136,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817726,HYQ33_gp137,HYQ33_gp137,aagejoakim_137,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817727,HYQ33_gp138,HYQ33_gp138,aagejoakim_138,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20210129,-
2713273,55817728,HYQ33_gp139,HYQ33_gp139,aagejoakim_139,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817729,HYQ33_gp140,HYQ33_gp140,aagejoakim_140,-,-,-,DNA helicase loader,protein-coding,-,-,-,DNA helicase loader,20201222,-
2713273,55817730,HYQ33_gp141,HYQ33_gp141,aagejoakim_141,-,-,-,putative tail length tape measure protein,protein-coding,-,-,-,putative tail length tape measure protein,20201222,-
2713273,55817731,HYQ33_gp142,HYQ33_gp142,aagejoakim_142,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817732,HYQ33_gp143,HYQ33_gp143,aagejoakim_143,-,-,-,baseplate wedge component,protein-coding,-,-,-,baseplate wedge component,20210129,-
2713273,55817733,HYQ33_gp144,HYQ33_gp144,aagejoakim_144,-,-,-,putative tail tube associated base plate protein,protein-coding,-,-,-,putative tail tube associated base plate protein,20201222,-
2713273,55817734,HYQ33_gp145,HYQ33_gp145,aagejoakim_145,-,-,-,head completion protein,protein-coding,-,-,-,head completion protein,20210313,-
2713273,55817735,HYQ33_gp146,HYQ33_gp146,aagejoakim_146,-,-,-,membrane-flanked domain protein,protein-coding,-,-,-,membrane-flanked domain protein,20210313,-
2713273,55817736,HYQ33_gp147,HYQ33_gp147,aagejoakim_147,-,-,-,putative deoxycytidylate deaminase,protein-coding,-,-,-,putative deoxycytidylate deaminase,20210403,-
2713273,55817737,HYQ33_gp148,HYQ33_gp148,aagejoakim_148,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817738,HYQ33_gp149,HYQ33_gp149,aagejoakim_149,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817739,HYQ33_gp150,HYQ33_gp150,aagejoakim_150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817740,HYQ33_gp151,HYQ33_gp151,aagejoakim_151,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817741,HYQ33_gp152,HYQ33_gp152,aagejoakim_152,-,-,-,putative serine/threonine protein phosphatase,protein-coding,-,-,-,putative serine/threonine protein phosphatase,20210403,-
2713273,55817742,HYQ33_gp153,HYQ33_gp153,aagejoakim_153,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817743,HYQ33_gp154,HYQ33_gp154,aagejoakim_154,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
2713273,55817744,HYQ33_gp155,HYQ33_gp155,aagejoakim_155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817745,HYQ33_gp156,HYQ33_gp156,aagejoakim_156,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817746,HYQ33_gp157,HYQ33_gp157,aagejoakim_157,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210313,-
2713273,55817747,HYQ33_gp158,HYQ33_gp158,aagejoakim_158,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817748,HYQ33_gp159,HYQ33_gp159,aagejoakim_159,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
2713273,55817749,HYQ33_gp160,HYQ33_gp160,aagejoakim_160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817750,HYQ33_gp161,HYQ33_gp161,aagejoakim_161,-,-,-,calcium-binding hemolysin protein,protein-coding,-,-,-,calcium-binding hemolysin protein,20201222,-
2713273,55817751,HYQ33_gp162,HYQ33_gp162,aagejoakim_162,-,-,-,C-N hydrolase superfamily protein,protein-coding,-,-,-,C-N hydrolase superfamily protein,20201222,-
2713273,55817752,HYQ33_gp163,HYQ33_gp163,aagejoakim_163,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817753,HYQ33_gp164,HYQ33_gp164,aagejoakim_164,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817754,HYQ33_gp165,HYQ33_gp165,aagejoakim_165,-,-,-,DNA topoisomerase II medium subunit,protein-coding,-,-,-,DNA topoisomerase II medium subunit,20210403,-
2713273,55817755,HYQ33_gp166,HYQ33_gp166,aagejoakim_166,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
2713273,55817756,HYQ33_gp167,HYQ33_gp167,aagejoakim_167,-,-,-,DNA topoisomerase II large subunit,protein-coding,-,-,-,DNA topoisomerase II large subunit,20210129,-
2713273,55817757,HYQ33_gp168,HYQ33_gp168,aagejoakim_168,-,-,-,viral tegument-like protein,protein-coding,-,-,-,viral tegument-like protein,20201222,-
2713273,55817758,HYQ33_gp169,HYQ33_gp169,aagejoakim_169,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817759,HYQ33_gp170,HYQ33_gp170,aagejoakim_170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
