#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2419965,55006780,2,HOU51_gp02,PBI_PEAS_2,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210403,-
2419965,55006824,48,HOU51_gp48,PBI_PEAS_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006825,49,HOU51_gp49,PBI_PEAS_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006826,50,HOU51_gp50,PBI_PEAS_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
2419965,55006827,51,HOU51_gp51,PBI_PEAS_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006828,52,HOU51_gp52,PBI_PEAS_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006829,53,HOU51_gp53,PBI_PEAS_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006830,54,HOU51_gp54,PBI_PEAS_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006831,55,HOU51_gp55,PBI_PEAS_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006832,56,HOU51_gp56,PBI_PEAS_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006833,57,HOU51_gp57,PBI_PEAS_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006834,58,HOU51_gp58,PBI_PEAS_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006835,59,HOU51_gp59,PBI_PEAS_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006836,60,HOU51_gp60,PBI_PEAS_60,-,-,-,DNA primase/polymerase,protein-coding,-,-,-,DNA primase/polymerase,20210403,-
2419965,55006837,61,HOU51_gp61,PBI_PEAS_61,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006838,62,HOU51_gp62,PBI_PEAS_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006839,63,HOU51_gp63,PBI_PEAS_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006840,64,HOU51_gp64,PBI_PEAS_64,-,-,-,holliday junction resolvase,protein-coding,-,-,-,holliday junction resolvase,20201221,-
2419965,55006841,65,HOU51_gp65,PBI_PEAS_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006842,66,HOU51_gp66,PBI_PEAS_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006843,67,HOU51_gp67,PBI_PEAS_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006844,68,HOU51_gp68,PBI_PEAS_68,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20201221,-
2419965,55006845,16,HOU51_gp16,PBI_PEAS_16,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20201221,-
2419965,55006846,17,HOU51_gp17,PBI_PEAS_17,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006847,1,HOU51_gp01,PBI_PEAS_1,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20210403,-
2419965,55154226,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200518,-
