#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1838064,28802847,2,BH769_gp02,PBI_BRITBRAT_2,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20201221,-
1838064,28802871,26,BH769_gp26,PBI_BRITBRAT_26,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20201221,-
1838064,28802872,27,BH769_gp27,PBI_BRITBRAT_27,-,-,-,lysin B,protein-coding,-,-,-,lysin B,20201221,-
1838064,28802873,28,BH769_gp28,PBI_BRITBRAT_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802874,29,BH769_gp29,PBI_BRITBRAT_29,-,-,-,tail spike-like protein,protein-coding,-,-,-,tail spike-like protein,20201221,-
1838064,28802875,30,BH769_gp30,PBI_BRITBRAT_30,-,-,-,O-acetyltransferase domain protein,protein-coding,-,-,-,O-acetyltransferase domain protein,20201221,-
1838064,28802876,31,BH769_gp31,PBI_BRITBRAT_31,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802877,32,BH769_gp32,PBI_BRITBRAT_32,-,-,-,DNA binding domain protein,protein-coding,-,-,-,DNA binding domain protein,20201221,-
1838064,28802878,33,BH769_gp33,PBI_BRITBRAT_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802879,34,BH769_gp34,PBI_BRITBRAT_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802880,35,BH769_gp35,PBI_BRITBRAT_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802881,36,BH769_gp36,PBI_BRITBRAT_36,-,-,-,integrase,protein-coding,-,-,-,integrase,20201221,-
1838064,28802882,37,BH769_gp37,PBI_BRITBRAT_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802883,38,BH769_gp38,PBI_BRITBRAT_38,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802884,39,BH769_gp39,PBI_BRITBRAT_39,-,-,-,metallopeptidase domain protein,protein-coding,-,-,-,metallopeptidase domain protein,20201221,-
1838064,28802885,40,BH769_gp40,PBI_BRITBRAT_40,-,-,-,immunity repressor,protein-coding,-,-,-,immunity repressor,20201221,-
1838064,28802886,41,BH769_gp41,PBI_BRITBRAT_41,-,-,-,CRO protein,protein-coding,-,-,-,CRO protein,20201221,-
1838064,28802887,42,BH769_gp42,PBI_BRITBRAT_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802888,45,BH769_gp45,PBI_BRITBRAT_45,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802889,48,BH769_gp48,PBI_BRITBRAT_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802890,50,BH769_gp50,PBI_BRITBRAT_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802891,51,BH769_gp51,PBI_BRITBRAT_51,-,-,-,antirepressor,protein-coding,-,-,-,antirepressor,20201221,-
1838064,28802892,52,BH769_gp52,PBI_BRITBRAT_52,-,-,-,MerR-like transcriptional regulator,protein-coding,-,-,-,MerR-like transcriptional regulator,20201221,-
1838064,28802893,53,BH769_gp53,PBI_BRITBRAT_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802894,54,BH769_gp54,PBI_BRITBRAT_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802895,55,BH769_gp55,PBI_BRITBRAT_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802896,56,BH769_gp56,PBI_BRITBRAT_56,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20201221,-
1838064,28802897,57,BH769_gp57,PBI_BRITBRAT_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802898,58,BH769_gp58,PBI_BRITBRAT_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802899,59,BH769_gp59,PBI_BRITBRAT_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802900,60,BH769_gp60,PBI_BRITBRAT_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802901,61,BH769_gp61,PBI_BRITBRAT_61,-,-,-,AAA ATPase,protein-coding,-,-,-,AAA ATPase,20201221,-
1838064,28802902,62,BH769_gp62,PBI_BRITBRAT_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802903,63,BH769_gp63,PBI_BRITBRAT_63,-,-,-,DnaJ-like central domain,protein-coding,-,-,-,DnaJ-like central domain,20201221,-
1838064,28802904,64,BH769_gp64,PBI_BRITBRAT_64,-,-,-,WhiB-like regulatory protein,protein-coding,-,-,-,WhiB-like regulatory protein,20201221,-
1838064,28802905,65,BH769_gp65,PBI_BRITBRAT_65,-,-,-,HTH DNA binding domain protein,protein-coding,-,-,-,HTH DNA binding domain protein,20201221,-
1838064,28802906,66,BH769_gp66,PBI_BRITBRAT_66,-,-,-,HNH endonuclease domain protein,protein-coding,-,-,-,HNH endonuclease domain protein,20201221,-
1838064,28802907,67,BH769_gp67,PBI_BRITBRAT_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802908,68,BH769_gp68,PBI_BRITBRAT_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802909,69,BH769_gp69,PBI_BRITBRAT_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802910,70,BH769_gp70,PBI_BRITBRAT_70,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20201221,-
1838064,28802911,71,BH769_gp71,PBI_BRITBRAT_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802912,72,BH769_gp72,PBI_BRITBRAT_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802913,73,BH769_gp73,PBI_BRITBRAT_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802914,74,BH769_gp74,PBI_BRITBRAT_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802915,75,BH769_gp75,PBI_BRITBRAT_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802916,76,BH769_gp76,PBI_BRITBRAT_76,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20201221,-
1838064,28802917,77,BH769_gp77,PBI_BRITBRAT_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802918,78,BH769_gp78,PBI_BRITBRAT_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802919,79,BH769_gp79,PBI_BRITBRAT_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802920,80,BH769_gp80,PBI_BRITBRAT_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802921,81,BH769_gp81,PBI_BRITBRAT_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802922,82,BH769_gp82,PBI_BRITBRAT_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802923,83,BH769_gp83,PBI_BRITBRAT_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802924,84,BH769_gp84,PBI_BRITBRAT_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802925,85,BH769_gp85,PBI_BRITBRAT_85,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802926,86,BH769_gp86,PBI_BRITBRAT_86,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20201221,-
1838064,28802927,87,BH769_gp87,PBI_BRITBRAT_87,-,-,-,helix-turn-helix DNA binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA binding domain protein,20201221,-
1838064,28802928,88,BH769_gp88,PBI_BRITBRAT_88,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802929,89,BH769_gp89,PBI_BRITBRAT_89,-,-,-,resolvase,protein-coding,-,-,-,resolvase,20201221,-
1838064,28802930,90,BH769_gp90,PBI_BRITBRAT_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802931,91,BH769_gp91,PBI_BRITBRAT_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802932,92,BH769_gp92,PBI_BRITBRAT_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802933,93,BH769_gp93,PBI_BRITBRAT_93,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802934,94,BH769_gp94,PBI_BRITBRAT_94,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802935,95,BH769_gp95,PBI_BRITBRAT_95,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802936,96,BH769_gp96,PBI_BRITBRAT_96,-,-,-,helix-turn-helix domain protein,protein-coding,-,-,-,helix-turn-helix domain protein,20201221,-
1838064,28802937,97,BH769_gp97,PBI_BRITBRAT_97,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802938,98,BH769_gp98,PBI_BRITBRAT_98,-,-,-,HNH endonuclease domain protein,protein-coding,-,-,-,HNH endonuclease domain protein,20201221,-
1838064,28802939,44,BH769_gp44,PBI_BRITBRAT_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802940,43,BH769_gp43,PBI_BRITBRAT_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802941,46,BH769_gp46,PBI_BRITBRAT_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802942,47,BH769_gp47,PBI_BRITBRAT_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1838064,28802943,49,BH769_gp49,PBI_BRITBRAT_49,-,-,-,HTH DNA binding domain protein,protein-coding,-,-,-,HTH DNA binding domain protein,20201221,-
1838064,28802944,1,BH769_gp01,PBI_BRITBRAT_1,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20201221,-
1838064,29122368,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200513,-
