#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2713292,55817798,HYQ34_gp002,HYQ34_gp002,dinky_2,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210403,-
2713292,55817831,HYQ34_gp035,HYQ34_gp035,dinky_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817832,HYQ34_gp036,HYQ34_gp036,dinky_36,-,-,-,putative GTP-binding protein,protein-coding,-,-,-,putative GTP-binding protein,20210116,-
2713292,55817833,HYQ34_gp037,HYQ34_gp037,dinky_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817834,HYQ34_gp038,HYQ34_gp038,dinky_38,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2713292,55817835,HYQ34_gp039,HYQ34_gp039,dinky_39,-,-,-,putative lipoprotein,protein-coding,-,-,-,putative lipoprotein,20200910,-
2713292,55817836,HYQ34_gp040,HYQ34_gp040,dinky_40,-,-,-,tail completion and sheath stabilizer protein,protein-coding,-,-,-,tail completion and sheath stabilizer protein,20200919,-
2713292,55817837,HYQ34_gp041,HYQ34_gp041,dinky_41,-,-,-,putative DNA repair/recombination protein,protein-coding,-,-,-,putative DNA repair/recombination protein,20210313,-
2713292,55817838,HYQ34_gp042,HYQ34_gp042,dinky_42,-,-,-,putative exonuclease,protein-coding,-,-,-,putative exonuclease,20210313,-
2713292,55817839,HYQ34_gp043,HYQ34_gp043,dinky_43,-,-,-,RNA-DNA and DNA-DNA helicase,protein-coding,-,-,-,RNA-DNA and DNA-DNA helicase,20210123,-
2713292,55817840,HYQ34_gp044,HYQ34_gp044,dinky_44,-,-,-,clamp loader subunit,protein-coding,-,-,-,clamp loader subunit,20200910,-
2713292,55817841,HYQ34_gp045,HYQ34_gp045,dinky_45,-,-,-,sliding clamp protein,protein-coding,-,-,-,sliding clamp protein,20200919,-
2713292,55817842,HYQ34_gp046,HYQ34_gp046,dinky_46,-,-,-,clamp loader subunit DNA polymerase accessory protein,protein-coding,-,-,-,clamp loader subunit DNA polymerase accessory protein,20210313,-
2713292,55817843,HYQ34_gp047,HYQ34_gp047,dinky_47,-,-,-,DNA polymerase clamp loader subunit,protein-coding,-,-,-,DNA polymerase clamp loader subunit,20210403,-
2713292,55817844,HYQ34_gp048,HYQ34_gp048,dinky_48,-,-,-,translational repressor,protein-coding,-,-,-,translational repressor,20200919,-
2713292,55817845,HYQ34_gp049,HYQ34_gp049,dinky_49,-,-,-,nucleoside triphosphate pyrophosphohydrolase,protein-coding,-,-,-,nucleoside triphosphate pyrophosphohydrolase,20210403,-
2713292,55817846,HYQ34_gp050,HYQ34_gp050,dinky_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713292,55817847,HYQ34_gp051,HYQ34_gp051,dinky_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
2713292,55817848,HYQ34_gp052,HYQ34_gp052,dinky_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817849,HYQ34_gp053,HYQ34_gp053,dinky_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210116,-
2713292,55817850,HYQ34_gp054,HYQ34_gp054,dinky_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713292,55817851,HYQ34_gp055,HYQ34_gp055,dinky_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817852,HYQ34_gp056,HYQ34_gp056,dinky_56,-,-,-,putative vWa containing protein,protein-coding,-,-,-,putative vWa containing protein,20210327,-
2713292,55817853,HYQ34_gp057,HYQ34_gp057,dinky_57,-,-,-,acyl carrier protein,protein-coding,-,-,-,acyl carrier protein,20210327,-
2713292,55817854,HYQ34_gp058,HYQ34_gp058,dinky_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817855,HYQ34_gp059,HYQ34_gp059,dinky_59,-,-,-,pyrimidine dimer DNA glycosylase,protein-coding,-,-,-,pyrimidine dimer DNA glycosylase,20210327,-
2713292,55817856,HYQ34_gp060,HYQ34_gp060,dinky_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817857,HYQ34_gp061,HYQ34_gp061,dinky_61,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2713292,55817858,HYQ34_gp062,HYQ34_gp062,dinky_62,-,-,-,i-spanin,protein-coding,-,-,-,i-spanin,20200910,-
2713292,55817859,HYQ34_gp063,HYQ34_gp063,dinky_63,-,-,-,putative lipoprotein,protein-coding,-,-,-,putative lipoprotein,20200910,-
2713292,55817860,HYQ34_gp064,HYQ34_gp064,dinky_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817861,HYQ34_gp065,HYQ34_gp065,dinky_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817862,HYQ34_gp066,HYQ34_gp066,dinky_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817863,HYQ34_gp067,HYQ34_gp067,dinky_67,-,-,-,superinfection exclusion protein,protein-coding,-,-,-,superinfection exclusion protein,20210403,-
2713292,55817864,HYQ34_gp068,HYQ34_gp068,dinky_68,-,-,-,SPFH domain band 7 family protein,protein-coding,-,-,-,SPFH domain band 7 family protein,20210327,-
2713292,55817865,HYQ34_gp069,HYQ34_gp069,dinky_69,-,-,-,DNA-binding protein HU-beta,protein-coding,-,-,-,DNA-binding protein HU-beta,20200919,-
2713292,55817866,HYQ34_gp070,HYQ34_gp070,dinky_70,-,-,-,ATP-dependent helicase,protein-coding,-,-,-,ATP-dependent helicase,20201217,-
2713292,55817867,HYQ34_gp071,HYQ34_gp071,dinky_71,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2713292,55817868,HYQ34_gp072,HYQ34_gp072,dinky_72,-,-,-,ribonuclease H,protein-coding,-,-,-,ribonuclease H,20210327,-
2713292,55817869,HYQ34_gp073,HYQ34_gp073,dinky_73,-,-,-,sigma factor involved in late transcription,protein-coding,-,-,-,sigma factor involved in late transcription,20200919,-
2713292,55817870,HYQ34_gp074,HYQ34_gp074,dinky_74,-,-,-,recombination protein subunit,protein-coding,-,-,-,recombination protein subunit,20210129,-
2713292,55817871,HYQ34_gp075,HYQ34_gp075,dinky_75,-,-,-,recombination endonuclease subunit,protein-coding,-,-,-,recombination endonuclease subunit,20210129,-
2713292,55817872,HYQ34_gp076,HYQ34_gp076,dinky_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817873,HYQ34_gp077,HYQ34_gp077,dinky_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
2713292,55817874,HYQ34_gp078,HYQ34_gp078,dinky_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817875,HYQ34_gp079,HYQ34_gp079,dinky_79,-,-,-,protein RegB,protein-coding,-,-,-,protein RegB,20200910,-
2713292,55817876,HYQ34_gp080,HYQ34_gp080,dinky_80,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2713292,55817877,HYQ34_gp081,HYQ34_gp081,dinky_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817878,HYQ34_gp082,HYQ34_gp082,dinky_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817879,HYQ34_gp083,HYQ34_gp083,dinky_83,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2713292,55817880,HYQ34_gp084,HYQ34_gp084,dinky_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817881,HYQ34_gp085,HYQ34_gp085,dinky_85,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20210129,-
2713292,55817882,HYQ34_gp086,HYQ34_gp086,dinky_86,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817883,HYQ34_gp087,HYQ34_gp087,dinky_87,-,-,-,DNA primase subunit,protein-coding,-,-,-,DNA primase subunit,20210129,-
2713292,55817884,HYQ34_gp088,HYQ34_gp088,dinky_88,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817885,HYQ34_gp089,HYQ34_gp089,dinky_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817886,HYQ34_gp090,HYQ34_gp090,dinky_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817887,HYQ34_gp091,HYQ34_gp091,dinky_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817888,HYQ34_gp092,HYQ34_gp092,dinky_92,-,-,-,peptidoglycan binding protein,protein-coding,-,-,-,peptidoglycan binding protein,20210129,-
2713292,55817889,HYQ34_gp093,HYQ34_gp093,dinky_93,-,-,-,phosphate starvation-inducible protein,protein-coding,-,-,-,phosphate starvation-inducible protein,20210129,-
2713292,55817890,HYQ34_gp094,HYQ34_gp094,dinky_94,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,protein-coding,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,20210129,-
2713292,55817891,HYQ34_gp095,HYQ34_gp095,dinky_95,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,protein-coding,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,20210313,-
2713292,55817892,HYQ34_gp096,HYQ34_gp096,dinky_96,-,-,-,putative glutaredoxin,protein-coding,-,-,-,putative glutaredoxin,20210313,-
2713292,55817893,HYQ34_gp097,HYQ34_gp097,dinky_97,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817894,HYQ34_gp098,HYQ34_gp098,dinky_98,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817895,HYQ34_gp099,HYQ34_gp099,dinky_99,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817896,HYQ34_gp100,HYQ34_gp100,dinky_100,-,-,-,putative baseplate wedge subunit,protein-coding,-,-,-,putative baseplate wedge subunit,20210313,-
2713292,55817897,HYQ34_gp101,HYQ34_gp101,dinky_101,-,-,-,baseplate hub subunit and tail lysozyme,protein-coding,-,-,-,baseplate hub subunit and tail lysozyme,20210129,-
2713292,55817898,HYQ34_gp102,HYQ34_gp102,dinky_102,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20210129,-
2713292,55817899,HYQ34_gp103,HYQ34_gp103,dinky_103,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817900,HYQ34_gp104,HYQ34_gp104,dinky_104,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817901,HYQ34_gp105,HYQ34_gp105,dinky_105,-,-,-,putative holliday junction resolvase,protein-coding,-,-,-,putative holliday junction resolvase,20200910,-
2713292,55817902,HYQ34_gp106,HYQ34_gp106,dinky_106,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817903,HYQ34_gp107,HYQ34_gp107,dinky_107,-,-,-,putative regulatory protein FmdB family,protein-coding,-,-,-,putative regulatory protein FmdB family,20200926,-
2713292,55817904,HYQ34_gp108,HYQ34_gp108,dinky_108,-,-,-,putative late promoter transcription factor,protein-coding,-,-,-,putative late promoter transcription factor,20200926,-
2713292,55817905,HYQ34_gp109,HYQ34_gp109,dinky_109,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817906,HYQ34_gp110,HYQ34_gp110,dinky_110,-,-,-,ssDNA-binding protein,protein-coding,-,-,-,ssDNA-binding protein,20210129,-
2713292,55817907,HYQ34_gp111,HYQ34_gp111,dinky_111,-,-,-,baseplate tail tube initiator,protein-coding,-,-,-,baseplate tail tube initiator,20200910,-
2713292,55817908,HYQ34_gp112,HYQ34_gp112,dinky_112,-,-,-,DNA end protector during packaging,protein-coding,-,-,-,DNA end protector during packaging,20200926,-
2713292,55817909,HYQ34_gp113,HYQ34_gp113,dinky_113,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817910,HYQ34_gp114,HYQ34_gp114,dinky_114,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817911,HYQ34_gp115,HYQ34_gp115,dinky_115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713292,55817912,HYQ34_gp116,HYQ34_gp116,dinky_116,-,-,-,putative kinase,protein-coding,-,-,-,putative kinase,20210327,-
2713292,55817913,HYQ34_gp117,HYQ34_gp117,dinky_117,-,-,-,thymidylate synthase,protein-coding,-,-,-,thymidylate synthase,20210403,-
2713292,55817914,HYQ34_gp118,HYQ34_gp118,dinky_118,-,-,-,putative deoxynucleotide monophosphate kinase,protein-coding,-,-,-,putative deoxynucleotide monophosphate kinase,20200910,-
2713292,55817915,HYQ34_gp119,HYQ34_gp119,dinky_119,-,-,-,putative dUTP diphosphatase,protein-coding,-,-,-,putative dUTP diphosphatase,20210313,-
2713292,55817916,HYQ34_gp120,HYQ34_gp120,dinky_120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817917,HYQ34_gp121,HYQ34_gp121,dinky_121,-,-,-,RecA-like recombination protein,protein-coding,-,-,-,RecA-like recombination protein,20200919,-
2713292,55817918,HYQ34_gp122,HYQ34_gp122,dinky_122,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817919,HYQ34_gp123,HYQ34_gp123,dinky_123,-,-,-,DNA primase-helicase subunit,protein-coding,-,-,-,DNA primase-helicase subunit,20210129,-
2713292,55817920,HYQ34_gp124,HYQ34_gp124,dinky_124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817921,HYQ34_gp125,HYQ34_gp125,dinky_125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817922,HYQ34_gp126,HYQ34_gp126,dinky_126,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817923,HYQ34_gp127,HYQ34_gp127,dinky_127,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817924,HYQ34_gp128,HYQ34_gp128,dinky_128,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817925,HYQ34_gp129,HYQ34_gp129,dinky_129,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817926,HYQ34_gp130,HYQ34_gp130,dinky_130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817927,HYQ34_gp131,HYQ34_gp131,dinky_131,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20200910,-
2713292,55817928,HYQ34_gp132,HYQ34_gp132,dinky_132,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
2713292,55817929,HYQ34_gp133,HYQ34_gp133,dinky_133,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817930,HYQ34_gp134,HYQ34_gp134,dinky_134,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817931,HYQ34_gp135,HYQ34_gp135,dinky_135,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20210129,-
2713292,55817932,HYQ34_gp136,HYQ34_gp136,dinky_136,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210129,-
2713292,55817933,HYQ34_gp137,HYQ34_gp137,dinky_137,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817934,HYQ34_gp138,HYQ34_gp138,dinky_138,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817935,HYQ34_gp139,HYQ34_gp139,dinky_139,-,-,-,DNA helicase loader,protein-coding,-,-,-,DNA helicase loader,20200926,-
2713292,55817936,HYQ34_gp140,HYQ34_gp140,dinky_140,-,-,-,putative tail length tape measure protein,protein-coding,-,-,-,putative tail length tape measure protein,20200910,-
2713292,55817937,HYQ34_gp141,HYQ34_gp141,dinky_141,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817938,HYQ34_gp142,HYQ34_gp142,dinky_142,-,-,-,baseplate wedge component,protein-coding,-,-,-,baseplate wedge component,20210313,-
2713292,55817939,HYQ34_gp143,HYQ34_gp143,dinky_143,-,-,-,putative tail tube associated base plate protein,protein-coding,-,-,-,putative tail tube associated base plate protein,20200926,-
2713292,55817940,HYQ34_gp144,HYQ34_gp144,dinky_144,-,-,-,head completion protein,protein-coding,-,-,-,head completion protein,20210313,-
2713292,55817941,HYQ34_gp145,HYQ34_gp145,dinky_145,-,-,-,membrane-flanked domain protein,protein-coding,-,-,-,membrane-flanked domain protein,20210313,-
2713292,55817942,HYQ34_gp146,HYQ34_gp146,dinky_146,-,-,-,putative deoxycytidylate deaminase,protein-coding,-,-,-,putative deoxycytidylate deaminase,20210129,-
2713292,55817943,HYQ34_gp147,HYQ34_gp147,dinky_147,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817944,HYQ34_gp148,HYQ34_gp148,dinky_148,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817945,HYQ34_gp149,HYQ34_gp149,dinky_149,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817946,HYQ34_gp150,HYQ34_gp150,dinky_150,-,-,-,putative serine/threonine protein phosphatase,protein-coding,-,-,-,putative serine/threonine protein phosphatase,20210116,-
2713292,55817947,HYQ34_gp151,HYQ34_gp151,dinky_151,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817948,HYQ34_gp152,HYQ34_gp152,dinky_152,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713292,55817949,HYQ34_gp153,HYQ34_gp153,dinky_153,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817950,HYQ34_gp154,HYQ34_gp154,dinky_154,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210129,-
2713292,55817951,HYQ34_gp155,HYQ34_gp155,dinky_155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817952,HYQ34_gp156,HYQ34_gp156,dinky_156,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
2713292,55817953,HYQ34_gp157,HYQ34_gp157,dinky_157,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817954,HYQ34_gp158,HYQ34_gp158,dinky_158,-,-,-,calcium-binding hemolysin protein,protein-coding,-,-,-,calcium-binding hemolysin protein,20200910,-
2713292,55817955,HYQ34_gp159,HYQ34_gp159,dinky_159,-,-,-,C-N hydrolase superfamily protein,protein-coding,-,-,-,C-N hydrolase superfamily protein,20200910,-
2713292,55817956,HYQ34_gp160,HYQ34_gp160,dinky_160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817957,HYQ34_gp161,HYQ34_gp161,dinky_161,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817958,HYQ34_gp162,HYQ34_gp162,dinky_162,-,-,-,DNA topoisomerase II medium subunit,protein-coding,-,-,-,DNA topoisomerase II medium subunit,20210313,-
2713292,55817959,HYQ34_gp163,HYQ34_gp163,dinky_163,-,-,-,DNA topoisomerase II large subunit,protein-coding,-,-,-,DNA topoisomerase II large subunit,20210129,-
2713292,55817960,HYQ34_gp164,HYQ34_gp164,dinky_164,-,-,-,viral tegument-like protein,protein-coding,-,-,-,viral tegument-like protein,20200910,-
2713292,55817961,HYQ34_gp165,HYQ34_gp165,dinky_165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817962,HYQ34_gp166,HYQ34_gp166,dinky_166,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817963,HYQ34_gp167,HYQ34_gp167,dinky_167,-,-,-,putative histone-like protein,protein-coding,-,-,-,putative histone-like protein,20200919,-
2713292,55817964,HYQ34_gp168,HYQ34_gp168,dinky_168,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817965,HYQ34_gp169,HYQ34_gp169,dinky_169,-,-,-,putative tail fiber protein,protein-coding,-,-,-,putative tail fiber protein,20210313,-
2713292,55817966,HYQ34_gp170,HYQ34_gp170,dinky_170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817967,HYQ34_gp171,HYQ34_gp171,dinky_171,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817968,HYQ34_gp172,HYQ34_gp172,dinky_172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817969,HYQ34_gp173,HYQ34_gp173,dinky_173,-,-,-,RIIB protein,protein-coding,-,-,-,RIIB protein,20210129,-
2713292,55817970,HYQ34_gp174,HYQ34_gp174,dinky_174,-,-,-,RIIA protein,protein-coding,-,-,-,RIIA protein,20200910,-
2713292,55817971,HYQ34_gp175,HYQ34_gp175,dinky_175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817972,HYQ34_gp176,HYQ34_gp176,dinky_176,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817973,HYQ34_gp177,HYQ34_gp177,dinky_177,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
