#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
41875,18158058,Rps12,BathyMg00251,-,-,MT,-,ribosomal protein S12,protein-coding,-,-,-,-,20160827,-
41875,18158100,cob,BathyMg00250,-,-,MT,-,apocytochrome b,protein-coding,-,-,-,-,20170826,-
41875,18158101,cox1,BathyMg00110,-,-,MT,-,cytochrome c oxidase subunit 1,protein-coding,-,-,-,-,20170826,-
41875,18158102,tRNA_Met_CAT,BathyMg00244,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158103,Rps10,BathyMg00170,-,-,MT,-,ribosomal protein S10,protein-coding,-,-,-,-,20160827,-
41875,18158104,tRNA_Ile_GAT,BathyMg00028,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158105,tRNA_Pro_TGG,BathyMg00218,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158106,cox2,BathyMg00040,-,-,MT,-,cytochrome c oxidase subunit 2,protein-coding,-,-,-,-,20160827,-
41875,18158107,nad7,BathyMg00160,-,-,MT,-,NADH dehydrogenase subunit 7,protein-coding,-,-,-,-,20150711,-
41875,18158108,tRNA_His_GTG,BathyMg00126,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158109,tRNA_Tyr_GTA,BathyMg00224,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158110,cob,BathyMg00100,-,-,MT,-,apocytochrome b,protein-coding,-,-,-,-,20170826,-
41875,18158111,tRNA_Trp_CCA,BathyMg00024,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158112,tRNA_Arg_TCT,BathyMg00216,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158113,BathyMg00127,BathyMg00127,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20160921,-
41875,18158114,atp6,BathyMg00030,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,-,20160827,-
41875,18158115,tRNA_Gly_TCC,BathyMg00214,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158116,tRNA_Lys_TTT,BathyMg00204,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158117,tRNA_Met_CAT,BathyMg00206,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158118,rRNA_MitSSU,BathyMg00106,-,-,MT,-,ribosomal RNA MitSSU (n/a),rRNA,-,-,-,-,20140913,-
41875,18158119,tRNA_Ser_TGA,BathyMg00208,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158120,rRNA_MitLSU,BathyMg00246,-,-,MT,-,ribosomal RNA MitLSU (n/a),rRNA,-,-,-,-,20140913,-
41875,18158121,Rps2,BathyMg00090,-,-,MT,-,30S ribosomal protein S2,protein-coding,-,-,-,-,20150626,-
41875,18158122,nad4L,BathyMg00220,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,-,20150626,-
41875,18158123,tRNA_Ala_TGC,BathyMg00166,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158124,BathyMg00265,BathyMg00265,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
41875,18158125,tRNA_Arg_ACG,BathyMg00026,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158126,tRNA_Cys_GCA,BathyMg00124,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18158127,atp8,BathyMg00262,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,-,20160827,-
41875,18158128,tRNA_Asp_GTC,BathyMg00158,-,-,MT,-,tRNA,tRNA,-,-,-,-,20140913,-
41875,18194553,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20190128,-
41875,19010658,Bathy19g00440,Bathy19g00440,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010659,Bathy19g00550,Bathy19g00550,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010660,Bathy19g00260,Bathy19g00260,-,-,19,-,sialyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010661,Bathy19g00710,Bathy19g00710,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010662,Bathy19g00560,Bathy19g00560,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010663,Bathy19g00700,Bathy19g00700,-,-,19,-,sialyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010664,Bathy19g00680,Bathy19g00680,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010665,Bathy19g00220,Bathy19g00220,-,-,19,-,glycosyltransferase CAZy GT90,protein-coding,-,-,-,-,20170826,-
41875,19010666,Bathy19g00450,Bathy19g00450,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010667,Bathy19g00670,Bathy19g00670,-,-,19,-,"retrotransposon protein, putative, unclassified",protein-coding,-,-,-,-,20170826,-
41875,19010668,Bathy19g00390,Bathy19g00390,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010669,Bathy19g00350,Bathy19g00350,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010670,Bathy19g00490,Bathy19g00490,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010671,Bathy19g00640,Bathy19g00640,-,-,19,-,glycosyltransferase family 4,protein-coding,-,-,-,-,20170826,-
41875,19010672,Bathy19g00240,Bathy19g00240,-,-,19,-,fucosyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010673,Bathy19g00630,Bathy19g00630,-,-,19,-,Nucleotide diphospho-sugar transferase,protein-coding,-,-,-,-,20170826,-
41875,19010674,Bathy19g00430,Bathy19g00430,-,-,19,-,fucosyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010675,Bathy19g00200,Bathy19g00200,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010676,Bathy19g00250,Bathy19g00250,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010677,Bathy19g00330,Bathy19g00330,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010678,Bathy19g00280,Bathy19g00280,-,-,19,-,sialyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010679,Bathy19g00500,Bathy19g00500,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010680,Bathy19g00290,Bathy19g00290,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010681,Bathy19g00120,Bathy19g00120,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010682,Bathy19g00210,Bathy19g00210,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010683,Bathy19g00090,Bathy19g00090,-,-,19,-,glycoside hydrolase,protein-coding,-,-,-,-,20170826,-
41875,19010684,Bathy19g00230,Bathy19g00230,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010685,Bathy19g00150,Bathy19g00150,-,-,19,-,methyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010686,Bathy19g00190,Bathy19g00190,-,-,19,-,hypothetical protein MICPUN_57357,protein-coding,-,-,-,-,20170826,-
41875,19010687,Bathy19g00510,Bathy19g00510,-,-,19,-,dehydrorhamnose reductase,protein-coding,-,-,-,-,20170826,-
41875,19010688,Bathy19g00300,Bathy19g00300,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010689,Bathy19g00320,Bathy19g00320,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010690,Bathy19g00540,Bathy19g00540,-,-,19,-,methyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010691,Bathy19g00470,Bathy19g00470,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010692,Bathy19g00130,Bathy19g00130,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010693,Bathy19g00520,Bathy19g00520,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010694,Bathy19g00100,Bathy19g00100,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010695,Bathy19g00010,Bathy19g00010,-,-,19,-,methyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010696,Bathy19g00620,Bathy19g00620,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010697,Bathy19g00020,Bathy19g00020,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010698,Bathy19g00060,Bathy19g00060,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010699,Bathy19g00570,Bathy19g00570,-,-,19,-,fucosyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010700,Bathy19g00180,Bathy19g00180,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010701,Bathy19g00370,Bathy19g00370,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010702,Bathy19g00110,Bathy19g00110,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010703,Bathy19g00310,Bathy19g00310,-,-,19,-,hypothetical protein NAEGRDRAFT_81948,protein-coding,-,-,-,-,20170826,-
41875,19010704,Bathy19g00360,Bathy19g00360,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010705,Bathy19g00050,Bathy19g00050,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010706,Bathy19g00610,Bathy19g00610,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010707,Bathy19g00030,Bathy19g00030,-,-,19,-,glycosyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010708,Bathy19g00580,Bathy19g00580,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010709,Bathy19g00460,Bathy19g00460,-,-,19,-,O-methyltransferase I,protein-coding,-,-,-,-,20170826,-
41875,19010710,Bathy19g00070,Bathy19g00070,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010711,Bathy19g00690,Bathy19g00690,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010712,Bathy19g00080,Bathy19g00080,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010713,Bathy19g00530,Bathy19g00530,-,-,19,-,methyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010714,Bathy19g00400,Bathy19g00400,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010715,Bathy19g00040,Bathy19g00040,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010716,Bathy19g00660,Bathy19g00660,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010717,Bathy19g00170,Bathy19g00170,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010718,Bathy19g00410,Bathy19g00410,-,-,19,-,glycosyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010719,Bathy19g00590,Bathy19g00590,-,-,19,-,methyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010720,Bathy19g00270,Bathy19g00270,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010721,Bathy19g00650,Bathy19g00650,-,-,19,-,glycosyltransferase family 8,protein-coding,-,-,-,-,20170826,-
41875,19010722,Bathy19g00175,Bathy19g00175,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010723,Bathy19g00480,Bathy19g00480,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010724,Bathy19g00600,Bathy19g00600,-,-,19,-,methyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010725,Bathy19g00160,Bathy19g00160,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010726,Bathy19g00420,Bathy19g00420,-,-,19,-,sialyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19010727,Bathy19g00140,Bathy19g00140,-,-,19,-,glucose dehydratase,protein-coding,-,-,-,-,20170826,-
41875,19010728,Bathy19g00340,Bathy19g00340,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010729,Bathy19g00380,Bathy19g00380,-,-,19,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010730,Bathy18g01480,Bathy18g01480,-,-,18,-,hypothetical protein CHLNCDRAFT_133443,protein-coding,-,-,-,-,20170826,-
41875,19010731,Bathy18g00660,Bathy18g00660,-,-,18,-,regulatory factor Sgt1,protein-coding,-,-,-,-,20170826,-
41875,19010732,Bathy18g00790,Bathy18g00790,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010733,Bathy18g01470,Bathy18g01470,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010734,Bathy18g01490,Bathy18g01490,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010735,Bathy18g01500,Bathy18g01500,-,-,18,-,imidazole glycerol phosphate synthase hisHF,protein-coding,-,-,-,-,20170826,-
41875,19010736,Bathy18g01530,Bathy18g01530,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010737,Bathy18g01540,Bathy18g01540,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010738,Bathy18g00670,Bathy18g00670,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010739,Bathy18g01550,Bathy18g01550,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010740,Bathy18g00900,Bathy18g00900,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010741,Bathy18g01560,Bathy18g01560,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010742,Bathy18g00640,Bathy18g00640,-,-,18,-,60S ribosomal protein L9,protein-coding,-,-,-,-,20170826,-
41875,19010743,Bathy18g00760,Bathy18g00760,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010744,Bathy18g00010,Bathy18g00010,-,-,18,-,TonB-dependent receptor,protein-coding,-,-,-,-,20170826,-
41875,19010745,Bathy18g00580,Bathy18g00580,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010746,Bathy18g00590,Bathy18g00590,-,-,18,-,WD40 repeat protein,protein-coding,-,-,-,-,20170826,-
41875,19010747,Bathy18g00550,Bathy18g00550,-,-,18,-,N-acetyltransferase 5,protein-coding,-,-,-,-,20170826,-
41875,19010748,Bathy18g00730,Bathy18g00730,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010749,Bathy18g00800,Bathy18g00800,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010750,Bathy18g00560,Bathy18g00560,-,-,18,-,putative allantoin catabolism protein,protein-coding,-,-,-,-,20170826,-
41875,19010751,Bathy18g00720,Bathy18g00720,-,-,18,-,ABC transporter family protein,protein-coding,-,-,-,-,20170826,-
41875,19010752,Bathy18g00600,Bathy18g00600,-,-,18,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19010753,Bathy18g00500,Bathy18g00500,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010754,Bathy18g00610,Bathy18g00610,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010755,Bathy18g00700,Bathy18g00700,-,-,18,-,PBCV-1 prolyl 4-hydroxylase (ISS),protein-coding,-,-,-,-,20170826,-
41875,19010756,Bathy18g00710,Bathy18g00710,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010757,Bathy18g00310,Bathy18g00310,-,-,18,-,nuclear division RFT1-like protein,protein-coding,-,-,-,-,20170826,-
41875,19010758,Bathy18g00430,Bathy18g00430,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010759,Bathy18g00300,Bathy18g00300,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010760,Bathy18g00620,Bathy18g00620,-,-,18,-,cellulase,protein-coding,-,-,-,-,20170826,-
41875,19010761,Bathy18g00630,Bathy18g00630,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010762,Bathy18g00830,Bathy18g00830,-,-,18,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19010763,Bathy18g00680,Bathy18g00680,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010764,Bathy18g00520,Bathy18g00520,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010765,Bathy18g00540,Bathy18g00540,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010766,Bathy18g00780,Bathy18g00780,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010767,Bathy18g00810,Bathy18g00810,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010768,Bathy18g00280,Bathy18g00280,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010769,Bathy18g00820,Bathy18g00820,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010770,Bathy18g00510,Bathy18g00510,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010771,Bathy18g00180,Bathy18g00180,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010772,Bathy18g00270,Bathy18g00270,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010773,Bathy18g00260,Bathy18g00260,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010774,Bathy18g00250,Bathy18g00250,-,-,18,-,Predicted proline hydroxylase,protein-coding,-,-,-,-,20170826,-
41875,19010775,Bathy18g00240,Bathy18g00240,-,-,18,-,GrpE protein,protein-coding,-,-,-,-,20170826,-
41875,19010776,Bathy18g00230,Bathy18g00230,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010777,Bathy18g00220,Bathy18g00220,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010778,Bathy18g00690,Bathy18g00690,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010779,Bathy18g00840,Bathy18g00840,-,-,18,-,NAD-dependent epimerase/dehydratase,protein-coding,-,-,-,-,20170826,-
41875,19010780,Bathy18g00150,Bathy18g00150,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010781,Bathy18g00740,Bathy18g00740,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010782,Bathy18g00750,Bathy18g00750,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010783,Bathy18g00770,Bathy18g00770,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010784,Bathy18g00530,Bathy18g00530,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010785,Bathy18g00210,Bathy18g00210,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010786,Bathy18g00570,Bathy18g00570,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010787,Bathy18g00650,Bathy18g00650,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010788,Bathy18g00400,Bathy18g00400,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010789,Bathy18g00360,Bathy18g00360,-,-,18,-,threonine synthase,protein-coding,-,-,-,-,20170826,-
41875,19010790,Bathy18g00200,Bathy18g00200,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010791,Bathy18g01060,Bathy18g01060,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010792,Bathy18g00140,Bathy18g00140,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010793,Bathy18g01110,Bathy18g01110,-,-,18,-,hsc70-interacting protein,protein-coding,-,-,-,-,20170826,-
41875,19010794,Bathy18g00030,Bathy18g00030,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010795,Bathy18g00490,Bathy18g00490,-,-,18,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19010796,Bathy18g00410,Bathy18g00410,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010797,Bathy18g00950,Bathy18g00950,-,-,18,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19010798,Bathy18g01300,Bathy18g01300,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010799,Bathy18g01400,Bathy18g01400,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010800,Bathy18g01040,Bathy18g01040,-,-,18,-,DNA replication licensing factor mcm5,protein-coding,-,-,-,-,20170826,-
41875,19010801,Bathy18g00130,Bathy18g00130,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010802,Bathy18g01010,Bathy18g01010,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010803,Bathy18g00070,Bathy18g00070,-,-,18,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19010804,Bathy18g01130,Bathy18g01130,-,-,18,-,PREDICTED: similar to predicted protein,protein-coding,-,-,-,-,20170826,-
41875,19010805,Bathy18g00920,Bathy18g00920,-,-,18,-,tryptophan synthase subunit alpha,protein-coding,-,-,-,-,20170826,-
