#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1897501,60330078,I5H52_gp002,I5H52_gp002,SEA_KERSH_2,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210406,-
1897501,60330115,I5H52_gp043,I5H52_gp043,SEA_KERSH_43,-,-,-,integrase,protein-coding,-,-,-,integrase,20210417,-
1897501,60330116,I5H52_gp044,I5H52_gp044,SEA_KERSH_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330117,I5H52_gp045,I5H52_gp045,SEA_KERSH_45,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330118,I5H52_gp046,I5H52_gp046,SEA_KERSH_46,-,-,-,immunity repressor,protein-coding,-,-,-,immunity repressor,20201129,-
1897501,60330119,I5H52_gp049,I5H52_gp049,SEA_KERSH_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330120,I5H52_gp050,I5H52_gp050,SEA_KERSH_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330121,I5H52_gp051,I5H52_gp051,SEA_KERSH_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330122,I5H52_gp053,I5H52_gp053,SEA_KERSH_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
1897501,60330123,I5H52_gp054,I5H52_gp054,SEA_KERSH_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330124,I5H52_gp056,I5H52_gp056,SEA_KERSH_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330125,I5H52_gp057,I5H52_gp057,SEA_KERSH_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330126,I5H52_gp058,I5H52_gp058,SEA_KERSH_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
1897501,60330127,I5H52_gp059,I5H52_gp059,SEA_KERSH_59,-,-,-,WhiB family transcription factor,protein-coding,-,-,-,WhiB family transcription factor,20210417,-
1897501,60330128,I5H52_gp061,I5H52_gp061,SEA_KERSH_61,-,-,-,WhiB family transcription factor,protein-coding,-,-,-,WhiB family transcription factor,20210417,-
1897501,60330129,I5H52_gp062,I5H52_gp062,SEA_KERSH_62,-,-,-,HTH DNA binding domain protein,protein-coding,-,-,-,HTH DNA binding domain protein,20210417,-
1897501,60330130,I5H52_gp063,I5H52_gp063,SEA_KERSH_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330131,I5H52_gp065,I5H52_gp065,SEA_KERSH_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330132,I5H52_gp066,I5H52_gp066,SEA_KERSH_66,-,-,-,DNA recombinase,protein-coding,-,-,-,DNA recombinase,20210417,-
1897501,60330133,I5H52_gp067,I5H52_gp067,SEA_KERSH_67,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210417,-
1897501,60330134,I5H52_gp069,I5H52_gp069,SEA_KERSH_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330135,I5H52_gp071,I5H52_gp071,SEA_KERSH_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330136,I5H52_gp072,I5H52_gp072,SEA_KERSH_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330137,I5H52_gp074,I5H52_gp074,SEA_KERSH_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330138,I5H52_gp075,I5H52_gp075,SEA_KERSH_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330139,I5H52_gp076,I5H52_gp076,SEA_KERSH_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330140,I5H52_gp077,I5H52_gp077,SEA_KERSH_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330141,I5H52_gp078,I5H52_gp078,SEA_KERSH_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
1897501,60330142,I5H52_gp079,I5H52_gp079,SEA_KERSH_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330143,I5H52_gp080,I5H52_gp080,SEA_KERSH_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330144,I5H52_gp081,I5H52_gp081,SEA_KERSH_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330145,I5H52_gp082,I5H52_gp082,SEA_KERSH_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330146,I5H52_gp085,I5H52_gp085,SEA_KERSH_85,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330147,I5H52_gp087,I5H52_gp087,SEA_KERSH_87,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330148,I5H52_gp088,I5H52_gp088,SEA_KERSH_88,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330149,I5H52_gp089,I5H52_gp089,SEA_KERSH_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330150,I5H52_gp090,I5H52_gp090,SEA_KERSH_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330151,I5H52_gp091,I5H52_gp091,SEA_KERSH_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330152,I5H52_gp092,I5H52_gp092,SEA_KERSH_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330153,I5H52_gp093,I5H52_gp093,SEA_KERSH_93,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330154,I5H52_gp094,I5H52_gp094,SEA_KERSH_94,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330155,I5H52_gp096,I5H52_gp096,SEA_KERSH_96,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330156,I5H52_gp097,I5H52_gp097,SEA_KERSH_97,-,-,-,G-I-Y Y-I-G endonuclease,protein-coding,-,-,-,G-I-Y Y-I-G endonuclease,20210406,-
1897501,60330157,I5H52_gp098,I5H52_gp098,SEA_KERSH_98,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330158,I5H52_gp099,I5H52_gp099,SEA_KERSH_99,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330159,I5H52_gp100,I5H52_gp100,SEA_KERSH_100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330160,I5H52_gp101,I5H52_gp101,SEA_KERSH_101,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330161,I5H52_gp102,I5H52_gp102,SEA_KERSH_102,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330162,I5H52_gp103,I5H52_gp103,SEA_KERSH_103,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210417,-
1897501,60330163,I5H52_gp104,I5H52_gp104,SEA_KERSH_104,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330164,I5H52_gp106,I5H52_gp106,SEA_KERSH_106,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210417,-
1897501,60330165,I5H52_gp024,I5H52_gp024,SEA_KERSH_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330166,I5H52_gp034,I5H52_gp034,SEA_KERSH_34,-,-,-,DnaQ-like exonuclease,protein-coding,-,-,-,DnaQ-like exonuclease,20210406,-
1897501,60330167,I5H52_gp036,I5H52_gp036,SEA_KERSH_36,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330168,I5H52_gp037,I5H52_gp037,SEA_KERSH_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330169,I5H52_gp047,I5H52_gp047,SEA_KERSH_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
1897501,60330170,I5H52_gp052,I5H52_gp052,SEA_KERSH_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330171,I5H52_gp055,I5H52_gp055,SEA_KERSH_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330172,I5H52_gp048,I5H52_gp048,SEA_KERSH_48,-,-,-,antirepressor,protein-coding,-,-,-,antirepressor,20210417,-
1897501,60330173,I5H52_gp060,I5H52_gp060,SEA_KERSH_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1897501,60330174,I5H52_gp064,I5H52_gp064,SEA_KERSH_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330175,I5H52_gp083,I5H52_gp083,SEA_KERSH_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330176,I5H52_gp084,I5H52_gp084,SEA_KERSH_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330177,I5H52_gp086,I5H52_gp086,SEA_KERSH_86,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330178,I5H52_gp095,I5H52_gp095,SEA_KERSH_95,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330179,I5H52_gp105,I5H52_gp105,SEA_KERSH_105,-,-,-,serine/threonine kinase,protein-coding,-,-,-,serine/threonine kinase,20210424,-
1897501,60330180,I5H52_gp107,I5H52_gp107,SEA_KERSH_107,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210417,-
1897501,60330181,I5H52_gp070,I5H52_gp070,SEA_KERSH_70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330182,I5H52_gp073,I5H52_gp073,SEA_KERSH_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330183,I5H52_gp068,I5H52_gp068,SEA_KERSH_68,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20210417,-
1897501,60330184,I5H52_gp001,I5H52_gp001,SEA_KERSH_1,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20201129,-
1897501,60338567,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Mycobacteriophage Kersh).,other,-,-,-,-,20201130,-
