#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1048189,54997116,gp59,HOT69_gp001,S-TIM4_ORF_1,-,-,-,loader of gp41 DNA helicase,protein-coding,-,-,-,loader of gp41 DNA helicase,20210129,-
1048189,54997186,ORF_71,HOT69_gp196,S-TIM4_ORF_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997187,ORF_72,HOT69_gp195,S-TIM4_ORF_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997188,ORF_73,HOT69_gp194,S-TIM4_ORF_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997189,ORF_74,HOT69_gp193,S-TIM4_ORF_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997190,ORF_75,HOT69_gp192,S-TIM4_ORF_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997191,ORF_76,HOT69_gp191,S-TIM4_ORF_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997192,ORF_77,HOT69_gp190,S-TIM4_ORF_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997193,ORF_78,HOT69_gp189,S-TIM4_ORF_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997194,ORF_79,HOT69_gp188,S-TIM4_ORF_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997195,ORF_80,HOT69_gp187,S-TIM4_ORF_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997196,ORF_81,HOT69_gp186,S-TIM4_ORF_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997197,ORF_82,HOT69_gp185,S-TIM4_ORF_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997198,ORF_83,HOT69_gp184,S-TIM4_ORF_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,54997199,ORF_84,HOT69_gp183,S-TIM4_ORF_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997200,ORF_85,HOT69_gp182,S-TIM4_ORF_85,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997201,ORF_86,HOT69_gp181,S-TIM4_ORF_86,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997202,ORF_87,HOT69_gp180,S-TIM4_ORF_87,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997203,ORF_88,HOT69_gp179,S-TIM4_ORF_88,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997204,ORF_89,HOT69_gp178,S-TIM4_ORF_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997205,ORF_90,HOT69_gp177,S-TIM4_ORF_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997206,ORF_91,HOT69_gp176,S-TIM4_ORF_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997207,ORF_92,HOT69_gp175,S-TIM4_ORF_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997208,ORF_93,HOT69_gp174,S-TIM4_ORF_93,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997209,ORF_94,HOT69_gp173,S-TIM4_ORF_94,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997210,ORF_95,HOT69_gp172,S-TIM4_ORF_95,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997211,ORF_96,HOT69_gp171,S-TIM4_ORF_96,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,54997212,ORF_97,HOT69_gp170,S-TIM4_ORF_97,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,54997213,ORF_98,HOT69_gp169,S-TIM4_ORF_98,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997214,gp25,HOT69_gp168,S-TIM4_ORF_99,-,-,-,base plate wedge subunit,protein-coding,-,-,-,base plate wedge subunit,20210129,-
1048189,54997215,gp6,HOT69_gp167,S-TIM4_ORF_100,-,-,-,baseplate wedge,protein-coding,-,-,-,baseplate wedge,20210129,-
1048189,54997216,ORF_101,HOT69_gp166,S-TIM4_ORF_101,-,-,-,structural protein,protein-coding,-,-,-,structural protein,20210403,-
1048189,54997217,gp9,HOT69_gp165,S-TIM4_ORF_102,-,-,-,baseplate wedge tail fiber connector,protein-coding,-,-,-,baseplate wedge tail fiber connector,20210129,-
1048189,54997218,ORF_103,HOT69_gp164,S-TIM4_ORF_103,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,54997219,gp8,HOT69_gp163,S-TIM4_ORF_104,-,-,-,baseplate wedge,protein-coding,-,-,-,baseplate wedge,20210403,-
1048189,54997220,ORF_105,HOT69_gp162,S-TIM4_ORF_105,-,-,-,VrlC protein,protein-coding,-,-,-,VrlC protein,20210129,-
1048189,54997221,ORF_106,HOT69_gp161,S-TIM4_ORF_106,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997222,ORF_107,HOT69_gp160,S-TIM4_ORF_107,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997223,ORF_108,HOT69_gp159,S-TIM4_ORF_108,-,-,-,YadA domain-containing structural protein,protein-coding,-,-,-,YadA domain-containing structural protein,20210403,-
1048189,54997224,gp13,HOT69_gp158,S-TIM4_ORF_109,-,-,-,neck protein,protein-coding,-,-,-,neck protein,20210129,-
1048189,54997225,gp14,HOT69_gp157,S-TIM4_ORF_110,-,-,-,neck protein,protein-coding,-,-,-,neck protein,20210129,-
1048189,54997226,gp15,HOT69_gp156,S-TIM4_ORF_111,-,-,-,proximal tail sheath stabilization,protein-coding,-,-,-,proximal tail sheath stabilization,20210129,-
1048189,54997227,gp16,HOT69_gp155,S-TIM4_ORF_112,-,-,-,terminase DNA packaging enzyme small subunit,protein-coding,-,-,-,terminase DNA packaging enzyme small subunit,20210403,-
1048189,54997228,ORF_113,HOT69_gp154,S-TIM4_ORF_113,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997229,ORF_114,HOT69_gp153,S-TIM4_ORF_114,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997230,ORF_115,HOT69_gp152,S-TIM4_ORF_115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997231,ORF_116,HOT69_gp151,S-TIM4_ORF_116,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,54997232,ORF_117,HOT69_gp150,S-TIM4_ORF_117,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997233,ORF_118,HOT69_gp149,S-TIM4_ORF_118,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997234,ORF_119,HOT69_gp148,S-TIM4_ORF_119,-,-,-,plastoquinol terminal oxidase,protein-coding,-,-,-,plastoquinol terminal oxidase,20210129,-
1048189,54997235,ORF_120,HOT69_gp147,S-TIM4_ORF_120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997236,ORF_121,HOT69_gp146,S-TIM4_ORF_121,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997237,ORF_122,HOT69_gp145,S-TIM4_ORF_122,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997238,HOT69_gt002,HOT69_gt002,-,-,-,-,-,other,-,-,-,-,20200909,-
1048189,54997239,ORF_124,HOT69_gp143,S-TIM4_ORF_124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,54997240,pcyA,HOT69_gp142,S-TIM4_ORF_125,-,-,-,ferredoxin oxidoreductase,protein-coding,-,-,-,ferredoxin oxidoreductase,20210403,-
1048189,54997241,ORF_126,HOT69_gp141,S-TIM4_ORF_126,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997242,gp17,HOT69_gp140,S-TIM4_ORF_127,-,-,-,terminase DNA packaging enzyme large subunit,protein-coding,-,-,-,terminase DNA packaging enzyme large subunit,20210403,-
1048189,54997243,gp18,HOT69_gp139,S-TIM4_ORF_128,-,-,-,tail sheath monomer,protein-coding,-,-,-,tail sheath monomer,20210129,-
1048189,54997244,gp19,HOT69_gp138,S-TIM4_ORF_129,-,-,-,tail tube monomer,protein-coding,-,-,-,tail tube monomer,20210129,-
1048189,54997245,gp20,HOT69_gp137,S-TIM4_ORF_130,-,-,-,portal vertex protein of head,protein-coding,-,-,-,portal vertex protein of head,20210129,-
1048189,54997246,ORF_131,HOT69_gp136,S-TIM4_ORF_131,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997247,gp21,HOT69_gp135,S-TIM4_ORF_132,-,-,-,prohead core scaffold and protease,protein-coding,-,-,-,prohead core scaffold and protease,20210129,-
1048189,54997248,gp22,HOT69_gp134,S-TIM4_ORF_133,-,-,-,scaffold prohead core protein,protein-coding,-,-,-,scaffold prohead core protein,20210129,-
1048189,54997249,gp23,HOT69_gp133,S-TIM4_ORF_134,-,-,-,precursor of major head subunit,protein-coding,-,-,-,precursor of major head subunit,20210129,-
1048189,54997250,ORF_135,HOT69_gp132,S-TIM4_ORF_135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997251,ORF_136,HOT69_gp131,S-TIM4_ORF_136,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997252,ORF_137,HOT69_gp130,S-TIM4_ORF_137,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997253,gp3,HOT69_gp129,S-TIM4_ORF_138,-,-,-,head-proximal tip of tail tube tail completion + sheath stabilizer protein,protein-coding,-,-,-,head-proximal tip of tail tube tail completion + sheath stabilizer protein,20210129,-
1048189,54997254,ORF_139,HOT69_gp128,S-TIM4_ORF_139,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997255,ORF_140,HOT69_gp127,S-TIM4_ORF_140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997256,uvsY,HOT69_gp126,S-TIM4_ORF_141,-,-,-,UvsY,protein-coding,-,-,-,UvsY,20210129,-
1048189,54997257,ORF_142,HOT69_gp125,S-TIM4_ORF_142,-,-,-,2OG-Fe(II) oxygenase,protein-coding,-,-,-,2OG-Fe(II) oxygenase,20210129,-
1048189,54997258,uvsW,HOT69_gp124,S-TIM4_ORF_143,-,-,-,RNA-DNA + DNA-DNA helicase,protein-coding,-,-,-,RNA-DNA + DNA-DNA helicase,20210129,-
1048189,54997259,ORF_144,HOT69_gp123,S-TIM4_ORF_144,-,-,-,methylamine utilization protein,protein-coding,-,-,-,methylamine utilization protein,20210129,-
1048189,54997260,gp55,HOT69_gp122,S-TIM4_ORF_145,-,-,-,sigma factor for late transcription,protein-coding,-,-,-,sigma factor for late transcription,20210129,-
1048189,54997261,gp47,HOT69_gp121,S-TIM4_ORF_146,-,-,-,recombination endonuclease subunit,protein-coding,-,-,-,recombination endonuclease subunit,20210129,-
1048189,54997262,ORF_147,HOT69_gp120,S-TIM4_ORF_147,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,54997263,gp46,HOT69_gp119,S-TIM4_ORF_148,-,-,-,recombination endonuclease subunit,protein-coding,-,-,-,recombination endonuclease subunit,20210129,-
1048189,54997264,ORF_149,HOT69_gp118,S-TIM4_ORF_149,-,-,-,Rnf-Nqr,protein-coding,-,-,-,Rnf-Nqr,20200909,-
1048189,54997265,ORF_150,HOT69_gp117,S-TIM4_ORF_150,-,-,-,peptidase,protein-coding,-,-,-,peptidase,20200909,-
1048189,54997266,ORF_151,HOT69_gp116,S-TIM4_ORF_151,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997267,cobS,HOT69_gp115,S-TIM4_ORF_152,-,-,-,putative cobalt chelatase subunit CobS,protein-coding,-,-,-,putative cobalt chelatase subunit CobS,20210129,-
1048189,54997268,ORF_153,HOT69_gp114,S-TIM4_ORF_153,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,54997269,gp45,HOT69_gp113,S-TIM4_ORF_154,-,-,-,sliding clamp DNA polymerase accessory protein,protein-coding,-,-,-,sliding clamp DNA polymerase accessory protein,20210129,-
1048189,54997270,ORF_155,HOT69_gp112,S-TIM4_ORF_155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
1048189,54997271,ORF_156,HOT69_gp111,S-TIM4_ORF_156,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
1048189,54997272,gp44,HOT69_gp110,S-TIM4_ORF_157,-,-,-,clamp loader subunit,protein-coding,-,-,-,clamp loader subunit,20210129,-
1048189,54997273,denV,HOT69_gp109,S-TIM4_ORF_158,-,-,-,DNA endonuclease V,protein-coding,-,-,-,DNA endonuclease V,20200909,-
1048189,54997274,ORF_159,HOT69_gp108,S-TIM4_ORF_159,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997275,dam,HOT69_gp107,S-TIM4_ORF_160,-,-,-,DNA adenine methylase,protein-coding,-,-,-,DNA adenine methylase,20210403,-
1048189,54997276,gp62,HOT69_gp106,S-TIM4_ORF_161,-,-,-,clamp loader subunit,protein-coding,-,-,-,clamp loader subunit,20210129,-
1048189,54997277,regA,HOT69_gp105,S-TIM4_ORF_162,-,-,-,translational repressor,protein-coding,-,-,-,translational repressor,20210129,-
1048189,54997278,ORF_163,HOT69_gp104,S-TIM4_ORF_163,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997279,ORF_164,HOT69_gp103,S-TIM4_ORF_164,-,-,-,plasmid stability protein,protein-coding,-,-,-,plasmid stability protein,20210129,-
1048189,54997280,ORF_165,HOT69_gp102,S-TIM4_ORF_165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,54997281,ORF_166,HOT69_gp101,S-TIM4_ORF_166,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997282,ORF_167,HOT69_gp100,S-TIM4_ORF_167,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997283,ORF_168,HOT69_gp099,S-TIM4_ORF_168,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997284,ORF_169,HOT69_gp098,S-TIM4_ORF_169,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997285,hsp20,HOT69_gp097,S-TIM4_ORF_170,-,-,-,heat shock protein,protein-coding,-,-,-,heat shock protein,20210129,-
1048189,54997286,pstS,HOT69_gp096,S-TIM4_ORF_171,-,-,-,phosphate transporter subunit,protein-coding,-,-,-,phosphate transporter subunit,20210403,-
1048189,54997287,ORF_172,HOT69_gp095,S-TIM4_ORF_172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997288,ORF_173,HOT69_gp094,S-TIM4_ORF_173,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997289,gp43,HOT69_gp093,S-TIM4_ORF_174,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20210403,-
1048189,54997290,ORF_175,HOT69_gp092,S-TIM4_ORF_175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997291,uvsX,HOT69_gp091,S-TIM4_ORF_176,-,-,-,UvsX RecA-like protein,protein-coding,-,-,-,UvsX RecA-like protein,20210403,-
1048189,54997292,ORF_177,HOT69_gp090,S-TIM4_ORF_177,-,-,-,2OG-Fe(II) oxygenase,protein-coding,-,-,-,2OG-Fe(II) oxygenase,20210129,-
