#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2316013,55610911,HWB83_gp02,HWB83_gp02,CPT_Siskin_002,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210424,-
2316013,55610923,HWB83_gp14,HWB83_gp14,CPT_Siskin_014,-,-,-,portal protein,protein-coding,-,-,-,portal protein,20210417,-
2316013,55610924,HWB83_gp15,HWB83_gp15,CPT_Siskin_015,-,-,-,capsid maturation protease,protein-coding,-,-,-,capsid maturation protease,20210417,-
2316013,55610925,HWB83_gp16,HWB83_gp16,CPT_Siskin_016,-,-,-,decoration protein,protein-coding,-,-,-,decoration protein,20210417,-
2316013,55610926,HWB83_gp17,HWB83_gp17,CPT_Siskin_017,-,-,-,major capsid protein,protein-coding,-,-,-,major capsid protein,20210123,-
2316013,55610927,HWB83_gp18,HWB83_gp18,CPT_Siskin_019,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610928,HWB83_gp20,HWB83_gp20,CPT_Siskin_020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610929,HWB83_gp19,HWB83_gp19,CPT_Siskin_018,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610930,HWB83_gp21,HWB83_gp21,CPT_Siskin_021,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610931,HWB83_gp22,HWB83_gp22,CPT_Siskin_022,-,-,-,major tail protein,protein-coding,-,-,-,major tail protein,20200620,-
2316013,55610932,HWB83_gp23,HWB83_gp23,CPT_Siskin_024,-,-,-,tape measure chaperone,protein-coding,-,-,-,tape measure chaperone,20200620,-
2316013,55610933,HWB83_gp25,HWB83_gp25,CPT_Siskin_025,-,-,-,tape measure protein,protein-coding,-,-,-,tape measure protein,20210424,-
2316013,55610934,HWB83_gp24,HWB83_gp24,CPT_Siskin_023,-,-,-,tape measure chaperone,protein-coding,-,-,-,tape measure chaperone,20200620,-
2316013,55610935,HWB83_gp26,HWB83_gp26,CPT_Siskin_026,-,-,-,distal tail protein,protein-coding,-,-,-,distal tail protein,20200620,-
2316013,55610936,HWB83_gp27,HWB83_gp27,CPT_Siskin_027,-,-,-,BR0599 family protein,protein-coding,-,-,-,BR0599 family protein,20201221,-
2316013,55610937,HWB83_gp28,HWB83_gp28,CPT_Siskin_028,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610938,HWB83_gp29,HWB83_gp29,CPT_Siskin_029,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610939,HWB83_gp30,HWB83_gp30,CPT_Siskin_030,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210424,-
2316013,55610940,HWB83_gp31,HWB83_gp31,CPT_Siskin_031,-,-,-,tail fiber protein,protein-coding,-,-,-,tail fiber protein,20210417,-
2316013,55610941,HWB83_gp32,HWB83_gp32,CPT_Siskin_032,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610942,HWB83_gp33,HWB83_gp33,CPT_Siskin_033,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610943,HWB83_gp34,HWB83_gp34,CPT_Siskin_034,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610944,HWB83_gp35,HWB83_gp35,CPT_Siskin_035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610945,HWB83_gp36,HWB83_gp36,CPT_Siskin_036,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610946,HWB83_gp37,HWB83_gp37,CPT_Siskin_037,-,-,-,putative endolysin 2,protein-coding,-,-,-,putative endolysin 2,20201221,-
2316013,55610947,HWB83_gp38,HWB83_gp38,CPT_Siskin_038,-,-,-,endolysin,protein-coding,-,-,-,endolysin,20210417,-
2316013,55610948,HWB83_gp39,HWB83_gp39,CPT_Siskin_039,-,-,-,I-spanin,protein-coding,-,-,-,I-spanin,20200620,-
2316013,55610949,HWB83_gp40,HWB83_gp40,CPT_Siskin_040,-,-,-,O-spanin,protein-coding,-,-,-,O-spanin,20200620,-
2316013,55610950,HWB83_gp41,HWB83_gp41,CPT_Siskin_041,-,-,-,deoxyribosyl transferase,protein-coding,-,-,-,deoxyribosyl transferase,20200620,-
2316013,55610951,HWB83_gp42,HWB83_gp42,CPT_Siskin_042,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610952,HWB83_gp43,HWB83_gp43,CPT_Siskin_043,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610953,HWB83_gp44,HWB83_gp44,CPT_Siskin_044,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610954,HWB83_gp45,HWB83_gp45,CPT_Siskin_045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610955,HWB83_gp46,HWB83_gp46,CPT_Siskin_046,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610956,HWB83_gp47,HWB83_gp47,CPT_Siskin_047,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610957,HWB83_gp48,HWB83_gp48,CPT_Siskin_048,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610958,HWB83_gp49,HWB83_gp49,CPT_Siskin_049,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
2316013,55610959,HWB83_gp50,HWB83_gp50,CPT_Siskin_050,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610960,HWB83_gp51,HWB83_gp51,CPT_Siskin_051,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610961,HWB83_gp52,HWB83_gp52,CPT_Siskin_052,-,-,-,DNA methyltransferase,protein-coding,-,-,-,DNA methyltransferase,20210424,-
2316013,55610962,HWB83_gp53,HWB83_gp53,CPT_Siskin_053,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610963,HWB83_gp54,HWB83_gp54,CPT_Siskin_054,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610964,HWB83_gp55,HWB83_gp55,CPT_Siskin_055,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610965,HWB83_gp56,HWB83_gp56,CPT_Siskin_056,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610966,HWB83_gp57,HWB83_gp57,CPT_Siskin_057,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610967,HWB83_gp58,HWB83_gp58,CPT_Siskin_058,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210424,-
2316013,55610968,HWB83_gp59,HWB83_gp59,CPT_Siskin_059,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610969,HWB83_gp60,HWB83_gp60,CPT_Siskin_060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610970,HWB83_gp61,HWB83_gp61,CPT_Siskin_061,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610971,HWB83_gp62,HWB83_gp62,CPT_Siskin_062,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610972,HWB83_gp63,HWB83_gp63,CPT_Siskin_063,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610973,HWB83_gp64,HWB83_gp64,CPT_Siskin_064,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610974,HWB83_gp65,HWB83_gp65,CPT_Siskin_065,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610975,HWB83_gp66,HWB83_gp66,CPT_Siskin_066,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610976,HWB83_gp67,HWB83_gp67,CPT_Siskin_067,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610977,HWB83_gp68,HWB83_gp68,CPT_Siskin_068,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610978,HWB83_gp69,HWB83_gp69,CPT_Siskin_069,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610979,HWB83_gp70,HWB83_gp70,CPT_Siskin_070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610980,HWB83_gp71,HWB83_gp71,CPT_Siskin_071,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610981,HWB83_gp72,HWB83_gp72,CPT_Siskin_072,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610982,HWB83_gp73,HWB83_gp73,CPT_Siskin_073,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610983,HWB83_gp74,HWB83_gp74,CPT_Siskin_074,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2316013,55610984,HWB83_gp01,HWB83_gp01,CPT_Siskin_001,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210424,-
2316013,55635864,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200622,-
