#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1034099,40232909,2,FGG20_gp002,PBI_BAKA_2,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20200629,-
1034099,40232923,16,FGG20_gp016,PBI_BAKA_16,-,-,-,galactosyl transferase,protein-coding,-,-,-,galactosyl transferase,20200629,-
1034099,40232924,17,FGG20_gp017,PBI_BAKA_17,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232925,18,FGG20_gp018,PBI_BAKA_18,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232926,19,FGG20_gp019,PBI_BAKA_19,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232927,20,FGG20_gp020,PBI_BAKA_20,-,-,-,glucosyltransferase domain protein,protein-coding,-,-,-,glucosyltransferase domain protein,20200629,-
1034099,40232928,21,FGG20_gp021,PBI_BAKA_21,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232929,22,FGG20_gp022,PBI_BAKA_22,-,-,-,head-to-tail adaptor,protein-coding,-,-,-,head-to-tail adaptor,20200629,-
1034099,40232930,23,FGG20_gp023,PBI_BAKA_23,-,-,-,head-to-tail stopper,protein-coding,-,-,-,head-to-tail stopper,20200629,-
1034099,40232931,24,FGG20_gp024,PBI_BAKA_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232932,25,FGG20_gp025,PBI_BAKA_25,-,-,-,tail terminator,protein-coding,-,-,-,tail terminator,20200629,-
1034099,40232933,26,FGG20_gp026,PBI_BAKA_26,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232934,27,FGG20_gp027,PBI_BAKA_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232935,28,FGG20_gp028,PBI_BAKA_28,-,-,-,major tail subunit,protein-coding,-,-,-,major tail subunit,20200629,-
1034099,40232936,29,FGG20_gp029,PBI_BAKA_29,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20200629,-
1034099,40232937,30,FGG20_gp030,PBI_BAKA_30,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20200629,-
1034099,40232938,31,FGG20_gp031,PBI_BAKA_31,-,-,-,tapemeasure protein,protein-coding,-,-,-,tapemeasure protein,20200629,-
1034099,40232939,32,FGG20_gp032,PBI_BAKA_32,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232940,33,FGG20_gp033,PBI_BAKA_33,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20200629,-
1034099,40232941,34,FGG20_gp034,PBI_BAKA_34,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20200629,-
1034099,40232942,35,FGG20_gp035,PBI_BAKA_35,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20200629,-
1034099,40232943,36,FGG20_gp036,PBI_BAKA_36,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20200629,-
1034099,40232944,37,FGG20_gp037,PBI_BAKA_37,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20200629,-
1034099,40232945,38,FGG20_gp038,PBI_BAKA_38,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232946,39,FGG20_gp039,PBI_BAKA_39,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232947,40,FGG20_gp040,PBI_BAKA_40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232948,41,FGG20_gp041,PBI_BAKA_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232949,42,FGG20_gp042,PBI_BAKA_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232950,43,FGG20_gp043,PBI_BAKA_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
1034099,40232951,44,FGG20_gp044,PBI_BAKA_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232952,45,FGG20_gp045,PBI_BAKA_45,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232953,46,FGG20_gp046,PBI_BAKA_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232954,47,FGG20_gp047,PBI_BAKA_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232955,48,FGG20_gp048,PBI_BAKA_48,-,-,-,structural protein,protein-coding,-,-,-,structural protein,20200629,-
1034099,40232956,49,FGG20_gp049,PBI_BAKA_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232957,50,FGG20_gp050,PBI_BAKA_50,-,-,-,HNH endonuclease domain protein,protein-coding,-,-,-,HNH endonuclease domain protein,20200629,-
1034099,40232958,51,FGG20_gp051,PBI_BAKA_51,-,-,-,lysin A,protein-coding,-,-,-,lysin A,20200629,-
1034099,40232959,52,FGG20_gp052,PBI_BAKA_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232960,53,FGG20_gp053,PBI_BAKA_53,-,-,-,lysin B,protein-coding,-,-,-,lysin B,20200912,-
1034099,40232961,54,FGG20_gp054,PBI_BAKA_54,-,-,-,holin,protein-coding,-,-,-,holin,20200629,-
1034099,40232962,55,FGG20_gp055,PBI_BAKA_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232963,56,FGG20_gp056,PBI_BAKA_56,-,-,-,NrdH,protein-coding,-,-,-,NrdH,20200629,-
1034099,40232964,57,FGG20_gp057,PBI_BAKA_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232965,58,FGG20_gp058,PBI_BAKA_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232966,59,FGG20_gp059,PBI_BAKA_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232967,60,FGG20_gp060,PBI_BAKA_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232968,61,FGG20_gp061,PBI_BAKA_61,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232969,62,FGG20_gp062,PBI_BAKA_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232970,63,FGG20_gp063,PBI_BAKA_63,-,-,-,Lsr2,protein-coding,-,-,-,Lsr2,20210406,-
1034099,40232971,64,FGG20_gp064,PBI_BAKA_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232972,65,FGG20_gp065,PBI_BAKA_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232973,66,FGG20_gp066,PBI_BAKA_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232974,67,FGG20_gp067,PBI_BAKA_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232975,68,FGG20_gp068,PBI_BAKA_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232976,69,FGG20_gp069,PBI_BAKA_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232977,70,FGG20_gp070,PBI_BAKA_70,-,-,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20200629,-
1034099,40232978,71,FGG20_gp071,PBI_BAKA_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232979,72,FGG20_gp072,PBI_BAKA_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232980,73,FGG20_gp073,PBI_BAKA_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232981,74,FGG20_gp074,PBI_BAKA_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232982,75,FGG20_gp075,PBI_BAKA_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232983,76,FGG20_gp076,PBI_BAKA_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232984,77,FGG20_gp077,PBI_BAKA_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232985,78,FGG20_gp078,PBI_BAKA_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232986,79,FGG20_gp079,PBI_BAKA_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232987,80,FGG20_gp080,PBI_BAKA_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232988,81,FGG20_gp081,PBI_BAKA_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232989,82,FGG20_gp082,PBI_BAKA_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232990,83,FGG20_gp083,PBI_BAKA_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232991,84,FGG20_gp084,PBI_BAKA_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232992,85,FGG20_gp085,PBI_BAKA_85,-,-,-,putative excise,protein-coding,-,-,-,putative excise,20200629,-
1034099,40232993,86,FGG20_gp086,PBI_BAKA_86,-,-,-,integrase,protein-coding,-,-,-,integrase,20200912,-
1034099,40232994,87,FGG20_gp087,PBI_BAKA_87,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232995,88,FGG20_gp088,PBI_BAKA_88,-,-,-,endonuclease VII,protein-coding,-,-,-,endonuclease VII,20200629,-
1034099,40232996,89,FGG20_gp089,PBI_BAKA_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232997,90,FGG20_gp090,PBI_BAKA_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232998,91,FGG20_gp091,PBI_BAKA_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40232999,92,FGG20_gp092,PBI_BAKA_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233000,93,FGG20_gp093,PBI_BAKA_93,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233001,94,FGG20_gp094,PBI_BAKA_94,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233002,95,FGG20_gp095,PBI_BAKA_95,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233003,96,FGG20_gp096,PBI_BAKA_96,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233004,97,FGG20_gp097,PBI_BAKA_97,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233005,98,FGG20_gp098,PBI_BAKA_98,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233006,99,FGG20_gp099,PBI_BAKA_99,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233007,100,FGG20_gp100,PBI_BAKA_100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233008,101,FGG20_gp101,PBI_BAKA_101,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233009,102,FGG20_gp102,PBI_BAKA_102,-,-,-,LipC,protein-coding,-,-,-,LipC,20200629,-
1034099,40233010,103,FGG20_gp103,PBI_BAKA_103,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233011,104,FGG20_gp104,PBI_BAKA_104,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233012,105,FGG20_gp105,PBI_BAKA_105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233013,106,FGG20_gp106,PBI_BAKA_106,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233014,107,FGG20_gp107,PBI_BAKA_107,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233015,108,FGG20_gp108,PBI_BAKA_108,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233016,109,FGG20_gp109,PBI_BAKA_109,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233017,110,FGG20_gp110,PBI_BAKA_110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233018,111,FGG20_gp111,PBI_BAKA_111,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233019,112,FGG20_gp112,PBI_BAKA_112,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233020,113,FGG20_gp113,PBI_BAKA_113,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233021,114,FGG20_gp114,PBI_BAKA_114,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233022,115,FGG20_gp115,PBI_BAKA_115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233023,116,FGG20_gp116,PBI_BAKA_116,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233024,117,FGG20_gp117,PBI_BAKA_117,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233025,118,FGG20_gp118,PBI_BAKA_118,-,-,-,AddA-like protein,protein-coding,-,-,-,AddA-like protein,20200629,-
1034099,40233026,119,FGG20_gp119,PBI_BAKA_119,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233027,120,FGG20_gp120,PBI_BAKA_120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233028,121,FGG20_gp121,PBI_BAKA_121,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20200629,-
1034099,40233029,122,FGG20_gp122,PBI_BAKA_122,-,-,-,HNH endonuclease domain protein,protein-coding,-,-,-,HNH endonuclease domain protein,20200629,-
1034099,40233030,123,FGG20_gp123,PBI_BAKA_123,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233031,124,FGG20_gp124,PBI_BAKA_124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233032,125,FGG20_gp125,PBI_BAKA_125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233033,126,FGG20_gp126,PBI_BAKA_126,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233034,127,FGG20_gp127,PBI_BAKA_127,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233035,128,FGG20_gp128,PBI_BAKA_128,-,-,-,polynucleotide kinase,protein-coding,-,-,-,polynucleotide kinase,20200629,-
1034099,40233036,129,FGG20_gp129,PBI_BAKA_129,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233037,130,FGG20_gp130,PBI_BAKA_130,-,-,-,endonuclease VII,protein-coding,-,-,-,endonuclease VII,20210406,-
1034099,40233038,131,FGG20_gp131,PBI_BAKA_131,-,-,-,WhiB family transcriptional regulator,protein-coding,-,-,-,WhiB family transcriptional regulator,20210406,-
1034099,40233039,132,FGG20_gp132,PBI_BAKA_132,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233040,133,FGG20_gp133,PBI_BAKA_133,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233041,134,FGG20_gp134,PBI_BAKA_134,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233042,135,FGG20_gp135,PBI_BAKA_135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233043,136,FGG20_gp136,PBI_BAKA_136,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233044,137,FGG20_gp137,PBI_BAKA_137,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20200629,-
1034099,40233045,138,FGG20_gp138,PBI_BAKA_138,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233046,139,FGG20_gp139,PBI_BAKA_139,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233047,140,FGG20_gp140,PBI_BAKA_140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233048,141,FGG20_gp141,PBI_BAKA_141,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233049,142,FGG20_gp142,PBI_BAKA_142,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233050,143,FGG20_gp143,PBI_BAKA_143,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233051,144,FGG20_gp144,PBI_BAKA_144,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210406,-
1034099,40233052,145,FGG20_gp145,PBI_BAKA_145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233053,146,FGG20_gp146,PBI_BAKA_146,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233054,147,FGG20_gp147,PBI_BAKA_147,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233055,148,FGG20_gp148,PBI_BAKA_148,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233056,149,FGG20_gp149,PBI_BAKA_149,-,-,-,RecA,protein-coding,-,-,-,RecA,20200629,-
1034099,40233057,150,FGG20_gp150,PBI_BAKA_150,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20200912,-
1034099,40233058,151,FGG20_gp151,PBI_BAKA_151,-,-,-,DNA methylase domain protein,protein-coding,-,-,-,DNA methylase domain protein,20200629,-
1034099,40233059,152,FGG20_gp152,PBI_BAKA_152,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233060,153,FGG20_gp153,PBI_BAKA_153,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233061,154,FGG20_gp154,PBI_BAKA_154,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233062,155,FGG20_gp155,PBI_BAKA_155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233063,156,FGG20_gp156,PBI_BAKA_156,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233064,157,FGG20_gp157,PBI_BAKA_157,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233065,158,FGG20_gp158,PBI_BAKA_158,-,-,-,RNA ligase,protein-coding,-,-,-,RNA ligase,20200629,-
1034099,40233066,159,FGG20_gp159,PBI_BAKA_159,-,-,-,ClpP-like protease,protein-coding,-,-,-,ClpP-like protease,20200629,-
1034099,40233067,160,FGG20_gp160,PBI_BAKA_160,-,-,-,DnaQ-like DNA exonuclease,protein-coding,-,-,-,DnaQ-like DNA exonuclease,20200629,-
1034099,40233068,161,FGG20_gp161,PBI_BAKA_161,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233069,162,FGG20_gp162,PBI_BAKA_162,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233070,163,FGG20_gp163,PBI_BAKA_163,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233071,164,FGG20_gp164,PBI_BAKA_164,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233072,165,FGG20_gp165,PBI_BAKA_165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233073,166,FGG20_gp166,PBI_BAKA_166,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233074,167,FGG20_gp167,PBI_BAKA_167,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233075,168,FGG20_gp168,PBI_BAKA_168,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233076,169,FGG20_gp169,PBI_BAKA_169,-,-,-,putative phosphoadenosine phosphosulfate reductase,protein-coding,-,-,-,putative phosphoadenosine phosphosulfate reductase,20200629,-
1034099,40233077,170,FGG20_gp170,PBI_BAKA_170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233078,171,FGG20_gp171,PBI_BAKA_171,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
1034099,40233079,172,FGG20_gp172,PBI_BAKA_172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233080,173,FGG20_gp173,PBI_BAKA_173,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233081,174,FGG20_gp174,PBI_BAKA_174,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233082,175,FGG20_gp175,PBI_BAKA_175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233083,176,FGG20_gp176,PBI_BAKA_176,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233084,177,FGG20_gp177,PBI_BAKA_177,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233085,178,FGG20_gp178,PBI_BAKA_178,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233086,179,FGG20_gp179,PBI_BAKA_179,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233087,180,FGG20_gp180,PBI_BAKA_180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233088,181,FGG20_gp181,PBI_BAKA_181,-,-,-,PP2Ac,protein-coding,-,-,-,PP2Ac,20210406,-
1034099,40233089,182,FGG20_gp182,PBI_BAKA_182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233090,183,FGG20_gp183,PBI_BAKA_183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233091,184,FGG20_gp184,PBI_BAKA_184,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233092,185,FGG20_gp185,PBI_BAKA_185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233093,186,FGG20_gp186,PBI_BAKA_186,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233094,187,FGG20_gp187,PBI_BAKA_187,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233095,188,FGG20_gp188,PBI_BAKA_188,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233096,189,FGG20_gp189,PBI_BAKA_189,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233097,190,FGG20_gt001,PBI_BAKA_190,-,-,-,tRNA,tRNA,-,-,-,-,20200909,-
1034099,40233098,191,FGG20_gp242,PBI_BAKA_191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233099,192,FGG20_gp241,PBI_BAKA_192,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233100,193,FGG20_gp240,PBI_BAKA_193,-,-,-,HIT domain protein,protein-coding,-,-,-,HIT domain protein,20200629,-
1034099,40233101,194,FGG20_gp239,PBI_BAKA_194,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233102,195,FGG20_gp238,PBI_BAKA_195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233103,196,FGG20_gp237,PBI_BAKA_196,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
