#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2723897,65124713,KNU93_gp02,KNU93_gp02,XccvBFoX1_gp02,-,-,-,glycolate dehydrogenase,protein-coding,-,-,-,glycolate dehydrogenase,20210608,-
2723897,65124727,KNU93_gp16,KNU93_gp16,XccvBFoX1_gp16,-,-,-,tail formation protein,protein-coding,-,-,-,tail formation protein,20210608,-
2723897,65124728,KNU93_gp17,KNU93_gp17,XccvBFoX1_gp17,-,-,-,putative tail collar fiber protein,protein-coding,-,-,-,putative tail collar fiber protein,20210608,-
2723897,65124729,KNU93_gp18,KNU93_gp18,XccvBFoX1_gp18,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124730,KNU93_gp19,KNU93_gp19,XccvBFoX1_gp19,-,-,-,tail sheath monomer,protein-coding,-,-,-,tail sheath monomer,20210608,-
2723897,65124731,KNU93_gp20,KNU93_gp20,XccvBFoX1_gp20,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124732,KNU93_gp21,KNU93_gp21,XccvBFoX1_gp21,-,-,-,putative tail assembly protein,protein-coding,-,-,-,putative tail assembly protein,20210608,-
2723897,65124733,KNU93_gp22,KNU93_gp22,XccvBFoX1_gp22,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124734,KNU93_gp23,KNU93_gp23,XccvBFoX1_gp23,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124735,KNU93_gp24,KNU93_gp24,XccvBFoX1_gp24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124736,KNU93_gp25,KNU93_gp25,XccvBFoX1_gp25,-,-,-,tail protein,protein-coding,-,-,-,tail protein,20210608,-
2723897,65124737,KNU93_gp26,KNU93_gp26,XccvBFoX1_gp26,-,-,-,putative tail protein,protein-coding,-,-,-,putative tail protein,20210608,-
2723897,65124738,KNU93_gp27,KNU93_gp27,XccvBFoX1_gp27,-,-,-,gene D protein,protein-coding,-,-,-,gene D protein,20210608,-
2723897,65124739,KNU93_gp28,KNU93_gp28,XccvBFoX1_gp28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124740,KNU93_gp29,KNU93_gp29,XccvBFoX1_gp29,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124741,KNU93_gt01,KNU93_gt01,-,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2723897,65124742,KNU93_gp79,KNU93_gp79,XccvBFoX1_gp31c,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124743,KNU93_gp78,KNU93_gp78,XccvBFoX1_gp32c,-,-,-,single-stranded DNA-binding protein,protein-coding,-,-,-,single-stranded DNA-binding protein,20210608,-
2723897,65124744,KNU93_gp77,KNU93_gp77,XccvBFoX1_gp33c,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124745,KNU93_gp76,KNU93_gp76,XccvBFoX1_gp34c,-,-,-,putative MER transcription regulator,protein-coding,-,-,-,putative MER transcription regulator,20210608,-
2723897,65124746,KNU93_gp75,KNU93_gp75,XccvBFoX1_gp35c,-,-,-,putative replicative DNA helicase,protein-coding,-,-,-,putative replicative DNA helicase,20210608,-
2723897,65124747,KNU93_gp74,KNU93_gp74,XccvBFoX1_gp36c,-,-,-,HNH homing endonuclease,protein-coding,-,-,-,HNH homing endonuclease,20210608,-
2723897,65124748,KNU93_gp73,KNU93_gp73,XccvBFoX1_gp37c,-,-,-,exodeoxyribonuclease VIII,protein-coding,-,-,-,exodeoxyribonuclease VIII,20210608,-
2723897,65124749,KNU93_gp72,KNU93_gp72,XccvBFoX1_gp38c,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124750,KNU93_gp71,KNU93_gp71,XccvBFoX1_gp39,-,-,-,putative DNA helicase,protein-coding,-,-,-,putative DNA helicase,20210608,-
2723897,65124751,KNU93_gp70,KNU93_gp70,XccvBFoX1_gp40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124752,KNU93_gp69,KNU93_gp69,XccvBFoX1_gp41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124753,KNU93_gp68,KNU93_gp68,XccvBFoX1_gp42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124754,KNU93_gp67,KNU93_gp67,XccvBFoX1_gp43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124755,KNU93_gp66,KNU93_gp66,XccvBFoX1_gp44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124756,KNU93_gp65,KNU93_gp65,XccvBFoX1_gp45,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124757,KNU93_gp64,KNU93_gp64,XccvBFoX1_gp46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124758,KNU93_gp63,KNU93_gp63,XccvBFoX1_gp47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124759,KNU93_gp62,KNU93_gp62,XccvBFoX1_gp48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124760,KNU93_gp61,KNU93_gp61,XccvBFoX1_gp49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124761,KNU93_gp60,KNU93_gp60,XccvBFoX1_gp50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124762,KNU93_gp59,KNU93_gp59,XccvBFoX1_gp51,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210608,-
2723897,65124763,KNU93_gp58,KNU93_gp58,XccvBFoX1_gp52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124764,KNU93_gp57,KNU93_gp57,XccvBFoX1_gp53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124765,KNU93_gp56,KNU93_gp56,XccvBFoX1_gp54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124766,KNU93_gp55,KNU93_gp55,XccvBFoX1_gp55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124767,KNU93_gp54,KNU93_gp54,XccvBFoX1_gp56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124768,KNU93_gp53,KNU93_gp53,XccvBFoX1_gp57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124769,KNU93_gp52,KNU93_gp52,XccvBFoX1_gp58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124770,KNU93_gp51,KNU93_gp51,XccvBFoX1_gp59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124771,KNU93_gp50,KNU93_gp50,XccvBFoX1_gp60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124772,KNU93_gp49,KNU93_gp49,XccvBFoX1_gp61,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124773,KNU93_gp48,KNU93_gp48,XccvBFoX1_gp62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124774,KNU93_gp47,KNU93_gp47,XccvBFoX1_gp63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124775,KNU93_gp46,KNU93_gp46,XccvBFoX1_gp64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124776,KNU93_gp45,KNU93_gp45,XccvBFoX1_gp65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124777,KNU93_gp44,KNU93_gp44,XccvBFoX1_gp66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124778,KNU93_gp43,KNU93_gp43,XccvBFoX1_gp67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124779,KNU93_gp42,KNU93_gp42,XccvBFoX1_gp68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124780,KNU93_gp41,KNU93_gp41,XccvBFoX1_gp69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124781,KNU93_gp40,KNU93_gp40,XccvBFoX1_gp70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124782,KNU93_gp39,KNU93_gp39,XccvBFoX1_gp71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124783,KNU93_gp38,KNU93_gp38,XccvBFoX1_gp72c,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124784,KNU93_gp37,KNU93_gp37,XccvBFoX1_gp73c,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124785,KNU93_gp36,KNU93_gp36,XccvBFoX1_gp74c,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124786,KNU93_gp35,KNU93_gp35,XccvBFoX1_gp75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124787,KNU93_gp34,KNU93_gp34,XccvBFoX1_gp76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124788,KNU93_gp33,KNU93_gp33,XccvBFoX1_gp77,-,-,-,putative endolysin,protein-coding,-,-,-,putative endolysin,20210608,-
2723897,65124789,KNU93_gp32,KNU93_gp32,XccvBFoX1_gp78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124790,KNU93_gp31,KNU93_gp31,XccvBFoX1_gp79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124791,KNU93_gp30,KNU93_gp30,XccvBFoX1_gp80,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210608,-
2723897,65124792,KNU93_gp80,KNU93_gp80,XccvBFoX1_gp30c,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2723897,65124793,KNU93_gp01,KNU93_gp01,XccvBFoX1_gp01,-,-,-,putative small terminase subunit,protein-coding,-,-,-,putative small terminase subunit,20210608,-
2723897,65243392,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210609,-
