#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1852628,29059215,BI036_gp142,BI036_gp142,MP1_gp0252,-,-,-,long tail fiber proximal connector,protein-coding,-,-,-,long tail fiber proximal connector,20200910,-
1852628,29059305,BI036_gt006,BI036_gt006,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
1852628,29059306,BI036_gp017,BI036_gp017,MP1_gp0017,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059307,BI036_gp052,BI036_gp052,MP1_gp0052,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059308,BI036_gp074,BI036_gp074,MP1_gp0074,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059309,BI036_gp084,BI036_gp084,MP1_gp0083,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059310,BI036_gp109,BI036_gp109,MP1_gp0108,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059311,BI036_gp163,BI036_gp163,MP1_gp0231,-,-,-,RNA ligase 1 and tail fiber attachment catalyst,protein-coding,-,-,-,RNA ligase 1 and tail fiber attachment catalyst,20200910,-
1852628,29059312,BI036_gp166,BI036_gp166,MP1_gp0228,-,-,-,outer membrane lipoprotein,protein-coding,-,-,-,outer membrane lipoprotein,20200910,-
1852628,29059313,BI036_gp124,BI036_gp124,MP1_gp0270,-,-,-,rIIB protector from prophage-induced early lysis,protein-coding,-,-,-,rIIB protector from prophage-induced early lysis,20200910,-
1852628,29059314,BI036_gp231,BI036_gp231,MP1_gp0163,-,-,-,portal vertex of head,protein-coding,-,-,-,portal vertex of head,20200910,-
1852628,29059315,BI036_gp059,BI036_gp059,MP1_gp0059,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059316,BI036_gp140,BI036_gp140,MP1_gp0254,-,-,-,long tail fiber distal subunit,protein-coding,-,-,-,long tail fiber distal subunit,20200910,-
1852628,29059317,BI036_gp203,BI036_gp203,MP1_gp0191,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20200910,-
1852628,29059318,BI036_gp110,BI036_gp110,MP1_gp0109,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059319,BI036_gp136,BI036_gp136,MP1_gp0258,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059320,BI036_gp062,BI036_gp062,MP1_gp0062,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059321,BI036_gp234,BI036_gp234,MP1_gp0160,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20200910,-
1852628,29059322,BI036_gp214,BI036_gp214,MP1_gp0180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059323,BI036_gp185,BI036_gp185,MP1_gp0209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059324,BI036_gp184,BI036_gp184,MP1_gp0210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059325,BI036_gp126,BI036_gp126,MP1_gp0268,-,-,-,DNA endonuclease IV,protein-coding,-,-,-,DNA endonuclease IV,20200910,-
1852628,29059326,BI036_gp072,BI036_gp072,MP1_gp0072,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059327,BI036_gp256,BI036_gp256,MP1_gp0138,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059328,BI036_gp251,BI036_gp251,MP1_gp0143,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20200910,-
1852628,29059329,BI036_gp215,BI036_gp215,MP1_gp0179,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059330,BI036_gp028,BI036_gp028,MP1_gp0028,-,-,-,DNA helicase,protein-coding,-,-,-,DNA helicase,20200910,-
1852628,29059331,BI036_gp095,BI036_gp095,MP1_gp0094,-,-,-,tRNA synthetase modifier,protein-coding,-,-,-,tRNA synthetase modifier,20200910,-
1852628,29059332,BI036_gp020,BI036_gp020,MP1_gp0020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059333,BI036_gp119,BI036_gp119,MP1_gp0118,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059334,BI036_gp260,BI036_gp260,MP1_gp0134,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059335,BI036_gp098,BI036_gp098,MP1_gp0097,-,-,-,endonuclease V,protein-coding,-,-,-,endonuclease V,20200910,-
1852628,29059336,BI036_gp111,BI036_gp111,MP1_gp0110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059337,BI036_gp248,BI036_gp248,MP1_gp0146,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059338,BI036_gp034,BI036_gp034,MP1_gp0034,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20200910,-
1852628,29059339,BI036_gp102,BI036_gp102,MP1_gp0101,-,-,-,peptidase M15,protein-coding,-,-,-,peptidase M15,20210424,-
1852628,29059340,BI036_gp121,BI036_gp121,MP1_gp0120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059341,BI036_gp238,BI036_gp238,MP1_gp0156,-,-,-,neck protein,protein-coding,-,-,-,neck protein,20200910,-
1852628,29059342,BI036_gp182,BI036_gp182,MP1_gp0212,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059343,BI036_gp149,BI036_gp149,MP1_gp0245,-,-,-,dihydrofolate reductase,protein-coding,-,-,-,dihydrofolate reductase,20200910,-
1852628,29059344,BI036_gp228,BI036_gp228,MP1_gp0166,-,-,-,prohead core scaffold protein and protease,protein-coding,-,-,-,prohead core scaffold protein and protease,20200910,-
1852628,29059345,BI036_gp106,BI036_gp106,MP1_gp0105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059346,BI036_gp021,BI036_gp021,MP1_gp0021,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059347,BI036_gp223,BI036_gp223,MP1_gp0171,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059348,BI036_gp198,BI036_gp198,MP1_gp0196,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059349,BI036_gp104,BI036_gp104,MP1_gp0103,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059350,BI036_gp007,BI036_gp007,MP1_gp0007,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059351,BI036_gp026,BI036_gp026,MP1_gp0026,-,-,-,DNA primase subunit,protein-coding,-,-,-,DNA primase subunit,20200910,-
1852628,29059352,BI036_gp100,BI036_gp100,MP1_gp0099,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059353,BI036_gp183,BI036_gp183,MP1_gp0211,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059354,BI036_gp060,BI036_gp060,MP1_gp0060,-,-,-,anaerobic NTP reductase large subunit,protein-coding,-,-,-,anaerobic NTP reductase large subunit,20200910,-
1852628,29059355,BI036_gp099,BI036_gp099,MP1_gp0098,-,-,-,pyruvate formate-lyase,protein-coding,-,-,-,pyruvate formate-lyase,20200910,-
1852628,29059356,BI036_gt008,BI036_gt008,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
1852628,29059357,BI036_gp199,BI036_gp199,MP1_gp0195,-,-,-,"recombination, repair and ssDNA binding protein",protein-coding,-,-,-,"recombination, repair and ssDNA binding protein",20200910,-
1852628,29059358,BI036_gp103,BI036_gp103,MP1_gp0102,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059359,BI036_gp008,BI036_gp008,MP1_gp0008,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059360,BI036_gp101,BI036_gp101,MP1_gp0100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059361,BI036_gp134,BI036_gp134,MP1_gp0260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059362,BI036_gp179,BI036_gp179,MP1_gp0215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059363,BI036_gp036,BI036_gp036,MP1_gp0036,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059364,BI036_gp219,BI036_gp219,MP1_gp0175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059365,BI036_gp180,BI036_gp180,MP1_gp0214,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1852628,29059366,BI036_gp122,BI036_gp122,MP1_gp0121,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059367,BI036_gp164,BI036_gp164,MP1_gp0230,-,-,-,inhibitor of host transcription,protein-coding,-,-,-,inhibitor of host transcription,20200910,-
1852628,29059368,BI036_gp006,BI036_gp006,MP1_gp0006,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059369,BI036_gp071,BI036_gp071,MP1_gp0071,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059370,BI036_gp190,BI036_gp190,MP1_gp0204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059371,BI036_gp030,BI036_gp030,MP1_gp0030,-,-,-,RecA-like recombination,protein-coding,-,-,-,RecA-like recombination,20200910,-
1852628,29059372,BI036_gp050,BI036_gp050,MP1_gp0050,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059373,BI036_gp270,BI036_gp270,MP1_gp0124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059374,BI036_gp209,BI036_gp209,MP1_gp0185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059375,BI036_gp112,BI036_gp112,MP1_gp0111,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059376,BI036_gt001,BI036_gt001,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
1852628,29059377,BI036_gp114,BI036_gp114,MP1_gp0113,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059378,BI036_gp041,BI036_gp041,MP1_gp0041,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059379,BI036_gp080,BI036_gp080,MP1_gp0080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059380,BI036_gp212,BI036_gp212,MP1_gp0182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059381,BI036_gp176,BI036_gp176,MP1_gp0218,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059382,BI036_gp023,BI036_gp023,MP1_gp0023,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059383,BI036_gp047,BI036_gp047,MP1_gp0047,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059384,BI036_gp135,BI036_gp135,MP1_gp0259,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059385,BI036_gp046,BI036_gp046,MP1_gp0046,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059386,BI036_gp264,BI036_gp264,MP1_gp0130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059387,BI036_gp175,BI036_gp175,MP1_gp0219,-,-,-,deoxycytidylate deaminase,protein-coding,-,-,-,deoxycytidylate deaminase,20200910,-
1852628,29059388,BI036_gp154,BI036_gp154,MP1_gp0240,-,-,-,thymidylate synthase,protein-coding,-,-,-,thymidylate synthase,20200910,-
1852628,29059389,BI036_gp133,BI036_gp133,MP1_gp0261,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059390,BI036_gp065,BI036_gp065,MP1_gp0065,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059391,BI036_gp269,BI036_gp269,MP1_gp0125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059392,BI036_gp054,BI036_gp054,MP1_gp0054,-,-,-,glutaredoxin,protein-coding,-,-,-,glutaredoxin,20200910,-
1852628,29059393,BI036_gp247,BI036_gp247,MP1_gp0147,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20200910,-
1852628,29059394,BI036_gp257,BI036_gp257,MP1_gp0137,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059395,BI036_gp189,BI036_gp189,MP1_gp0205,-,-,-,RNA polymerase ADP-ribosylase,protein-coding,-,-,-,RNA polymerase ADP-ribosylase,20200910,-
