#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2696389,56134204,H1N93_gp02,H1N93_gp02,damhaus_2,-,-,-,ribonucleoside-triphosphate reductase,protein-coding,-,-,-,ribonucleoside-triphosphate reductase,20200724,-
2696389,56134219,H1N93_gp17,H1N93_gp17,damhaus_17,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134220,H1N93_gp18,H1N93_gp18,damhaus_18,-,-,-,recombinase,protein-coding,-,-,-,recombinase,20210313,-
2696389,56134221,H1N93_gp19,H1N93_gp19,damhaus_19,-,-,-,single-stranded DNA binding protein,protein-coding,-,-,-,single-stranded DNA binding protein,20210306,-
2696389,56134222,H1N93_gp20,H1N93_gp20,damhaus_20,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134223,H1N93_gp21,H1N93_gp21,damhaus_21,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134224,H1N93_gp22,H1N93_gp22,damhaus_22,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134225,H1N93_gp23,H1N93_gp23,damhaus_23,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134226,H1N93_gp24,H1N93_gp24,damhaus_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
2696389,56134227,H1N93_gp25,H1N93_gp25,damhaus_25,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210313,-
2696389,56134228,H1N93_gp26,H1N93_gp26,damhaus_26,-,-,-,putative transcriptional regulator,protein-coding,-,-,-,putative transcriptional regulator,20210313,-
2696389,56134229,H1N93_gp27,H1N93_gp27,damhaus_27,-,-,-,helicase,protein-coding,-,-,-,helicase,20210313,-
2696389,56134230,H1N93_gp28,H1N93_gp28,damhaus_28,-,-,-,VRR-NUC domain-containing protein,protein-coding,-,-,-,VRR-NUC domain-containing protein,20210313,-
2696389,56134231,H1N93_gp29,H1N93_gp29,damhaus_29,-,-,-,putative DNA N-6-adenine-methyltransferase,protein-coding,-,-,-,putative DNA N-6-adenine-methyltransferase,20210313,-
2696389,56134232,H1N93_gp30,H1N93_gp30,damhaus_30,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134233,H1N93_gp31,H1N93_gp31,damhaus_31,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134234,H1N93_gp32,H1N93_gp32,damhaus_32,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
2696389,56134235,H1N93_gp33,H1N93_gp33,damhaus_33,-,-,-,putative phosphoesterase,protein-coding,-,-,-,putative phosphoesterase,20200724,-
2696389,56134236,H1N93_gp34,H1N93_gp34,damhaus_34,-,-,-,holin,protein-coding,-,-,-,holin,20200724,-
2696389,56134237,H1N93_gp35,H1N93_gp35,damhaus_35,-,-,-,endolysin,protein-coding,-,-,-,endolysin,20210313,-
2696389,56134238,H1N93_gp36,H1N93_gp36,damhaus_36,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134239,H1N93_gp37,H1N93_gp37,damhaus_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134240,H1N93_gp38,H1N93_gp38,damhaus_38,-,-,-,YdbL,protein-coding,-,-,-,YdbL,20200724,-
2696389,56134241,H1N93_gp39,H1N93_gp39,damhaus_39,-,-,-,putative helicase,protein-coding,-,-,-,putative helicase,20210313,-
2696389,56134242,H1N93_gp40,H1N93_gp40,damhaus_40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134243,H1N93_gp41,H1N93_gp41,damhaus_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134244,H1N93_gp42,H1N93_gp42,damhaus_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134245,H1N93_gp43,H1N93_gp43,damhaus_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134246,H1N93_gp44,H1N93_gp44,damhaus_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134247,H1N93_gp45,H1N93_gp45,damhaus_45,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134248,H1N93_gp46,H1N93_gp46,damhaus_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134249,H1N93_gp47,H1N93_gp47,damhaus_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134250,H1N93_gp48,H1N93_gp48,damhaus_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134251,H1N93_gp49,H1N93_gp49,damhaus_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134252,H1N93_gp50,H1N93_gp50,damhaus_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134253,H1N93_gp51,H1N93_gp51,damhaus_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134254,H1N93_gp52,H1N93_gp52,damhaus_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134255,H1N93_gp53,H1N93_gp53,damhaus_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134256,H1N93_gp54,H1N93_gp54,damhaus_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134257,H1N93_gp55,H1N93_gp55,damhaus_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134258,H1N93_gp56,H1N93_gp56,damhaus_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134259,H1N93_gp57,H1N93_gp57,damhaus_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134260,H1N93_gp58,H1N93_gp58,damhaus_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134261,H1N93_gp59,H1N93_gp59,damhaus_59,-,-,-,putative kinase-phosphatase,protein-coding,-,-,-,putative kinase-phosphatase,20210313,-
2696389,56134262,H1N93_gp60,H1N93_gp60,damhaus_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134263,H1N93_gp61,H1N93_gp61,damhaus_61,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134264,H1N93_gp62,H1N93_gp62,damhaus_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134265,H1N93_gp63,H1N93_gp63,damhaus_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134266,H1N93_gp64,H1N93_gp64,damhaus_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134267,H1N93_gp65,H1N93_gp65,damhaus_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134268,H1N93_gp66,H1N93_gp66,damhaus_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134269,H1N93_gp67,H1N93_gp67,damhaus_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134270,H1N93_gp68,H1N93_gp68,damhaus_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134271,H1N93_gp69,H1N93_gp69,damhaus_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134272,H1N93_gp70,H1N93_gp70,damhaus_70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134273,H1N93_gp71,H1N93_gp71,damhaus_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134274,H1N93_gp72,H1N93_gp72,damhaus_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134275,H1N93_gp73,H1N93_gp73,damhaus_73,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20200724,-
2696389,56134276,H1N93_gp74,H1N93_gp74,damhaus_74,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210313,-
2696389,56134277,H1N93_gp75,H1N93_gp75,damhaus_75,-,-,-,putative portal protein,protein-coding,-,-,-,putative portal protein,20210313,-
2696389,56134278,H1N93_gp76,H1N93_gp76,damhaus_76,-,-,-,head morphogenesis protein,protein-coding,-,-,-,head morphogenesis protein,20210313,-
2696389,56134279,H1N93_gp77,H1N93_gp77,damhaus_77,-,-,-,capsid protein,protein-coding,-,-,-,capsid protein,20210313,-
2696389,56134280,H1N93_gp78,H1N93_gp78,damhaus_78,-,-,-,putative zonula occludens toxin,protein-coding,-,-,-,putative zonula occludens toxin,20200724,-
2696389,56134281,H1N93_gp79,H1N93_gp79,damhaus_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2696389,56134282,H1N93_gp80,H1N93_gp80,damhaus_80,-,-,-,MCP protein,protein-coding,-,-,-,MCP protein,20210313,-
2696389,56134283,H1N93_gp01,H1N93_gp01,damhaus_1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
2696389,56166691,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200727,-
