#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2027260,55808316,HYP48_gp02,HYP48_gp02,LP9908_02,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210424,-
2027260,55808329,HYP48_gp15,HYP48_gp15,LP9908_15,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808330,HYP48_gp16,HYP48_gp16,LP9908_16,-,-,-,tape measure protein,protein-coding,-,-,-,tape measure protein,20210424,-
2027260,55808331,HYP48_gp17,HYP48_gp17,LP9908_17,-,-,-,distal tail protein,protein-coding,-,-,-,distal tail protein,20210424,-
2027260,55808332,HYP48_gp18,HYP48_gp18,LP9908_18,-,-,-,tail associated lysin,protein-coding,-,-,-,tail associated lysin,20210424,-
2027260,55808333,HYP48_gp19,HYP48_gp19,LP9908_19,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808334,HYP48_gp20,HYP48_gp20,LP9908_20,-,-,-,receptor binding protein,protein-coding,-,-,-,receptor binding protein,20210424,-
2027260,55808335,HYP48_gp21,HYP48_gp21,LP9908_21,-,-,-,holin,protein-coding,-,-,-,holin,20200704,-
2027260,55808336,HYP48_gp22,HYP48_gp22,LP9908_22,-,-,-,lysin,protein-coding,-,-,-,lysin,20210424,-
2027260,55808337,HYP48_gp23,HYP48_gp23,LP9908_23,-,-,-,putative lytic transglycosylase,protein-coding,-,-,-,putative lytic transglycosylase,20210515,-
2027260,55808338,HYP48_gp24,HYP48_gp24,LP9908_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808339,HYP48_gp25,HYP48_gp25,LP9908_25,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808340,HYP48_gp26,HYP48_gp26,LP9908_26,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808341,HYP48_gp27,HYP48_gp27,LP9908_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808342,HYP48_gp28,HYP48_gp28,LP9908_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808343,HYP48_gp29,HYP48_gp29,LP9908_29,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808344,HYP48_gp30,HYP48_gp30,LP9908_30,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2027260,55808345,HYP48_gp31,HYP48_gp31,LP9908_31,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808346,HYP48_gp32,HYP48_gp32,LP9908_32,-,-,-,methylase,protein-coding,-,-,-,methylase,20200704,-
2027260,55808347,HYP48_gp33,HYP48_gp33,LP9908_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808348,HYP48_gp34,HYP48_gp34,LP9908_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808349,HYP48_gp35,HYP48_gp35,LP9908_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808350,HYP48_gp36,HYP48_gp36,LP9908_36,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20200704,-
2027260,55808351,HYP48_gp37,HYP48_gp37,LP9908_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808352,HYP48_gp38,HYP48_gp38,LP9908_38,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808353,HYP48_gp39,HYP48_gp39,LP9908_39,-,-,-,SSB protein,protein-coding,-,-,-,SSB protein,20210424,-
2027260,55808354,HYP48_gp40,HYP48_gp40,LP9908_40,-,-,-,SAK protein,protein-coding,-,-,-,SAK protein,20210424,-
2027260,55808355,HYP48_gp41,HYP48_gp41,LP9908_41,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210424,-
2027260,55808356,HYP48_gp42,HYP48_gp42,LP9908_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808357,HYP48_gp43,HYP48_gp43,LP9908_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808358,HYP48_gp44,HYP48_gp44,LP9908_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808359,HYP48_gp45,HYP48_gp45,LP9908_45,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808360,HYP48_gp46,HYP48_gp46,LP9908_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2027260,55808361,HYP48_gp47,HYP48_gp47,LP9908_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808362,HYP48_gp48,HYP48_gp48,LP9908_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808363,HYP48_gp49,HYP48_gp49,LP9908_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808364,HYP48_gp50,HYP48_gp50,LP9908_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808365,HYP48_gp51,HYP48_gp51,LP9908_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808366,HYP48_gp52,HYP48_gp52,LP9908_52,-,-,-,holiday junction endonuclease,protein-coding,-,-,-,holiday junction endonuclease,20210424,-
2027260,55808367,HYP48_gp53,HYP48_gp53,LP9908_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027260,55808368,HYP48_gp01,HYP48_gp01,LP9908_01,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20201010,-
2027260,55863453,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200706,-
