#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2517969,65119021,2,KNU48_gp002,SEA_SILVERLEAF_2,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20210607,-
2517969,65119035,14,KNU48_gp015,SEA_SILVERLEAF_14,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20210607,-
2517969,65119036,17,KNU48_gp017,SEA_SILVERLEAF_17,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210607,-
2517969,65119037,18,KNU48_gp018,SEA_SILVERLEAF_18,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210607,-
2517969,65119038,19,KNU48_gp019,SEA_SILVERLEAF_19,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210607,-
2517969,65119039,20,KNU48_gp020,SEA_SILVERLEAF_20,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210607,-
2517969,65119040,21,KNU48_gp021,SEA_SILVERLEAF_21,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210607,-
2517969,65119041,22,KNU48_gp022,SEA_SILVERLEAF_22,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119042,23,KNU48_gp023,SEA_SILVERLEAF_23,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119043,24,KNU48_gp024,SEA_SILVERLEAF_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119044,25,KNU48_gp025,SEA_SILVERLEAF_25,-,-,-,lysin A,protein-coding,-,-,-,lysin A,20210607,-
2517969,65119045,26,KNU48_gp026,SEA_SILVERLEAF_26,-,-,-,lysin B,protein-coding,-,-,-,lysin B,20210607,-
2517969,65119046,27,KNU48_gp027,SEA_SILVERLEAF_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119047,28,KNU48_gp028,SEA_SILVERLEAF_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119048,29,KNU48_gp029,SEA_SILVERLEAF_29,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119049,30,KNU48_gp030,SEA_SILVERLEAF_30,-,-,-,NrdH-like glutaredoxin,protein-coding,-,-,-,NrdH-like glutaredoxin,20210607,-
2517969,65119050,31,KNU48_gp031,SEA_SILVERLEAF_31,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119051,32,KNU48_gp032,SEA_SILVERLEAF_32,-,-,-,nucleotidyltransferase,protein-coding,-,-,-,nucleotidyltransferase,20210607,-
2517969,65119052,33,KNU48_gp033,SEA_SILVERLEAF_33,-,-,-,Lsr2-like DNA bridging protein,protein-coding,-,-,-,Lsr2-like DNA bridging protein,20210607,-
2517969,65119053,34,KNU48_gp034,SEA_SILVERLEAF_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119054,35,KNU48_gp035,SEA_SILVERLEAF_35,-,-,-,tyrosine integrase,protein-coding,-,-,-,tyrosine integrase,20210607,-
2517969,65119055,36,KNU48_gp036,SEA_SILVERLEAF_36,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119056,37,KNU48_gp037,SEA_SILVERLEAF_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119057,38,KNU48_gp038,SEA_SILVERLEAF_38,-,-,-,Cro protein,protein-coding,-,-,-,Cro protein,20210607,-
2517969,65119058,39,KNU48_gp039,SEA_SILVERLEAF_39,-,-,-,excise,protein-coding,-,-,-,excise,20210607,-
2517969,65119059,40,KNU48_gp040,SEA_SILVERLEAF_40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119060,41,KNU48_gp041,SEA_SILVERLEAF_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119061,42,KNU48_gp042,SEA_SILVERLEAF_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119062,43,KNU48_gt001,SEA_SILVERLEAF_43,-,-,-,tRNA,tRNA,-,-,-,-,20210607,-
2517969,65119063,45,KNU48_gp114,SEA_SILVERLEAF_46,-,-,-,esterase,protein-coding,-,-,-,esterase,20210607,-
2517969,65119064,46,KNU48_gp113,SEA_SILVERLEAF_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119065,47,KNU48_gp112,SEA_SILVERLEAF_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119066,48,KNU48_gp111,SEA_SILVERLEAF_49,-,-,-,band-7-like membrane protein,protein-coding,-,-,-,band-7-like membrane protein,20210607,-
2517969,65119067,49,KNU48_gp110,SEA_SILVERLEAF_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119068,50,KNU48_gp109,SEA_SILVERLEAF_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119069,51,KNU48_gp108,SEA_SILVERLEAF_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119070,52,KNU48_gp107,SEA_SILVERLEAF_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119071,53,KNU48_gp106,SEA_SILVERLEAF_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119072,54,KNU48_gp105,SEA_SILVERLEAF_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119073,55,KNU48_gp104,SEA_SILVERLEAF_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119074,56,KNU48_gp103,SEA_SILVERLEAF_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119075,57,KNU48_gp102,SEA_SILVERLEAF_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119076,58,KNU48_gp101,SEA_SILVERLEAF_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119077,59,KNU48_gp100,SEA_SILVERLEAF_60,-,-,-,antirepressor,protein-coding,-,-,-,antirepressor,20210607,-
2517969,65119078,60,KNU48_gp099,SEA_SILVERLEAF_61,-,-,-,ERF family ssDNA binding protein,protein-coding,-,-,-,ERF family ssDNA binding protein,20210607,-
2517969,65119079,61,KNU48_gp098,SEA_SILVERLEAF_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119080,62,KNU48_gp097,SEA_SILVERLEAF_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119081,63,KNU48_gp096,SEA_SILVERLEAF_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119082,64,KNU48_gp095,SEA_SILVERLEAF_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119083,66,KNU48_gp094,SEA_SILVERLEAF_66,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210607,-
2517969,65119084,66,KNU48_gp092,SEA_SILVERLEAF_68,-,-,-,DnaB-like dsDNA helicase,protein-coding,-,-,-,DnaB-like dsDNA helicase,20210607,-
2517969,65119085,67,KNU48_gp091,SEA_SILVERLEAF_69,-,-,-,WhiB family transcription factor,protein-coding,-,-,-,WhiB family transcription factor,20210607,-
2517969,65119086,68,KNU48_gp090,SEA_SILVERLEAF_70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119087,69,KNU48_gp089,SEA_SILVERLEAF_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119088,70,KNU48_gp088,SEA_SILVERLEAF_72,-,-,-,phosphoribosyl pyrophosphate transferase,protein-coding,-,-,-,phosphoribosyl pyrophosphate transferase,20210607,-
2517969,65119089,71,KNU48_gp087,SEA_SILVERLEAF_73,-,-,-,nicotinate ribosyltransferase,protein-coding,-,-,-,nicotinate ribosyltransferase,20210607,-
2517969,65119090,72,KNU48_gp086,SEA_SILVERLEAF_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119091,73,KNU48_gp085,SEA_SILVERLEAF_75,-,-,-,polynucleotide kinase,protein-coding,-,-,-,polynucleotide kinase,20210607,-
2517969,65119092,74,KNU48_gp084,SEA_SILVERLEAF_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119093,75,KNU48_gp083,SEA_SILVERLEAF_77,-,-,-,RusA-like resolvase,protein-coding,-,-,-,RusA-like resolvase,20210607,-
2517969,65119094,76,KNU48_gp082,SEA_SILVERLEAF_78,-,-,-,WhiB family transcription factor,protein-coding,-,-,-,WhiB family transcription factor,20210607,-
2517969,65119095,77,KNU48_gp081,SEA_SILVERLEAF_79,-,-,-,WhiB family transcription factor,protein-coding,-,-,-,WhiB family transcription factor,20210607,-
2517969,65119096,78,KNU48_gp080,SEA_SILVERLEAF_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119097,79,KNU48_gp079,SEA_SILVERLEAF_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119098,80,KNU48_gp078,SEA_SILVERLEAF_82,-,-,-,ssDNA binding protein,protein-coding,-,-,-,ssDNA binding protein,20210607,-
2517969,65119099,81,KNU48_gp077,SEA_SILVERLEAF_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119100,82,KNU48_gp076,SEA_SILVERLEAF_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119101,83,KNU48_gp075,SEA_SILVERLEAF_85,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119102,84,KNU48_gp074,SEA_SILVERLEAF_86,-,-,-,RNA ligase,protein-coding,-,-,-,RNA ligase,20210607,-
2517969,65119103,85,KNU48_gp073,SEA_SILVERLEAF_87,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119104,86,KNU48_gp072,SEA_SILVERLEAF_88,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119105,87,KNU48_gp071,SEA_SILVERLEAF_89,-,-,-,excise,protein-coding,-,-,-,excise,20210607,-
2517969,65119106,88,KNU48_gp070,SEA_SILVERLEAF_90,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210607,-
2517969,65119107,89,KNU48_gp069,SEA_SILVERLEAF_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119108,90,KNU48_gp068,SEA_SILVERLEAF_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119109,91,KNU48_gp067,SEA_SILVERLEAF_93,-,-,-,DnaQ-like DNA polymerase III subunit,protein-coding,-,-,-,DnaQ-like DNA polymerase III subunit,20210607,-
2517969,65119110,92,KNU48_gp066,SEA_SILVERLEAF_94,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119111,93,KNU48_gp065,SEA_SILVERLEAF_95,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119112,94,KNU48_gp064,SEA_SILVERLEAF_96,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210607,-
2517969,65119113,95,KNU48_gp063,SEA_SILVERLEAF_97,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119114,96,KNU48_gp062,SEA_SILVERLEAF_98,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119115,97,KNU48_gp061,SEA_SILVERLEAF_99,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119116,98,KNU48_gp060,SEA_SILVERLEAF_100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119117,tRNA 1,KNU48_gt002,SEA_SILVERLEAF_101,-,-,-,tRNA,tRNA,-,-,-,-,20210607,-
2517969,65119118,tRNA 2,KNU48_gt003,SEA_SILVERLEAF_102,-,-,-,tRNA,tRNA,-,-,-,-,20210607,-
2517969,65119119,101,KNU48_gp059,SEA_SILVERLEAF_103,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119120,tRNA 3,KNU48_gt004,SEA_SILVERLEAF_104,-,-,-,tRNA,tRNA,-,-,-,-,20210607,-
2517969,65119121,tRNA 4,KNU48_gt005,SEA_SILVERLEAF_105,-,-,-,tRNA,tRNA,-,-,-,-,20210607,-
2517969,65119122,tRNA 5,KNU48_gt006,SEA_SILVERLEAF_106,-,-,-,tRNA,tRNA,-,-,-,-,20210607,-
2517969,65119123,tRNA 6,KNU48_gt007,SEA_SILVERLEAF_107,-,-,-,tRNA,tRNA,-,-,-,-,20210607,-
2517969,65119124,tRNA 7,KNU48_gt008,SEA_SILVERLEAF_108,-,-,-,tRNA,tRNA,-,-,-,-,20210607,-
2517969,65119125,107,KNU48_gp058,SEA_SILVERLEAF_109,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119126,108,KNU48_gp057,SEA_SILVERLEAF_110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119127,tRNA 8,KNU48_gt009,SEA_SILVERLEAF_111,-,-,-,tRNA,tRNA,-,-,-,-,20210607,-
2517969,65119128,110,KNU48_gp056,SEA_SILVERLEAF_112,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119129,tRNA 9,KNU48_gt010,SEA_SILVERLEAF_113,-,-,-,tRNA,tRNA,-,-,-,-,20210607,-
2517969,65119130,tRNA 10,KNU48_gt011,SEA_SILVERLEAF_114,-,-,-,tRNA,tRNA,-,-,-,-,20210607,-
2517969,65119131,113,KNU48_gp055,SEA_SILVERLEAF_115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119132,1,KNU48_gp001,SEA_SILVERLEAF_1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119133,114,KNU48_gp054,SEA_SILVERLEAF_116,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119134,115,KNU48_gp053,SEA_SILVERLEAF_117,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119135,116,KNU48_gp052,SEA_SILVERLEAF_118,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119136,117,KNU48_gp051,SEA_SILVERLEAF_119,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119137,118,KNU48_gp050,SEA_SILVERLEAF_120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119138,121,KNU48_gp049,SEA_SILVERLEAF_121,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119139,120,KNU48_gp047,SEA_SILVERLEAF_123,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119140,121,KNU48_gp046,SEA_SILVERLEAF_124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119141,122,KNU48_gp045,SEA_SILVERLEAF_125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119142,123,KNU48_gp044,SEA_SILVERLEAF_126,-,-,-,AAA-ATPase,protein-coding,-,-,-,AAA-ATPase,20210607,-
2517969,65119143,124,KNU48_gp043,SEA_SILVERLEAF_127,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119144,44,KNU48_gp115,SEA_SILVERLEAF_45,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119145,65,KNU48_gp093,SEA_SILVERLEAF_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119146,119,KNU48_gp048,SEA_SILVERLEAF_122,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65119147,43,KNU48_gp116,SEA_SILVERLEAF_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2517969,65243049,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210609,-
