#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
6279,805199,ND2,KEF88_p12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20210606,-
6279,6095057,Bm1_00440,Bm1_00440,-,-,-,-,Protein C21B10.09 in chromosome II,protein-coding,-,-,-,Protein C21B10.09 in chromosome II,20210606,-
6279,6095058,Bm1_00445,Bm1_00445,-,-,-,-,calcyclin binding protein-like,protein-coding,-,-,-,calcyclin binding protein-like,20210606,-
6279,6095059,Bm1_00450,Bm1_00450,-,-,-,-,aminomethyltransferase,protein-coding,-,-,-,aminomethyltransferase,20210606,-
6279,6095060,Bm1_00455,Bm1_00455,-,-,-,-,RAMP4-2,protein-coding,-,-,-,RAMP4-2,20210606,-
6279,6095061,Bm1_00460,Bm1_00460,-,-,-,-,DNL zinc finger family protein,protein-coding,-,-,-,DNL zinc finger family protein,20210606,-
6279,6095062,Bm1_00470,Bm1_00470,-,-,-,-,Protein-tyrosine phosphatase containing protein,protein-coding,-,-,-,Protein-tyrosine phosphatase containing protein,20210606,-
6279,6095063,Bm1_00475,Bm1_00475,-,-,-,-,PH domain containing protein,protein-coding,-,-,-,PH domain containing protein,20210606,-
6279,6095064,Bm1_00465,Bm1_00465,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095065,Bm1_00485,Bm1_00485,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095066,Bm1_00480,Bm1_00480,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095067,Bm1_00490,Bm1_00490,-,-,-,-,CEH-25 homeobox protein,protein-coding,-,-,-,CEH-25 homeobox protein,20210606,-
6279,6095068,Bm1_00500,Bm1_00500,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095069,Bm1_00495,Bm1_00495,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095070,Bm1_00505,Bm1_00505,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095071,Bm1_00510,Bm1_00510,-,-,-,-,LD21614p,protein-coding,-,-,-,LD21614p,20210606,-
6279,6095072,Bm1_00515,Bm1_00515,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095073,Bm1_00525,Bm1_00525,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095074,Bm1_00520,Bm1_00520,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095075,Bm1_00545,Bm1_00545,-,-,-,-,"T-complex protein 1, zeta subunit",protein-coding,-,-,-,"T-complex protein 1, zeta subunit",20210606,-
6279,6095076,Bm1_00550,Bm1_00550,-,-,-,-,Lipase family protein,protein-coding,-,-,-,Lipase family protein,20210606,-
6279,6095077,Bm1_00540,Bm1_00540,-,-,-,-,prolyl oligopeptidase family protein,protein-coding,-,-,-,prolyl oligopeptidase family protein,20210606,-
6279,6095078,Bm1_00535,Bm1_00535,-,-,-,-,RhoGAP domain containing protein,protein-coding,-,-,-,RhoGAP domain containing protein,20210606,-
6279,6095079,Bm1_00530,Bm1_00530,-,-,-,-,Rho-GTPase-activating,protein-coding,-,-,-,Rho-GTPase-activating,20210606,-
6279,6095080,Bm1_00555,Bm1_00555,-,-,-,-,astacin protease protein 30,protein-coding,-,-,-,astacin protease protein 30,20210606,-
6279,6095081,Bm1_00560,Bm1_00560,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095082,Bm1_00565,Bm1_00565,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095083,Bm1_00575,Bm1_00575,-,-,-,-,DOMON domain containing protein,protein-coding,-,-,-,DOMON domain containing protein,20210606,-
6279,6095084,Bm1_00590,Bm1_00590,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095085,Bm1_00585,Bm1_00585,-,-,-,-,zgc:55839,protein-coding,-,-,-,zgc:55839,20210606,-
6279,6095086,Bm1_00595,Bm1_00595,-,-,-,-,Serine-rich protein C30B4.01c precursor,protein-coding,-,-,-,Serine-rich protein C30B4.01c precursor,20210606,-
6279,6095087,Bm1_00580,Bm1_00580,-,-,-,-,grainyhead transcription factor,protein-coding,-,-,-,grainyhead transcription factor,20210606,-
6279,6095088,Bm1_00600,Bm1_00600,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095089,Bm1_00615,Bm1_00615,-,-,-,-,"adenylate cyclase, type IX",protein-coding,-,-,-,"adenylate cyclase, type IX",20210606,-
6279,6095090,Bm1_00625,Bm1_00625,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095091,Bm1_00620,Bm1_00620,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095092,Bm1_00635,Bm1_00635,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095093,Bm1_00630,Bm1_00630,-,-,-,-,polyprotein,protein-coding,-,-,-,polyprotein,20210606,-
6279,6095094,Bm1_00640,Bm1_00640,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095095,Bm1_00645,Bm1_00645,-,-,-,-,"Transmembrane cell adhesion receptor mua-3 precursor, putative",protein-coding,-,-,-,"Transmembrane cell adhesion receptor mua-3 precursor, putative",20210606,-
6279,6095096,Bm1_00665,Bm1_00665,-,-,-,-,Fibronectin type III domain containing protein,protein-coding,-,-,-,Fibronectin type III domain containing protein,20210606,-
6279,6095097,Bm1_00660,Bm1_00660,-,-,-,-,2700029M09Rik protein,protein-coding,-,-,-,2700029M09Rik protein,20210606,-
6279,6095098,Bm1_00670,Bm1_00670,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095099,Bm1_00675,Bm1_00675,-,-,-,-,nudE nuclear distribution gene,protein-coding,-,-,-,nudE nuclear distribution gene,20210606,-
6279,6095100,Bm1_00680,Bm1_00680,-,-,-,-,Ras-related protein Rac1,protein-coding,-,-,-,Ras-related protein Rac1,20210606,-
6279,6095101,Bm1_00685,Bm1_00685,-,-,-,-,C2 domain containing protein,protein-coding,-,-,-,C2 domain containing protein,20210606,-
6279,6095102,Bm1_00655,Bm1_00655,-,-,-,-,"myosin heavy chain, nonmuscle type 1",protein-coding,-,-,-,"myosin heavy chain, nonmuscle type 1",20210606,-
6279,6095103,Bm1_00650,Bm1_00650,-,-,-,-,"microfilarial sheath protein, identical",protein-coding,-,-,-,"microfilarial sheath protein, identical",20210606,-
6279,6095104,Bm1_00695,Bm1_00695,-,-,-,-,nucleolar RNA-associated protein alpha,protein-coding,-,-,-,nucleolar RNA-associated protein alpha,20210606,-
6279,6095105,Bm1_00700,Bm1_00700,-,-,-,-,"RNA, U transporter 1",protein-coding,-,-,-,"RNA, U transporter 1",20210606,-
6279,6095106,Bm1_00690,Bm1_00690,-,-,-,-,transporter,protein-coding,-,-,-,transporter,20210606,-
6279,6095107,Bm1_00705,Bm1_00705,-,-,-,-,"P. falciparum RESA-like protein with DnaJ domain, putative",protein-coding,-,-,-,"P. falciparum RESA-like protein with DnaJ domain, putative",20210606,-
6279,6095108,Bm1_00710,Bm1_00710,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095109,Bm1_00715,Bm1_00715,-,-,-,-,RE35942p,protein-coding,-,-,-,RE35942p,20210606,-
6279,6095110,Bm1_00720,Bm1_00720,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095111,Bm1_00730,Bm1_00730,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095112,Bm1_00725,Bm1_00725,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095113,Bm1_00740,Bm1_00740,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095114,Bm1_00735,Bm1_00735,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095115,Bm1_00750,Bm1_00750,-,-,-,-,RhoGEF domain containing protein,protein-coding,-,-,-,RhoGEF domain containing protein,20210606,-
6279,6095116,Bm1_00755,Bm1_00755,-,-,-,-,Variant SH3 domain containing protein,protein-coding,-,-,-,Variant SH3 domain containing protein,20210606,-
6279,6095117,Bm1_00745,Bm1_00745,-,-,-,-,"abnormal cell lineage protein 10 (Protein lin-10), putative",protein-coding,-,-,-,"abnormal cell lineage protein 10 (Protein lin-10), putative",20210606,-
6279,6095118,Bm1_00770,Bm1_00770,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095119,Bm1_00765,Bm1_00765,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095120,Bm1_00760,Bm1_00760,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095121,Bm1_00775,Bm1_00775,-,-,-,-,collagen,protein-coding,-,-,-,collagen,20210606,-
6279,6095122,Bm1_00785,Bm1_00785,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095123,Bm1_00795,Bm1_00795,-,-,-,-,E1-E2 ATPase family protein,protein-coding,-,-,-,E1-E2 ATPase family protein,20210606,-
6279,6095124,Bm1_00800,Bm1_00800,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095125,Bm1_00790,Bm1_00790,-,-,-,-,PH domain containing protein,protein-coding,-,-,-,PH domain containing protein,20210606,-
6279,6095126,Bm1_00805,Bm1_00805,-,-,-,-,MRG family protein,protein-coding,-,-,-,MRG family protein,20210606,-
6279,6095127,Bm1_00810,Bm1_00810,-,-,-,-,Variant SH3 domain containing protein,protein-coding,-,-,-,Variant SH3 domain containing protein,20210606,-
6279,6095128,Bm1_00815,Bm1_00815,-,-,-,-,Cuticle collagen 14,protein-coding,-,-,-,Cuticle collagen 14,20210606,-
6279,6095129,Bm1_00820,Bm1_00820,-,-,-,-,RIKEN cDNA 2700023J09,protein-coding,-,-,-,RIKEN cDNA 2700023J09,20210606,-
6279,6095130,Bm1_00780,Bm1_00780,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095131,Bm1_00825,Bm1_00825,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095132,Bm1_00845,Bm1_00845,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095133,Bm1_00830,Bm1_00830,-,-,-,-,Aminopeptidase ZK353.6 in chromosome III,protein-coding,-,-,-,Aminopeptidase ZK353.6 in chromosome III,20210606,-
6279,6095134,Bm1_00840,Bm1_00840,-,-,-,-,"succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial",protein-coding,-,-,-,"succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial",20210606,-
6279,6095135,Bm1_00855,Bm1_00855,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095136,Bm1_00850,Bm1_00850,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095137,Bm1_00860,Bm1_00860,-,-,-,-,"Transcription factor IIA, alpha/beta subunit family protein",protein-coding,-,-,-,"Transcription factor IIA, alpha/beta subunit family protein",20210606,-
6279,6095138,Bm1_00870,Bm1_00870,-,-,-,-,cathepsin L-like precursor,protein-coding,-,-,-,cathepsin L-like precursor,20210606,-
6279,6095139,Bm1_00865,Bm1_00865,-,-,-,-,"excretory/secretory protein Juv-p120 precursor, putative",protein-coding,-,-,-,"excretory/secretory protein Juv-p120 precursor, putative",20210606,-
6279,6095140,Bm1_00875,Bm1_00875,-,-,-,-,Notch signaling pathway homolog protein 1,protein-coding,-,-,-,Notch signaling pathway homolog protein 1,20210606,-
6279,6095141,Bm1_00880,Bm1_00880,-,-,-,-,tRNA,tRNA,-,-,-,-,20210606,-
6279,6095142,Bm1_00885,Bm1_00885,-,-,-,-,Immunoglobulin I-set domain containing protein,protein-coding,-,-,-,Immunoglobulin I-set domain containing protein,20210606,-
6279,6095143,Bm1_00895,Bm1_00895,-,-,-,-,von Willebrand factor type A domain containing protein,protein-coding,-,-,-,von Willebrand factor type A domain containing protein,20210606,-
6279,6095144,Bm1_00910,Bm1_00910,-,-,-,-,"Zinc finger, C2H2 type family protein",protein-coding,-,-,-,"Zinc finger, C2H2 type family protein",20210606,-
6279,6095145,Bm1_00920,Bm1_00920,-,-,-,-,Hypothetical 30.5 kDa protein ZK1321.3 in chromosome II,protein-coding,-,-,-,Hypothetical 30.5 kDa protein ZK1321.3 in chromosome II,20210606,-
6279,6095146,Bm1_00915,Bm1_00915,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095147,Bm1_00905,Bm1_00905,-,-,-,-,"Voltage-gated potassium channel, Shaw-family (KCNC, Kv3-like) alpha-subunit",protein-coding,-,-,-,"Voltage-gated potassium channel, Shaw-family (KCNC, Kv3-like) alpha-subunit",20210606,-
