#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1493510,24172146,AAJ58_gp002,AAJ58_gp002,Syn7803C2_2,-,-,-,base plate wedge component,protein-coding,-,-,-,base plate wedge component,20201221,-
1493510,24172226,AAJ58_gp082,AAJ58_gp082,Syn7803C2_82,-,-,-,baseplate wedge protein,protein-coding,-,-,-,baseplate wedge protein,20201221,-
1493510,24172227,AAJ58_gp083,AAJ58_gp083,Syn7803C2_83,-,-,-,structural protein,protein-coding,-,-,-,structural protein,20201221,-
1493510,24172228,AAJ58_gp084,AAJ58_gp084,Syn7803C2_84,-,-,-,baseplate wedge protein,protein-coding,-,-,-,baseplate wedge protein,20201221,-
1493510,24172229,AAJ58_gp085,AAJ58_gp085,Syn7803C2_85,-,-,-,structural protein,protein-coding,-,-,-,structural protein,20201221,-
1493510,24172230,AAJ58_gp086,AAJ58_gp086,Syn7803C2_86,-,-,-,virion structural protein,protein-coding,-,-,-,virion structural protein,20201221,-
1493510,24172231,AAJ58_gp087,AAJ58_gp087,Syn7803C2_87,-,-,-,structural protein,protein-coding,-,-,-,structural protein,20201221,-
1493510,24172232,AAJ58_gp088,AAJ58_gp088,Syn7803C2_88,-,-,-,tail fiber-like protein,protein-coding,-,-,-,tail fiber-like protein,20201221,-
1493510,24172233,AAJ58_gp089,AAJ58_gp089,Syn7803C2_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172234,AAJ58_gp090,AAJ58_gp090,Syn7803C2_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172235,AAJ58_gp091,AAJ58_gp091,Syn7803C2_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172236,AAJ58_gp092,AAJ58_gp092,Syn7803C2_92,-,-,-,neck protein,protein-coding,-,-,-,neck protein,20201221,-
1493510,24172237,AAJ58_gp093,AAJ58_gp093,Syn7803C2_93,-,-,-,neck protein,protein-coding,-,-,-,neck protein,20201221,-
1493510,24172238,AAJ58_gp094,AAJ58_gp094,Syn7803C2_94,-,-,-,proximal tail sheath protein,protein-coding,-,-,-,proximal tail sheath protein,20201221,-
1493510,24172239,AAJ58_gp095,AAJ58_gp095,Syn7803C2_95,-,-,-,terminase DNA packaging protein,protein-coding,-,-,-,terminase DNA packaging protein,20201221,-
1493510,24172240,AAJ58_gp096,AAJ58_gp096,Syn7803C2_96,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172241,AAJ58_gp097,AAJ58_gp097,Syn7803C2_97,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172242,AAJ58_gp098,AAJ58_gp098,Syn7803C2_98,-,-,-,plastocyanine,protein-coding,-,-,-,plastocyanine,20201221,-
1493510,24172243,AAJ58_gp099,AAJ58_gp099,Syn7803C2_99,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172244,AAJ58_gp100,AAJ58_gp100,Syn7803C2_100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172245,AAJ58_gp101,AAJ58_gp101,Syn7803C2_101,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172246,AAJ58_gp102,AAJ58_gp102,Syn7803C2_102,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172247,AAJ58_gp103,AAJ58_gp103,Syn7803C2_103,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172248,AAJ58_gp104,AAJ58_gp104,Syn7803C2_104,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172249,AAJ58_gp105,AAJ58_gp105,Syn7803C2_105,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20201221,-
1493510,24172250,AAJ58_gp106,AAJ58_gp106,Syn7803C2_106,-,-,-,endonuclease VII,protein-coding,-,-,-,endonuclease VII,20201221,-
1493510,24172251,AAJ58_gp107,AAJ58_gp107,Syn7803C2_107,-,-,-,tail sheath monomer protein,protein-coding,-,-,-,tail sheath monomer protein,20201221,-
1493510,24172252,AAJ58_gp108,AAJ58_gp108,Syn7803C2_108,-,-,-,tail tube monomer protein,protein-coding,-,-,-,tail tube monomer protein,20201221,-
1493510,24172253,AAJ58_gp109,AAJ58_gp109,Syn7803C2_109,-,-,-,portal vertex protein,protein-coding,-,-,-,portal vertex protein,20201221,-
1493510,24172254,AAJ58_gp110,AAJ58_gp110,Syn7803C2_110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172255,AAJ58_gp111,AAJ58_gp111,Syn7803C2_111,-,-,-,prohead core scaffold protein,protein-coding,-,-,-,prohead core scaffold protein,20201221,-
1493510,24172256,AAJ58_gp112,AAJ58_gp112,Syn7803C2_112,-,-,-,scaffold prohead core protein,protein-coding,-,-,-,scaffold prohead core protein,20201221,-
1493510,24172257,AAJ58_gp113,AAJ58_gp113,Syn7803C2_113,-,-,-,head vertex precursor,protein-coding,-,-,-,head vertex precursor,20201221,-
1493510,24172258,AAJ58_gp114,AAJ58_gp114,Syn7803C2_114,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172259,AAJ58_gp115,AAJ58_gp115,Syn7803C2_115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172260,AAJ58_gp116,AAJ58_gp116,Syn7803C2_116,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172261,AAJ58_gp117,AAJ58_gp117,Syn7803C2_117,-,-,-,head-proximal tip of tail protein,protein-coding,-,-,-,head-proximal tip of tail protein,20201221,-
1493510,24172262,AAJ58_gp118,AAJ58_gp118,Syn7803C2_118,-,-,-,UvsY,protein-coding,-,-,-,UvsY,20201221,-
1493510,24172263,AAJ58_gp119,AAJ58_gp119,Syn7803C2_119,-,-,-,RNA-DNA + DNA-DNA helicase,protein-coding,-,-,-,RNA-DNA + DNA-DNA helicase,20201221,-
1493510,24172264,AAJ58_gp120,AAJ58_gp120,Syn7803C2_120,-,-,-,methylamine protein,protein-coding,-,-,-,methylamine protein,20201221,-
1493510,24172265,AAJ58_gp121,AAJ58_gp121,Syn7803C2_121,-,-,-,late transcription sigma factor,protein-coding,-,-,-,late transcription sigma factor,20201221,-
1493510,24172266,AAJ58_gp122,AAJ58_gp122,Syn7803C2_122,-,-,-,recombination endonuclease,protein-coding,-,-,-,recombination endonuclease,20201221,-
1493510,24172267,AAJ58_gp123,AAJ58_gp123,Syn7803C2_123,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172268,AAJ58_gp124,AAJ58_gp124,Syn7803C2_124,-,-,-,gpre46 combination endonuclease,protein-coding,-,-,-,gpre46 combination endonuclease,20201221,-
1493510,24172269,AAJ58_gp125,AAJ58_gp125,Syn7803C2_125,-,-,-,peptidase,protein-coding,-,-,-,peptidase,20201221,-
1493510,24172270,AAJ58_gp126,AAJ58_gp126,Syn7803C2_126,-,-,-,porphyrin biosynthetic protein,protein-coding,-,-,-,porphyrin biosynthetic protein,20201221,-
1493510,24172271,AAJ58_gp127,AAJ58_gp127,Syn7803C2_127,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172272,AAJ58_gp128,AAJ58_gp128,Syn7803C2_128,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172273,AAJ58_gp129,AAJ58_gp129,Syn7803C2_129,-,-,-,sliding clamp DNA polymerase,protein-coding,-,-,-,sliding clamp DNA polymerase,20201221,-
1493510,24172274,AAJ58_gp130,AAJ58_gp130,Syn7803C2_130,-,-,-,S-adenosylmethionine decarboxylase,protein-coding,-,-,-,S-adenosylmethionine decarboxylase,20201221,-
1493510,24172275,AAJ58_gp131,AAJ58_gp131,Syn7803C2_131,-,-,-,clamp loader subunit,protein-coding,-,-,-,clamp loader subunit,20201221,-
1493510,24172276,AAJ58_gp132,AAJ58_gp132,Syn7803C2_132,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172277,AAJ58_gp133,AAJ58_gp133,Syn7803C2_133,-,-,-,DNA adenine methylase Dam,protein-coding,-,-,-,DNA adenine methylase Dam,20201221,-
1493510,24172278,AAJ58_gp134,AAJ58_gp134,Syn7803C2_134,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172279,AAJ58_gp135,AAJ58_gp135,Syn7803C2_135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172280,AAJ58_gp136,AAJ58_gp136,Syn7803C2_136,-,-,-,clamp loader subunit,protein-coding,-,-,-,clamp loader subunit,20201221,-
1493510,24172281,AAJ58_gp137,AAJ58_gp137,Syn7803C2_137,-,-,-,translation repressor,protein-coding,-,-,-,translation repressor,20201221,-
1493510,24172282,AAJ58_gp138,AAJ58_gp138,Syn7803C2_138,-,-,-,Hsp20 heat shock protein,protein-coding,-,-,-,Hsp20 heat shock protein,20201221,-
1493510,24172283,AAJ58_gp139,AAJ58_gp139,Syn7803C2_139,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172284,AAJ58_gp140,AAJ58_gp140,Syn7803C2_140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172285,AAJ58_gp141,AAJ58_gp141,Syn7803C2_141,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172286,AAJ58_gp142,AAJ58_gp142,Syn7803C2_142,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20201221,-
1493510,24172287,AAJ58_gp143,AAJ58_gp143,Syn7803C2_143,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172288,AAJ58_gp144,AAJ58_gp144,Syn7803C2_144,-,-,-,RecA-like protein,protein-coding,-,-,-,RecA-like protein,20201221,-
1493510,24172289,AAJ58_gp145,AAJ58_gp145,Syn7803C2_145,-,-,-,DNA primase-helicase,protein-coding,-,-,-,DNA primase-helicase,20201221,-
1493510,24172290,AAJ58_gp146,AAJ58_gp146,Syn7803C2_146,-,-,-,pyrophosphatase,protein-coding,-,-,-,pyrophosphatase,20201221,-
1493510,24172291,AAJ58_gp147,AAJ58_gp147,Syn7803C2_147,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172292,AAJ58_gp148,AAJ58_gp148,Syn7803C2_148,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172293,AAJ58_gp149,AAJ58_gp149,Syn7803C2_149,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172294,AAJ58_gp150,AAJ58_gp150,Syn7803C2_150,-,-,-,cytitidyltransferase,protein-coding,-,-,-,cytitidyltransferase,20201221,-
1493510,24172295,AAJ58_gp151,AAJ58_gp151,Syn7803C2_151,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172296,AAJ58_gp152,AAJ58_gp152,Syn7803C2_152,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172297,AAJ58_gp153,AAJ58_gp153,Syn7803C2_153,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172298,AAJ58_gp154,AAJ58_gp154,Syn7803C2_154,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172299,AAJ58_gp155,AAJ58_gp155,Syn7803C2_155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172300,AAJ58_gp156,AAJ58_gp156,Syn7803C2_156,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172301,AAJ58_gp157,AAJ58_gp157,Syn7803C2_157,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172302,AAJ58_gp158,AAJ58_gp158,Syn7803C2_158,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172303,AAJ58_gp159,AAJ58_gp159,Syn7803C2_159,-,-,-,DNA primase subunit,protein-coding,-,-,-,DNA primase subunit,20201221,-
1493510,24172304,AAJ58_gp160,AAJ58_gp160,Syn7803C2_160,-,-,-,ribonucleotide reductase subunit A,protein-coding,-,-,-,ribonucleotide reductase subunit A,20201221,-
1493510,24172305,AAJ58_gp161,AAJ58_gp161,Syn7803C2_161,-,-,-,ribonucleotide reductase subunit B,protein-coding,-,-,-,ribonucleotide reductase subunit B,20201221,-
1493510,24172306,AAJ58_gp162,AAJ58_gp162,Syn7803C2_162,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172307,AAJ58_gp163,AAJ58_gp163,Syn7803C2_163,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172308,AAJ58_gp164,AAJ58_gp164,Syn7803C2_164,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172309,AAJ58_gp165,AAJ58_gp165,Syn7803C2_165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172310,AAJ58_gp166,AAJ58_gp166,Syn7803C2_166,-,-,-,transaldolase-like protein,protein-coding,-,-,-,transaldolase-like protein,20201221,-
1493510,24172311,AAJ58_gp167,AAJ58_gp167,Syn7803C2_167,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172312,AAJ58_gp168,AAJ58_gp168,Syn7803C2_168,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172313,AAJ58_gp169,AAJ58_gp169,Syn7803C2_169,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172314,AAJ58_gp170,AAJ58_gp170,Syn7803C2_170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172315,AAJ58_gp171,AAJ58_gp171,Syn7803C2_171,-,-,-,tail fiber-like protein,protein-coding,-,-,-,tail fiber-like protein,20201221,-
1493510,24172316,AAJ58_gp172,AAJ58_gp172,Syn7803C2_172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
