#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1551641,22475076,pSs1_002,pSs1_002,-,-,-,-,DNA topisomerase II medium subunit,protein-coding,-,-,-,DNA topisomerase II medium subunit,20201221,-
1551641,22475109,pSs1_0035,pSs1_0035,-,-,-,-,gp36,protein-coding,-,-,-,gp36,20200629,-
1551641,22475110,pSs1_0036,pSs1_0036,-,-,-,-,gp37,protein-coding,-,-,-,gp37,20200629,-
1551641,22475111,pSs1_0037,pSs1_0037,-,-,-,-,gp38,protein-coding,-,-,-,gp38,20200629,-
1551641,22475112,pSs1_0038,pSs1_0038,-,-,-,-,gp39,protein-coding,-,-,-,gp39,20200629,-
1551641,22475113,pSs1_0039,pSs1_0039,-,-,-,-,gp40,protein-coding,-,-,-,gp40,20200629,-
1551641,22475114,pSs1_0040,pSs1_0040,-,-,-,-,gp41,protein-coding,-,-,-,gp41,20200629,-
1551641,22475115,pSs1_0041,pSs1_0041,-,-,-,-,gp42,protein-coding,-,-,-,gp42,20200629,-
1551641,22475116,pSs1_0042,pSs1_0042,-,-,-,-,gp43,protein-coding,-,-,-,gp43,20210129,-
1551641,22475117,pSs1_0043,pSs1_0043,-,-,-,-,gp44,protein-coding,-,-,-,gp44,20200629,-
1551641,22475118,pSs1_0044,pSs1_0044,-,-,-,-,gp45,protein-coding,-,-,-,gp45,20200629,-
1551641,22475119,pSs1_0045,pSs1_0045,-,-,-,-,gp46,protein-coding,-,-,-,gp46,20200629,-
1551641,22475120,pSs1_0046,pSs1_0046,-,-,-,-,gp47,protein-coding,-,-,-,gp47,20210123,-
1551641,22475121,pSs1_0047,pSs1_0047,-,-,-,-,gp48,protein-coding,-,-,-,gp48,20200629,-
1551641,22475122,pSs1_0048,pSs1_0048,-,-,-,-,gp49,protein-coding,-,-,-,gp49,20200629,-
1551641,22475123,pSs1_0049,pSs1_0049,-,-,-,-,gp50,protein-coding,-,-,-,gp50,20200629,-
1551641,22475124,pSs1_0050,pSs1_0050,-,-,-,-,gp51,protein-coding,-,-,-,gp51,20200629,-
1551641,22475125,pSs1_0051,pSs1_0051,-,-,-,-,gp52,protein-coding,-,-,-,gp52,20200629,-
1551641,22475126,pSs1_0052,pSs1_0052,-,-,-,-,gp40 head vertex assembly chaperone,protein-coding,-,-,-,gp40 head vertex assembly chaperone,20201221,-
1551641,22475127,pSs1_0053,pSs1_0053,-,-,-,-,putative UvsX recA-like recombination protein,protein-coding,-,-,-,putative UvsX recA-like recombination protein,20210123,-
1551641,22475128,pSs1_0054,pSs1_0054,-,-,-,-,gp55,protein-coding,-,-,-,gp55,20200629,-
1551641,22475129,pSs1_0055,pSs1_0055,-,-,-,-,gp56,protein-coding,-,-,-,gp56,20210424,-
1551641,22475130,pSs1_0056,pSs1_0056,-,-,-,-,gp57,protein-coding,-,-,-,gp57,20200629,-
1551641,22475131,pSs1_0057,pSs1_0057,-,-,-,-,gp58,protein-coding,-,-,-,gp58,20210123,-
1551641,22475132,pSs1_0058,pSs1_0058,-,-,-,-,gp59,protein-coding,-,-,-,gp59,20200629,-
1551641,22475133,pSs1_0059,pSs1_0059,-,-,-,-,gp60,protein-coding,-,-,-,gp60,20200629,-
1551641,22475134,pSs1_0060,pSs1_0060,-,-,-,-,gp61,protein-coding,-,-,-,gp61,20200629,-
1551641,22475135,pSs1_0061,pSs1_0061,-,-,-,-,DNA polymerase clamp loader subunit A,protein-coding,-,-,-,DNA polymerase clamp loader subunit A,20201221,-
1551641,22475136,pSs1_0062,pSs1_0062,-,-,-,-,gp63,protein-coding,-,-,-,gp63,20200629,-
1551641,22475137,pSs1_0063,pSs1_0063,-,-,-,-,sliding clamp DNA polymerase accessory protein,protein-coding,-,-,-,sliding clamp DNA polymerase accessory protein,20201221,-
1551641,22475138,pSs1_0064,pSs1_0064,-,-,-,-,gp65,protein-coding,-,-,-,gp65,20200629,-
1551641,22475139,pSs1_0065,pSs1_0065,-,-,-,-,gp66,protein-coding,-,-,-,gp66,20200629,-
1551641,22475140,pSs1_0066,pSs1_0066,-,-,-,-,gp67,protein-coding,-,-,-,gp67,20200629,-
1551641,22475141,pSs1_0067,pSs1_0067,-,-,-,-,gp68,protein-coding,-,-,-,gp68,20210123,-
1551641,22475142,pSs1_0068,pSs1_0068,-,-,-,-,gp69,protein-coding,-,-,-,gp69,20200629,-
1551641,22475143,pSs1_0069,pSs1_0069,-,-,-,-,gp70,protein-coding,-,-,-,gp70,20200629,-
1551641,22475144,pSs1_0070,pSs1_0070,-,-,-,-,alpha glucosyl transferase,protein-coding,-,-,-,alpha glucosyl transferase,20201221,-
1551641,22475145,pSs1_0071,pSs1_0071,-,-,-,-,gp72,protein-coding,-,-,-,gp72,20200629,-
1551641,22475146,pSs1_0072,pSs1_0072,-,-,-,-,gp73,protein-coding,-,-,-,gp73,20200629,-
1551641,22475147,pSs1_0073,pSs1_0073,-,-,-,-,a-gt.4 family protein,protein-coding,-,-,-,a-gt.4 family protein,20201221,-
1551641,22475148,pSs1_0074,pSs1_0074,-,-,-,-,gp75,protein-coding,-,-,-,gp75,20200629,-
1551641,22475149,pSs1_0075,pSs1_0075,-,-,-,-,RNA polymerase sigma factor,protein-coding,-,-,-,RNA polymerase sigma factor,20201221,-
1551641,22475150,pSs1_0076,pSs1_0076,-,-,-,-,gp77,protein-coding,-,-,-,gp77,20200629,-
1551641,22475151,pSs1_0077,pSs1_0077,-,-,-,-,gp78,protein-coding,-,-,-,gp78,20200629,-
1551641,22475152,pSs1_0078,pSs1_0078,-,-,-,-,gp79,protein-coding,-,-,-,gp79,20200629,-
1551641,22475153,pSs1_0079,pSs1_0079,-,-,-,-,gp80,protein-coding,-,-,-,gp80,20200629,-
1551641,22475154,pSs1_0080,pSs1_0080,-,-,-,-,gp81,protein-coding,-,-,-,gp81,20200629,-
1551641,22475155,pSs1_0081,pSs1_0081,-,-,-,-,gp82,protein-coding,-,-,-,gp82,20200629,-
1551641,22475156,pSs1_0082,pSs1_0082,-,-,-,-,gp83,protein-coding,-,-,-,gp83,20200629,-
1551641,22475157,pSs1_0083,pSs1_0083,-,-,-,-,gp84,protein-coding,-,-,-,gp84,20200629,-
1551641,22475158,pSs1_0084,pSs1_0084,-,-,-,-,NrdH glutaredoxin,protein-coding,-,-,-,NrdH glutaredoxin,20210212,-
1551641,22475159,pSs1_0085,pSs1_0085,-,-,-,-,gp86,protein-coding,-,-,-,gp86,20200629,-
1551641,22475160,pSs1_0086,pSs1_0086,-,-,-,-,gp87,protein-coding,-,-,-,gp87,20200629,-
1551641,22475161,pSs1_0087,pSs1_0087,-,-,-,-,gp88,protein-coding,-,-,-,gp88,20200629,-
1551641,22475162,pSs1_0088,pSs1_0088,-,-,-,-,gp89,protein-coding,-,-,-,gp89,20200629,-
1551641,22475163,pSs1_0089,pSs1_0089,-,-,-,-,gp90,protein-coding,-,-,-,gp90,20200629,-
1551641,22475164,pSs1_0090,pSs1_0090,-,-,-,-,gp91,protein-coding,-,-,-,gp91,20200629,-
1551641,22475165,pSs1_0091,pSs1_0091,-,-,-,-,gp92,protein-coding,-,-,-,gp92,20200629,-
1551641,22475166,pSs1_0092,pSs1_0092,-,-,-,-,gp93,protein-coding,-,-,-,gp93,20200629,-
1551641,22475167,pSs1_0093,pSs1_0093,-,-,-,-,gp94,protein-coding,-,-,-,gp94,20200629,-
1551641,22475168,pSs1_0094,pSs1_0094,-,-,-,-,gp95,protein-coding,-,-,-,gp95,20200629,-
1551641,22475169,pSs1_0095,pSs1_0095,-,-,-,-,gp96,protein-coding,-,-,-,gp96,20200629,-
1551641,22475170,pSs1_0096,pSs1_0096,-,-,-,-,NrdC thioredoxin,protein-coding,-,-,-,NrdC thioredoxin,20210212,-
1551641,22475171,pSs1_0097,pSs1_0097,-,-,-,-,gp98,protein-coding,-,-,-,gp98,20200629,-
1551641,22475172,pSs1_0098,pSs1_0098,-,-,-,-,gp99,protein-coding,-,-,-,gp99,20200629,-
1551641,22475173,pSs1_0099,pSs1_0099,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475174,pSs1_00100,pSs1_00100,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475175,pSs1_00101,pSs1_00101,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475176,pSs1_00102,pSs1_00102,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475177,pSs1_00103,pSs1_00103,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475178,pSs1_00104,pSs1_00104,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475179,pSs1_00105,pSs1_00105,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475180,pSs1_00106,pSs1_00106,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1551641,22475181,pSs1_00107,pSs1_00107,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475182,pSs1_00108,pSs1_00108,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475183,pSs1_00109,pSs1_00109,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475184,pSs1_00110,pSs1_00110,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475185,pSs1_00111,pSs1_00111,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475186,pSs1_00112,pSs1_00112,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475187,pSs1_00113,pSs1_00113,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475188,pSs1_00114,pSs1_00114,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475189,pSs1_00115,pSs1_00115,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475190,pSs1_00116,pSs1_00116,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475191,pSs1_00117,pSs1_00117,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475192,pSs1_00118,pSs1_00118,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475193,pSs1_00119,pSs1_00119,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475194,pSs1_00120,pSs1_00120,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475195,pSs1_00121,pSs1_00121,-,-,-,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20201221,-
1551641,22475196,pSs1_00122,pSs1_00122,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475197,pSs1_00123,pSs1_00123,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475198,pSs1_00124,pSs1_00124,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475199,pSs1_00125,pSs1_00125,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475200,pSs1_00126,pSs1_00126,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475201,pSs1_00127,pSs1_00127,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475202,pSs1_00128,pSs1_00128,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475203,pSs1_00129,pSs1_00129,-,-,-,-,transglycosylase SLT domain-containing protein,protein-coding,-,-,-,transglycosylase SLT domain-containing protein,20201221,-
1551641,22475204,pSs1_00130,pSs1_00130,-,-,-,-,site-specific RNase,protein-coding,-,-,-,site-specific RNase,20210129,-
1551641,22475205,pSs1_00131,pSs1_00131,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475206,pSs1_00132,pSs1_00132,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475207,pSs1_00133,pSs1_00133,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475208,pSs1_00134,pSs1_00134,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475209,pSs1_00135,pSs1_00135,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475210,pSs1_00136,pSs1_00136,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475211,pSs1_00137,pSs1_00137,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475212,pSs1_00138,pSs1_00138,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475213,pSs1_00139,pSs1_00139,-,-,-,-,glycoside hydrolase family protein,protein-coding,-,-,-,glycoside hydrolase family protein,20201221,-
1551641,22475214,pSs1_00140,pSs1_00140,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1551641,22475215,pSs1_00141,pSs1_00141,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475216,pSs1_00142,pSs1_00142,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475217,pSs1_00143,pSs1_00143,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475218,pSs1_00144,pSs1_00144,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475219,pSs1_00145,pSs1_00145,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475220,pSs1_00146,pSs1_00146,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475221,pSs1_00147,pSs1_00147,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475222,pSs1_00148,pSs1_00148,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475223,pSs1_00149,pSs1_00149,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475224,pSs1_00150,pSs1_00150,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475225,pSs1_00151,pSs1_00151,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475226,pSs1_00152,pSs1_00152,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475227,pSs1_00153,pSs1_00153,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475228,pSs1_00154,pSs1_00154,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475229,pSs1_00155,pSs1_00155,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475230,pSs1_00156,pSs1_00156,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475231,pSs1_00157,pSs1_00157,-,-,-,-,tail protein,protein-coding,-,-,-,tail protein,20201221,-
1551641,22475232,pSs1_00158,pSs1_00158,-,-,-,-,DNA end protector during packaging,protein-coding,-,-,-,DNA end protector during packaging,20201221,-
1551641,22475233,pSs1_00159,pSs1_00159,-,-,-,-,head completion,protein-coding,-,-,-,head completion,20201221,-
1551641,22475234,pSs1_00160,pSs1_00160,-,-,-,-,baseplate wedge protein 53,protein-coding,-,-,-,baseplate wedge protein 53,20201221,-
1551641,22475235,pSs1_00161,pSs1_00161,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475236,pSs1_00162,pSs1_00162,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475237,pSs1_00163,pSs1_00163,-,-,-,-,PAAR domain-containing protein,protein-coding,-,-,-,PAAR domain-containing protein,20201221,-
1551641,22475238,pSs1_00164,pSs1_00164,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475239,pSs1_00165,pSs1_00165,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475240,pSs1_00166,pSs1_00166,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475241,pSs1_00167,pSs1_00167,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475242,pSs1_00168,pSs1_00168,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475243,pSs1_00169,pSs1_00169,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475244,pSs1_00170,pSs1_00170,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1551641,22475245,pSs1_00171,pSs1_00171,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475246,pSs1_00172,pSs1_00172,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475247,pSs1_00173,pSs1_00173,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1551641,22475248,pSs1_00174,pSs1_00174,-,-,-,-,tail sheath stabilizer and completion protein,protein-coding,-,-,-,tail sheath stabilizer and completion protein,20201221,-
1551641,22475249,pSs1_00175,pSs1_00175,-,-,-,-,small terminase protein,protein-coding,-,-,-,small terminase protein,20201221,-
1551641,22475250,pSs1_00176,pSs1_00176,-,-,-,-,putative terminase subunit nuclease and ATPase,protein-coding,-,-,-,putative terminase subunit nuclease and ATPase,20201221,-
1551641,22475251,pSs1_00177,pSs1_00177,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475252,pSs1_00178,pSs1_00178,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475253,pSs1_00179,pSs1_00179,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475254,pSs1_00180,pSs1_00180,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1551641,22475255,pSs1_00181,pSs1_00181,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475256,pSs1_00182,pSs1_00182,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475257,pSs1_00183,pSs1_00183,-,-,-,-,prohead core scaffolding protein and protease,protein-coding,-,-,-,prohead core scaffolding protein and protease,20210212,-
1551641,22475258,pSs1_00184,pSs1_00184,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475259,pSs1_00185,pSs1_00185,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475260,pSs1_00186,pSs1_00186,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475261,pSs1_00187,pSs1_00187,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475262,pSs1_00188,pSs1_00188,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475263,pSs1_00189,pSs1_00189,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1551641,22475264,pSs1_00190,pSs1_00190,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475265,pSs1_00191,pSs1_00191,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475266,pSs1_00192,pSs1_00192,-,-,-,-,DEAD/DEAH box helicase family protein,protein-coding,-,-,-,DEAD/DEAH box helicase family protein,20201221,-
1551641,22475267,pSs1_00193,pSs1_00193,-,-,-,-,ATP-dependant DNA helicase UvsW,protein-coding,-,-,-,ATP-dependant DNA helicase UvsW,20201221,-
1551641,22475268,pSs1_00194,pSs1_00194,-,-,-,-,DUF2685 domain-containing protein,protein-coding,-,-,-,DUF2685 domain-containing protein,20201221,-
1551641,22475269,pSs1_00195,pSs1_00195,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475270,pSs1_00196,pSs1_00196,-,-,-,-,recombination mediator protein UvsY,protein-coding,-,-,-,recombination mediator protein UvsY,20210123,-
1551641,22475271,pSs1_00197,pSs1_00197,-,-,-,-,GPW/gp25 family protein,protein-coding,-,-,-,GPW/gp25 family protein,20201221,-
1551641,22475272,pSs1_00198,pSs1_00198,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475273,pSs1_00199,pSs1_00199,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475274,pSs1_00200,pSs1_00200,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1551641,22475275,pSs1_00201,pSs1_00201,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475276,pSs1_00202,pSs1_00202,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1551641,22475277,pSs1_00203,pSs1_00203,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475278,pSs1_00204,pSs1_00204,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475279,pSs1_00205,pSs1_00205,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475280,pSs1_00206,pSs1_00206,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475281,pSs1_00207,pSs1_00207,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475282,pSs1_00208,pSs1_00208,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475283,pSs1_00209,pSs1_00209,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475284,pSs1_00210,pSs1_00210,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475285,pSs1_00211,pSs1_00211,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475286,pSs1_00212,pSs1_00212,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475287,pSs1_00213,pSs1_00213,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475288,pSs1_00214,pSs1_00214,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475289,pSs1_00215,pSs1_00215,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
