#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2448909,65117360,KNU25_gp002,KNU25_gp002,-,-,-,-,long tail fiber distal subunit,protein-coding,-,-,-,long tail fiber distal subunit,20210607,-
2448909,65117374,KNU25_gp016,KNU25_gp016,-,-,-,-,dihydrofolate reductase,protein-coding,-,-,-,dihydrofolate reductase,20210607,-
2448909,65117375,KNU25_gp017,KNU25_gp017,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117376,KNU25_gp018,KNU25_gp018,-,-,-,-,thymidylate synthetase,protein-coding,-,-,-,thymidylate synthetase,20210607,-
2448909,65117377,KNU25_gp019,KNU25_gp019,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117378,KNU25_gp020,KNU25_gp020,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117379,KNU25_gp021,KNU25_gp021,-,-,-,-,ribonucleoside-diphosphate reductase subunit alpha,protein-coding,-,-,-,ribonucleoside-diphosphate reductase subunit alpha,20210607,-
2448909,65117380,KNU25_gp022,KNU25_gp022,-,-,-,-,ribonucleoside-diphosphate reductase small subunit,protein-coding,-,-,-,ribonucleoside-diphosphate reductase small subunit,20210607,-
2448909,65117381,KNU25_gp023,KNU25_gp023,-,-,-,-,endonuclease II,protein-coding,-,-,-,endonuclease II,20210607,-
2448909,65117382,KNU25_gp024,KNU25_gp024,-,-,-,-,RNA ligase,protein-coding,-,-,-,RNA ligase,20210607,-
2448909,65117383,KNU25_gp025,KNU25_gp025,-,-,-,-,inhibitor of host transcription,protein-coding,-,-,-,inhibitor of host transcription,20210607,-
2448909,65117384,KNU25_gp026,KNU25_gp026,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117385,KNU25_gp027,KNU25_gp027,-,-,-,-,outer membrane lipoprotein,protein-coding,-,-,-,outer membrane lipoprotein,20210607,-
2448909,65117386,KNU25_gp028,KNU25_gp028,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117387,KNU25_gp029,KNU25_gp029,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117388,KNU25_gp030,KNU25_gp030,-,-,-,-,polynucleotide t'-kinase and 3'-phosphatase,protein-coding,-,-,-,polynucleotide t'-kinase and 3'-phosphatase,20210607,-
2448909,65117389,KNU25_gp031,KNU25_gp031,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117390,KNU25_gp032,KNU25_gp032,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117391,KNU25_gp033,KNU25_gp033,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117392,KNU25_gp034,KNU25_gp034,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117393,KNU25_gp035,KNU25_gp035,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117394,KNU25_gp036,KNU25_gp036,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117395,KNU25_gp037,KNU25_gp037,-,-,-,-,dCMP deaminase,protein-coding,-,-,-,dCMP deaminase,20210607,-
2448909,65117396,KNU25_gp038,KNU25_gp038,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117397,KNU25_gp039,KNU25_gp039,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210612,-
2448909,65117398,KNU25_gp040,KNU25_gp040,-,-,-,-,head assembly cochaperone,protein-coding,-,-,-,head assembly cochaperone,20210612,-
2448909,65117399,KNU25_gp041,KNU25_gp041,-,-,-,-,rIII lysis inhibition accessory protein,protein-coding,-,-,-,rIII lysis inhibition accessory protein,20210607,-
2448909,65117400,KNU25_gp042,KNU25_gp042,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117401,KNU25_gp043,KNU25_gp043,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117402,KNU25_gp044,KNU25_gp044,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117403,KNU25_gp045,KNU25_gp045,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117404,KNU25_gp046,KNU25_gp046,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117405,KNU25_gp047,KNU25_gp047,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117406,KNU25_gp048,KNU25_gp048,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117407,KNU25_gp049,KNU25_gp049,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117408,KNU25_gp050,KNU25_gp050,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117409,KNU25_gp051,KNU25_gp051,-,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20210607,-
2448909,65117410,KNU25_gp052,KNU25_gp052,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117411,KNU25_gp053,KNU25_gp053,-,-,-,-,ADP ribosyltransferase,protein-coding,-,-,-,ADP ribosyltransferase,20210607,-
2448909,65117412,KNU25_gp054,KNU25_gp054,-,-,-,-,RNA polymerase-ADP-ribosyltransferase,protein-coding,-,-,-,RNA polymerase-ADP-ribosyltransferase,20210607,-
2448909,65117413,KNU25_gp055,KNU25_gp055,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117414,KNU25_gp056,KNU25_gp056,-,-,-,-,baseplate subunit,protein-coding,-,-,-,baseplate subunit,20210607,-
2448909,65117415,KNU25_gp057,KNU25_gp057,-,-,-,-,baseplate subunit,protein-coding,-,-,-,baseplate subunit,20210607,-
2448909,65117416,KNU25_gp058,KNU25_gp058,-,-,-,-,baseplate hub protein,protein-coding,-,-,-,baseplate hub protein,20210607,-
2448909,65117417,KNU25_gp059,KNU25_gp059,-,-,-,-,baseplate hub distal subunit,protein-coding,-,-,-,baseplate hub distal subunit,20210607,-
2448909,65117418,KNU25_gp060,KNU25_gp060,-,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20210607,-
2448909,65117419,KNU25_gp061,KNU25_gp061,-,-,-,-,baseplate protein,protein-coding,-,-,-,baseplate protein,20210607,-
2448909,65117420,KNU25_gp062,KNU25_gp062,-,-,-,-,baseplate hub protein,protein-coding,-,-,-,baseplate hub protein,20210607,-
2448909,65117421,KNU25_gp063,KNU25_gp063,-,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
2448909,65117422,KNU25_gp064,KNU25_gp064,-,-,-,-,ssDNA recombination repair protein,protein-coding,-,-,-,ssDNA recombination repair protein,20210607,-
2448909,65117423,KNU25_gp065,KNU25_gp065,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117424,KNU25_gp066,KNU25_gp066,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117425,KNU25_gp067,KNU25_gp067,-,-,-,-,helicase,protein-coding,-,-,-,helicase,20210607,-
2448909,65117426,KNU25_gp068,KNU25_gp068,-,-,-,-,DNA helicase,protein-coding,-,-,-,DNA helicase,20210607,-
2448909,65117427,KNU25_gp069,KNU25_gp069,-,-,-,-,inhibitor of prohead protease,protein-coding,-,-,-,inhibitor of prohead protease,20210607,-
2448909,65117428,KNU25_gp070,KNU25_gp070,-,-,-,-,capsid and scaffold protein,protein-coding,-,-,-,capsid and scaffold protein,20210607,-
2448909,65117429,KNU25_gp071,KNU25_gp071,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117430,KNU25_gp072,KNU25_gp072,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117431,KNU25_gp073,KNU25_gp073,-,-,-,-,RNA ligase 2,protein-coding,-,-,-,RNA ligase 2,20210607,-
2448909,65117432,KNU25_gp074,KNU25_gp074,-,-,-,-,capsid vertex protein,protein-coding,-,-,-,capsid vertex protein,20210607,-
2448909,65117433,KNU25_gp075,KNU25_gp075,-,-,-,-,major capsid protein,protein-coding,-,-,-,major capsid protein,20210607,-
2448909,65117434,KNU25_gp076,KNU25_gp076,-,-,-,-,prohead core protein,protein-coding,-,-,-,prohead core protein,20210607,-
2448909,65117435,KNU25_gp077,KNU25_gp077,-,-,-,-,prohead core protein,protein-coding,-,-,-,prohead core protein,20210612,-
2448909,65117436,KNU25_gp078,KNU25_gp078,-,-,-,-,prohead core protein,protein-coding,-,-,-,prohead core protein,20210607,-
2448909,65117437,KNU25_gp079,KNU25_gp079,-,-,-,-,prohead core protein,protein-coding,-,-,-,prohead core protein,20210607,-
2448909,65117438,KNU25_gp080,KNU25_gp080,-,-,-,-,portal vertex protein,protein-coding,-,-,-,portal vertex protein,20210607,-
2448909,65117439,KNU25_gp081,KNU25_gp081,-,-,-,-,tail tube protein,protein-coding,-,-,-,tail tube protein,20210607,-
2448909,65117440,KNU25_gp082,KNU25_gp082,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117441,KNU25_gp083,KNU25_gp083,-,-,-,-,tail sheath protein,protein-coding,-,-,-,tail sheath protein,20210607,-
2448909,65117442,KNU25_gp084,KNU25_gp084,-,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210607,-
2448909,65117443,KNU25_gp085,KNU25_gp085,-,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20210607,-
2448909,65117444,KNU25_gp086,KNU25_gp086,-,-,-,-,tail sheath stabilizer,protein-coding,-,-,-,tail sheath stabilizer,20210607,-
2448909,65117445,KNU25_gp087,KNU25_gp087,-,-,-,-,neck protein,protein-coding,-,-,-,neck protein,20210607,-
2448909,65117446,KNU25_gp088,KNU25_gp088,-,-,-,-,neck protein,protein-coding,-,-,-,neck protein,20210607,-
2448909,65117447,KNU25_gp089,KNU25_gp089,-,-,-,-,fibritin neck whiskers protein,protein-coding,-,-,-,fibritin neck whiskers protein,20210607,-
2448909,65117448,KNU25_gp090,KNU25_gp090,-,-,-,-,short tail fiber,protein-coding,-,-,-,short tail fiber,20210607,-
2448909,65117449,KNU25_gp091,KNU25_gp091,-,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
2448909,65117450,KNU25_gp092,KNU25_gp092,-,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
2448909,65117451,KNU25_gp093,KNU25_gp093,-,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
2448909,65117452,KNU25_gp094,KNU25_gp094,-,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
2448909,65117453,KNU25_gp095,KNU25_gp095,-,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
2448909,65117454,KNU25_gp096,KNU25_gp096,-,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
2448909,65117455,KNU25_gp097,KNU25_gp097,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117456,KNU25_gp098,KNU25_gp098,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117457,KNU25_gp099,KNU25_gp099,-,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20210607,-
2448909,65117458,KNU25_gp100,KNU25_gp100,-,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
2448909,65117459,KNU25_gp101,KNU25_gp101,-,-,-,-,head completion protein,protein-coding,-,-,-,head completion protein,20210607,-
2448909,65117460,KNU25_gp102,KNU25_gp102,-,-,-,-,DNA end protector protein,protein-coding,-,-,-,DNA end protector protein,20210612,-
2448909,65117461,KNU25_gp103,KNU25_gp103,-,-,-,-,tail completion protein,protein-coding,-,-,-,tail completion protein,20210612,-
2448909,65117462,KNU25_gp104,KNU25_gp104,-,-,-,-,dNMP kinase,protein-coding,-,-,-,dNMP kinase,20210607,-
2448909,65117463,KNU25_gp105,KNU25_gp105,-,-,-,-,chaperone for tail fiber formation,protein-coding,-,-,-,chaperone for tail fiber formation,20210607,-
2448909,65117464,KNU25_gp106,KNU25_gp106,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210612,-
2448909,65117465,KNU25_gp107,KNU25_gp107,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117466,KNU25_gp108,KNU25_gp108,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117467,KNU25_gp109,KNU25_gp109,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117468,KNU25_gp110,KNU25_gp110,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117469,KNU25_gp111,KNU25_gp111,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117470,KNU25_gp112,KNU25_gp112,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117471,KNU25_gp113,KNU25_gp113,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117472,KNU25_gp114,KNU25_gp114,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117473,KNU25_gp115,KNU25_gp115,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117474,KNU25_gp116,KNU25_gp116,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117475,KNU25_gp117,KNU25_gp117,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117476,KNU25_gp118,KNU25_gp118,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117477,KNU25_gp119,KNU25_gp119,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117478,KNU25_gp120,KNU25_gp120,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117479,KNU25_gp121,KNU25_gp121,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117480,KNU25_gp122,KNU25_gp122,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117481,KNU25_gp123,KNU25_gp123,-,-,-,-,nudix hydrolase,protein-coding,-,-,-,nudix hydrolase,20210607,-
2448909,65117482,KNU25_gp124,KNU25_gp124,-,-,-,-,lysozyme,protein-coding,-,-,-,lysozyme,20210607,-
2448909,65117483,KNU25_gp125,KNU25_gp125,-,-,-,-,endonuclease V,protein-coding,-,-,-,endonuclease V,20210607,-
2448909,65117484,KNU25_gp126,KNU25_gp126,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117485,KNU25_gp127,KNU25_gp127,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117486,KNU25_gp128,KNU25_gp128,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117487,KNU25_gp129,KNU25_gp129,-,-,-,-,autonomous glycyl radical cofactor,protein-coding,-,-,-,autonomous glycyl radical cofactor,20210607,-
2448909,65117488,KNU25_gp130,KNU25_gp130,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117489,KNU25_gp131,KNU25_gp131,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117490,KNU25_gp132,KNU25_gp132,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117491,KNU25_gp133,KNU25_gp133,-,-,-,-,endoribonuclease,protein-coding,-,-,-,endoribonuclease,20210607,-
2448909,65117492,KNU25_gp134,KNU25_gp134,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117493,KNU25_gp135,KNU25_gp135,-,-,-,-,valyl-tRNA synthetase modifier,protein-coding,-,-,-,valyl-tRNA synthetase modifier,20210607,-
2448909,65117494,KNU25_gp136,KNU25_gp136,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117495,KNU25_gp137,KNU25_gp137,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117496,KNU25_gp138,KNU25_gp138,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117497,KNU25_gp139,KNU25_gp139,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117498,KNU25_gp140,KNU25_gp140,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117499,KNU25_gp141,KNU25_gp141,-,-,-,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20210607,-
2448909,65117500,KNU25_gp142,KNU25_gp142,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117501,KNU25_gp143,KNU25_gp143,-,-,-,-,lysis inhibition regulator,protein-coding,-,-,-,lysis inhibition regulator,20210607,-
2448909,65117502,KNU25_gp144,KNU25_gp144,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117503,KNU25_gp145,KNU25_gp145,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117504,KNU25_gp146,KNU25_gp146,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117505,KNU25_gp147,KNU25_gp147,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117506,KNU25_gp148,KNU25_gp148,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117507,KNU25_gp149,KNU25_gp149,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117508,KNU25_gp150,KNU25_gp150,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117509,KNU25_gp151,KNU25_gp151,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117510,KNU25_gp152,KNU25_gp152,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117511,KNU25_gp153,KNU25_gp153,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117512,KNU25_gp154,KNU25_gp154,-,-,-,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20210607,-
2448909,65117513,KNU25_gp155,KNU25_gp155,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117514,KNU25_gp156,KNU25_gp156,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117515,KNU25_gp157,KNU25_gp157,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117516,KNU25_gp158,KNU25_gp158,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117517,KNU25_gp159,KNU25_gp159,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117518,KNU25_gp160,KNU25_gp160,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117519,KNU25_gp161,KNU25_gp161,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117520,KNU25_gp162,KNU25_gp162,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117521,KNU25_gp163,KNU25_gp163,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117522,KNU25_gp164,KNU25_gp164,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117523,KNU25_gp165,KNU25_gp165,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117524,KNU25_gp166,KNU25_gp166,-,-,-,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20210607,-
2448909,65117525,KNU25_gp167,KNU25_gp167,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117526,KNU25_gp168,KNU25_gp168,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117527,KNU25_gp169,KNU25_gp169,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117528,KNU25_gp170,KNU25_gp170,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117529,KNU25_gp171,KNU25_gp171,-,-,-,-,protease inhibitor,protein-coding,-,-,-,protease inhibitor,20210607,-
2448909,65117530,KNU25_gp172,KNU25_gp172,-,-,-,-,endonuclease VII,protein-coding,-,-,-,endonuclease VII,20210612,-
2448909,65117531,KNU25_gp173,KNU25_gp173,-,-,-,-,ribonucleotide reductase of class III large subunit,protein-coding,-,-,-,ribonucleotide reductase of class III large subunit,20210607,-
2448909,65117532,KNU25_gp174,KNU25_gp174,-,-,-,-,anaerobic nucleotide reductase subunit,protein-coding,-,-,-,anaerobic nucleotide reductase subunit,20210607,-
2448909,65117533,KNU25_gp175,KNU25_gp175,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117534,KNU25_gp176,KNU25_gp176,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117535,KNU25_gp177,KNU25_gp177,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117536,KNU25_gp178,KNU25_gp178,-,-,-,-,glutaredoxin,protein-coding,-,-,-,glutaredoxin,20210607,-
2448909,65117537,KNU25_gp179,KNU25_gp179,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117538,KNU25_gp180,KNU25_gp180,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210612,-
2448909,65117539,KNU25_gp181,KNU25_gp181,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117540,KNU25_gp182,KNU25_gp182,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117541,KNU25_gp183,KNU25_gp183,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117542,KNU25_gp184,KNU25_gp184,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117543,KNU25_gp185,KNU25_gp185,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117544,KNU25_gp186,KNU25_gp186,-,-,-,-,RNA polymerase sigma factor,protein-coding,-,-,-,RNA polymerase sigma factor,20210609,-
2448909,65117545,KNU25_gp187,KNU25_gp187,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117546,KNU25_gp188,KNU25_gp188,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210612,-
2448909,65117547,KNU25_gp189,KNU25_gp189,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117548,KNU25_gp190,KNU25_gp190,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117549,KNU25_gp191,KNU25_gp191,-,-,-,-,alpha glucosyltransferase,protein-coding,-,-,-,alpha glucosyltransferase,20210607,-
2448909,65117550,KNU25_gp192,KNU25_gp192,-,-,-,-,recombination endonuclease subunit,protein-coding,-,-,-,recombination endonuclease subunit,20210607,-
2448909,65117551,KNU25_gp193,KNU25_gp193,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117552,KNU25_gp194,KNU25_gp194,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117553,KNU25_gp195,KNU25_gp195,-,-,-,-,recombination endonuclease subunit,protein-coding,-,-,-,recombination endonuclease subunit,20210607,-
2448909,65117554,KNU25_gp196,KNU25_gp196,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210612,-
