#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
6185,4097435,ATP6,-,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20210223,-
6185,24587865,MS3_0013711,MS3_0013711,MS3_00008,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587868,MS3_0013737,MS3_0013737,MS3_00011,-,Unknown,-,"sel-1-like protein, sel-1l",protein-coding,-,-,-,"sel-1-like protein, sel-1l",20210313,-
6185,24587869,MS3_0013721,MS3_0013721,MS3_00012,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587870,MS3_0013722,MS3_0013722,MS3_00013,-,Unknown,-,putative vasohibin,protein-coding,-,-,-,putative vasohibin,20210313,-
6185,24587871,MS3_0013739,MS3_0013739,MS3_00014,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24587872,MS3_0013726,MS3_0013726,MS3_00015,-,Unknown,-,peptidase Clp (S14 family),protein-coding,-,-,-,peptidase Clp (S14 family),20210313,-
6185,24587873,MS3_0013716,MS3_0013716,MS3_00016,-,Unknown,-,voltage-dependent calcium channel,protein-coding,-,-,-,voltage-dependent calcium channel,20210223,-
6185,24587875,MS3_0013734,MS3_0013734,MS3_00018,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587876,MS3_0013717,MS3_0013717,MS3_00019,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587877,MS3_0013704,MS3_0013704,MS3_00020,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587878,MS3_0013736,MS3_0013736,MS3_00021,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587880,MS3_0013707,MS3_0013707,MS3_00023,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24587882,MS3_0013715,MS3_0013715,MS3_00026,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587883,MS3_0013700,MS3_0013700,MS3_00027,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587884,MS3_0013724,MS3_0013724,MS3_00028,-,Unknown,-,putative zinc finger protein,protein-coding,-,-,-,putative zinc finger protein,20210313,-
6185,24587885,MS3_0013741,MS3_0013741,MS3_00029,-,Unknown,-,putative striatin,protein-coding,-,-,-,putative striatin,20210313,-
6185,24587886,MS3_0013735,MS3_0013735,MS3_00030,-,Unknown,-,putative discoidin domain receptor,protein-coding,-,-,-,putative discoidin domain receptor,20210327,-
6185,24587888,MS3_0013709,MS3_0013709,MS3_00032,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24587889,MS3_0013732,MS3_0013732,MS3_00033,-,Unknown,-,putative membrane-bound acyltransferase/hhat,protein-coding,-,-,-,putative membrane-bound acyltransferase/hhat,20210223,-
6185,24587890,MS3_0013720,MS3_0013720,MS3_00034,-,Unknown,-,putative zeta-coat protein,protein-coding,-,-,-,putative zeta-coat protein,20210327,-
6185,24587891,MS3_0013740,MS3_0013740,MS3_00035,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587892,MS3_0013714,MS3_0013714,MS3_00036,-,Unknown,-,voltage-dependent calcium channel,protein-coding,-,-,-,voltage-dependent calcium channel,20210313,-
6185,24587893,MS3_0013738,MS3_0013738,MS3_00037,-,Unknown,-,putative arginyl-tRNA synthetase,protein-coding,-,-,-,putative arginyl-tRNA synthetase,20210327,-
6185,24587897,MS3_0013708,MS3_0013708,MS3_00042,-,Unknown,-,putative leucine-rich repeat-containing protein,protein-coding,-,-,-,putative leucine-rich repeat-containing protein,20210327,-
6185,24587898,MS3_0013702,MS3_0013702,MS3_00043,-,Unknown,-,family S54 unassigned peptidase (S54 family),protein-coding,-,-,-,family S54 unassigned peptidase (S54 family),20210313,-
6185,24587899,MS3_0013729,MS3_0013729,MS3_00044,-,Unknown,-,putative alpha-glucosidase,protein-coding,-,-,-,putative alpha-glucosidase,20210313,-
6185,24587901,MS3_0013701,MS3_0013701,MS3_00046,-,Unknown,-,"putative gtp-binding protein (I) alpha-1subunit, gnai1",protein-coding,-,-,-,"putative gtp-binding protein (I) alpha-1subunit, gnai1",20210313,-
6185,24587902,MS3_0013742,MS3_0013742,MS3_00047,-,Unknown,-,14-3-3 epsilon,protein-coding,-,-,-,14-3-3 epsilon,20210403,-
6185,24587903,MS3_0013731,MS3_0013731,MS3_00048,-,Unknown,-,putative reticulon/nogo,protein-coding,-,-,-,putative reticulon/nogo,20210313,-
6185,24587904,MS3_0013718,MS3_0013718,MS3_00049,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24587905,MS3_0013725,MS3_0013725,MS3_00050,-,Unknown,-,voltage-dependent calcium channel,protein-coding,-,-,-,voltage-dependent calcium channel,20210313,-
6185,24587906,MS3_0013727,MS3_0013727,MS3_00051,-,Unknown,-,putative dishevelled,protein-coding,-,-,-,putative dishevelled,20210313,-
6185,24587908,MS3_0013710,MS3_0013710,MS3_00053,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587909,MS3_0013743,MS3_0013743,MS3_00054,-,Unknown,-,twik family of potassium channels-related protein,protein-coding,-,-,-,twik family of potassium channels-related protein,20210313,-
6185,24587910,MS3_0016869,MS3_0016869,MS3_00056,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587911,MS3_0016876,MS3_0016876,MS3_00057,-,Unknown,-,putative voltage-gated potassium channel,protein-coding,-,-,-,putative voltage-gated potassium channel,20210313,-
6185,24587912,MS3_0016862,MS3_0016862,MS3_00058,-,Unknown,-,putative leukocyte receptor cluster (lrc) member,protein-coding,-,-,-,putative leukocyte receptor cluster (lrc) member,20210313,-
6185,24587913,MS3_0016892,MS3_0016892,MS3_00059,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587914,MS3_0016886,MS3_0016886,MS3_00060,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587916,MS3_0016882,MS3_0016882,MS3_00062,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587917,MS3_0016877,MS3_0016877,MS3_00063,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587918,MS3_0016871,MS3_0016871,MS3_00064,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24587920,MS3_0016860,MS3_0016860,MS3_00066,-,Unknown,-,putative sperm nuclear basic protein PL-I isoform PLIb,protein-coding,-,-,-,putative sperm nuclear basic protein PL-I isoform PLIb,20210327,-
6185,24587921,MS3_0016885,MS3_0016885,MS3_00067,-,Unknown,-,putative anaphase-promoting complex subunit,protein-coding,-,-,-,putative anaphase-promoting complex subunit,20210313,-
6185,24587923,MS3_0016865,MS3_0016865,MS3_00069,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587924,MS3_0016863,MS3_0016863,MS3_00071,-,Unknown,-,putative leukocyte receptor cluster (lrc) member,protein-coding,-,-,-,putative leukocyte receptor cluster (lrc) member,20210223,-
6185,24587925,MS3_0016870,MS3_0016870,MS3_00072,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587926,MS3_0016873,MS3_0016873,MS3_00073,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587927,MS3_0016884,MS3_0016884,MS3_00074,-,Unknown,-,putative superoxide dismutase,protein-coding,-,-,-,putative superoxide dismutase,20210327,-
6185,24587928,MS3_0016893,MS3_0016893,MS3_00075,-,Unknown,-,putative rna recognition motif containing protein,protein-coding,-,-,-,putative rna recognition motif containing protein,20210327,-
6185,24587930,MS3_0016880,MS3_0016880,MS3_00077,-,Unknown,-,protein kinase,protein-coding,-,-,-,protein kinase,20210313,-
6185,24587931,MS3_0016891,MS3_0016891,MS3_00078,-,Unknown,-,putative maf protein,protein-coding,-,-,-,putative maf protein,20210327,-
6185,24587932,MS3_0016888,MS3_0016888,MS3_00079,-,Unknown,-,putative sphingosine phosphate lyase,protein-coding,-,-,-,putative sphingosine phosphate lyase,20210313,-
6185,24587933,MS3_0016895,MS3_0016895,MS3_00080,-,Unknown,-,putative neuropeptide F precursor,protein-coding,-,-,-,putative neuropeptide F precursor,20210327,-
6185,24587934,MS3_0016879,MS3_0016879,MS3_00081,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587935,MS3_0016868,MS3_0016868,MS3_00082,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587936,MS3_0016887,MS3_0016887,MS3_00084,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587937,MS3_0016872,MS3_0016872,MS3_00085,-,Unknown,-,serine/threonine kinase,protein-coding,-,-,-,serine/threonine kinase,20210313,-
6185,24587938,MS3_0016890,MS3_0016890,MS3_00086,-,Unknown,-,putative dna double-strand break repair rad50 ATPase,protein-coding,-,-,-,putative dna double-strand break repair rad50 ATPase,20210313,-
6185,24587939,MS3_0016859,MS3_0016859,MS3_00087,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24587940,MS3_0016864,MS3_0016864,MS3_00088,-,Unknown,-,serine/threonine kinase,protein-coding,-,-,-,serine/threonine kinase,20210327,-
6185,24587941,MS3_0016881,MS3_0016881,MS3_00090,-,Unknown,-,putative arf gtpase-activating protein,protein-coding,-,-,-,putative arf gtpase-activating protein,20210313,-
6185,24587943,MS3_0016874,MS3_0016874,MS3_00092,-,Unknown,-,mitotic spindle assembly checkpoint protein mad2-related protein,protein-coding,-,-,-,mitotic spindle assembly checkpoint protein mad2-related protein,20210327,-
6185,24587945,MS3_0016867,MS3_0016867,MS3_00094,-,Unknown,-,putative eukaryotictranslation initiation factor 3 subunit,protein-coding,-,-,-,putative eukaryotictranslation initiation factor 3 subunit,20210313,-
6185,24587946,MS3_0016883,MS3_0016883,MS3_00095,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587947,MS3_0016861,MS3_0016861,MS3_00096,-,Unknown,-,"putative synaptotagmin 1, 2",protein-coding,-,-,-,"putative synaptotagmin 1, 2",20210327,-
6185,24587948,MS3_0016875,MS3_0016875,MS3_00097,-,Unknown,-,putative p30 dbc protein,protein-coding,-,-,-,putative p30 dbc protein,20210313,-
6185,24587953,MS3_0018208,MS3_0018208,MS3_00102,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587954,MS3_0018191,MS3_0018191,MS3_00103,-,Unknown,-,putative soluble guanylate cyclase gcy,protein-coding,-,-,-,putative soluble guanylate cyclase gcy,20210327,-
6185,24587955,MS3_0018197,MS3_0018197,MS3_00104,-,Unknown,-,putative cell division protein kinase,protein-coding,-,-,-,putative cell division protein kinase,20210327,-
6185,24587956,MS3_0018190,MS3_0018190,MS3_00105,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587957,MS3_0018215,MS3_0018215,MS3_00106,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24587958,MS3_0018222,MS3_0018222,MS3_00108,-,Unknown,-,putative WD-repeat protein,protein-coding,-,-,-,putative WD-repeat protein,20210313,-
6185,24587959,MS3_0018192,MS3_0018192,MS3_00109,-,Unknown,-,putative soluble guanylate cyclase gcy,protein-coding,-,-,-,putative soluble guanylate cyclase gcy,20210313,-
6185,24587960,MS3_0018216,MS3_0018216,MS3_00110,-,Unknown,-,"putative ribose-phosphate pyrophosphokinase 1, 2",protein-coding,-,-,-,"putative ribose-phosphate pyrophosphokinase 1, 2",20210313,-
6185,24587961,MS3_0018210,MS3_0018210,MS3_00111,-,Unknown,-,putative pi3kinase,protein-coding,-,-,-,putative pi3kinase,20210313,-
6185,24587962,MS3_0018219,MS3_0018219,MS3_00112,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587963,MS3_0018217,MS3_0018217,MS3_00113,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587964,MS3_0018206,MS3_0018206,MS3_00114,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587965,MS3_0018220,MS3_0018220,MS3_00115,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587968,MS3_0018205,MS3_0018205,MS3_00118,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587969,MS3_0018202,MS3_0018202,MS3_00119,-,Unknown,-,transducin-like enhancer protein 1,protein-coding,-,-,-,transducin-like enhancer protein 1,20210223,-
6185,24587970,MS3_0018214,MS3_0018214,MS3_00120,-,Unknown,-,putative geranylgeranyl transferase type II beta subunit,protein-coding,-,-,-,putative geranylgeranyl transferase type II beta subunit,20210223,-
6185,24587971,MS3_0018212,MS3_0018212,MS3_00121,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587972,MS3_0018196,MS3_0018196,MS3_00123,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587973,MS3_0018201,MS3_0018201,MS3_00124,-,Unknown,-,putative f-box only protein,protein-coding,-,-,-,putative f-box only protein,20210313,-
6185,24587974,MS3_0018221,MS3_0018221,MS3_00126,-,Unknown,-,ribonuclease p-related protein,protein-coding,-,-,-,ribonuclease p-related protein,20210327,-
6185,24587975,MS3_0018199,MS3_0018199,MS3_00127,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24587976,MS3_0018193,MS3_0018193,MS3_00128,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587977,MS3_0018194,MS3_0018194,MS3_00129,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587978,MS3_0018204,MS3_0018204,MS3_00130,-,Unknown,-,putative monocarboxylate transporter,protein-coding,-,-,-,putative monocarboxylate transporter,20210313,-
6185,24587979,MS3_0018211,MS3_0018211,MS3_00131,-,Unknown,-,putative kunitz-type protease inhibitor,protein-coding,-,-,-,putative kunitz-type protease inhibitor,20210327,-
6185,24587981,MS3_0018198,MS3_0018198,MS3_00135,-,Unknown,-,putative gtpase-activating protein gyp2,protein-coding,-,-,-,putative gtpase-activating protein gyp2,20210313,-
6185,24587984,MS3_0018209,MS3_0018209,MS3_00138,-,Unknown,-,Short coiled-coil protein,protein-coding,-,-,-,Short coiled-coil protein,20210327,-
6185,24587985,MS3_0018203,MS3_0018203,MS3_00140,-,Unknown,-,transducin-like enhancer protein 1,protein-coding,-,-,-,transducin-like enhancer protein 1,20210313,-
6185,24587986,MS3_0018207,MS3_0018207,MS3_00141,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24587987,MS3_0018195,MS3_0018195,MS3_00142,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587988,MS3_0018200,MS3_0018200,MS3_00143,-,Unknown,-,succinyl-CoA synthetase-related protein,protein-coding,-,-,-,succinyl-CoA synthetase-related protein,20210313,-
6185,24587990,MS3_0017864,MS3_0017864,MS3_00146,-,Unknown,-,putative sec15,protein-coding,-,-,-,putative sec15,20210313,-
6185,24587991,MS3_0017849,MS3_0017849,MS3_00147,-,Unknown,-,putative initiation factor 5a,protein-coding,-,-,-,putative initiation factor 5a,20210313,-
6185,24587992,MS3_0017868,MS3_0017868,MS3_00148,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24587993,MS3_0017847,MS3_0017847,MS3_00149,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587994,MS3_0017852,MS3_0017852,MS3_00150,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24587995,MS3_0017856,MS3_0017856,MS3_00151,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587996,MS3_0017866,MS3_0017866,MS3_00152,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24587997,MS3_0017855,MS3_0017855,MS3_00153,-,Unknown,-,putative cadherin,protein-coding,-,-,-,putative cadherin,20210313,-
6185,24587999,MS3_0017854,MS3_0017854,MS3_00155,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24588000,MS3_0017867,MS3_0017867,MS3_00156,-,Unknown,-,putative tuberin,protein-coding,-,-,-,putative tuberin,20210313,-
6185,24588003,MS3_0017863,MS3_0017863,MS3_00159,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24588004,MS3_0017870,MS3_0017870,MS3_00160,-,Unknown,-,cytidine deaminase,protein-coding,-,-,-,cytidine deaminase,20210313,-
6185,24588005,MS3_0017860,MS3_0017860,MS3_00162,-,Unknown,-,protein tyrosine kinase,protein-coding,-,-,-,protein tyrosine kinase,20210313,-
6185,24588008,MS3_0017851,MS3_0017851,MS3_00165,-,Unknown,-,putative normocyte-binding protein 1,protein-coding,-,-,-,putative normocyte-binding protein 1,20210223,-
6185,24588009,MS3_0017861,MS3_0017861,MS3_00166,-,Unknown,-,"putative high-affinity cgmp-specific 3, 5-cyclic phosphodiesterase",protein-coding,-,-,-,"putative high-affinity cgmp-specific 3, 5-cyclic phosphodiesterase",20210313,-
6185,24588010,MS3_0017871,MS3_0017871,MS3_00167,-,Unknown,-,putative m16 family peptidase,protein-coding,-,-,-,putative m16 family peptidase,20210313,-
6185,24588011,MS3_0017858,MS3_0017858,MS3_00168,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24588012,MS3_0017853,MS3_0017853,MS3_00169,-,Unknown,-,putative six/sine homebox transcription factor,protein-coding,-,-,-,putative six/sine homebox transcription factor,20210313,-
6185,24588014,MS3_0017865,MS3_0017865,MS3_00172,-,Unknown,-,putative rab geranylgeranyl transferase alpha subunit,protein-coding,-,-,-,putative rab geranylgeranyl transferase alpha subunit,20210327,-
6185,24588015,MS3_0017859,MS3_0017859,MS3_00174,-,Unknown,-,putative zinc finger protein,protein-coding,-,-,-,putative zinc finger protein,20210313,-
6185,24588016,MS3_0017857,MS3_0017857,MS3_00175,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24588018,MS3_0017862,MS3_0017862,MS3_00177,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24588019,MS3_0017145,MS3_0017145,MS3_00178,-,Unknown,-,putative small nuclear ribonucleoprotein-associated protein,protein-coding,-,-,-,putative small nuclear ribonucleoprotein-associated protein,20210403,-
6185,24588020,MS3_0017155,MS3_0017155,MS3_00179,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24588021,MS3_0017143,MS3_0017143,MS3_00180,-,Unknown,-,putative programmed cell death protein,protein-coding,-,-,-,putative programmed cell death protein,20210313,-
6185,24588023,MS3_0017135,MS3_0017135,MS3_00182,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24588024,MS3_0017144,MS3_0017144,MS3_00183,-,Unknown,-,putative calmodulin (CaM),protein-coding,-,-,-,putative calmodulin (CaM),20210327,-
6185,24588025,MS3_0017137,MS3_0017137,MS3_00184,-,Unknown,-,putative signal recognition particle 54 kD protein,protein-coding,-,-,-,putative signal recognition particle 54 kD protein,20210327,-
6185,24588027,MS3_0017136,MS3_0017136,MS3_00186,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24588028,MS3_0017152,MS3_0017152,MS3_00187,-,Unknown,-,"putative gtp-binding protein (I) alpha-1subunit, gnai1",protein-coding,-,-,-,"putative gtp-binding protein (I) alpha-1subunit, gnai1",20210223,-
6185,24588030,MS3_0017140,MS3_0017140,MS3_00189,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24588031,MS3_0017142,MS3_0017142,MS3_00191,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210327,-
6185,24588034,MS3_0017149,MS3_0017149,MS3_00195,-,Unknown,-,tripeptidyl-peptidase II (S08 family),protein-coding,-,-,-,tripeptidyl-peptidase II (S08 family),20210313,-
6185,24588035,MS3_0017154,MS3_0017154,MS3_00196,-,Unknown,-,NDRG4 protein (S33 family),protein-coding,-,-,-,NDRG4 protein (S33 family),20210313,-
6185,24588037,MS3_0017132,MS3_0017132,MS3_00198,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24588038,MS3_0017146,MS3_0017146,MS3_00199,-,Unknown,-,"putative diacylglycerol kinase, zeta, iota",protein-coding,-,-,-,"putative diacylglycerol kinase, zeta, iota",20210313,-
6185,24588039,MS3_0017138,MS3_0017138,MS3_00200,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24588041,MS3_0017134,MS3_0017134,MS3_00202,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24588042,MS3_0017148,MS3_0017148,MS3_00204,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24588043,MS3_0017147,MS3_0017147,MS3_00205,-,Unknown,-,putative tegumental protein,protein-coding,-,-,-,putative tegumental protein,20210327,-
6185,24588044,MS3_0017153,MS3_0017153,MS3_00206,-,Unknown,-,pol-related protein,protein-coding,-,-,-,pol-related protein,20210313,-
6185,24588045,MS3_0017150,MS3_0017150,MS3_00207,-,Unknown,-,"putative solute carrier family 1, glial high affinity glutamate transporter",protein-coding,-,-,-,"putative solute carrier family 1, glial high affinity glutamate transporter",20210327,-
6185,24588047,MS3_0017141,MS3_0017141,MS3_00209,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24588048,MS3_0016398,MS3_0016398,MS3_00210,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24588049,MS3_0016385,MS3_0016385,MS3_00211,-,Unknown,-,putative nuclear receptor nhr-48,protein-coding,-,-,-,putative nuclear receptor nhr-48,20210313,-
6185,24588051,MS3_0016375,MS3_0016375,MS3_00213,-,Unknown,-,putative aldehyde dehydrogenase,protein-coding,-,-,-,putative aldehyde dehydrogenase,20210313,-
6185,24588052,MS3_0016397,MS3_0016397,MS3_00214,-,Unknown,-,kelch-like protein,protein-coding,-,-,-,kelch-like protein,20210313,-
6185,24588053,MS3_0016400,MS3_0016400,MS3_00216,-,Unknown,-,"putative sh3 and multiple ankyrin repeat domains protein 1, 2 (shank1, 2)",protein-coding,-,-,-,"putative sh3 and multiple ankyrin repeat domains protein 1, 2 (shank1, 2)",20210313,-
6185,24588054,MS3_0016402,MS3_0016402,MS3_00219,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210223,-
6185,24588055,MS3_0016395,MS3_0016395,MS3_00220,-,Unknown,-,putative spry domain containing socs box protein,protein-coding,-,-,-,putative spry domain containing socs box protein,20210223,-
6185,24588059,MS3_0016390,MS3_0016390,MS3_00224,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
6185,24588060,MS3_0016386,MS3_0016386,MS3_00225,-,Unknown,-,transcriptional enhancer factor (tef) related,protein-coding,-,-,-,transcriptional enhancer factor (tef) related,20210313,-
6185,24588061,MS3_0016378,MS3_0016378,MS3_00226,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
