#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1235461,14278081,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210407,-
1235461,25010869,C770_RS17560,C770_RS17560,C770_GR4pA120,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010870,C770_RS17570,C770_RS17570,C770_GR4pA122,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
1235461,25010871,C770_RS17565,C770_RS17565,C770_GR4pA121,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170906,-
1235461,25010872,C770_RS17555,C770_RS17555,C770_GR4pA118,-,-,-,cold-shock protein,protein-coding,-,-,-,-,20171220,-
1235461,25010873,C770_RS17530,C770_RS17530,C770_GR4pA113,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
1235461,25010874,C770_RS17510,C770_RS17510,C770_GR4pA108,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010875,C770_RS17515,C770_RS17515,C770_GR4pA110,-,-,-,dienelactone hydrolase-related enzyme,protein-coding,-,-,-,-,20150714,-
1235461,25010876,C770_RS17500,C770_RS17500,C770_GR4pA106,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010877,C770_RS17330,C770_RS17330,C770_GR4pA071,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20151028,-
1235461,25010878,C770_RS17015,C770_RS17015,C770_GR4pA006,-,-,-,prevent-host-death family protein,protein-coding,-,-,-,-,20160827,-
1235461,25010879,C770_RS17310,C770_RS17310,C770_GR4pA067,-,-,-,transposase,protein-coding,-,-,-,-,20210417,-
1235461,25010880,C770_RS17345,C770_RS17345,C770_GR4pA075,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20151028,-
1235461,25010881,C770_RS17305,C770_RS17305,-,-,-,-,hypothetical protein,pseudo,-,-,-,-,20150714,-
1235461,25010882,C770_RS17380,C770_RS17380,C770_GR4pA082,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25010883,C770_RS17175,C770_RS17175,C770_GR4pA040,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20170906,-
1235461,25010884,C770_RS17355,C770_RS17355,C770_GR4pA077,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,-,20150714,-
1235461,25010885,C770_RS17100,C770_RS17100,C770_GR4pA024,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010886,C770_RS17120,C770_RS17120,C770_GR4pA028,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010887,C770_RS17860,C770_RS17860,C770_GR4pA185,-,-,-,Antirestriction protein,protein-coding,-,-,-,-,20170906,-
1235461,25010888,C770_RS17645,C770_RS17645,C770_GR4pA139,-,-,-,"cytochrome c, mono- and diheme variants",protein-coding,-,-,-,-,20210417,-
1235461,25010889,C770_RS17590,C770_RS17590,C770_GR4pA127,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010890,C770_RS17835,C770_RS17835,C770_GR4pA180,-,-,-,replication protein C domain-containing protein,protein-coding,-,-,-,-,20210417,-
1235461,25010891,C770_RS17630,C770_RS17630,C770_GR4pA135,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010892,C770_RS17320,C770_RS17320,C770_GR4pA069,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25010893,C770_RS17375,C770_RS17375,C770_GR4pA081,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25010894,C770_RS17090,C770_RS17090,C770_GR4pA021,-,-,-,DNA mismatch repair protein,protein-coding,-,-,-,-,20160827,-
1235461,25010895,C770_RS17430,C770_RS17430,C770_GR4pA093,-,-,-,type IV secretion pathway protein VirB9,protein-coding,-,-,-,-,20160813,-
1235461,25010896,C770_RS17810,C770_RS17810,C770_GR4pA174,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25010897,C770_RS17740,C770_RS17740,-,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,-,20150714,-
1235461,25010898,C770_RS17670,C770_RS17670,C770_GR4pA145,-,-,-,cytochrome C oxidase,protein-coding,-,-,-,-,20150714,-
1235461,25010899,C770_RS17815,C770_RS17815,C770_GR4pA175,-,-,-,adenylate cyclase,protein-coding,-,-,-,-,20170906,-
1235461,25010900,C770_RS17685,C770_RS17685,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010901,C770_RS17215,C770_RS17215,C770_GR4pA048,-,-,-,dehydrogenase,protein-coding,-,-,-,-,20170908,-
1235461,25010902,C770_RS17055,C770_RS17055,C770_GR4pA014,-,-,-,radical SAM protein,protein-coding,-,-,-,-,20160827,-
1235461,25010903,C770_RS17695,C770_RS17695,C770_GR4pA151,-,-,-,RND family efflux transporter MFP subunit,protein-coding,-,-,-,-,20210417,-
1235461,25010904,C770_RS17845,C770_RS17845,C770_GR4pA182,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25010905,C770_RS17735,C770_RS17735,C770_GR4pA159,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170906,-
1235461,25010906,C770_RS17730,C770_RS17730,C770_GR4pA158,-,-,-,copper-(or silver)-translocating P-type ATPase,protein-coding,-,-,-,-,20160827,-
1235461,25010907,C770_RS17805,C770_RS17805,C770_GR4pA173,-,-,-,copper-binding protein,protein-coding,-,-,-,-,20160827,-
1235461,25010908,C770_RS17790,C770_RS17790,C770_GR4pA170,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010909,C770_RS17850,C770_RS17850,C770_GR4pA183,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25010910,C770_RS17725,C770_RS17725,C770_GR4pA157,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25010911,C770_RS17720,C770_RS17720,C770_GR4pA156,-,-,-,cAMP-binding protein,protein-coding,-,-,-,-,20150714,-
1235461,25010912,C770_RS17715,C770_RS17715,C770_GR4pA155,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25010913,C770_RS17705,C770_RS17705,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010914,C770_RS17675,C770_RS17675,C770_GR4pA146,-,-,-,metal-binding protein,protein-coding,-,-,-,-,20210417,-
1235461,25010915,C770_RS17840,C770_RS17840,C770_GR4pA181,-,-,-,Micrococcal nuclease-like protein (thermonuclease),protein-coding,-,-,-,-,20210417,-
1235461,25010916,C770_RS17710,C770_RS17710,C770_GR4pA154,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
1235461,25010917,C770_RS17795,C770_RS17795,C770_GR4pA171,-,-,-,outer membrane protein,protein-coding,-,-,-,-,20170906,-
1235461,25010918,C770_RS17690,C770_RS17690,C770_GR4pA150,-,-,-,heavy metal efflux pump (cobalt-zinc-cadmium),protein-coding,-,-,-,-,20170908,-
1235461,25010919,C770_RS17620,C770_RS17620,C770_GR4pA133,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010920,C770_RS17700,C770_RS17700,C770_GR4pA152,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25010921,C770_RS17660,C770_RS17660,C770_GR4pA143,-,-,-,cytochrome c biogenesis protein,protein-coding,-,-,-,-,20170908,-
1235461,25010922,C770_RS17775,C770_RS17775,C770_GR4pA167,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010923,C770_RS17765,C770_RS17765,C770_GR4pA165,-,-,-,haloacid dehalogenase,protein-coding,-,-,-,-,20150714,-
1235461,25010924,C770_RS17770,C770_RS17770,C770_GR4pA166,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
1235461,25010925,C770_RS17780,C770_RS17780,C770_GR4pA168,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170906,-
1235461,25010926,C770_RS17760,C770_RS17760,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010927,C770_RS17615,C770_RS17615,C770_GR4pA132,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010928,C770_RS17785,C770_RS17785,C770_GR4pA169,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010929,C770_RS17755,C770_RS17755,C770_GR4pA163,-,-,-,cytochrome c556,protein-coding,-,-,-,-,20210417,-
1235461,25010930,C770_RS17800,C770_RS17800,C770_GR4pA172,-,-,-,multicopper oxidase,protein-coding,-,-,-,-,20170906,-
1235461,25010931,C770_RS17635,C770_RS17635,C770_GR4pA136,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010932,C770_RS17625,C770_RS17625,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010933,C770_RS17820,C770_RS17820,C770_GR4pA177,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170906,-
1235461,25010934,C770_RS17745,C770_RS17745,C770_GR4pA161,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010935,C770_RS17825,C770_RS17825,C770_GR4pA178,-,-,-,Rieske Fe-S protein,protein-coding,-,-,-,-,20170906,-
1235461,25010936,C770_RS17750,C770_RS17750,C770_GR4pA162,-,-,-,acyltransferase,protein-coding,-,-,-,-,20170906,-
1235461,25010937,C770_RS17830,C770_RS17830,C770_GR4pA179,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20210417,-
1235461,25010938,C770_RS17655,C770_RS17655,C770_GR4pA142,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010939,C770_RS17680,C770_RS17680,C770_GR4pA147,-,-,-,multicopper oxidase,protein-coding,-,-,-,-,20170908,-
1235461,25010940,C770_RS17025,C770_RS17025,C770_GR4pA008,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010941,C770_RS17220,C770_RS17220,-,-,-,-,gluconokinase,pseudo,-,-,-,-,20150714,-
1235461,25010942,C770_RS17395,C770_RS17395,C770_GR4pA085,-,-,-,oxidoreductase (related to aryl-alcohol dehydrogenase),protein-coding,-,-,-,-,20151028,-
1235461,25010943,C770_RS17600,C770_RS17600,C770_GR4pA129,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20150714,-
1235461,25010944,C770_RS17610,C770_RS17610,C770_GR4pA131,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010945,C770_RS17855,C770_RS17855,-,-,-,-,cell filamentation protein Fic,pseudo,-,-,-,-,20150714,-
1235461,25010946,C770_RS17300,C770_RS17300,C770_GR4pA065,-,-,-,NTP pyrophosphohydrolase including oxidative damage repair enzyme,protein-coding,-,-,-,-,20150715,-
1235461,25010947,C770_RS17000,C770_RS17000,C770_GR4pA002,-,-,-,plasmid partitioning protein RepB,protein-coding,-,-,-,-,20170906,-
1235461,25010948,C770_RS17085,C770_RS17085,C770_GR4pA020,-,-,-,Z1 domain protein,protein-coding,-,-,-,-,20201026,-
1235461,25010949,C770_RS17170,C770_RS17170,C770_GR4pA039,-,-,-,Sugar kinase ribokinase family,protein-coding,-,-,-,-,20170908,-
1235461,25010950,C770_RS17260,C770_RS17260,C770_GR4pA058,-,-,-,hisitidine kinase,protein-coding,-,-,-,-,20201010,-
1235461,25010951,C770_RS17865,C770_RS17865,-,-,-,-,ncRNA,ncRNA,-,-,-,-,20150714,-
1235461,25010952,C770_RS17020,C770_RS17020,C770_GR4pA007,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
1235461,25010953,C770_RS17270,C770_RS17270,C770_GR4pA060,-,-,-,RecA-superfamily ATPase implicated in signal transduction,protein-coding,-,-,-,-,20150714,-
1235461,25010954,C770_RS17105,C770_RS17105,C770_GR4pA025,-,-,-,DNA mismatch endonuclease Vsr,protein-coding,-,-,-,-,20160827,-
1235461,25010955,C770_RS17325,C770_RS17325,C770_GR4pA070,-,-,-,DNA-binding protein,protein-coding,-,-,-,-,20210424,-
1235461,25010956,C770_RS17650,C770_RS17650,C770_GR4pA140,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25010957,C770_RS17360,C770_RS17360,C770_GR4pA078,-,-,-,hydrolase of the alpha/beta superfamily,protein-coding,-,-,-,-,20170908,-
1235461,25010958,C770_RS17110,C770_RS17110,C770_GR4pA026,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010959,C770_RS17115,C770_RS17115,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010960,C770_RS17255,C770_RS17255,C770_GR4pA057,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010961,C770_RS17080,C770_RS17080,C770_GR4pA019,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
1235461,25010962,C770_RS17480,C770_RS17480,C770_GR4pA103,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010963,C770_RS17410,C770_RS17410,C770_GR4pA088,-,-,-,flavodoxin,protein-coding,-,-,-,-,20210417,-
1235461,25010964,C770_RS17405,C770_RS17405,C770_GR4pA087,-,-,-,oxidoreductase (related to aryl-alcohol dehydrogenase),protein-coding,-,-,-,-,20210417,-
1235461,25010965,C770_RS17415,C770_RS17415,C770_GR4pA090,-,-,-,type IV secretion pathway protein VirD4,protein-coding,-,-,-,-,20170906,-
1235461,25010966,C770_RS17445,C770_RS17445,C770_GR4pA096,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
1235461,25010967,C770_RS17385,C770_RS17385,C770_GR4pA083,-,-,-,adenylate cyclase,protein-coding,-,-,-,-,20151028,-
1235461,25010968,C770_RS17440,C770_RS17440,C770_GR4pA095,-,-,-,type IV secretion pathway protein VirB6,protein-coding,-,-,-,-,20210417,-
1235461,25010969,C770_RS17250,C770_RS17250,-,-,-,-,gentamicin 3'-acetyltransferase,protein-coding,-,-,-,-,20150714,-
1235461,25010970,C770_RS17435,C770_RS17435,C770_GR4pA094,-,-,-,"type IV secretion pathway, component VirB8",protein-coding,-,-,-,-,20210417,-
1235461,25010971,C770_RS17045,C770_RS17045,C770_GR4pA012,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
1235461,25010972,C770_RS17180,C770_RS17180,C770_GR4pA041,-,-,-,amino acid ABC transporter substrate-binding protein,protein-coding,-,-,-,-,20210417,-
1235461,25010973,C770_RS17210,C770_RS17210,C770_GR4pA047,-,-,-,Threonine dehydrogenase and related Zn-dependent dehydrogenase,protein-coding,-,-,-,-,20170906,-
1235461,25010974,C770_RS17245,C770_RS17245,C770_GR4pA055,-,-,-,Mg2+ transporter (mgtE),protein-coding,-,-,-,-,20170908,-
1235461,25010975,C770_RS17165,C770_RS17165,C770_GR4pA038,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20170906,-
1235461,25010976,C770_RS17005,C770_RS17005,C770_GR4pA004,-,-,-,replication protein C domain-containing protein,protein-coding,-,-,-,-,20150714,-
1235461,25010977,C770_RS17075,C770_RS17075,C770_GR4pA018,-,-,-,AIPR protein,protein-coding,-,-,-,-,20160827,-
1235461,25010978,C770_RS17125,C770_RS17125,C770_GR4pA029,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,-,20150714,-
1235461,25010979,C770_RS17035,C770_RS17035,C770_GR4pA010,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
1235461,25010980,C770_RS17285,C770_RS17285,-,-,-,-,hypothetical protein,pseudo,-,-,-,-,20150714,-
1235461,25010981,C770_RS17190,C770_RS17190,C770_GR4pA043,-,-,-,amino acid ABC transporter permease,protein-coding,-,-,-,-,20170906,-
1235461,25010982,C770_RS17150,C770_RS17150,C770_GR4pA035,-,-,-,sugar ABC transporter substrate-binding protein,protein-coding,-,-,-,-,20160827,-
1235461,25010983,C770_RS17335,C770_RS17335,C770_GR4pA073,-,-,-,chromosome partitioning protein,protein-coding,-,-,-,-,20150714,-
1235461,25010984,C770_RS17340,C770_RS17340,C770_GR4pA074,-,-,-,mobilization protein MobC,protein-coding,-,-,-,-,20210417,-
1235461,25010985,C770_RS17200,C770_RS17200,C770_GR4pA045,-,-,-,demethylmenaquinone methyltransferase,protein-coding,-,-,-,-,20171117,-
1235461,25010986,C770_RS17185,C770_RS17185,C770_GR4pA042,-,-,-,amine acid ABC transporter permease 3-TM region His/Glu/Gln/Arg/opine family,protein-coding,-,-,-,-,20170906,-
1235461,25010987,C770_RS17370,C770_RS17370,C770_GR4pA080,-,-,-,cupin,protein-coding,-,-,-,-,20150725,-
1235461,25010988,C770_RS17145,C770_RS17145,C770_GR4pA034,-,-,-,sugar isomerase,protein-coding,-,-,-,-,20170906,-
1235461,25010989,C770_RS17390,C770_RS17390,C770_GR4pA084,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20210417,-
1235461,25010990,C770_RS17195,C770_RS17195,C770_GR4pA044,-,-,-,polar amino acid ABC transporter ATPase,protein-coding,-,-,-,-,20170908,-
1235461,25010991,C770_RS17010,C770_RS17010,C770_GR4pA005,-,-,-,integrase,protein-coding,-,-,-,-,20150714,-
1235461,25010992,C770_RS17400,C770_RS17400,C770_GR4pA086,-,-,-,oxidoreductase (related to aryl-alcohol dehydrogenase),protein-coding,-,-,-,-,20151028,-
1235461,25010993,C770_RS17070,C770_RS17070,C770_GR4pA017,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25010994,C770_RS17265,C770_RS17265,C770_GR4pA059,-,-,-,histidine kinase,protein-coding,-,-,-,-,20171220,-
1235461,25010995,C770_RS16995,C770_RS16995,C770_GR4pA001,-,-,-,probably involved in plasmid replication and partition; putative plasmid replication protein,protein-coding,-,-,-,probably involved in plasmid replication and partition|putative plasmid replication protein|plasmid partitioning protein RepA,20171220,-
1235461,25010996,C770_RS17060,C770_RS17060,C770_GR4pA015,-,-,-,diaminopimelate decarboxylase,protein-coding,-,-,-,-,20160827,-
1235461,25010997,C770_RS17160,C770_RS17160,C770_GR4pA037,-,-,-,sugar ABC transporter permease,protein-coding,-,-,-,-,20170906,-
1235461,25010998,C770_RS17290,C770_RS17290,C770_GR4pA063,-,-,-,membrane protein,pseudo,-,-,-,-,20150714,-
1235461,25010999,C770_RS17230,C770_RS17230,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011000,C770_RS17135,C770_RS17135,C770_GR4pA031,-,-,-,hydrolase or acyltransferase (alpha/beta hydrolase superfamily),protein-coding,-,-,-,-,20170906,-
1235461,25011001,C770_RS17040,C770_RS17040,C770_GR4pA011,-,-,-,S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase),protein-coding,-,-,-,-,20170908,-
1235461,25011002,C770_RS17065,C770_RS17065,C770_GR4pA016,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
1235461,25011003,C770_RS17155,C770_RS17155,C770_GR4pA036,-,-,-,ABC transporter,protein-coding,-,-,-,-,20150714,-
1235461,25011004,C770_RS17050,C770_RS17050,C770_GR4pA013,-,-,-,Fe-S oxidoreductase,protein-coding,-,-,-,-,20150715,-
1235461,25011005,C770_RS17130,C770_RS17130,C770_GR4pA030,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20201026,-
1235461,25011006,trkD,C770_RS17275,C770_GR4pA061,-,-,-,K+ transporter,protein-coding,-,-,-,-,20150714,-
1235461,25011007,C770_RS17140,C770_RS17140,C770_GR4pA032,-,-,-,membrane protein,protein-coding,-,-,-,-,20150714,-
1235461,25011008,C770_RS17225,C770_RS17225,C770_GR4pA051,-,-,-,guanylate cyclase,protein-coding,-,-,-,-,20201026,-
1235461,25011009,C770_RS17205,C770_RS17205,C770_GR4pA046,-,-,-,lactate dehydrogenase,protein-coding,-,-,-,-,20170908,-
1235461,25011010,C770_RS17350,C770_RS17350,C770_GR4pA076,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011011,C770_RS17315,C770_RS17315,C770_GR4pA068,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20151028,-
1235461,25011012,C770_RS17295,C770_RS17295,C770_GR4pA064,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011013,C770_RS17240,C770_RS17240,C770_GR4pA054,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011014,C770_RS17365,C770_RS17365,C770_GR4pA079,-,-,-,of gamma-carboxymuconolactone decarboxylase-like protein subunit,protein-coding,-,-,-,-,20150715,-
1235461,25011015,C770_RS17030,C770_RS17030,C770_GR4pA009,-,-,-,HTH DNA-binding domain/protein of unknown function (DUF1612),protein-coding,-,-,-,-,20201026,-
1235461,25011016,C770_RS17595,C770_RS17595,C770_GR4pA128,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011017,C770_RS17605,C770_RS17605,C770_GR4pA130,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25011018,C770_RS17580,C770_RS17580,C770_GR4pA125,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25011019,C770_RS17545,C770_RS17545,C770_GR4pA116,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011020,C770_RS17550,C770_RS17550,C770_GR4pA117,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011021,C770_RS17585,C770_RS17585,C770_GR4pA126,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011022,C770_RS17575,C770_RS17575,C770_GR4pA123,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011023,C770_RS17280,C770_RS17280,C770_GR4pA062,-,-,-,hypothetical protein,pseudo,-,-,-,-,20150714,-
1235461,25011024,C770_RS18865,C770_RS18865,C770_GR4pB232,-,-,-,similar to protein A of ISRm15 from S. meliloti,protein-coding,-,-,-,similar to protein A of ISRm15 from S. meliloti|transposase,20200926,-
1235461,25011025,C770_RS18335,C770_RS18335,C770_GR4pB114,-,-,-,NTP pyrophosphohydrolase including oxidative damage repair enzyme,protein-coding,-,-,-,-,20150715,-
1235461,25011026,C770_RS18825,C770_RS18825,C770_GR4pB223,-,-,-,DNA replication protein,protein-coding,-,-,-,-,20201026,-
1235461,25011027,C770_RS18210,C770_RS18210,C770_GR4pB081,-,-,-,mannose-6-phosphate isomerase,protein-coding,-,-,-,-,20160813,-
1235461,25011028,C770_RS18030,C770_RS18030,C770_GR4pB031,-,-,-,magnesium transporter,protein-coding,-,-,-,-,20150714,-
1235461,25011029,C770_RS18875,C770_RS18875,-,-,-,-,transposase,pseudo,-,-,-,-,20150714,-
1235461,25011030,C770_RS18740,C770_RS18740,C770_GR4pB203,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011031,C770_RS17930,C770_RS17930,C770_GR4pB009,-,-,-,Site-specific recombinase XerD,protein-coding,-,-,-,-,20201026,-
1235461,25011032,C770_RS18845,C770_RS18845,C770_GR4pB227,-,-,-,Site-specific recombinase DNA invertase Pin-like protein,protein-coding,-,-,-,-,20160827,-
1235461,25011033,C770_RS17935,C770_RS17935,C770_GR4pB010,-,-,-,transposase,protein-coding,-,-,-,-,20160827,-
1235461,25011034,C770_RS17955,C770_RS17955,C770_GR4pB015,-,-,-,ATP-dependent endonuclease,pseudo,-,-,-,-,20150714,-
1235461,25011035,C770_RS18200,C770_RS18200,-,-,-,-,DNA polymerase,pseudo,-,-,-,-,20150714,-
1235461,25011036,C770_RS18870,C770_RS18870,-,-,-,-,transposase,pseudo,-,-,-,-,20150714,-
1235461,25011037,C770_RS17990,C770_RS17990,C770_GR4pB023,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170906,-
1235461,25011038,C770_RS17875,C770_RS17875,-,-,-,-,ncRNA,ncRNA,-,-,-,-,20150714,-
1235461,25011039,C770_RS18655,C770_RS18655,-,-,-,-,transposase,pseudo,-,-,-,-,20150714,-
1235461,25011040,C770_RS17950,C770_RS17950,-,-,-,-,hypothetical protein,pseudo,-,-,-,-,20150714,-
1235461,25011041,C770_RS18835,C770_RS18835,C770_GR4pB225,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20201010,-
