#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2027252,55808150,HYP45_gp02,HYP45_gp02,LP9404_02,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210424,-
2027252,55808165,HYP45_gp17,HYP45_gp17,LP9404_17,-,-,-,tape measure protein,protein-coding,-,-,-,tape measure protein,20210424,-
2027252,55808166,HYP45_gp18,HYP45_gp18,LP9404_18,-,-,-,distal tail protein,protein-coding,-,-,-,distal tail protein,20210424,-
2027252,55808167,HYP45_gp19,HYP45_gp19,LP9404_19,-,-,-,tail associated lysin,protein-coding,-,-,-,tail associated lysin,20210424,-
2027252,55808168,HYP45_gp20,HYP45_gp20,LP9404_20,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808169,HYP45_gp21,HYP45_gp21,LP9404_21,-,-,-,receptor binding protein,protein-coding,-,-,-,receptor binding protein,20210424,-
2027252,55808170,HYP45_gp22,HYP45_gp22,LP9404_22,-,-,-,holin,protein-coding,-,-,-,holin,20200704,-
2027252,55808171,HYP45_gp23,HYP45_gp23,LP9404_23,-,-,-,lysin,protein-coding,-,-,-,lysin,20210424,-
2027252,55808172,HYP45_gp24,HYP45_gp24,LP9404_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808173,HYP45_gp25,HYP45_gp25,LP9404_25,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808174,HYP45_gp26,HYP45_gp26,LP9404_26,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808175,HYP45_gp27,HYP45_gp27,LP9404_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808176,HYP45_gp28,HYP45_gp28,LP9404_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808177,HYP45_gp29,HYP45_gp29,LP9404_29,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808178,HYP45_gp30,HYP45_gp30,LP9404_30,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2027252,55808179,HYP45_gp31,HYP45_gp31,LP9404_31,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808180,HYP45_gp32,HYP45_gp32,LP9404_32,-,-,-,methylase,protein-coding,-,-,-,methylase,20200704,-
2027252,55808181,HYP45_gp33,HYP45_gp33,LP9404_33,-,-,-,methylase,protein-coding,-,-,-,methylase,20200704,-
2027252,55808182,HYP45_gp34,HYP45_gp34,LP9404_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808183,HYP45_gp35,HYP45_gp35,LP9404_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808184,HYP45_gp36,HYP45_gp36,LP9404_36,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808185,HYP45_gp37,HYP45_gp37,LP9404_37,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20200704,-
2027252,55808186,HYP45_gp38,HYP45_gp38,LP9404_38,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808187,HYP45_gp39,HYP45_gp39,LP9404_39,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808188,HYP45_gp40,HYP45_gp40,LP9404_40,-,-,-,SSB protein,protein-coding,-,-,-,SSB protein,20210424,-
2027252,55808189,HYP45_gp41,HYP45_gp41,LP9404_41,-,-,-,SAK protein,protein-coding,-,-,-,SAK protein,20210424,-
2027252,55808190,HYP45_gp42,HYP45_gp42,LP9404_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808191,HYP45_gp43,HYP45_gp43,LP9404_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808192,HYP45_gp44,HYP45_gp44,LP9404_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808193,HYP45_gp45,HYP45_gp45,LP9404_45,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808194,HYP45_gp46,HYP45_gp46,LP9404_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2027252,55808195,HYP45_gp47,HYP45_gp47,LP9404_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808196,HYP45_gp48,HYP45_gp48,LP9404_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808197,HYP45_gp49,HYP45_gp49,LP9404_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808198,HYP45_gp50,HYP45_gp50,LP9404_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808199,HYP45_gp51,HYP45_gp51,LP9404_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808200,HYP45_gp52,HYP45_gp52,LP9404_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808201,HYP45_gp53,HYP45_gp53,LP9404_53,-,-,-,holiday junction endonuclease,protein-coding,-,-,-,holiday junction endonuclease,20210424,-
2027252,55808202,HYP45_gp54,HYP45_gp54,LP9404_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2027252,55808203,HYP45_gp01,HYP45_gp01,LP9404_01,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20201010,-
2027252,55863447,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200706,-
