#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2024303,64871766,KIV66_gp02,KIV66_gp02,SEA_MYRADEE_2,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20210515,-
2024303,64871790,KIV66_gp26,KIV66_gp26,SEA_MYRADEE_26,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210515,-
2024303,64871791,KIV66_gp27,KIV66_gp27,SEA_MYRADEE_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871792,KIV66_gp28,KIV66_gp28,SEA_MYRADEE_28,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210515,-
2024303,64871793,KIV66_gp29,KIV66_gp29,SEA_MYRADEE_29,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210515,-
2024303,64871794,KIV66_gp30,KIV66_gp30,SEA_MYRADEE_30,-,-,-,integrase,protein-coding,-,-,-,integrase,20210515,-
2024303,64871795,KIV66_gp31,KIV66_gp31,SEA_MYRADEE_31,-,-,-,excise,protein-coding,-,-,-,excise,20210515,-
2024303,64871796,KIV66_gp32,KIV66_gp32,SEA_MYRADEE_32,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871797,KIV66_gp33,KIV66_gp33,SEA_MYRADEE_33,-,-,-,deoxyxytidylate deaminase,protein-coding,-,-,-,deoxyxytidylate deaminase,20210515,-
2024303,64871798,KIV66_gp34,KIV66_gp34,SEA_MYRADEE_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871799,KIV66_gp35,KIV66_gp35,SEA_MYRADEE_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871800,KIV66_gp36,KIV66_gp36,SEA_MYRADEE_36,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871801,KIV66_gp37,KIV66_gp37,SEA_MYRADEE_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871802,KIV66_gp38,KIV66_gp38,SEA_MYRADEE_38,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871803,KIV66_gp39,KIV66_gp39,SEA_MYRADEE_39,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871804,KIV66_gp40,KIV66_gp40,SEA_MYRADEE_40,-,-,-,DNA polymerase I,protein-coding,-,-,-,DNA polymerase I,20210515,-
2024303,64871805,KIV66_gp41,KIV66_gp41,SEA_MYRADEE_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871806,KIV66_gp42,KIV66_gp42,SEA_MYRADEE_42,-,-,-,helix-turn-helix DNA binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA binding domain protein,20210515,-
2024303,64871807,KIV66_gp43,KIV66_gp43,SEA_MYRADEE_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871808,KIV66_gp44,KIV66_gp44,SEA_MYRADEE_44,-,-,-,ribonucleotide reductase,protein-coding,-,-,-,ribonucleotide reductase,20210515,-
2024303,64871809,KIV66_gp45,KIV66_gp45,SEA_MYRADEE_45,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871810,KIV66_gp46,KIV66_gp46,SEA_MYRADEE_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871811,KIV66_gp47,KIV66_gp47,SEA_MYRADEE_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871812,KIV66_gp48,KIV66_gp48,SEA_MYRADEE_48,-,-,-,helix-turn-helix DNA binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA binding domain protein,20210515,-
2024303,64871813,KIV66_gp49,KIV66_gp49,SEA_MYRADEE_49,-,-,-,phosphoesterase,protein-coding,-,-,-,phosphoesterase,20210515,-
2024303,64871814,KIV66_gp50,KIV66_gp50,SEA_MYRADEE_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871815,KIV66_gp51,KIV66_gp51,SEA_MYRADEE_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871816,KIV66_gp52,KIV66_gp52,SEA_MYRADEE_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871817,KIV66_gp53,KIV66_gp53,SEA_MYRADEE_53,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210515,-
2024303,64871818,KIV66_gp54,KIV66_gp54,SEA_MYRADEE_54,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210515,-
2024303,64871819,KIV66_gp56,KIV66_gp56,SEA_MYRADEE_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871820,KIV66_gp57,KIV66_gp57,SEA_MYRADEE_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871821,KIV66_gp58,KIV66_gp58,SEA_MYRADEE_58,-,-,-,endonuclease VII,protein-coding,-,-,-,endonuclease VII,20210515,-
2024303,64871822,KIV66_gp59,KIV66_gp59,SEA_MYRADEE_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871823,KIV66_gp60,KIV66_gp60,SEA_MYRADEE_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871824,KIV66_gp61,KIV66_gp61,SEA_MYRADEE_61,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871825,KIV66_gp62,KIV66_gp62,SEA_MYRADEE_62,-,-,-,helix-turn-helix DNA binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA binding domain protein,20210515,-
2024303,64871826,KIV66_gp63,KIV66_gp63,SEA_MYRADEE_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871827,KIV66_gp64,KIV66_gp64,SEA_MYRADEE_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871828,KIV66_gp65,KIV66_gp65,SEA_MYRADEE_65,-,-,-,phosphoribosyl transferase,protein-coding,-,-,-,phosphoribosyl transferase,20210515,-
2024303,64871829,KIV66_gp66,KIV66_gp66,SEA_MYRADEE_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871830,KIV66_gp67,KIV66_gp67,SEA_MYRADEE_67,-,-,-,dsDNA helicase,protein-coding,-,-,-,dsDNA helicase,20210515,-
2024303,64871831,KIV66_gp68,KIV66_gp68,SEA_MYRADEE_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871832,KIV66_gp69,KIV66_gp69,SEA_MYRADEE_69,-,-,-,helix-turn-helix DNA binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA binding domain protein,20210515,-
2024303,64871833,KIV66_gp70,KIV66_gp70,SEA_MYRADEE_70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871834,KIV66_gp71,KIV66_gp71,SEA_MYRADEE_71,-,-,-,Cas4 family exonuclease,protein-coding,-,-,-,Cas4 family exonuclease,20210515,-
2024303,64871835,KIV66_gp72,KIV66_gp72,SEA_MYRADEE_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871836,KIV66_gp73,KIV66_gp73,SEA_MYRADEE_73,-,-,-,immunity repressor,protein-coding,-,-,-,immunity repressor,20210515,-
2024303,64871837,KIV66_gp74,KIV66_gp74,SEA_MYRADEE_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871838,KIV66_gp75,KIV66_gp75,SEA_MYRADEE_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871839,KIV66_gp76,KIV66_gp76,SEA_MYRADEE_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871840,KIV66_gp77,KIV66_gp77,SEA_MYRADEE_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871841,KIV66_gp78,KIV66_gp78,SEA_MYRADEE_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871842,KIV66_gp79,KIV66_gp79,SEA_MYRADEE_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871843,KIV66_gp80,KIV66_gp80,SEA_MYRADEE_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871844,KIV66_gp81,KIV66_gp81,SEA_MYRADEE_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871845,KIV66_gp82,KIV66_gp82,SEA_MYRADEE_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871846,KIV66_gp83,KIV66_gp83,SEA_MYRADEE_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871847,KIV66_gp84,KIV66_gp84,SEA_MYRADEE_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871848,KIV66_gp85,KIV66_gp85,SEA_MYRADEE_85,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871849,KIV66_gp86,KIV66_gp86,SEA_MYRADEE_86,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871850,KIV66_gp87,KIV66_gp87,SEA_MYRADEE_87,-,-,-,ArdA-like antirestriction protein,protein-coding,-,-,-,ArdA-like antirestriction protein,20210515,-
2024303,64871851,KIV66_gp88,KIV66_gp88,SEA_MYRADEE_88,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871852,KIV66_gp89,KIV66_gp89,SEA_MYRADEE_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871853,KIV66_gp90,KIV66_gp90,SEA_MYRADEE_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871854,KIV66_gp91,KIV66_gp91,SEA_MYRADEE_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871855,KIV66_gp92,KIV66_gp92,SEA_MYRADEE_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871856,KIV66_gp93,KIV66_gp93,SEA_MYRADEE_93,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871857,KIV66_gp94,KIV66_gp94,SEA_MYRADEE_94,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871858,KIV66_gp55,KIV66_gp55,SEA_MYRADEE_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
2024303,64871859,KIV66_gp01,KIV66_gp01,SEA_MYRADEE_1,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210515,-
2024303,64953865,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210517,-
