#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1610828,26624013,AVU36_gp02,AVU36_gp02,-,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20201221,-
1610828,26624061,AVU36_gp50,AVU36_gp50,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624062,AVU36_gp51,AVU36_gp51,-,-,-,-,putative DNA repair and recombination protein,protein-coding,-,-,-,putative DNA repair and recombination protein,20201221,-
1610828,26624063,AVU36_gp52,AVU36_gp52,-,-,-,-,putative ATP-dependent DNA ligase,protein-coding,-,-,-,putative ATP-dependent DNA ligase,20201221,-
1610828,26624064,AVU36_gp53,AVU36_gp53,-,-,-,-,putative RNAse H,protein-coding,-,-,-,putative RNAse H,20201221,-
1610828,26624065,AVU36_gp54,AVU36_gp54,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624066,AVU36_gp55,AVU36_gp55,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624067,AVU36_gp56,AVU36_gp56,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624068,AVU36_gp57,AVU36_gp57,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624069,AVU36_gp58,AVU36_gp58,-,-,-,-,deoxyuridine 5'-triphosphate nucleotidohydrolase,protein-coding,-,-,-,deoxyuridine 5'-triphosphate nucleotidohydrolase,20201221,-
1610828,26624070,AVU36_gp59,AVU36_gp59,-,-,-,-,putative nuclease,protein-coding,-,-,-,putative nuclease,20201221,-
1610828,26624071,AVU36_gp60,AVU36_gp60,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624072,AVU36_gp61,AVU36_gp61,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624073,AVU36_gp62,AVU36_gp62,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624074,AVU36_gp63,AVU36_gp63,-,-,-,-,putative primase,protein-coding,-,-,-,putative primase,20201221,-
1610828,26624075,AVU36_gp64,AVU36_gp64,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624076,AVU36_gp65,AVU36_gp65,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624077,AVU36_gp66,AVU36_gp66,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624078,AVU36_gp67,AVU36_gp67,-,-,-,-,homing endonuclease,protein-coding,-,-,-,homing endonuclease,20201221,-
1610828,26624079,AVU36_gp68,AVU36_gp68,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624080,AVU36_gp69,AVU36_gp69,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624081,AVU36_gp70,AVU36_gp70,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624082,AVU36_gp71,AVU36_gp71,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624083,AVU36_gp72,AVU36_gp72,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624084,AVU36_gp73,AVU36_gp73,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624085,AVU36_gp74,AVU36_gp74,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624086,AVU36_gp75,AVU36_gp75,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624087,AVU36_gp76,AVU36_gp76,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624088,AVU36_gp77,AVU36_gp77,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624089,AVU36_gp78,AVU36_gp78,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624090,AVU36_gp79,AVU36_gp79,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624091,AVU36_gp80,AVU36_gp80,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624092,AVU36_gp81,AVU36_gp81,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624093,AVU36_gp82,AVU36_gp82,-,-,-,-,putative DNA binding protein,protein-coding,-,-,-,putative DNA binding protein,20201221,-
1610828,26624094,AVU36_gp83,AVU36_gp83,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624095,AVU36_gp84,AVU36_gp84,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624096,AVU36_gp85,AVU36_gp85,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624097,AVU36_gp86,AVU36_gp86,-,-,-,-,putative protease,protein-coding,-,-,-,putative protease,20201221,-
1610828,26624098,AVU36_gp87,AVU36_gp87,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624099,AVU36_gp88,AVU36_gp88,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624100,AVU36_gp89,AVU36_gp89,-,-,-,-,putative holin protein,protein-coding,-,-,-,putative holin protein,20201221,-
1610828,26624101,AVU36_gp90,AVU36_gp90,-,-,-,-,lysis regulatory protein,protein-coding,-,-,-,lysis regulatory protein,20201221,-
1610828,26624102,AVU36_gp91,AVU36_gp91,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610828,26624103,AVU36_gp01,AVU36_gp01,-,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20201221,-
1610828,26680742,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Enterobacteria phage CAjan).,other,-,-,-,-,20210609,-
