#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
393283,19349495,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20160423,-
393283,30218099,nad2,BOP20_gp43,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,-,20170310,-
393283,30218100,nad3,BOP20_gp42,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,-,20170310,-
393283,30218101,atp9,BOP20_gp41,-,-,MT,-,ATP synthase F0 subunit c,protein-coding,-,-,-,-,20170310,-
393283,30218102,orf221,BOP20_gp40,-,-,MT,-,reverse transcriptase,protein-coding,-,-,-,-,20170310,-
393283,30218103,cox2,BOP20_gp39,-,-,MT,-,cytochrome c oxidase subunit 2,protein-coding,-,-,-,-,20170310,-
393283,30218104,orf208,BOP20_gp37,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170310,-
393283,30218105,orf284,BOP20_gp38,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218106,orf305,BOP20_gp36,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170310,-
393283,30218107,trnY(ata),BOP20_gt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218108,orf465,BOP20_gp35,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170310,-
393283,30218109,nad4L,BOP20_gp34,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,-,20170908,-
393283,30218110,orf369,BOP20_gp33,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218111,trnR(tct),BOP20_gt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218112,orf695,BOP20_gp31,-,-,MT,-,reverse transcriptase,protein-coding,-,-,-,-,20170310,-
393283,30218113,cob,BOP20_gp30,-,-,MT,-,apocytochrome b,protein-coding,-,-,-,-,20170310,-
393283,30218114,orf216,BOP20_gp28,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218115,orf319,BOP20_gp27,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218116,trnC(gca),BOP20_gt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218117,orf419,BOP20_gp29,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170310,-
393283,30218118,orf202,BOP20_gp26,-,-,MT,-,N-acetyl-transferase,protein-coding,-,-,-,-,20170310,-
393283,30218119,trnC(gca),BOP20_gt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218120,trnR(acg),BOP20_gt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218121,cox1,BOP20_gp25,-,-,MT,-,cytochrome c oxidase subunit 1,protein-coding,-,-,-,-,20170310,-
393283,30218122,orf544,BOP20_gp23,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218123,orf141,BOP20_gp22,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218124,orf136,BOP20_gp20,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170310,-
393283,30218125,orf354,BOP20_gp19,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218126,orf216,BOP20_gp18,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218127,orf321,BOP20_gp17,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218128,orf336,BOP20_gp16,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218129,orf363,BOP20_gp15,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218130,orf110,BOP20_gp14,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170310,-
393283,30218131,orf361,BOP20_gp24,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218132,trnR(tct),BOP20_gt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218133,nad1,BOP20_gp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,-,20170310,-
393283,30218134,nad4,BOP20_gp12,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,-,20170310,-
393283,30218135,atp8,BOP20_gp10,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,-,20170310,-
393283,30218136,orf432,BOP20_gp11,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218137,atp6,BOP20_gp09,-,-,MT,-,ATP synthase F0 subunit a,protein-coding,-,-,-,-,20170310,-
393283,30218138,orf358,BOP20_gp07,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218139,orf254,BOP20_gp06,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218140,orf135,BOP20_gp05,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170310,-
393283,30218141,orf437,BOP20_gp08,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170310,-
393283,30218142,trnR(tct),BOP20_gt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218143,rns,BOP20_gr01,-,-,MT,-,small subunit ribosomal RNA,rRNA,-,-,-,-,20161115,-
393283,30218144,trnY(gta),BOP20_gt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218145,trnN(gtt),BOP20_gt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218146,trnK(ttt),BOP20_gt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218147,trnG(tcc),BOP20_gt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218148,trnD(gtc),BOP20_gt23,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218149,trnS(gct),BOP20_gt24,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218150,trnW(tca),BOP20_gt25,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218151,trnP(tgg),BOP20_gt26,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218152,trnS(tga),BOP20_gt27,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218153,trnD(gtc),BOP20_gt28,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218154,nad6,BOP20_gp04,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,-,20170310,-
393283,30218155,trnV(tac),BOP20_gt29,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218156,orf464,BOP20_gp03,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170310,-
393283,30218157,trnV(tac),BOP20_gt30,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218158,cox3,BOP20_gp02,-,-,MT,-,cytochrome c oxidase subunit 3,protein-coding,-,-,-,-,20170310,-
393283,30218159,orf335,BOP20_gp01,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170310,-
393283,30218160,trnI(gat),BOP20_gt31,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218161,trnP(tgg),BOP20_gt32,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161115,-
393283,30218162,rnl,BOP20_gr02,-,-,MT,-,large subunit ribosomal RNA,rRNA,-,-,-,-,20161115,-
