#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
242507,2674091,MGG_00839,MGG_00839,-,-,5,-,vacuolar protein sorting-associated protein 74,protein-coding,-,-,-,vacuolar protein sorting-associated protein 74,20200919,-
242507,2674118,MGG_00962,MGG_00962,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674119,MGG_00929,MGG_00929,-,-,5,-,sulfite reductase flavoprotein component,protein-coding,-,-,-,sulfite reductase flavoprotein component,20200919,-
242507,2674121,MGG_01073,MGG_01073,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674123,MGG_00917,MGG_00917,-,-,5,-,carrier protein YMC1,protein-coding,-,-,-,carrier protein YMC1,20200919,-
242507,2674124,MGG_00569,MGG_00569,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674125,MGG_00817,MGG_00817,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674127,MGG_01074,MGG_01074,-,-,5,-,WD repeat-containing protein 5B,protein-coding,-,-,-,WD repeat-containing protein 5B,20200919,-
242507,2674129,MGG_00153,MGG_00153,-,-,5,-,sphingolipid long chain base-responsive protein LSP1,protein-coding,-,-,-,sphingolipid long chain base-responsive protein LSP1,20200919,-
242507,2674130,MGG_01028,MGG_01028,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674131,MGG_01113,MGG_01113,-,-,5,-,40S ribosomal protein S10-A,protein-coding,-,-,-,40S ribosomal protein S10-A,20200926,-
242507,2674133,MGG_00846,MGG_00846,-,-,5,-,L-fucose permease Glucose/galactose transporter,protein-coding,-,-,-,L-fucose permease Glucose/galactose transporter,20200919,-
242507,2674134,MGG_00227,MGG_00227,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674136,MGG_00963,MGG_00963,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674138,MGG_00450,MGG_00450,-,-,5,-,phosphoenolpyruvate carboxykinase,protein-coding,-,-,-,phosphoenolpyruvate carboxykinase,20200919,-
242507,2674139,MGG_00612,MGG_00612,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674140,MGG_00397,MGG_00397,-,-,5,-,RNA polymerase II transcription factor B subunit 2,protein-coding,-,-,-,RNA polymerase II transcription factor B subunit 2,20200919,-
242507,2674141,MGG_00446,MGG_00446,-,-,5,-,casein kinase II subunit beta-1,protein-coding,-,-,-,casein kinase II subunit beta-1,20200919,-
242507,2674142,MGG_00638,MGG_00638,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674143,MGG_00759,MGG_00759,-,-,5,-,peroxin 24,protein-coding,-,-,-,peroxin 24,20200919,-
242507,2674145,MGG_00291,MGG_00291,-,-,5,-,ankyrin repeat domain-containing protein 28,protein-coding,-,-,-,ankyrin repeat domain-containing protein 28,20200919,-
242507,2674146,MGG_01071,MGG_01071,-,-,5,-,RNA polymerase II holoenzyme cyclin-like subunit,protein-coding,-,-,-,RNA polymerase II holoenzyme cyclin-like subunit,20200924,-
242507,2674147,MGG_00607,MGG_00607,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674148,MGG_00824,MGG_00824,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674149,MGG_00614,MGG_00614,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674150,MGG_01086,MGG_01086,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674151,MGG_00490,MGG_00490,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674153,MGG_11575,MGG_11575,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674155,MGG_00373,MGG_00373,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674156,MGG_00374,MGG_00374,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674158,MGG_01047,MGG_01047,-,-,5,-,PH domain-containing protein,protein-coding,-,-,-,PH domain-containing protein,20200919,-
242507,2674159,MGG_00830,MGG_00830,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674160,MGG_01030,MGG_01030,-,-,5,-,24-dehydrocholesterol reductase,protein-coding,-,-,-,24-dehydrocholesterol reductase,20200919,-
242507,2674161,MGG_00652,MGG_00652,-,-,5,-,salicylaldehyde dehydrogenase,protein-coding,-,-,-,salicylaldehyde dehydrogenase,20200924,-
242507,2674162,MGG_00433,MGG_00433,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674163,MGG_00448,MGG_00448,-,-,5,-,RanGTP-binding protein,protein-coding,-,-,-,RanGTP-binding protein,20200919,-
242507,2674164,MGG_00610,MGG_00610,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674165,MGG_00226,MGG_00226,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674167,MGG_01147,MGG_01147,-,-,5,-,alpha-N-arabinofuranosidase A,protein-coding,-,-,-,alpha-N-arabinofuranosidase A,20200919,-
242507,2674168,MGG_00620,MGG_00620,-,-,5,-,N-acetylglucosamine-6-phosphate deacetylase,protein-coding,-,-,-,N-acetylglucosamine-6-phosphate deacetylase,20200919,-
242507,2674169,MGG_01151,MGG_01151,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674170,MGG_00637,MGG_00637,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674172,MGG_00456,MGG_00456,-,-,5,-,BTB domain and ankyrin repeat protein,protein-coding,-,-,-,BTB domain and ankyrin repeat protein,20200919,-
242507,2674173,MGG_00396,MGG_00396,-,-,5,-,PaaI_thioesterase,protein-coding,-,-,-,PaaI_thioesterase,20200919,-
242507,2674175,MGG_00650,MGG_00650,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674176,MGG_00511,MGG_00511,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674177,MGG_00810,MGG_00810,-,-,5,-,palmitoyltransferase SWF1,protein-coding,-,-,-,palmitoyltransferase SWF1,20200919,-
242507,2674178,MGG_00924,MGG_00924,-,-,5,-,bromodomain-containing protein,protein-coding,-,-,-,bromodomain-containing protein,20200919,-
242507,2674179,MGG_00514,MGG_00514,-,-,5,-,Poly(rC)-binding protein 3,protein-coding,-,-,-,Poly(rC)-binding protein 3,20200919,-
242507,2674180,MGG_00395,MGG_00395,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674182,MGG_00628,MGG_00628,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674183,MGG_00162,MGG_00162,-,-,5,-,mitochondrial import inner membrane translocase subunit tim-10,protein-coding,-,-,-,mitochondrial import inner membrane translocase subunit tim-10,20201026,-
242507,2674184,MGG_00439,MGG_00439,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674185,MGG_00367,MGG_00367,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674186,MGG_00157,MGG_00157,-,-,5,-,peroxisomal membrane protein PAS20,protein-coding,-,-,-,peroxisomal membrane protein PAS20,20200919,-
242507,2674187,MGG_00814,MGG_00814,-,-,5,-,hsp90-like protein,protein-coding,-,-,-,hsp90-like protein,20200919,-
242507,2674188,MGG_00651,MGG_00651,-,-,5,-,isotrichodermin C-15 hydroxylase,protein-coding,-,-,-,isotrichodermin C-15 hydroxylase,20200919,-
242507,2674189,MGG_00826,MGG_00826,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674191,MGG_00366,MGG_00366,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674192,MGG_00459,MGG_00459,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674193,MGG_00958,MGG_00958,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674194,MGG_00815,MGG_00815,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674195,MGG_00816,MGG_00816,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674196,MGG_00836,MGG_00836,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674197,MGG_11458,MGG_11458,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674198,MGG_00932,MGG_00932,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674199,MGG_01044,MGG_01044,-,-,5,-,mitochondrial Rho GTPase 1,protein-coding,-,-,-,mitochondrial Rho GTPase 1,20200919,-
242507,2674200,MGG_00937,MGG_00937,-,-,5,-,ATP-binding cassette sub-family A member 8-A,protein-coding,-,-,-,ATP-binding cassette sub-family A member 8-A,20200919,-
242507,2674201,MGG_00942,MGG_00942,-,-,5,-,branched-chain-amino-acid aminotransferase,protein-coding,-,-,-,branched-chain-amino-acid aminotransferase,20200919,-
242507,2674202,MGG_00941,MGG_00941,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674203,MGG_01009,MGG_01009,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674204,MGG_00936,MGG_00936,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674205,MGG_00509,MGG_00509,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674206,MGG_01081,MGG_01081,-,-,5,-,peroxin 14/17,protein-coding,-,-,-,peroxin 14/17,20200919,-
242507,2674207,MGG_00823,MGG_00823,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674208,MGG_00306,MGG_00306,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674209,MGG_00977,MGG_00977,-,-,5,-,U3 small nucleolar ribonucleoprotein IMP4,protein-coding,-,-,-,U3 small nucleolar ribonucleoprotein IMP4,20200919,-
242507,2674210,MGG_00154,MGG_00154,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674213,MGG_01052,MGG_01052,-,-,5,-,PP-loop family protein,protein-coding,-,-,-,PP-loop family protein,20200919,-
242507,2674214,MGG_00743,MGG_00743,-,-,5,-,twin-arginine translocation pathway signal,protein-coding,-,-,-,twin-arginine translocation pathway signal,20200919,-
242507,2674215,MGG_00468,MGG_00468,-,-,5,-,chloride channel protein 5,protein-coding,-,-,-,chloride channel protein 5,20200919,-
242507,2674216,MGG_00631,MGG_00631,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674217,MGG_00476,MGG_00476,-,-,5,-,xaa-Pro aminopeptidase 1,protein-coding,-,-,-,xaa-Pro aminopeptidase 1,20200919,-
242507,2674218,MGG_00438,MGG_00438,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201003,-
242507,2674220,MGG_00290,MGG_00290,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674221,MGG_01135,MGG_01135,-,-,5,-,cytochrome c oxidase polypeptide IV,protein-coding,-,-,-,cytochrome c oxidase polypeptide IV,20200919,-
242507,2674222,MGG_00458,MGG_00458,-,-,5,-,caltractin,protein-coding,-,-,-,caltractin,20200919,-
242507,2674223,MGG_00318,MGG_00318,-,-,5,-,fungal specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal specific transcription factor domain-containing protein,20200919,-
242507,2674224,MGG_00827,MGG_00827,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674226,MGG_00469,MGG_00469,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674227,MGG_00364,MGG_00364,-,-,5,-,smr domain-containing protein,protein-coding,-,-,-,smr domain-containing protein,20200919,-
242507,2674228,MGG_00393,MGG_00393,-,-,5,-,leucine-rich repeat-containing protein 40,protein-coding,-,-,-,leucine-rich repeat-containing protein 40,20200919,-
242507,2674229,MGG_01082,MGG_01082,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674230,MGG_00402,MGG_00402,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674231,MGG_01087,MGG_01087,-,-,5,-,ribosome biogenesis protein TSR1,protein-coding,-,-,-,ribosome biogenesis protein TSR1,20200924,-
242507,2674232,MGG_00613,MGG_00613,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674233,MGG_00822,MGG_00822,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674234,MGG_00598,MGG_00598,-,-,5,-,ubiquitin-like protein ATG12,protein-coding,-,-,-,ubiquitin-like protein ATG12,20200926,-
242507,2674235,MGG_00454,MGG_00454,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674236,MGG_00308,MGG_00308,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674238,MGG_00317,MGG_00317,-,-,5,-,fumarylacetoacetase,protein-coding,-,-,-,fumarylacetoacetase,20200919,-
242507,2674239,MGG_00160,MGG_00160,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674240,MGG_00310,MGG_00310,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674241,MGG_00449,MGG_00449,-,-,5,-,eukaryotic peptide chain release factor GTP-binding subunit,protein-coding,-,-,-,eukaryotic peptide chain release factor GTP-binding subunit,20200919,-
242507,2674242,MGG_00158,MGG_00158,-,-,5,-,purine-cytosine permease FCY21,protein-coding,-,-,-,purine-cytosine permease FCY21,20200919,-
242507,2674244,MGG_00818,MGG_00818,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674245,MGG_00741,MGG_00741,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674246,MGG_00461,MGG_00461,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674247,MGG_00965,MGG_00965,-,-,5,-,MSF1 domain-containing protein,protein-coding,-,-,-,MSF1 domain-containing protein,20200919,-
242507,2674248,MGG_01084,MGG_01084,-,-,5,-,glyceraldehyde-3-phosphate dehydrogenase,protein-coding,-,-,-,glyceraldehyde-3-phosphate dehydrogenase,20200919,-
242507,2674249,MGG_00656,MGG_00656,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674250,MGG_00570,MGG_00570,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674254,MGG_00731,MGG_00731,-,-,5,-,required for hyphal anastomosis,protein-coding,-,-,-,required for hyphal anastomosis,20200919,-
242507,2674255,MGG_00956,MGG_00956,-,-,5,-,dihydrodipicolinate synthase,protein-coding,-,-,-,dihydrodipicolinate synthase,20200919,-
242507,2674256,MGG_00886,MGG_00886,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674257,MGG_00530,MGG_00530,-,-,5,-,endoglucanase E1,protein-coding,-,-,-,endoglucanase E1,20200919,-
242507,2674259,MGG_00249,MGG_00249,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674260,MGG_00833,MGG_00833,-,-,5,-,pH-response regulator protein palA/RIM20,protein-coding,-,-,-,pH-response regulator protein palA/RIM20,20200926,-
242507,2674261,MGG_01127,MGG_01127,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674262,MGG_01012,MGG_01012,-,-,5,-,ISWI chromatin-remodeling complex ATPase ISW2,protein-coding,-,-,-,ISWI chromatin-remodeling complex ATPase ISW2,20200919,-
242507,2674264,MGG_00848,MGG_00848,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674265,MGG_00466,MGG_00466,-,-,5,-,cell division control protein 42,protein-coding,-,-,-,cell division control protein 42,20200919,-
242507,2674267,MGG_00585,MGG_00585,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674268,MGG_00292,MGG_00292,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674269,MGG_00645,MGG_00645,-,-,5,-,phosphopantothenoylcysteine decarboxylase,protein-coding,-,-,-,phosphopantothenoylcysteine decarboxylase,20200919,-
242507,2674270,MGG_01103,MGG_01103,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674271,MGG_01029,MGG_01029,-,-,5,-,acetyl-hydrolase,protein-coding,-,-,-,acetyl-hydrolase,20200919,-
242507,2674272,MGG_01001,MGG_01001,-,-,5,-,"endo-1,3(4)-beta-glucanase 1",protein-coding,-,-,-,"endo-1,3(4)-beta-glucanase 1",20200919,-
242507,2674273,MGG_01150,MGG_01150,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674274,MGG_01065,MGG_01065,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674275,MGG_00432,MGG_00432,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674276,MGG_00406,MGG_00406,-,-,5,-,mitochondrial import inner membrane translocase subunit tim-16,protein-coding,-,-,-,mitochondrial import inner membrane translocase subunit tim-16,20200919,-
242507,2674278,MGG_00812,MGG_00812,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674279,MGG_00600,MGG_00600,-,-,5,-,ubiquitin-conjugating enzyme E2 8,protein-coding,-,-,-,ubiquitin-conjugating enzyme E2 8,20200919,-
242507,2674280,MGG_00390,MGG_00390,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674281,MGG_00601,MGG_00601,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674282,MGG_00392,MGG_00392,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674283,MGG_00391,MGG_00391,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674284,MGG_01152,MGG_01152,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674285,MGG_00915,MGG_00915,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674287,MGG_00602,MGG_00602,-,-,5,-,cross-pathway control protein 1,protein-coding,-,-,-,cross-pathway control protein 1,20200919,-
242507,2674289,MGG_01092,MGG_01092,-,-,5,-,homocitrate synthase,protein-coding,-,-,-,homocitrate synthase,20200919,-
242507,2674290,MGG_01090,MGG_01090,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674291,MGG_00155,MGG_00155,-,-,5,-,DNA-repair protein rad13,protein-coding,-,-,-,DNA-repair protein rad13,20200919,-
242507,2674292,MGG_00811,MGG_00811,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674293,MGG_00831,MGG_00831,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674294,MGG_00350,MGG_00350,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674295,MGG_00798,MGG_00798,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674296,MGG_00321,MGG_00321,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674297,MGG_00116,MGG_00116,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674299,MGG_00117,MGG_00117,-,-,5,-,transcription initiation factor IIB,protein-coding,-,-,-,transcription initiation factor IIB,20200919,-
242507,2674300,MGG_00672,MGG_00672,-,-,5,-,C6 zinc finger domain-containing protein,protein-coding,-,-,-,C6 zinc finger domain-containing protein,20200919,-
242507,2674301,MGG_00671,MGG_00671,-,-,5,-,arginase,protein-coding,-,-,-,arginase,20200919,-
242507,2674302,MGG_01077,MGG_01077,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674303,MGG_00899,MGG_00899,-,-,5,-,tubulin-specific chaperone C,protein-coding,-,-,-,tubulin-specific chaperone C,20200919,-
242507,2674304,MGG_00604,MGG_00604,-,-,5,-,tubulin beta chain,protein-coding,-,-,-,tubulin beta chain,20200919,-
242507,2674305,MGG_00764,MGG_00764,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674306,MGG_00497,MGG_00497,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674307,MGG_01049,MGG_01049,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201003,-
242507,2674308,MGG_00488,MGG_00488,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674309,MGG_00096,MGG_00096,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674311,MGG_00756,MGG_00756,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674312,MGG_00757,MGG_00757,-,-,5,-,cell division control protein 14,protein-coding,-,-,-,cell division control protein 14,20200919,-
242507,2674313,MGG_00287,MGG_00287,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674315,MGG_00216,MGG_00216,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674320,MGG_00777,MGG_00777,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674322,MGG_01062,MGG_01062,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200924,-
242507,2674323,MGG_00751,MGG_00751,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674324,MGG_01055,MGG_01055,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674325,MGG_00103,MGG_00103,-,-,5,-,ubiquitin-conjugating enzyme,protein-coding,-,-,-,ubiquitin-conjugating enzyme,20200919,-
242507,2674326,MGG_00765,MGG_00765,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674327,MGG_00301,MGG_00301,-,-,5,-,isotrichodermin C-15 hydroxylase,protein-coding,-,-,-,isotrichodermin C-15 hydroxylase,20200919,-
242507,2674328,MGG_00746,MGG_00746,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2674329,MGG_00109,MGG_00109,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674330,MGG_00576,MGG_00576,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2674331,MGG_00850,MGG_00850,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674332,MGG_00678,MGG_00678,-,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2674333,MGG_00866,MGG_00866,-,-,5,-,HMG box-containing protein,protein-coding,-,-,-,HMG box-containing protein,20200919,-
