#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
101852,19488572,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20140527,-
101852,29289396,trnS(gct),BKI48_gt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289397,trnW(tca),BKI48_gt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289398,trnI(gat),BKI48_gt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289399,trnS(tga),BKI48_gt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289400,trnP(tgg),BKI48_gt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289401,rnl,BKI48_gr01,-,-,MT,-,large subunit ribosomal RNA,rRNA,-,-,-,-,20161014,-
101852,29289402,trnT(tgt),BKI48_gt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289403,trnE(ttc),BKI48_gt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289404,trnM(cat),BKI48_gt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289405,trnM(cat),BKI48_gt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289406,trnL(taa),BKI48_gt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289407,trnA(tgc),BKI48_gt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289408,trnF(gaa),BKI48_gt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289409,trnL(tag),BKI48_gt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289410,trnQ(ttg),BKI48_gt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289411,trnH(gtg),BKI48_gt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289412,trnM(cat),BKI48_gt23,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289413,orf291,BKI48_gp18,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170210,-
101852,29289414,trnR(tct),BKI48_gt24,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289415,trnK(ttt),BKI48_gt25,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289416,trnG(tcc),BKI48_gt26,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289417,trnN(gtt),BKI48_gt27,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289418,orf254,BKI48_gp17,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170210,-
101852,29289419,cob,BKI48_gp16,-,-,MT,-,apocytochrome b,protein-coding,-,-,-,-,20170210,-
101852,29289420,orf309,BKI48_gp15,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170210,-
101852,29289421,orf104,BKI48_gp14,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170210,-
101852,29289422,orf132,BKI48_gp13,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,-,20170210,-
101852,29289423,nad4L,BKI48_gp12,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,-,20170210,-
101852,29289424,nad5,BKI48_gp11,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,-,20170210,-
101852,29289425,trnF(aaa),BKI48_gt30,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289426,cox2,BKI48_gp10,-,-,MT,-,truncated cytochrome c oxidase subunit 2,protein-coding,-,-,-,-,20170210,-
101852,29289427,cox1,BKI48_gp09,-,-,MT,-,cytochrome c oxidase subunit 1,protein-coding,-,-,-,-,20170210,-
101852,29289428,trnI(gat),BKI48_gt31,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289429,orf367,BKI48_gp08,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,-,20170210,-
101852,29289430,nad3,BKI48_gp06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,-,20170210,-
101852,29289431,trnI(gat),BKI48_gt32,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289432,atp6,BKI48_gp04,-,-,MT,-,ATP synthase F0 subunit a,protein-coding,-,-,-,-,20170210,-
101852,29289433,trnC(gca),BKI48_gt33,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
101852,29289434,rnpB,BKI48_gs01,-,-,MT,-,ncRNA,ncRNA,-,-,-,-,20161014,-
101852,29289435,nad1,BKI48_gp03,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,-,20170210,-
101852,29289436,cox2,BKI48_gp02,-,-,MT,-,cytochrome c oxidase subunit 2,protein-coding,-,-,-,-,20170210,-
101852,29289437,nad4,BKI48_gp01,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,-,20170210,-
