#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2590929,65121602,2,KNU69_gp02,SEA_JUJU_2,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210608,-
2590929,65121614,14,KNU69_gp14,SEA_JUJU_14,-,-,-,major tail protein,protein-coding,-,-,-,major tail protein,20210608,-
2590929,65121615,16,KNU69_gp15,SEA_JUJU_16,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20210608,-
2590929,65121616,17,KNU69_gp17,SEA_JUJU_17,-,-,-,tape measure protein,protein-coding,-,-,-,tape measure protein,20210608,-
2590929,65121617,15,KNU69_gp16,SEA_JUJU_15,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20210608,-
2590929,65121618,18,KNU69_gp18,SEA_JUJU_18,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210608,-
2590929,65121619,19,KNU69_gp19,SEA_JUJU_19,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210608,-
2590929,65121620,20,KNU69_gp20,SEA_JUJU_20,-,-,-,"lysin A, L-Ala-D-Glu peptidase domain",protein-coding,-,-,-,"lysin A, L-Ala-D-Glu peptidase domain",20210608,-
2590929,65121621,21,KNU69_gp21,SEA_JUJU_21,-,-,-,"lysin A, glycosyl hydrolase domain",protein-coding,-,-,-,"lysin A, glycosyl hydrolase domain",20210608,-
2590929,65121622,22,KNU69_gp22,SEA_JUJU_22,-,-,-,holin,protein-coding,-,-,-,holin,20210608,-
2590929,65121623,23,KNU69_gp23,SEA_JUJU_23,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121624,24,KNU69_gp24,SEA_JUJU_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121625,25,KNU69_gp25,SEA_JUJU_25,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121626,26,KNU69_gp26,SEA_JUJU_26,-,-,-,lysin B,protein-coding,-,-,-,lysin B,20210608,-
2590929,65121627,27,KNU69_gp27,SEA_JUJU_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121628,28,KNU69_gp28,SEA_JUJU_28,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210608,-
2590929,65121629,29,KNU69_gp29,SEA_JUJU_29,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210608,-
2590929,65121630,30,KNU69_gp30,SEA_JUJU_30,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121631,31,KNU69_gp31,SEA_JUJU_31,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121632,32,KNU69_gp32,SEA_JUJU_32,-,-,-,hydrolase,protein-coding,-,-,-,hydrolase,20210608,-
2590929,65121633,33,KNU69_gp33,SEA_JUJU_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121634,34,KNU69_gp34,SEA_JUJU_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121635,35,KNU69_gp35,SEA_JUJU_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121636,36,KNU69_gp36,SEA_JUJU_36,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121637,37,KNU69_gp37,SEA_JUJU_37,-,-,-,RelB-like antitoxin,protein-coding,-,-,-,RelB-like antitoxin,20210608,-
2590929,65121638,38,KNU69_gp38,SEA_JUJU_38,-,-,-,RelE-like toxin,protein-coding,-,-,-,RelE-like toxin,20210608,-
2590929,65121639,39,KNU69_gp39,SEA_JUJU_39,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121640,40,KNU69_gp40,SEA_JUJU_40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121641,41,KNU69_gp41,SEA_JUJU_41,-,-,-,serine integrase,protein-coding,-,-,-,serine integrase,20210608,-
2590929,65121642,42,KNU69_gp42,SEA_JUJU_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121643,43,KNU69_gp43,SEA_JUJU_43,-,-,-,helix-turn-helix DNA binding protein,protein-coding,-,-,-,helix-turn-helix DNA binding protein,20210608,-
2590929,65121644,44,KNU69_gp44,SEA_JUJU_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121645,45,KNU69_gp45,SEA_JUJU_45,-,-,-,helix-turn-helix DNA binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA binding domain protein,20210608,-
2590929,65121646,46,KNU69_gp46,SEA_JUJU_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121647,47,KNU69_gp47,SEA_JUJU_47,-,-,-,immunity repressor,protein-coding,-,-,-,immunity repressor,20210608,-
2590929,65121648,48,KNU69_gp48,SEA_JUJU_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121649,49,KNU69_gp49,SEA_JUJU_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121650,50,KNU69_gp50,SEA_JUJU_50,-,-,-,antirepressor,protein-coding,-,-,-,antirepressor,20210608,-
2590929,65121651,51,KNU69_gp51,SEA_JUJU_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121652,52,KNU69_gp52,SEA_JUJU_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121653,53,KNU69_gp53,SEA_JUJU_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121654,54,KNU69_gp54,SEA_JUJU_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121655,55,KNU69_gp55,SEA_JUJU_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121656,56,KNU69_gp56,SEA_JUJU_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121657,57,KNU69_gp57,SEA_JUJU_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121658,58,KNU69_gp58,SEA_JUJU_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121659,59,KNU69_gp59,SEA_JUJU_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121660,60,KNU69_gp60,SEA_JUJU_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121661,61,KNU69_gp61,SEA_JUJU_61,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121662,62,KNU69_gp62,SEA_JUJU_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121663,63,KNU69_gp63,SEA_JUJU_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121664,64,KNU69_gp64,SEA_JUJU_64,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210608,-
2590929,65121665,65,KNU69_gp65,SEA_JUJU_65,-,-,-,RecT-like ssDNA binding protein,protein-coding,-,-,-,RecT-like ssDNA binding protein,20210608,-
2590929,65121666,66,KNU69_gp66,SEA_JUJU_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121667,67,KNU69_gp67,SEA_JUJU_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121668,68,KNU69_gp68,SEA_JUJU_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121669,69,KNU69_gp69,SEA_JUJU_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121670,70,KNU69_gp70,SEA_JUJU_70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121671,71,KNU69_gp71,SEA_JUJU_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121672,72,KNU69_gp72,SEA_JUJU_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121673,73,KNU69_gp73,SEA_JUJU_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121674,74,KNU69_gp74,SEA_JUJU_74,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20210608,-
2590929,65121675,75,KNU69_gp75,SEA_JUJU_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121676,76,KNU69_gp76,SEA_JUJU_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121677,77,KNU69_gp77,SEA_JUJU_77,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210608,-
2590929,65121678,78,KNU69_gp78,SEA_JUJU_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121679,79,KNU69_gp79,SEA_JUJU_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121680,80,KNU69_gp80,SEA_JUJU_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121681,81,KNU69_gp81,SEA_JUJU_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121682,82,KNU69_gp82,SEA_JUJU_82,-,-,-,RuvC-like resolvase,protein-coding,-,-,-,RuvC-like resolvase,20210608,-
2590929,65121683,83,KNU69_gp83,SEA_JUJU_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121684,84,KNU69_gp84,SEA_JUJU_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121685,85,KNU69_gp85,SEA_JUJU_85,-,-,-,helix-turn-helix DNA binding protein,protein-coding,-,-,-,helix-turn-helix DNA binding protein,20210608,-
2590929,65121686,86,KNU69_gp86,SEA_JUJU_86,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121687,87,KNU69_gp87,SEA_JUJU_87,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2590929,65121688,88,KNU69_gp88,SEA_JUJU_88,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210608,-
2590929,65121689,1,KNU69_gp01,SEA_JUJU_1,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20210608,-
2590929,65243174,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210609,-
