#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2776873,60333812,2,I5H88_gp002,SEA_SEABASTIAN_2,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210529,-
2776873,60333840,30,I5H88_gp030,SEA_SEABASTIAN_30,-,-,-,lysin A,protein-coding,-,-,-,lysin A,20210424,-
2776873,60333841,31,I5H88_gp031,SEA_SEABASTIAN_31,-,-,-,lysin B,protein-coding,-,-,-,lysin B,20201129,-
2776873,60333842,32,I5H88_gp032,SEA_SEABASTIAN_32,-,-,-,holin,protein-coding,-,-,-,holin,20210212,-
2776873,60333843,33,I5H88_gp033,SEA_SEABASTIAN_33,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20210529,-
2776873,60333844,34,I5H88_gp034,SEA_SEABASTIAN_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333845,35,I5H88_gp035,SEA_SEABASTIAN_35,-,-,-,DnaQ-like DNA polymerase III,protein-coding,-,-,-,DnaQ-like DNA polymerase III,20210424,-
2776873,60333846,36,I5H88_gp036,SEA_SEABASTIAN_36,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333847,37,I5H88_gp037,SEA_SEABASTIAN_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333848,38,I5H88_gp038,SEA_SEABASTIAN_38,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20201129,-
2776873,60333849,39,I5H88_gp039,SEA_SEABASTIAN_39,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333850,40,I5H88_gp040,SEA_SEABASTIAN_40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333851,41,I5H88_gp041,SEA_SEABASTIAN_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333852,42,I5H88_gp042,SEA_SEABASTIAN_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333853,43,I5H88_gp043,SEA_SEABASTIAN_43,-,-,-,G-I-Y Y-I-G endonuclease,protein-coding,-,-,-,G-I-Y Y-I-G endonuclease,20210424,-
2776873,60333854,44,I5H88_gp044,SEA_SEABASTIAN_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333855,45,I5H88_gp045,SEA_SEABASTIAN_45,-,-,-,tyrosine integrase,protein-coding,-,-,-,tyrosine integrase,20210424,-
2776873,60333856,46,I5H88_gp046,SEA_SEABASTIAN_46,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20201129,-
2776873,60333857,47,I5H88_gp047,SEA_SEABASTIAN_47,-,-,-,immunity repressor,protein-coding,-,-,-,immunity repressor,20201129,-
2776873,60333858,48,I5H88_gp048,SEA_SEABASTIAN_48,-,-,-,Cro protein,protein-coding,-,-,-,Cro protein,20210403,-
2776873,60333859,49,I5H88_gp049,SEA_SEABASTIAN_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333860,50,I5H88_gp050,SEA_SEABASTIAN_50,-,-,-,antirepressor,protein-coding,-,-,-,antirepressor,20210529,-
2776873,60333861,51,I5H88_gp051,SEA_SEABASTIAN_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333862,52,I5H88_gp052,SEA_SEABASTIAN_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333863,53,I5H88_gp053,SEA_SEABASTIAN_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333864,54,I5H88_gp054,SEA_SEABASTIAN_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333865,55,I5H88_gp055,SEA_SEABASTIAN_55,-,-,-,excise,protein-coding,-,-,-,excise,20210212,-
2776873,60333866,56,I5H88_gp056,SEA_SEABASTIAN_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333867,57,I5H88_gp057,SEA_SEABASTIAN_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333868,58,I5H88_gp058,SEA_SEABASTIAN_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333869,59,I5H88_gp059,SEA_SEABASTIAN_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333870,60,I5H88_gp060,SEA_SEABASTIAN_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333871,61,I5H88_gp061,SEA_SEABASTIAN_61,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20210424,-
2776873,60333872,62,I5H88_gp062,SEA_SEABASTIAN_62,-,-,-,WhiB family transcription factor,protein-coding,-,-,-,WhiB family transcription factor,20210424,-
2776873,60333873,63,I5H88_gp063,SEA_SEABASTIAN_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
2776873,60333874,64,I5H88_gp064,SEA_SEABASTIAN_64,-,-,-,WhiB family transcription factor,protein-coding,-,-,-,WhiB family transcription factor,20210424,-
2776873,60333875,65,I5H88_gp065,SEA_SEABASTIAN_65,-,-,-,helix-turn-helix DNA binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA binding domain protein,20210417,-
2776873,60333876,66,I5H88_gp066,SEA_SEABASTIAN_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333877,67,I5H88_gp067,SEA_SEABASTIAN_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333878,68,I5H88_gp068,SEA_SEABASTIAN_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333879,69,I5H88_gp069,SEA_SEABASTIAN_69,-,-,-,AAA-ATPase,protein-coding,-,-,-,AAA-ATPase,20210424,-
2776873,60333880,70,I5H88_gp070,SEA_SEABASTIAN_70,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20210424,-
2776873,60333881,71,I5H88_gp071,SEA_SEABASTIAN_71,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210424,-
2776873,60333882,72,I5H88_gp072,SEA_SEABASTIAN_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333883,73,I5H88_gp073,SEA_SEABASTIAN_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333884,74,I5H88_gp074,SEA_SEABASTIAN_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333885,75,I5H88_gp075,SEA_SEABASTIAN_75,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20210424,-
2776873,60333886,76,I5H88_gp076,SEA_SEABASTIAN_76,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20210424,-
2776873,60333887,77,I5H88_gp077,SEA_SEABASTIAN_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333888,78,I5H88_gp078,SEA_SEABASTIAN_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333889,79,I5H88_gp079,SEA_SEABASTIAN_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333890,80,I5H88_gp080,SEA_SEABASTIAN_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333891,81,I5H88_gp081,SEA_SEABASTIAN_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333892,82,I5H88_gp082,SEA_SEABASTIAN_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333893,83,I5H88_gp083,SEA_SEABASTIAN_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333894,84,I5H88_gp084,SEA_SEABASTIAN_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333895,85,I5H88_gp085,SEA_SEABASTIAN_85,-,-,-,MPME1 protein,protein-coding,-,-,-,MPME1 protein,20201129,-
2776873,60333896,86,I5H88_gp086,SEA_SEABASTIAN_86,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333897,87,I5H88_gp087,SEA_SEABASTIAN_87,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333898,88,I5H88_gp088,SEA_SEABASTIAN_88,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333899,89,I5H88_gp089,SEA_SEABASTIAN_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333900,90,I5H88_gp090,SEA_SEABASTIAN_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333901,91,I5H88_gp091,SEA_SEABASTIAN_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333902,92,I5H88_gp092,SEA_SEABASTIAN_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333903,93,I5H88_gp093,SEA_SEABASTIAN_93,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333904,94,I5H88_gp094,SEA_SEABASTIAN_94,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333905,95,I5H88_gp095,SEA_SEABASTIAN_95,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333906,96,I5H88_gp096,SEA_SEABASTIAN_96,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333907,97,I5H88_gp097,SEA_SEABASTIAN_97,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333908,98,I5H88_gp098,SEA_SEABASTIAN_98,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333909,99,I5H88_gp099,SEA_SEABASTIAN_99,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333910,100,I5H88_gp100,SEA_SEABASTIAN_100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333911,101,I5H88_gp101,SEA_SEABASTIAN_101,-,-,-,G-I-Y Y-I-G endonuclease,protein-coding,-,-,-,G-I-Y Y-I-G endonuclease,20210424,-
2776873,60333912,102,I5H88_gp102,SEA_SEABASTIAN_102,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333913,103,I5H88_gp103,SEA_SEABASTIAN_103,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333914,104,I5H88_gp104,SEA_SEABASTIAN_104,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333915,105,I5H88_gp105,SEA_SEABASTIAN_105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333916,106,I5H88_gp106,SEA_SEABASTIAN_106,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333917,107,I5H88_gp107,SEA_SEABASTIAN_107,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2776873,60333918,108,I5H88_gp108,SEA_SEABASTIAN_108,-,-,-,glycosyltransferase/methyltransferase,protein-coding,-,-,-,glycosyltransferase/methyltransferase,20210424,-
2776873,60333919,109,I5H88_gp109,SEA_SEABASTIAN_109,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20201129,-
2776873,60333920,110,I5H88_gp110,SEA_SEABASTIAN_110,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210424,-
2776873,60333921,111,I5H88_gp111,SEA_SEABASTIAN_111,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210424,-
2776873,60333922,1,I5H88_gp001,SEA_SEABASTIAN_1,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20201129,-
2776873,60338915,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20201130,-
