#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1777059,65105912,KNT13_gp002,KNT13_gp002,phiE142_2,-,-,-,long tail fiber distal subunit,protein-coding,-,-,-,long tail fiber distal subunit,20210607,-
1777059,65105932,KNT13_gp022,KNT13_gp022,phiE142_22,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105933,KNT13_gp023,KNT13_gp023,phiE142_23,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105934,KNT13_gp024,KNT13_gp024,phiE142_24,-,-,-,homing endonuclease,protein-coding,-,-,-,homing endonuclease,20210607,-
1777059,65105935,KNT13_gp025,KNT13_gp025,phiE142_25,-,-,-,topoisomerase II large subunit,protein-coding,-,-,-,topoisomerase II large subunit,20210607,-
1777059,65105936,KNT13_gp026,KNT13_gp026,phiE142_26,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105937,KNT13_gp027,KNT13_gp027,phiE142_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105938,KNT13_gp028,KNT13_gp028,phiE142_28,-,-,-,mRNA metabolism modulator,protein-coding,-,-,-,mRNA metabolism modulator,20210607,-
1777059,65105939,KNT13_gp029,KNT13_gp029,phiE142_29,-,-,-,modifier of suppressor tRNAs,protein-coding,-,-,-,modifier of suppressor tRNAs,20210607,-
1777059,65105940,KNT13_gp030,KNT13_gp030,phiE142_30,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105941,KNT13_gp031,KNT13_gp031,phiE142_31,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105942,KNT13_gp032,KNT13_gp032,phiE142_32,-,-,-,transcription factor,protein-coding,-,-,-,transcription factor,20210607,-
1777059,65105943,KNT13_gp033,KNT13_gp033,phiE142_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105944,KNT13_gp034,KNT13_gp034,phiE142_34,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210607,-
1777059,65105945,KNT13_gp035,KNT13_gp035,phiE142_35,-,-,-,DNA-dependent ATPase/helicase,protein-coding,-,-,-,DNA-dependent ATPase/helicase,20210607,-
1777059,65105946,KNT13_gp036,KNT13_gp036,phiE142_36,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105947,KNT13_gp037,KNT13_gp037,phiE142_37,-,-,-,putative anti-sigma factor,protein-coding,-,-,-,putative anti-sigma factor,20210607,-
1777059,65105948,KNT13_gp038,KNT13_gp038,phiE142_38,-,-,-,ADP-ribosyltransferase,protein-coding,-,-,-,ADP-ribosyltransferase,20210607,-
1777059,65105949,KNT13_gp039,KNT13_gp039,phiE142_39,-,-,-,ADP-ribosylase,protein-coding,-,-,-,ADP-ribosylase,20210607,-
1777059,65105950,KNT13_gp040,KNT13_gp040,phiE142_40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105951,KNT13_gp041,KNT13_gp041,phiE142_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105952,KNT13_gp042,KNT13_gp042,phiE142_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105953,KNT13_gp043,KNT13_gp043,phiE142_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105954,KNT13_gp044,KNT13_gp044,phiE142_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105955,KNT13_gp045,KNT13_gp045,phiE142_45,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105956,KNT13_gp046,KNT13_gp046,phiE142_46,-,-,-,small outer capsid protein,protein-coding,-,-,-,small outer capsid protein,20210607,-
1777059,65105957,KNT13_gp047,KNT13_gp047,phiE142_47,-,-,-,nucleoside triphosphate pyrophosphohydrolase,protein-coding,-,-,-,nucleoside triphosphate pyrophosphohydrolase,20210607,-
1777059,65105958,KNT13_gp048,KNT13_gp048,phiE142_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105959,KNT13_gp049,KNT13_gp049,phiE142_49,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210607,-
1777059,65105960,KNT13_gp050,KNT13_gp050,phiE142_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105961,KNT13_gp051,KNT13_gp051,phiE142_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105962,KNT13_gp052,KNT13_gp052,phiE142_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105963,KNT13_gp053,KNT13_gp053,phiE142_53,-,-,-,spackle periplasmic protein,protein-coding,-,-,-,spackle periplasmic protein,20210607,-
1777059,65105964,KNT13_gp054,KNT13_gp054,phiE142_54,-,-,-,immunity to superinfection membrane protein,protein-coding,-,-,-,immunity to superinfection membrane protein,20210607,-
1777059,65105965,KNT13_gp055,KNT13_gp055,phiE142_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105966,KNT13_gp056,KNT13_gp056,phiE142_56,-,-,-,discriminator of mRNA degradation,protein-coding,-,-,-,discriminator of mRNA degradation,20210607,-
1777059,65105967,KNT13_gp057,KNT13_gp057,phiE142_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105968,KNT13_gp058,KNT13_gp058,phiE142_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105969,KNT13_gp059,KNT13_gp059,phiE142_59,-,-,-,DNA helicase,protein-coding,-,-,-,DNA helicase,20210607,-
1777059,65105970,KNT13_gp060,KNT13_gp060,phiE142_60,-,-,-,head vertex assembly initiator,protein-coding,-,-,-,head vertex assembly initiator,20210607,-
1777059,65105971,KNT13_gp061,KNT13_gp061,phiE142_61,-,-,-,RecA protein,protein-coding,-,-,-,RecA protein,20210607,-
1777059,65105972,KNT13_gp062,KNT13_gp062,phiE142_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105973,KNT13_gp063,KNT13_gp063,phiE142_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105974,KNT13_gp064,KNT13_gp064,phiE142_64,-,-,-,putative thymidylate synthase,protein-coding,-,-,-,putative thymidylate synthase,20210607,-
1777059,65105975,KNT13_gp065,KNT13_gp065,phiE142_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105976,KNT13_gp066,KNT13_gp066,phiE142_66,-,-,-,putative peptidase,protein-coding,-,-,-,putative peptidase,20210607,-
1777059,65105977,KNT13_gp067,KNT13_gp067,phiE142_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105978,KNT13_gp068,KNT13_gp068,phiE142_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105979,KNT13_gp069,KNT13_gp069,phiE142_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105980,KNT13_gp070,KNT13_gp070,phiE142_70,-,-,-,arabinose 5-phosphate isomerase,protein-coding,-,-,-,arabinose 5-phosphate isomerase,20210607,-
1777059,65105981,KNT13_gp071,KNT13_gp071,phiE142_71,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20210607,-
1777059,65105982,KNT13_gp072,KNT13_gp072,phiE142_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105983,KNT13_gp073,KNT13_gp073,phiE142_73,-,-,-,clamp loader small subunit,protein-coding,-,-,-,clamp loader small subunit,20210607,-
1777059,65105984,KNT13_gp074,KNT13_gp074,phiE142_74,-,-,-,clamp loader subunit,protein-coding,-,-,-,clamp loader subunit,20210607,-
1777059,65105985,KNT13_gp075,KNT13_gp075,phiE142_75,-,-,-,sliding clamp DNA polymerase,protein-coding,-,-,-,sliding clamp DNA polymerase,20210607,-
1777059,65105986,KNT13_gp076,KNT13_gp076,phiE142_76,-,-,-,RNA polymerase binding protein,protein-coding,-,-,-,RNA polymerase binding protein,20210607,-
1777059,65105987,KNT13_gp077,KNT13_gp077,phiE142_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105988,KNT13_gp078,KNT13_gp078,phiE142_78,-,-,-,endonuclease subunit,protein-coding,-,-,-,endonuclease subunit,20210607,-
1777059,65105989,KNT13_gp079,KNT13_gp079,phiE142_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105990,KNT13_gp080,KNT13_gp080,phiE142_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105991,KNT13_gp081,KNT13_gp081,phiE142_81,-,-,-,endonuclease subunit,protein-coding,-,-,-,endonuclease subunit,20210607,-
1777059,65105992,KNT13_gp082,KNT13_gp082,phiE142_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105993,KNT13_gp083,KNT13_gp083,phiE142_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105994,KNT13_gp084,KNT13_gp084,phiE142_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105995,KNT13_gp085,KNT13_gp085,phiE142_85,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105996,KNT13_gp086,KNT13_gp086,phiE142_86,-,-,-,RNA polymerase sigma factor,protein-coding,-,-,-,RNA polymerase sigma factor,20210607,-
1777059,65105997,KNT13_gp087,KNT13_gp087,phiE142_87,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105998,KNT13_gp088,KNT13_gp088,phiE142_88,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65105999,KNT13_gp089,KNT13_gp089,phiE142_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106000,KNT13_gp090,KNT13_gp090,phiE142_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106001,KNT13_gp091,KNT13_gp091,phiE142_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106002,KNT13_gp092,KNT13_gp092,phiE142_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106003,KNT13_gp093,KNT13_gp093,phiE142_93,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106004,KNT13_gp094,KNT13_gp094,phiE142_94,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106005,KNT13_gp095,KNT13_gp095,phiE142_95,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106006,KNT13_gp096,KNT13_gp096,phiE142_96,-,-,-,putative glutaredoxin,protein-coding,-,-,-,putative glutaredoxin,20210607,-
1777059,65106007,KNT13_gp097,KNT13_gp097,phiE142_97,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106008,KNT13_gp098,KNT13_gp098,phiE142_98,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106009,KNT13_gp099,KNT13_gp099,phiE142_99,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106010,KNT13_gp100,KNT13_gp100,phiE142_100,-,-,-,anaerobic NTP reductase small subunit,protein-coding,-,-,-,anaerobic NTP reductase small subunit,20210607,-
1777059,65106011,KNT13_gp101,KNT13_gp101,phiE142_101,-,-,-,anaerobic NTP reductase large subunit,protein-coding,-,-,-,anaerobic NTP reductase large subunit,20210607,-
1777059,65106012,KNT13_gp102,KNT13_gp102,phiE142_102,-,-,-,endonuclease VII,protein-coding,-,-,-,endonuclease VII,20210607,-
1777059,65106013,KNT13_gp103,KNT13_gp103,phiE142_103,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106014,KNT13_gp104,KNT13_gp104,phiE142_104,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106015,KNT13_gp105,KNT13_gp105,phiE142_105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106016,KNT13_gp106,KNT13_gp106,phiE142_106,-,-,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20210607,-
1777059,65106017,KNT13_gp107,KNT13_gp107,phiE142_107,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106018,KNT13_gp108,KNT13_gp108,phiE142_108,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106019,KNT13_gp109,KNT13_gp109,phiE142_109,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106020,KNT13_gp110,KNT13_gp110,phiE142_110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106021,KNT13_gp111,KNT13_gp111,phiE142_111,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106022,KNT13_gp112,KNT13_gp112,phiE142_112,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106023,KNT13_gp113,KNT13_gp113,phiE142_113,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106024,KNT13_gp114,KNT13_gp114,phiE142_114,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106025,KNT13_gp115,KNT13_gp115,phiE142_115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106026,KNT13_gp116,KNT13_gp116,phiE142_116,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106027,KNT13_gp117,KNT13_gp117,phiE142_117,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106028,KNT13_gp118,KNT13_gp118,phiE142_118,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106029,KNT13_gp119,KNT13_gp119,phiE142_119,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106030,KNT13_gp120,KNT13_gp120,phiE142_120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106031,KNT13_gp121,KNT13_gp121,phiE142_121,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106032,KNT13_gp122,KNT13_gp122,phiE142_122,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106033,KNT13_gp123,KNT13_gp123,phiE142_123,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106034,KNT13_gp124,KNT13_gp124,phiE142_124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106035,KNT13_gp125,KNT13_gp125,phiE142_125,-,-,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20210607,-
1777059,65106036,KNT13_gp126,KNT13_gp126,phiE142_126,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106037,KNT13_gp127,KNT13_gp127,phiE142_127,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106038,KNT13_gp128,KNT13_gp128,phiE142_128,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106039,KNT13_gp129,KNT13_gp129,phiE142_129,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106040,KNT13_gp130,KNT13_gp130,phiE142_130,-,-,-,valyl-tRNA synthetase modifier,protein-coding,-,-,-,valyl-tRNA synthetase modifier,20210607,-
1777059,65106041,KNT13_gp131,KNT13_gp131,phiE142_131,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106042,KNT13_gp132,KNT13_gp132,phiE142_132,-,-,-,site-specific RNA endonuclease,protein-coding,-,-,-,site-specific RNA endonuclease,20210607,-
1777059,65106043,KNT13_gp133,KNT13_gp133,phiE142_133,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106044,KNT13_gp134,KNT13_gp134,phiE142_134,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106045,KNT13_gp135,KNT13_gp135,phiE142_135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106046,KNT13_gp136,KNT13_gp136,phiE142_136,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106047,KNT13_gp137,KNT13_gp137,phiE142_137,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106048,KNT13_gp138,KNT13_gp138,phiE142_138,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106049,KNT13_gp139,KNT13_gp139,phiE142_139,-,-,-,internal head protein,protein-coding,-,-,-,internal head protein,20210607,-
1777059,65106050,KNT13_gp140,KNT13_gp140,phiE142_140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106051,KNT13_gp141,KNT13_gp141,phiE142_141,-,-,-,endonuclease,protein-coding,-,-,-,endonuclease,20210607,-
1777059,65106052,KNT13_gp142,KNT13_gp142,phiE142_142,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106053,KNT13_gp143,KNT13_gp143,phiE142_143,-,-,-,lysozyme murein hydrolase,protein-coding,-,-,-,lysozyme murein hydrolase,20210607,-
1777059,65106054,KNT13_gp144,KNT13_gp144,phiE142_144,-,-,-,nudix hydrolase,protein-coding,-,-,-,nudix hydrolase,20210607,-
1777059,65106055,KNT13_gp145,KNT13_gp145,phiE142_145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106056,KNT13_gp146,KNT13_gp146,phiE142_146,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106057,KNT13_gp147,KNT13_gp147,phiE142_147,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106058,KNT13_gp148,KNT13_gp148,phiE142_148,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106059,KNT13_gp149,KNT13_gp149,phiE142_149,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106060,KNT13_gp150,KNT13_gp150,phiE142_150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106061,KNT13_gp151,KNT13_gp151,phiE142_151,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106062,KNT13_gp152,KNT13_gp152,phiE142_152,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106063,KNT13_gp153,KNT13_gp153,phiE142_153,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106064,KNT13_gp154,KNT13_gp154,phiE142_154,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106065,KNT13_gp155,KNT13_gp155,phiE142_155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106066,KNT13_gp156,KNT13_gp156,phiE142_156,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106067,KNT13_gp157,KNT13_gp157,phiE142_157,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106068,KNT13_gp158,KNT13_gp158,phiE142_158,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106069,KNT13_gp159,KNT13_gp159,phiE142_159,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106070,KNT13_gp160,KNT13_gp160,phiE142_160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106071,KNT13_gp161,KNT13_gp161,phiE142_161,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106072,KNT13_gp162,KNT13_gp162,phiE142_162,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106073,KNT13_gp163,KNT13_gp163,phiE142_163,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106074,KNT13_gp164,KNT13_gp164,phiE142_164,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106075,KNT13_gp165,KNT13_gp165,phiE142_165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106076,KNT13_gp166,KNT13_gp166,phiE142_166,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106077,KNT13_gp167,KNT13_gp167,phiE142_167,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106078,KNT13_gp168,KNT13_gp168,phiE142_168,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106079,KNT13_gp169,KNT13_gp169,phiE142_169,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106080,KNT13_gp170,KNT13_gp170,phiE142_170,-,-,-,tail fiber chaperone,protein-coding,-,-,-,tail fiber chaperone,20210607,-
1777059,65106081,KNT13_gp171,KNT13_gp171,phiE142_171,-,-,-,deoxynucleoside monophosphate kinase,protein-coding,-,-,-,deoxynucleoside monophosphate kinase,20210607,-
1777059,65106082,KNT13_gp172,KNT13_gp172,phiE142_172,-,-,-,tail completion and sheath stabilizer protein,protein-coding,-,-,-,tail completion and sheath stabilizer protein,20210607,-
1777059,65106083,KNT13_gp173,KNT13_gp173,phiE142_173,-,-,-,DNA end protector protein,protein-coding,-,-,-,DNA end protector protein,20210607,-
1777059,65106084,KNT13_gp174,KNT13_gp174,phiE142_174,-,-,-,head completion protein,protein-coding,-,-,-,head completion protein,20210607,-
1777059,65106085,KNT13_gp175,KNT13_gp175,phiE142_175,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
1777059,65106086,KNT13_gp176,KNT13_gp176,phiE142_176,-,-,-,baseplate hub subunit and tail lysozyme,protein-coding,-,-,-,baseplate hub subunit and tail lysozyme,20210607,-
1777059,65106087,KNT13_gp177,KNT13_gp177,phiE142_177,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
1777059,65106088,KNT13_gp178,KNT13_gp178,phiE142_178,-,-,-,baseplate hub needle,protein-coding,-,-,-,baseplate hub needle,20210607,-
1777059,65106089,KNT13_gp179,KNT13_gp179,phiE142_179,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
1777059,65106090,KNT13_gp180,KNT13_gp180,phiE142_180,-,-,-,baseplate wedge initiator,protein-coding,-,-,-,baseplate wedge initiator,20210607,-
1777059,65106091,KNT13_gp181,KNT13_gp181,phiE142_181,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
1777059,65106092,KNT13_gp182,KNT13_gp182,phiE142_182,-,-,-,baseplate wedge connector for long tail fiber,protein-coding,-,-,-,baseplate wedge connector for long tail fiber,20210607,-
