#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2041207,64471139,KGG78_gp02,KGG78_gp02,SEA_DIANE_2,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210505,-
2041207,64471153,KGG78_gp16,KGG78_gp16,SEA_DIANE_17,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20210505,-
2041207,64471154,KGG78_gp18,KGG78_gp18,SEA_DIANE_18,-,-,-,tape measure protein,protein-coding,-,-,-,tape measure protein,20210505,-
2041207,64471155,KGG78_gp17,KGG78_gp17,SEA_DIANE_16,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20210505,-
2041207,64471156,KGG78_gp19,KGG78_gp19,SEA_DIANE_19,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210505,-
2041207,64471157,KGG78_gp20,KGG78_gp20,SEA_DIANE_20,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210505,-
2041207,64471158,KGG78_gp21,KGG78_gp21,SEA_DIANE_21,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471159,KGG78_gp22,KGG78_gp22,SEA_DIANE_22,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210505,-
2041207,64471160,KGG78_gp23,KGG78_gp23,SEA_DIANE_23,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471161,KGG78_gp24,KGG78_gp24,SEA_DIANE_24,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210505,-
2041207,64471162,KGG78_gp25,KGG78_gp25,SEA_DIANE_25,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471163,KGG78_gp26,KGG78_gp26,SEA_DIANE_26,-,-,-,endolysin,protein-coding,-,-,-,endolysin,20210505,-
2041207,64471164,KGG78_gp27,KGG78_gp27,SEA_DIANE_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471165,KGG78_gp28,KGG78_gp28,SEA_DIANE_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471166,KGG78_gp29,KGG78_gp29,SEA_DIANE_29,-,-,-,immunity repressor,protein-coding,-,-,-,immunity repressor,20210505,-
2041207,64471167,KGG78_gp30,KGG78_gp30,SEA_DIANE_30,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471168,KGG78_gp31,KGG78_gp31,SEA_DIANE_31,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210505,-
2041207,64471169,KGG78_gp32,KGG78_gp32,SEA_DIANE_32,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471170,KGG78_gp33,KGG78_gp33,SEA_DIANE_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471171,KGG78_gp34,KGG78_gp34,SEA_DIANE_34,-,-,-,deoxycytidylate deaminase,protein-coding,-,-,-,deoxycytidylate deaminase,20210505,-
2041207,64471172,KGG78_gp35,KGG78_gp35,SEA_DIANE_35,-,-,-,DnaB-like dsDNA helicase,protein-coding,-,-,-,DnaB-like dsDNA helicase,20210505,-
2041207,64471173,KGG78_gp36,KGG78_gp36,SEA_DIANE_36,-,-,-,holliday junction resolvase,protein-coding,-,-,-,holliday junction resolvase,20210505,-
2041207,64471174,KGG78_gp37,KGG78_gp37,SEA_DIANE_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471175,KGG78_gp38,KGG78_gp38,SEA_DIANE_38,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210505,-
2041207,64471176,KGG78_gp39,KGG78_gp39,SEA_DIANE_39,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210505,-
2041207,64471177,KGG78_gp40,KGG78_gp40,SEA_DIANE_40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471178,KGG78_gp41,KGG78_gp41,SEA_DIANE_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471179,KGG78_gp42,KGG78_gp42,SEA_DIANE_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471180,KGG78_gp43,KGG78_gp43,SEA_DIANE_43,-,-,-,MRE11 double-strand break endo/exonuclease,protein-coding,-,-,-,MRE11 double-strand break endo/exonuclease,20210505,-
2041207,64471181,KGG78_gp44,KGG78_gp44,SEA_DIANE_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471182,KGG78_gp45,KGG78_gp45,SEA_DIANE_45,-,-,-,DNA binding protein,protein-coding,-,-,-,DNA binding protein,20210505,-
2041207,64471183,KGG78_gp46,KGG78_gp46,SEA_DIANE_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471184,KGG78_gp47,KGG78_gp47,SEA_DIANE_47,-,-,-,ribonucleotide reductase,protein-coding,-,-,-,ribonucleotide reductase,20210505,-
2041207,64471185,KGG78_gp48,KGG78_gp48,SEA_DIANE_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471186,KGG78_gp49,KGG78_gp49,SEA_DIANE_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471187,KGG78_gp50,KGG78_gp50,SEA_DIANE_50,-,-,-,DNA binding protein,protein-coding,-,-,-,DNA binding protein,20210505,-
2041207,64471188,KGG78_gp51,KGG78_gp51,SEA_DIANE_51,-,-,-,serine integrase,protein-coding,-,-,-,serine integrase,20210505,-
2041207,64471189,KGG78_gp52,KGG78_gp52,SEA_DIANE_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471190,KGG78_gp53,KGG78_gp53,SEA_DIANE_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471191,KGG78_gp54,KGG78_gp54,SEA_DIANE_54,-,-,-,ThyX-like thymidylate synthase,protein-coding,-,-,-,ThyX-like thymidylate synthase,20210505,-
2041207,64471192,KGG78_gp55,KGG78_gp55,SEA_DIANE_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471193,KGG78_gp56,KGG78_gp56,SEA_DIANE_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471194,KGG78_gp57,KGG78_gp57,SEA_DIANE_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471195,KGG78_gp58,KGG78_gp58,SEA_DIANE_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471196,KGG78_gp59,KGG78_gp59,SEA_DIANE_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471197,KGG78_gp60,KGG78_gp60,SEA_DIANE_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471198,KGG78_gp61,KGG78_gp61,SEA_DIANE_61,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471199,KGG78_gp62,KGG78_gp62,SEA_DIANE_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471200,KGG78_gp63,KGG78_gp63,SEA_DIANE_63,-,-,-,deoxynucleoside monophosphate,protein-coding,-,-,-,deoxynucleoside monophosphate,20210505,-
2041207,64471201,KGG78_gp64,KGG78_gp64,SEA_DIANE_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471202,KGG78_gp65,KGG78_gp65,SEA_DIANE_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471203,KGG78_gp66,KGG78_gp66,SEA_DIANE_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471204,KGG78_gp67,KGG78_gp67,SEA_DIANE_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471205,KGG78_gp68,KGG78_gp68,SEA_DIANE_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471206,KGG78_gp69,KGG78_gp69,SEA_DIANE_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471207,KGG78_gp70,KGG78_gp70,SEA_DIANE_70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471208,KGG78_gp71,KGG78_gp71,SEA_DIANE_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471209,KGG78_gp72,KGG78_gp72,SEA_DIANE_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471210,KGG78_gp73,KGG78_gp73,SEA_DIANE_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471211,KGG78_gp74,KGG78_gp74,SEA_DIANE_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471212,KGG78_gp75,KGG78_gp75,SEA_DIANE_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471213,KGG78_gp76,KGG78_gp76,SEA_DIANE_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471214,KGG78_gp77,KGG78_gp77,SEA_DIANE_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471215,KGG78_gp78,KGG78_gp78,SEA_DIANE_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471216,KGG78_gp79,KGG78_gp79,SEA_DIANE_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64471217,KGG78_gp01,KGG78_gp01,SEA_DIANE_1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210505,-
2041207,64792206,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210510,-
