#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
83462,55635504,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Myxococcus exiguus.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200622,-
83462,64076109,JYJ95_RS00150,JYJ95_RS00150,JYJ95_00150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076110,JYJ95_RS00155,JYJ95_RS00155,JYJ95_00155,-,-,-,SH3 domain-containing protein,protein-coding,-,-,-,SH3 domain-containing protein,20210422,-
83462,64076111,JYJ95_RS00160,JYJ95_RS00160,JYJ95_00160,-,-,-,FAD-dependent monooxygenase,protein-coding,-,-,-,FAD-dependent monooxygenase,20210422,-
83462,64076112,JYJ95_RS00165,JYJ95_RS00165,JYJ95_00165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076113,JYJ95_RS00170,JYJ95_RS00170,JYJ95_00170,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210422,-
83462,64076114,JYJ95_RS00175,JYJ95_RS00175,JYJ95_00175,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210422,-
83462,64076115,JYJ95_RS00180,JYJ95_RS00180,JYJ95_00180,-,-,-,type III polyketide synthase,protein-coding,-,-,-,type III polyketide synthase,20210422,-
83462,64076116,JYJ95_RS00185,JYJ95_RS00185,JYJ95_00185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076117,JYJ95_RS00190,JYJ95_RS00190,JYJ95_00190,-,-,-,acyl carrier protein,protein-coding,-,-,-,acyl carrier protein,20210424,-
83462,64076118,JYJ95_RS00195,JYJ95_RS00195,JYJ95_00195,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210422,-
83462,64076119,JYJ95_RS00200,JYJ95_RS00200,JYJ95_00200,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210422,-
83462,64076120,JYJ95_RS00205,JYJ95_RS00205,JYJ95_00205,-,-,-,gamma-glutamylcyclotransferase,protein-coding,-,-,-,gamma-glutamylcyclotransferase,20210422,-
83462,64076121,JYJ95_RS00210,JYJ95_RS00210,JYJ95_00210,-,-,-,DNA/RNA non-specific endonuclease,protein-coding,-,-,-,DNA/RNA non-specific endonuclease,20210422,-
83462,64076122,JYJ95_RS00215,JYJ95_RS00215,JYJ95_00215,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210422,-
83462,64076123,JYJ95_RS00220,JYJ95_RS00220,JYJ95_00220,-,-,-,dihydrofolate reductase family protein,protein-coding,-,-,-,dihydrofolate reductase family protein,20210422,-
83462,64076124,JYJ95_RS00225,JYJ95_RS00225,JYJ95_00225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076125,JYJ95_RS00230,JYJ95_RS00230,JYJ95_00230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076126,JYJ95_RS00235,JYJ95_RS00235,JYJ95_00235,-,-,-,NIPSNAP family protein,protein-coding,-,-,-,NIPSNAP family protein,20210422,-
83462,64076127,JYJ95_RS00240,JYJ95_RS00240,JYJ95_00240,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,20210422,-
83462,64076128,JYJ95_RS00245,JYJ95_RS00245,JYJ95_00245,-,-,-,SRPBCC domain-containing protein,protein-coding,-,-,-,SRPBCC domain-containing protein,20210422,-
83462,64076129,JYJ95_RS00250,JYJ95_RS00250,JYJ95_00250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076130,JYJ95_RS00255,JYJ95_RS00255,JYJ95_00255,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210422,-
83462,64076131,JYJ95_RS00260,JYJ95_RS00260,JYJ95_00260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076132,JYJ95_RS00265,JYJ95_RS00265,JYJ95_00265,-,-,-,Uma2 family endonuclease,protein-coding,-,-,-,Uma2 family endonuclease,20210422,-
83462,64076133,JYJ95_RS00270,JYJ95_RS00270,JYJ95_00270,-,-,-,Uma2 family endonuclease,protein-coding,-,-,-,Uma2 family endonuclease,20210424,-
83462,64076134,JYJ95_RS00275,JYJ95_RS00275,JYJ95_00275,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20210422,-
83462,64076135,JYJ95_RS00280,JYJ95_RS00280,JYJ95_00280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076136,JYJ95_RS00285,JYJ95_RS00285,JYJ95_00285,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20210422,-
83462,64076137,JYJ95_RS00290,JYJ95_RS00290,JYJ95_00290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076138,JYJ95_RS00295,JYJ95_RS00295,JYJ95_00295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076139,bcp,JYJ95_RS00300,JYJ95_00300,-,-,-,thioredoxin-dependent thiol peroxidase,protein-coding,-,-,-,thioredoxin-dependent thiol peroxidase,20210422,-
83462,64076140,JYJ95_RS00305,JYJ95_RS00305,JYJ95_00305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076141,JYJ95_RS00310,JYJ95_RS00310,JYJ95_00310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076142,JYJ95_RS00315,JYJ95_RS00315,JYJ95_00315,-,-,-,kelch-like protein,protein-coding,-,-,-,kelch-like protein,20210422,-
83462,64076143,nagZ,JYJ95_RS00320,JYJ95_00320,-,-,-,beta-N-acetylhexosaminidase,protein-coding,-,-,-,beta-N-acetylhexosaminidase,20210422,-
83462,64076144,JYJ95_RS00325,JYJ95_RS00325,JYJ95_00325,-,-,-,BatA domain-containing protein,protein-coding,-,-,-,BatA domain-containing protein,20210422,-
83462,64076145,JYJ95_RS00330,JYJ95_RS00330,JYJ95_00330,-,-,-,DUF58 domain-containing protein,protein-coding,-,-,-,DUF58 domain-containing protein,20210424,-
83462,64076146,JYJ95_RS00335,JYJ95_RS00335,JYJ95_00335,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210422,-
83462,64076147,JYJ95_RS00340,JYJ95_RS00340,JYJ95_00340,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076148,JYJ95_RS00345,JYJ95_RS00345,JYJ95_00345,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210422,-
83462,64076149,JYJ95_RS00350,JYJ95_RS00350,JYJ95_00350,-,-,-,zinc-binding dehydrogenase,protein-coding,-,-,-,zinc-binding dehydrogenase,20210422,-
83462,64076150,JYJ95_RS00355,JYJ95_RS00355,JYJ95_00355,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210422,-
83462,64076151,JYJ95_RS00360,JYJ95_RS00360,JYJ95_00360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076152,JYJ95_RS00365,JYJ95_RS00365,JYJ95_00365,-,-,-,TIGR02266 family protein,protein-coding,-,-,-,TIGR02266 family protein,20210422,-
83462,64076153,fliB,JYJ95_RS00370,JYJ95_00370,-,-,-,flagellin lysine-N-methylase,protein-coding,-,-,-,flagellin lysine-N-methylase,20210422,-
83462,64076154,JYJ95_RS00375,JYJ95_RS00375,JYJ95_00375,-,-,-,DsbA family oxidoreductase,protein-coding,-,-,-,DsbA family oxidoreductase,20210424,-
83462,64076155,JYJ95_RS00380,JYJ95_RS00380,JYJ95_00380,-,-,-,prolyl oligopeptidase family serine peptidase,protein-coding,-,-,-,prolyl oligopeptidase family serine peptidase,20210422,-
83462,64076156,JYJ95_RS00385,JYJ95_RS00385,JYJ95_00385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076157,JYJ95_RS00390,JYJ95_RS00390,JYJ95_00390,-,-,-,DUF4142 domain-containing protein,protein-coding,-,-,-,DUF4142 domain-containing protein,20210422,-
83462,64076158,JYJ95_RS00395,JYJ95_RS00395,JYJ95_00395,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20210422,-
83462,64076159,JYJ95_RS00400,JYJ95_RS00400,JYJ95_00400,-,-,-,DUF4175 family protein,protein-coding,-,-,-,DUF4175 family protein,20210422,-
83462,64076160,JYJ95_RS00405,JYJ95_RS00405,JYJ95_00405,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20210422,-
83462,64076161,JYJ95_RS00410,JYJ95_RS00410,JYJ95_00410,-,-,-,DUF655 domain-containing protein,protein-coding,-,-,-,DUF655 domain-containing protein,20210422,-
83462,64076162,JYJ95_RS00415,JYJ95_RS00415,JYJ95_00415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076163,JYJ95_RS00420,JYJ95_RS00420,JYJ95_00420,-,-,-,TonB-dependent receptor,protein-coding,-,-,-,TonB-dependent receptor,20210422,-
83462,64076164,JYJ95_RS00425,JYJ95_RS00425,JYJ95_00425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076165,JYJ95_RS00430,JYJ95_RS00430,JYJ95_00430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076166,JYJ95_RS00435,JYJ95_RS00435,JYJ95_00435,-,-,-,cell surface protein,protein-coding,-,-,-,cell surface protein,20210422,-
83462,64076167,JYJ95_RS00440,JYJ95_RS00440,JYJ95_00440,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076168,JYJ95_RS00445,JYJ95_RS00445,JYJ95_00445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076169,JYJ95_RS00450,JYJ95_RS00450,JYJ95_00450,-,-,-,cell surface protein,protein-coding,-,-,-,cell surface protein,20210422,-
83462,64076170,JYJ95_RS00455,JYJ95_RS00455,JYJ95_00455,-,-,-,Rieske 2Fe-2S domain-containing protein,protein-coding,-,-,-,Rieske 2Fe-2S domain-containing protein,20210422,-
83462,64076171,JYJ95_RS00460,JYJ95_RS00460,JYJ95_00460,-,-,-,FHA domain-containing protein,protein-coding,-,-,-,FHA domain-containing protein,20210422,-
83462,64076172,JYJ95_RS00465,JYJ95_RS00465,JYJ95_00465,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
83462,64076173,JYJ95_RS00470,JYJ95_RS00470,JYJ95_00470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076174,JYJ95_RS00475,JYJ95_RS00475,JYJ95_00475,-,-,-,fused MFS/spermidine synthase,protein-coding,-,-,-,fused MFS/spermidine synthase,20210422,-
83462,64076175,JYJ95_RS00480,JYJ95_RS00480,JYJ95_00480,-,-,-,DUF1275 family protein,protein-coding,-,-,-,DUF1275 family protein,20210422,-
83462,64076176,JYJ95_RS00485,JYJ95_RS00485,JYJ95_00485,-,-,-,HIT domain-containing protein,protein-coding,-,-,-,HIT domain-containing protein,20210422,-
83462,64076177,JYJ95_RS00490,JYJ95_RS00490,JYJ95_00490,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076178,JYJ95_RS00495,JYJ95_RS00495,JYJ95_00495,-,-,-,HPr kinase/phosphorylase,protein-coding,-,-,-,HPr kinase/phosphorylase,20210422,-
83462,64076179,rapZ,JYJ95_RS00500,JYJ95_00500,-,-,-,RNase adapter RapZ,protein-coding,-,-,-,RNase adapter RapZ,20210422,-
83462,64076180,JYJ95_RS00505,JYJ95_RS00505,JYJ95_00505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076181,tadA,JYJ95_RS00510,JYJ95_00510,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20210422,-
83462,64076182,JYJ95_RS00515,JYJ95_RS00515,JYJ95_00515,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210422,-
83462,64076183,JYJ95_RS00520,JYJ95_RS00520,JYJ95_00520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076184,JYJ95_RS00525,JYJ95_RS00525,JYJ95_00525,-,-,-,general secretion pathway protein GspE,protein-coding,-,-,-,general secretion pathway protein GspE,20210422,-
83462,64076185,JYJ95_RS00530,JYJ95_RS00530,JYJ95_00530,-,-,-,SPFH domain-containing protein,protein-coding,-,-,-,SPFH domain-containing protein,20210422,-
83462,64076186,JYJ95_RS00535,JYJ95_RS00535,JYJ95_00535,-,-,-,NAD+ kinase,protein-coding,-,-,-,NAD+ kinase,20210422,-
83462,64076187,JYJ95_RS00540,JYJ95_RS00540,JYJ95_00540,-,-,-,PTS sugar transporter subunit IIA,protein-coding,-,-,-,PTS sugar transporter subunit IIA,20210422,-
83462,64076188,JYJ95_RS00545,JYJ95_RS00545,JYJ95_00545,-,-,-,PTS sugar transporter subunit IIB,protein-coding,-,-,-,PTS sugar transporter subunit IIB,20210422,-
83462,64076189,JYJ95_RS00550,JYJ95_RS00550,JYJ95_00550,-,-,-,PTS sugar transporter subunit IIC,protein-coding,-,-,-,PTS sugar transporter subunit IIC,20210422,-
83462,64076190,JYJ95_RS00555,JYJ95_RS00555,JYJ95_00555,-,-,-,PTS system mannose/fructose/sorbose family transporter subunit IID,protein-coding,-,-,-,PTS system mannose/fructose/sorbose family transporter subunit IID,20210422,-
83462,64076191,JYJ95_RS00560,JYJ95_RS00560,JYJ95_00560,-,-,-,HPr family phosphocarrier protein,protein-coding,-,-,-,HPr family phosphocarrier protein,20210424,-
83462,64076192,ptsP,JYJ95_RS00565,JYJ95_00565,-,-,-,phosphoenolpyruvate--protein phosphotransferase,protein-coding,-,-,-,phosphoenolpyruvate--protein phosphotransferase,20210422,-
83462,64076193,JYJ95_RS00570,JYJ95_RS00570,JYJ95_00570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076194,JYJ95_RS00575,JYJ95_RS00575,JYJ95_00575,-,-,-,MgtC/SapB family protein,protein-coding,-,-,-,MgtC/SapB family protein,20210422,-
83462,64076195,JYJ95_RS00580,JYJ95_RS00580,JYJ95_00580,-,-,-,MXAN_6521/LA_1396 family lipoprotein,protein-coding,-,-,-,MXAN_6521/LA_1396 family lipoprotein,20210422,-
83462,64076196,JYJ95_RS00585,JYJ95_RS00585,JYJ95_00585,-,-,-,MMPL family transporter,protein-coding,-,-,-,MMPL family transporter,20210422,-
83462,64076197,JYJ95_RS00590,JYJ95_RS00590,JYJ95_00590,-,-,-,site-specific recombinase,protein-coding,-,-,-,site-specific recombinase,20210422,-
83462,64076198,JYJ95_RS00595,JYJ95_RS00595,JYJ95_00595,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210422,-
83462,64076199,JYJ95_RS00600,JYJ95_RS00600,JYJ95_00600,-,-,-,methionine adenosyltransferase,protein-coding,-,-,-,methionine adenosyltransferase,20210422,-
83462,64076200,JYJ95_RS00605,JYJ95_RS00605,JYJ95_00605,-,-,-,methionyl-tRNA formyltransferase,protein-coding,-,-,-,methionyl-tRNA formyltransferase,20210422,-
83462,64076201,JYJ95_RS00610,JYJ95_RS00610,JYJ95_00610,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210422,-
83462,64076202,JYJ95_RS00615,JYJ95_RS00615,JYJ95_00615,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076203,JYJ95_RS00620,JYJ95_RS00620,JYJ95_00620,-,-,-,c-type cytochrome,protein-coding,-,-,-,c-type cytochrome,20210422,-
83462,64076204,JYJ95_RS00625,JYJ95_RS00625,JYJ95_00625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076205,JYJ95_RS00630,JYJ95_RS00630,JYJ95_00630,-,-,-,chromosome condensation regulator RCC1,protein-coding,-,-,-,chromosome condensation regulator RCC1,20210422,-
83462,64076206,JYJ95_RS00635,JYJ95_RS00635,JYJ95_00635,-,-,-,type II secretion system protein GspG,protein-coding,-,-,-,type II secretion system protein GspG,20210422,-
83462,64076207,JYJ95_RS00640,JYJ95_RS00640,JYJ95_00640,-,-,-,type II secretion system protein GspG,protein-coding,-,-,-,type II secretion system protein GspG,20210424,-
83462,64076208,JYJ95_RS00645,JYJ95_RS00645,JYJ95_00645,-,-,-,SEC-C domain-containing protein,protein-coding,-,-,-,SEC-C domain-containing protein,20210422,-
83462,64076209,JYJ95_RS00650,JYJ95_RS00650,JYJ95_00650,-,-,-,undecaprenyl-diphosphate phosphatase,protein-coding,-,-,-,undecaprenyl-diphosphate phosphatase,20210422,-
83462,64076210,JYJ95_RS00655,JYJ95_RS00655,JYJ95_00655,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20210422,-
83462,64076211,JYJ95_RS00660,JYJ95_RS00660,JYJ95_00660,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20210422,-
83462,64076212,JYJ95_RS00665,JYJ95_RS00665,JYJ95_00665,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076213,JYJ95_RS00670,JYJ95_RS00670,JYJ95_00670,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076214,JYJ95_RS00675,JYJ95_RS00675,JYJ95_00675,-,-,-,sigma 54-interacting transcriptional regulator,protein-coding,-,-,-,sigma 54-interacting transcriptional regulator,20210422,-
83462,64076215,JYJ95_RS00680,JYJ95_RS00680,JYJ95_00680,-,-,-,HAMP domain-containing protein,protein-coding,-,-,-,HAMP domain-containing protein,20210422,-
83462,64076216,JYJ95_RS00685,JYJ95_RS00685,JYJ95_00685,-,-,-,serine hydrolase,protein-coding,-,-,-,serine hydrolase,20210422,-
83462,64076217,JYJ95_RS00690,JYJ95_RS00690,JYJ95_00690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076218,JYJ95_RS00695,JYJ95_RS00695,JYJ95_00695,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076219,JYJ95_RS00700,JYJ95_RS00700,JYJ95_00700,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076220,JYJ95_RS00705,JYJ95_RS00705,JYJ95_00705,-,-,-,MBOAT family protein,protein-coding,-,-,-,MBOAT family protein,20210422,-
83462,64076221,JYJ95_RS00710,JYJ95_RS00710,JYJ95_00710,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076222,JYJ95_RS00715,JYJ95_RS00715,JYJ95_00715,-,-,-,NTP transferase domain-containing protein,protein-coding,-,-,-,NTP transferase domain-containing protein,20210422,-
83462,64076223,JYJ95_RS00720,JYJ95_RS00720,JYJ95_00720,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
83462,64076224,JYJ95_RS00725,JYJ95_RS00725,JYJ95_00725,-,-,-,phosphomannomutase/phosphoglucomutase,protein-coding,-,-,-,phosphomannomutase/phosphoglucomutase,20210422,-
83462,64076225,JYJ95_RS00730,JYJ95_RS00730,JYJ95_00730,-,-,-,ROK family protein,protein-coding,-,-,-,ROK family protein,20210422,-
83462,64076226,JYJ95_RS00735,JYJ95_RS00735,JYJ95_00735,-,-,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20210422,-
83462,64076227,JYJ95_RS00740,JYJ95_RS00740,JYJ95_00740,-,-,-,DUF547 domain-containing protein,protein-coding,-,-,-,DUF547 domain-containing protein,20210422,-
83462,64076228,JYJ95_RS00745,JYJ95_RS00745,JYJ95_00745,-,-,-,Rieske 2Fe-2S domain-containing protein,protein-coding,-,-,-,Rieske 2Fe-2S domain-containing protein,20210422,-
83462,64076229,JYJ95_RS00750,JYJ95_RS00750,JYJ95_00750,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076230,JYJ95_RS00755,JYJ95_RS00755,JYJ95_00755,-,-,-,TolC family protein,protein-coding,-,-,-,TolC family protein,20210422,-
83462,64076231,JYJ95_RS00760,JYJ95_RS00760,JYJ95_00760,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20210422,-
83462,64076232,JYJ95_RS00765,JYJ95_RS00765,JYJ95_00765,-,-,-,TonB family protein,protein-coding,-,-,-,TonB family protein,20210422,-
83462,64076233,JYJ95_RS00770,JYJ95_RS00770,JYJ95_00770,-,-,-,biopolymer transporter ExbD,protein-coding,-,-,-,biopolymer transporter ExbD,20210422,-
83462,64076234,JYJ95_RS00775,JYJ95_RS00775,JYJ95_00775,-,-,-,MotA/TolQ/ExbB proton channel family protein,protein-coding,-,-,-,MotA/TolQ/ExbB proton channel family protein,20210422,-
83462,64076235,JYJ95_RS00780,JYJ95_RS00780,JYJ95_00780,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20210422,-
83462,64076236,JYJ95_RS00785,JYJ95_RS00785,JYJ95_00785,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64076237,JYJ95_RS00790,JYJ95_RS00790,JYJ95_00790,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210422,-
83462,64076238,JYJ95_RS00795,JYJ95_RS00795,JYJ95_00795,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
