#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
101028,20490107,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210522,-
101028,44803790,iorf252,HCT45_mgp37,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210403,-
101028,44803791,iorf112,HCT45_mgp36,-,-,MT,-,Homing endonuclease,protein-coding,-,-,-,Homing endonuclease,20200908,-
101028,44803792,iorf309,HCT45_mgp35,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210123,-
101028,44803793,iorf472,HCT45_mgp34,-,-,MT,-,Homing endonuclease,protein-coding,-,-,-,Homing endonuclease,20200908,-
101028,44803794,iorf314,HCT45_mgp33,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,GIY-YIG endonuclease,20210320,-
101028,44803795,iorf192,HCT45_mgp32,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210320,-
101028,44803796,trnC(gca),HCT45_mgt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
101028,44803797,cox1,HCT45_mgp31,-,-,MT,-,cytochrome c oxidase subunit 1,protein-coding,-,-,-,cytochrome c oxidase subunit 1,20210129,-
101028,44803798,iorf322,HCT45_mgp30,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,GIY-YIG endonuclease,20210320,-
101028,44803799,iorf310,HCT45_mgp29,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210320,-
101028,44803800,iorf300,HCT45_mgp28,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210320,-
101028,44803801,iorf361,HCT45_mgp27,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210320,-
101028,44803802,iorf305,HCT45_mgp26,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210320,-
101028,44803803,iorf305,HCT45_mgp25,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210403,-
101028,44803804,iorf323,HCT45_mgp24,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210403,-
101028,44803805,iorf406,HCT45_mgp23,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210403,-
101028,44803806,iorf350,HCT45_mgp22,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210320,-
101028,44803807,iorf318,HCT45_mgp21,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210320,-
101028,44803808,iorf440,HCT45_mgp20,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,GIY-YIG endonuclease,20210129,-
101028,44803809,iorf146,HCT45_mgp19,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,GIY-YIG endonuclease,20210403,-
101028,44803810,iorf379,HCT45_mgp18,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210129,-
101028,44803811,iorf272,HCT45_mgp17,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,GIY-YIG endonuclease,20210320,-
101028,44803812,iorf412,HCT45_mgp16,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,GIY-YIG endonuclease,20210320,-
101028,44803813,iorf362,HCT45_mgp15,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,GIY-YIG endonuclease,20210320,-
101028,44803814,trnR(tct),HCT45_mgt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
101028,44803815,orf154,HCT45_mgp14,-,-,MT,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
101028,44803816,nad1,HCT45_mgp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20210129,-
101028,44803817,iorf332,HCT45_mgp12,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,GIY-YIG endonuclease,20210320,-
101028,44803818,nad4,HCT45_mgp11,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20210129,-
101028,44803819,atp8,HCT45_mgp10,-,-,MT,-,ATP synthase subunit 8,protein-coding,-,-,-,ATP synthase subunit 8,20210212,-
101028,44803820,atp6,HCT45_mgp09,-,-,MT,-,ATP synthase subunit 6,protein-coding,-,-,-,ATP synthase subunit 6,20210129,-
101028,44803821,iorf387,HCT45_mgp08,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210320,-
101028,44803822,iorf352,HCT45_mgp07,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210403,-
101028,44803823,iorf470,HCT45_mgp06,-,-,MT,-,GIY-YIG endonuclease,protein-coding,-,-,-,GIY-YIG endonuclease,20210320,-
101028,44803824,rns,HCT45_mgr01,-,-,MT,-,small subunit ribosomal RNA,rRNA,-,-,-,-,20200908,-
101028,44803825,trnYcopy(gta),HCT45_mgt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
101028,44803826,trnD(gtc),HCT45_mgt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
101028,44803827,trnS(gct),HCT45_mgt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
101028,44803828,trnN(gtt),HCT45_mgt23,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
101028,44803829,cox3,HCT45_mgp05,-,-,MT,-,cytochrome c oxidase subunit 3,protein-coding,-,-,-,cytochrome c oxidase subunit 3,20210320,-
101028,44803830,iorf339,HCT45_mgp04,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210320,-
101028,44803831,iorf450,HCT45_mgp03,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210403,-
101028,44803832,iorf499,HCT45_mgp02,-,-,MT,-,LAGLIDADG endonuclease,protein-coding,-,-,-,LAGLIDADG endonuclease,20210320,-
101028,44803833,nad6,HCT45_mgp01,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20210129,-
101028,44803834,trnV(tac),HCT45_mgt24,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
101028,44803835,trnI(gat),HCT45_mgt25,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
101028,44803836,trnS(tga),HCT45_mgt26,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
101028,44803837,trnW(tca),HCT45_mgt27,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
101028,44803838,trnP(tgg),HCT45_mgt28,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
101028,44803839,rnl,HCT45_mgr02,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20200908,-
