#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1873903,62359918,JMN51_gp02,JMN51_gp02,SEA_BIRCSAK_2,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210123,-
1873903,62359985,JMN51_gp75,JMN51_gp75,SEA_BIRCSAK_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359986,JMN51_gp76,JMN51_gp76,SEA_BIRCSAK_76,-,-,-,immunity repressor,protein-coding,-,-,-,immunity repressor,20210123,-
1873903,62359987,JMN51_gp78,JMN51_gp78,SEA_BIRCSAK_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359988,JMN51_gp80,JMN51_gp80,SEA_BIRCSAK_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359989,JMN51_gp81,JMN51_gp81,SEA_BIRCSAK_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359990,JMN51_gp82,JMN51_gp82,SEA_BIRCSAK_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359991,JMN51_gp83,JMN51_gp83,SEA_BIRCSAK_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359992,JMN51_gp84,JMN51_gp84,SEA_BIRCSAK_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359993,JMN51_gp85,JMN51_gp85,SEA_BIRCSAK_85,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359994,JMN51_gp86,JMN51_gp86,SEA_BIRCSAK_86,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359995,JMN51_gp88,JMN51_gp88,SEA_BIRCSAK_88,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359996,JMN51_gp90,JMN51_gp90,SEA_BIRCSAK_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1873903,62359997,JMN51_gp91,JMN51_gp91,SEA_BIRCSAK_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359998,JMN51_gp28,JMN51_gp28,SEA_BIRCSAK_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
1873903,62359999,JMN51_gp87,JMN51_gp87,SEA_BIRCSAK_87,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20210123,-
1873903,62360000,JMN51_gp79,JMN51_gp79,SEA_BIRCSAK_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62360001,JMN51_gp89,JMN51_gp89,SEA_BIRCSAK_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62360002,JMN51_gp30,JMN51_gp30,SEA_BIRCSAK_30,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1873903,62360003,JMN51_gp23,JMN51_gp23,SEA_BIRCSAK_22,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20210424,-
1873903,62360004,JMN51_gp77,JMN51_gp77,SEA_BIRCSAK_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62360005,JMN51_gp03,JMN51_gp03,SEA_BIRCSAK_3,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62360006,JMN51_gp55,JMN51_gp55,SEA_BIRCSAK_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62360007,JMN51_gp41,JMN51_gp41,SEA_BIRCSAK_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62360008,JMN51_gp01,JMN51_gp01,SEA_BIRCSAK_1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62368935,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Mycobacteriophage Bircsak).,other,-,-,-,-,20210125,-
